pop_no	population	stat_area	CU	year	escapement	er_E	er_2	er_3	total_runE	total_run2	total_run3	age_3	age_4	age_5	rec_E	rec_2	rec_3	RS_E	RS_2	RS_3
9	dala	6	northern_coastal	2020	2350	0.108	0.257	0.254	2633	3162	3151	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1980	3000	0.447	0.467	0.461	5425	5632	5569	0.714	0.286	0	3812	3950	3898	1.270744572	1.316828151	1.299486144
10	kildala	6	northern_coastal	1981	2000	0.405	0.439	0.434	3361	3567	3533	0.714	0.286	0	3835	4012	3968	1.917491828	2.006228619	1.983939794
10	kildala	6	northern_coastal	1982	2500	0.351	0.405	0.4	3852	4202	4167	0.714	0.286	0	4987	5141	5078	1.994695382	2.056443423	2.031318138
10	kildala	6	northern_coastal	1983	2000	0.49	0.506	0.499	3922	4046	3989	0.714	0.286	0	5233	5339	5269	2.616597307	2.669342668	2.634619622
10	kildala	6	northern_coastal	1984	2000	0.435	0.461	0.455	3540	3713	3672	0.714	0.286	0	2791	2957	2932	1.395445406	1.478391374	1.465950872
10	kildala	6	northern_coastal	1985	2500	0.453	0.475	0.469	4570	4759	4705	0.714	0.286	0	2065	2190	2173	0.825976496	0.876159729	0.869172745
10	kildala	6	northern_coastal	1986	3000	0.502	0.508	0.501	6024	6093	6008	0.714	0.286	0	4004	4293	4254	1.334631492	1.431018951	1.417888189
10	kildala	6	northern_coastal	1987	2000	0.387	0.422	0.417	3263	3458	3429	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1988	1000	0.381	0.414	0.41	1616	1707	1694	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1989	2000	0.372	0.411	0.406	3185	3394	3365	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1990	3500	0.421	0.464	0.459	6045	6534	6468	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1991	NA	0.376	0.41	0.394	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1992	NA	0.394	0.427	0.403	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1993	NA	0.342	0.372	0.356	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1994	NA	0.402	0.441	0.421	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1995	NA	0.245	0.278	0.27	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1996	NA	0.447	0.472	0.461	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1997	NA	0.437	0.366	0.348	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1998	NA	0.154	0.114	0.117	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	1999	NA	0.156	0.13	0.12	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	2000	NA	0.194	0.239	0.212	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	2001	NA	0.195	0.201	0.178	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	2002	2500	0.136	0.146	0.133	2894	2927	2882	0.714	0.286	0	3137	3726	4112	1.254751917	1.490346693	1.644712684
10	kildala	6	northern_coastal	2003	2000	0.186	0.198	0.18	2457	2495	2440	0.714	0.286	0	1461	1590	1577	0.730413701	0.795122555	0.788319331
10	kildala	6	northern_coastal	2004	NA	0.255	0.428	0.412	NA	NA	NA	0.714	0.286	0	1689	1864	1812	NA	NA	NA
10	kildala	6	northern_coastal	2005	3000	0.212	0.346	0.415	3807	4589	5131	0.714	0.286	0	4771	5059	4900	1.590417109	1.686415796	1.633278524
10	kildala	6	northern_coastal	2006	1200	0.182	0.238	0.237	1467	1574	1572	0.714	0.286	0	8062	8545	8274	6.718335161	7.120919928	6.894959785
10	kildala	6	northern_coastal	2007	1100	0.239	0.325	0.307	1445	1630	1588	0.714	0.286	0	1552	1641	1601	1.41124195	1.491877786	1.455409341
10	kildala	6	northern_coastal	2008	1700	0.259	0.305	0.283	2294	2445	2370	0.714	0.286	0	3344	3469	3379	1.966910269	2.040637641	1.987804337
10	kildala	6	northern_coastal	2009	8240	0.247	0.288	0.265	10943	11573	11203	0.714	0.286	0	3178	3517	3409	0.385635916	0.426813627	0.41366596
10	kildala	6	northern_coastal	2010	710	0.197	0.291	0.272	884	1001	975	0.714	0.286	0	2148	2354	2298	3.025923837	3.315437831	3.23659083
10	kildala	6	northern_coastal	2011	2400	0.254	0.258	0.24	3217	3236	3159	0.714	0.286	0	2646	2858	2827	1.102656773	1.190751133	1.177849406
10	kildala	6	northern_coastal	2012	2920	0.202	0.279	0.257	3659	4050	3927	0.714	0.286	0	3053	3304	3224	1.045390307	1.13162507	1.104221001
10	kildala	6	northern_coastal	2013	1525	0.229	0.303	0.279	1978	2189	2116	0.714	0.286	0	4289	4633	4506	2.812141485	3.038028774	2.9546205
10	kildala	6	northern_coastal	2014	2200	0.145	0.204	0.2	2573	2765	2751	0.714	0.286	0	4843	5379	5224	2.20118821	2.445106747	2.374657991
10	kildala	6	northern_coastal	2015	2150	0.24	0.304	0.287	2829	3089	3015	0.714	0.286	0	1813	2087	2059	0.843345205	0.97062673	0.957559988
10	kildala	6	northern_coastal	2016	2700	0.252	0.297	0.279	3610	3841	3745	0.714	0.286	0	1687	1965	1945	0.624977445	0.727612274	0.720265599
10	kildala	6	northern_coastal	2017	4400	0.264	0.334	0.313	5980	6607	6402	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	2018	1500	0.253	0.353	0.345	2009	2320	2290	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	2019	1015	0.234	0.326	0.315	1326	1506	1482	0.714	0.286	0	NA	NA	NA	NA	NA	NA
10	kildala	6	northern_coastal	2020	2310	0.108	0.257	0.254	2589	3108	3098	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1980	50	0.447	0.467	0.461	90	94	93	0.714	0.286	0	432	448	442	8.638300238	8.964364078	8.848597771
11	evelyn_ck	6	northern_coastal	1981	200	0.405	0.439	0.434	336	357	353	0.714	0.286	0	536	561	555	2.679888724	2.804895759	2.77377121
11	evelyn_ck	6	northern_coastal	1982	200	0.351	0.405	0.4	308	336	333	0.714	0.286	0	506	524	518	2.531950275	2.619276752	2.588112961
11	evelyn_ck	6	northern_coastal	1983	200	0.49	0.506	0.499	392	405	399	0.714	0.286	0	380	389	384	1.900139241	1.944638302	1.920074663
11	evelyn_ck	6	northern_coastal	1984	300	0.435	0.461	0.455	531	557	551	0.714	0.286	0	372	393	390	1.238759799	1.311613336	1.300833783
11	evelyn_ck	6	northern_coastal	1985	300	0.453	0.475	0.469	548	571	565	0.714	0.286	0	391	414	411	1.304835701	1.380422605	1.369769308
11	evelyn_ck	6	northern_coastal	1986	200	0.502	0.508	0.501	402	406	401	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1987	200	0.387	0.422	0.417	326	346	343	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1988	300	0.381	0.414	0.41	485	512	508	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1989	100	0.372	0.411	0.406	159	170	168	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1990	NA	0.421	0.464	0.459	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1991	250	0.376	0.41	0.394	401	424	412	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1992	NA	0.394	0.427	0.403	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1993	100	0.342	0.372	0.356	152	159	155	0.714	0.286	0	106	110	108	1.057757353	1.103799598	1.081093213
11	evelyn_ck	6	northern_coastal	1994	75	0.402	0.441	0.421	125	134	129	0.714	0.286	0	149	141	142	1.980342159	1.884646908	1.889691305
11	evelyn_ck	6	northern_coastal	1995	NA	0.245	0.278	0.27	NA	NA	NA	0.714	0.286	0	402	384	385	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1996	80	0.447	0.472	0.461	145	152	148	0.714	0.286	0	198	199	195	2.479011504	2.493341325	2.440931907
11	evelyn_ck	6	northern_coastal	1997	5	0.437	0.366	0.348	9	8	8	0.714	0.286	0	413	426	413	NA	NA	NA
11	evelyn_ck	6	northern_coastal	1998	420	0.154	0.114	0.117	496	474	476	0.714	0.286	0	698	704	686	1.660988626	1.675651668	1.632955183
11	evelyn_ck	6	northern_coastal	1999	140	0.156	0.13	0.12	166	161	159	0.714	0.286	0	501	507	499	3.578011011	3.622217135	3.561766462
11	evelyn_ck	6	northern_coastal	2000	225	0.194	0.239	0.212	279	296	285	0.714	0.286	0	373	423	412	1.657503182	1.879196054	1.833254656
11	evelyn_ck	6	northern_coastal	2001	600	0.195	0.201	0.178	745	751	730	0.714	0.286	0	619	784	804	1.032311385	1.306361239	1.339748628
11	evelyn_ck	6	northern_coastal	2002	500	0.136	0.146	0.133	579	585	576	0.714	0.286	0	732	864	947	1.4643541	1.72725191	1.894334079
11	evelyn_ck	6	northern_coastal	2003	250	0.186	0.198	0.18	307	312	305	0.714	0.286	0	440	477	474	1.761868179	1.908719111	1.897000081
11	evelyn_ck	6	northern_coastal	2004	400	0.255	0.428	0.412	537	699	680	0.714	0.286	0	303	336	326	0.757308834	0.839170269	0.816157668
11	evelyn_ck	6	northern_coastal	2005	650	0.212	0.346	0.415	825	994	1112	0.714	0.286	0	545	578	560	0.838519377	0.88980197	0.861877848
11	evelyn_ck	6	northern_coastal	2006	410	0.182	0.238	0.237	501	538	537	0.714	0.286	0	815	866	839	1.98829285	2.113151906	2.046663897
11	evelyn_ck	6	northern_coastal	2007	220	0.239	0.325	0.307	289	326	318	0.714	0.286	0	261	281	274	1.187281292	1.275784839	1.244294787
11	evelyn_ck	6	northern_coastal	2008	250	0.259	0.305	0.283	337	360	349	0.714	0.286	0	368	378	368	1.473257443	1.510851548	1.472965384
11	evelyn_ck	6	northern_coastal	2009	800	0.247	0.288	0.265	1062	1124	1088	0.714	0.286	0	296	327	317	0.369825022	0.409306629	0.396427943
11	evelyn_ck	6	northern_coastal	2010	160	0.197	0.291	0.272	199	226	220	0.714	0.286	0	493	539	527	3.078333572	3.366429007	3.292519771
11	evelyn_ck	6	northern_coastal	2011	310	0.254	0.258	0.24	416	418	408	0.714	0.286	0	652	703	696	2.101636804	2.266809988	2.245467208
11	evelyn_ck	6	northern_coastal	2012	200	0.202	0.279	0.257	251	277	269	0.714	0.286	0	452	492	480	2.260772382	2.457960313	2.39889809
11	evelyn_ck	6	northern_coastal	2013	315	0.229	0.303	0.279	409	452	437	0.714	0.286	0	269	289	281	0.852859494	0.917548066	0.892976906
11	evelyn_ck	6	northern_coastal	2014	600	0.145	0.204	0.2	702	754	750	0.714	0.286	0	244	272	264	0.406383093	0.453159543	0.440831063
11	evelyn_ck	6	northern_coastal	2015	400	0.24	0.304	0.287	526	575	561	0.714	0.286	0	236	271	267	0.591164181	0.677372106	0.667733835
11	evelyn_ck	6	northern_coastal	2016	200	0.252	0.297	0.279	267	284	277	0.714	0.286	0	323	370	364	1.614765598	1.847985864	1.822102044
11	evelyn_ck	6	northern_coastal	2017	200	0.264	0.334	0.313	272	300	291	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	2018	130	0.253	0.353	0.345	174	201	198	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	2019	300	0.234	0.326	0.315	392	445	438	0.714	0.286	0	NA	NA	NA	NA	NA	NA
11	evelyn_ck	6	northern_coastal	2020	135	0.108	0.257	0.254	151	182	181	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	1980	800	0.562	0.57	0.461	1826	1862	1485	0.714	0.286	0	1120	1138	885	1.399883744	1.422885864	1.106074721
12	foch_ck	6	douglas_channel_kitimat	1981	500	0.508	0.532	0.434	1016	1069	883	0.714	0.286	0	1275	1316	1056	2.550666052	2.631841287	2.111209778
12	foch_ck	6	douglas_channel_kitimat	1982	500	0.44	0.485	0.4	893	971	833	0.714	0.286	0	1021	1037	815	2.042703957	2.073168044	1.629811922
12	foch_ck	6	douglas_channel_kitimat	1983	400	0.615	0.618	0.499	1039	1046	798	0.714	0.286	0	649	648	505	1.623302451	1.620942416	1.261419757
12	foch_ck	6	douglas_channel_kitimat	1984	600	0.546	0.561	0.455	1322	1368	1102	0.714	0.286	0	801	840	707	1.334275399	1.400565451	1.177833589
12	foch_ck	6	douglas_channel_kitimat	1985	500	0.569	0.579	0.469	1160	1187	941	0.714	0.286	0	1064	1117	943	2.128386554	2.234583757	1.885550529
12	foch_ck	6	douglas_channel_kitimat	1986	250	0.63	0.623	0.501	676	663	501	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	1987	300	0.486	0.511	0.417	584	613	514	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	1988	700	0.478	0.502	0.41	1341	1407	1186	0.714	0.286	0	729	772	571	1.041082473	1.102700743	0.815507591
12	foch_ck	6	douglas_channel_kitimat	1989	200	0.466	0.496	0.406	375	397	337	0.714	0.286	0	1313	1392	1014	6.563999248	6.959224288	5.068813257
12	foch_ck	6	douglas_channel_kitimat	1990	NA	0.529	0.561	0.459	NA	NA	NA	0.714	0.286	0	720	758	591	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	1991	200	0.503	0.528	0.394	402	424	330	0.714	0.286	0	509	546	401	2.54308975	2.727636121	2.004980892
12	foch_ck	6	douglas_channel_kitimat	1992	700	0.546	0.573	0.403	1542	1639	1172	0.714	0.286	0	174	181	150	0.24927516	0.259146802	0.21411878
12	foch_ck	6	douglas_channel_kitimat	1993	400	0.461	0.484	0.356	742	775	621	0.714	0.286	0	255	261	201	0.637410838	0.653146567	0.501718027
12	foch_ck	6	douglas_channel_kitimat	1994	300	0.549	0.58	0.421	665	715	518	0.714	0.286	0	114	108	87	0.378334811	0.359131762	0.2905041
12	foch_ck	6	douglas_channel_kitimat	1995	80	0.325	0.353	0.27	119	124	110	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	1996	135	0.57	0.585	0.461	314	325	250	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	1997	50	0.537	0.508	0.348	108	102	77	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	1998	100	0.214	0.186	0.117	127	123	113	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	1999	NA	0.227	0.21	0.12	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2000	NA	0.289	0.346	0.212	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2001	NA	0.276	0.296	0.178	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2002	400	0.185	0.199	0.133	491	499	461	0.714	0.286	0	1094	1260	1202	2.733957969	3.148965093	3.003832484
12	foch_ck	6	douglas_channel_kitimat	2003	NA	0.249	0.273	0.18	NA	NA	NA	0.714	0.286	0	698	753	664	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2004	NA	0.293	0.515	0.412	NA	NA	NA	0.714	0.286	0	393	423	337	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2005	800	0.337	0.434	0.415	1207	1414	1368	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2006	600	0.261	0.314	0.237	812	874	786	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2007	250	0.398	0.444	0.307	415	450	361	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2008	200	0.41	0.439	0.283	339	356	279	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2009	NA	0.441	0.407	0.265	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2010	NA	0.281	0.369	0.272	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2011	NA	0.424	0.338	0.24	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2012	NA	0.337	0.377	0.257	NA	NA	NA	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2013	485	0.382	0.41	0.279	785	822	673	0.714	0.286	0	1336	1288	1086	2.75456831	2.656367376	2.239358644
12	foch_ck	6	douglas_channel_kitimat	2014	NA	0.243	0.274	0.2	NA	NA	NA	0.714	0.286	0	659	653	551	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2015	NA	0.4	0.394	0.287	NA	NA	NA	0.714	0.286	0	660	647	583	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2016	950	0.414	0.389	0.279	1621	1555	1318	0.714	0.286	0	589	628	580	0.620047111	0.661329229	0.610875031
12	foch_ck	6	douglas_channel_kitimat	2017	350	0.44	0.439	0.313	625	624	509	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2018	430	0.422	0.407	0.345	744	725	657	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2019	275	0.391	0.389	0.315	451	450	402	0.714	0.286	0	NA	NA	NA	NA	NA	NA
12	foch_ck	6	douglas_channel_kitimat	2020	765	0.179	0.286	0.254	932	1072	1026	0.714	0.286	0	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1980	200	0.407	0.416	0.461	337	343	371	0.854411765	0.141176471	0.004411765	413	418	457	2.063397752	2.089495449	2.284948607
13	hartleybay_ck	6	hecate_strait_mainland	1981	200	0.368	0.392	0.434	317	329	353	0.854411765	0.141176471	0.004411765	932	954	1033	4.661389776	4.768927302	5.165483134
13	hartleybay_ck	6	hecate_strait_mainland	1982	200	0.319	0.365	0.4	294	315	333	0.854411765	0.141176471	0.004411765	2396	2434	2647	11.9804297	12.16811049	13.23668972
13	hartleybay_ck	6	hecate_strait_mainland	1983	200	0.445	0.45	0.499	360	363	399	0.854411765	0.141176471	0.004411765	1518	1514	1659	7.590630379	7.571241506	8.296520851
13	hartleybay_ck	6	hecate_strait_mainland	1984	400	0.396	0.411	0.455	662	680	734	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1985	1500	0.412	0.423	0.469	2552	2598	2823	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1986	800	0.456	0.45	0.501	1471	1454	1602	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1987	1200	0.352	0.378	0.417	1851	1928	2057	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1988	NA	0.346	0.371	0.41	NA	NA	NA	0.854411765	0.141176471	0.004411765	1735	1803	1937	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1989	300	0.338	0.368	0.406	453	474	505	0.854411765	0.141176471	0.004411765	3033	3157	3409	10.10987004	10.52479815	11.36269644
13	hartleybay_ck	6	hecate_strait_mainland	1990	NA	0.383	0.416	0.459	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1991	1000	0.325	0.35	0.394	1481	1538	1649	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1992	2200	0.327	0.354	0.403	3270	3406	3682	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1993	1200	0.292	0.316	0.356	1696	1754	1862	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1994	NA	0.33	0.372	0.421	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1995	NA	0.198	0.241	0.27	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1996	42	0.403	0.416	0.461	70	72	78	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1997	NA	0.375	0.296	0.348	NA	NA	NA	0.854411765	0.141176471	0.004411765	346	349	360	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	1998	175	0.125	0.078	0.117	200	190	198	0.854411765	0.141176471	0.004411765	1774	1768	1816	10.13551832	10.10272939	10.37500288
13	hartleybay_ck	6	hecate_strait_mainland	1999	NA	0.123	0.09	0.12	NA	NA	NA	0.854411765	0.141176471	0.004411765	2220	2224	2259	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2000	100	0.147	0.185	0.212	117	123	127	0.854411765	0.141176471	0.004411765	661	703	725	6.613470232	7.028363258	7.253447262
13	hartleybay_ck	6	hecate_strait_mainland	2001	1400	0.157	0.153	0.178	1661	1654	1703	0.854411765	0.141176471	0.004411765	1152	1434	1550	0.82280559	1.024388066	1.107200227
13	hartleybay_ck	6	hecate_strait_mainland	2002	2200	0.118	0.119	0.133	2494	2497	2536	0.854411765	0.141176471	0.004411765	1699	1997	2380	0.772266673	0.907662137	1.081971969
13	hartleybay_ck	6	hecate_strait_mainland	2003	500	0.159	0.161	0.18	595	596	610	0.854411765	0.141176471	0.004411765	268	286	300	0.536510909	0.57141927	0.600400194
13	hartleybay_ck	6	hecate_strait_mainland	2004	800	0.22	0.384	0.412	1026	1299	1361	0.854411765	0.141176471	0.004411765	458	493	524	0.571988497	0.616673257	0.654790068
13	hartleybay_ck	6	hecate_strait_mainland	2005	1600	0.177	0.301	0.415	1944	2290	2737	0.854411765	0.141176471	0.004411765	1640	1716	1819	1.024838378	1.072707967	1.137136284
13	hartleybay_ck	6	hecate_strait_mainland	2006	220	0.153	0.2	0.237	260	275	288	0.854411765	0.141176471	0.004411765	2682	2809	2939	12.18878097	12.76992926	13.36091003
13	hartleybay_ck	6	hecate_strait_mainland	2007	230	0.188	0.265	0.307	283	313	332	0.854411765	0.141176471	0.004411765	1559	1728	1774	6.779262288	7.511253242	7.714437752
13	hartleybay_ck	6	hecate_strait_mainland	2008	1150	0.2	0.237	0.283	1438	1507	1603	0.854411765	0.141176471	0.004411765	1219	1308	1348	1.059653421	1.137627173	1.171981972
13	hartleybay_ck	6	hecate_strait_mainland	2009	2300	0.197	0.229	0.265	2864	2983	3127	0.854411765	0.141176471	0.004411765	1464	1645	1705	0.636334234	0.715383083	0.741393592
13	hartleybay_ck	6	hecate_strait_mainland	2010	1350	0.168	0.253	0.272	1623	1806	1855	0.854411765	0.141176471	0.004411765	1528	1719	1788	1.132142096	1.273538993	1.32457712
13	hartleybay_ck	6	hecate_strait_mainland	2011	980	0.169	0.218	0.24	1179	1254	1290	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2012	1250	0.135	0.23	0.257	1445	1623	1681	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2013	1340	0.153	0.25	0.279	1582	1787	1859	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2014	1130	0.097	0.169	0.2	1251	1360	1413	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2015	NA	0.161	0.26	0.287	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2016	400	0.166	0.251	0.279	480	534	555	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2017	NA	0.176	0.281	0.313	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2018	NA	0.169	0.327	0.345	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2019	370	0.156	0.294	0.315	439	524	540	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
13	hartleybay_ck	6	hecate_strait_mainland	2020	NA	0.072	0.242	0.254	NA	NA	NA	0.854411765	0.141176471	0.004411765	NA	NA	NA	NA	NA	NA
14	hugh_ck	6	northern_coastal	1980	100	0.447	0.467	0.461	181	188	186	0.714	0.286	0	407	422	416	4.065691918	4.216333245	4.161378659
14	hugh_ck	6	northern_coastal	1981	200	0.405	0.439	0.434	336	357	353	0.714	0.286	0	420	440	435	2.102341259	2.20111502	2.176717021
14	hugh_ck	6	northern_coastal	1982	200	0.351	0.405	0.4	308	336	333	0.714	0.286	0	548	563	555	2.74234618	2.812699545	2.776972538
14	hugh_ck	6	northern_coastal	1983	200	0.49	0.506	0.499	392	405	399	0.714	0.286	0	810	824	813	4.049513437	4.118751401	4.063709542
14	hugh_ck	6	northern_coastal	1984	250	0.435	0.461	0.455	442	464	459	0.714	0.286	0	325	345	342	1.301434041	1.378324551	1.366880619
14	hugh_ck	6	northern_coastal	1985	200	0.453	0.475	0.469	366	381	376	0.714	0.286	0	276	292	290	1.380846255	1.461420277	1.450085563
14	hugh_ck	6	northern_coastal	1986	500	0.502	0.508	0.501	1004	1016	1001	0.714	0.286	0	NA	NA	NA	NA	NA	NA
14	hugh_ck	6	northern_coastal	1987	200	0.387	0.422	0.417	326	346	343	0.714	0.286	0	NA	NA	NA	NA	NA	NA
14	hugh_ck	6	northern_coastal	1988	200	0.381	0.414	0.41	323	341	339	0.714	0.286	0	185	196	190	0.926253706	0.979618457	0.947794741
14	hugh_ck	6	northern_coastal	1989	100	0.372	0.411	0.406	159	170	168	0.714	0.286	0	229	242	232	2.288641604	2.415318483	2.32470998
14	hugh_ck	6	northern_coastal	1990	NA	0.421	0.464	0.459	NA	NA	NA	0.714	0.286	0	334	354	343	NA	NA	NA
14	hugh_ck	6	northern_coastal	1991	100	0.376	0.41	0.394	160	169	165	0.714	0.286	0	509	544	525	5.086690628	5.444447998	5.252115048
