Stock.ID,Species,Stock,Region,UseFlag,BroodYear,Spawners,R2,R3,R4,R5,R6,R7,Recruits
109,Coho,Italio River,Southeast,0,1992,5550,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1993,8050,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1967,NA,NA,NA,NA,802,NA,NA,802
109,Coho,Italio River,Southeast,0,1968,NA,NA,NA,8822,246,NA,NA,9068
109,Coho,Italio River,Southeast,1,1969,NA,NA,10425,2711,858,NA,NA,13994
109,Coho,Italio River,Southeast,1,1970,NA,NA,3204,9436,379,NA,NA,13019
109,Coho,Italio River,Southeast,1,1971,NA,NA,11151,4169,433,NA,NA,15753
109,Coho,Italio River,Southeast,1,1972,16000,NA,4928,4766,1767,NA,NA,11461
109,Coho,Italio River,Southeast,1,1973,3200,NA,5633,19441,1002,NA,NA,26076
109,Coho,Italio River,Southeast,1,1974,12000,NA,22975,11019,893,NA,NA,34887
109,Coho,Italio River,Southeast,1,1975,5800,NA,13022,9821,937,NA,NA,23780
109,Coho,Italio River,Southeast,1,1976,4000,NA,11607,10306,1360,NA,NA,23273
109,Coho,Italio River,Southeast,1,1977,32000,NA,12179,14962,790,NA,NA,27931
109,Coho,Italio River,Southeast,1,1978,12000,NA,17682,18966,0,NA,NA,36648
109,Coho,Italio River,Southeast,0,1979,12000,NA,19756,3099,0,NA,NA,22855
109,Coho,Italio River,Southeast,1,1980,12000,NA,6899,15666,4749,NA,NA,27314
109,Coho,Italio River,Southeast,1,1981,22000,NA,19147,22449,967,NA,NA,42563
109,Coho,Italio River,Southeast,1,1982,20000,NA,15973,9023,181,NA,NA,25177
109,Coho,Italio River,Southeast,1,1983,2000,NA,6123,5800,2300,NA,NA,14223
109,Coho,Italio River,Southeast,1,1984,17800,NA,12144,11499,734,NA,NA,24377
109,Coho,Italio River,Southeast,1,1985,22000,NA,7108,8070,1181,NA,NA,16359
109,Coho,Italio River,Southeast,1,1986,10800,NA,9537,8563,917,NA,NA,19017
109,Coho,Italio River,Southeast,1,1987,14000,NA,19784,10087,1031,NA,NA,30902
109,Coho,Italio River,Southeast,1,1988,16000,NA,11920,11336,1765,NA,NA,25021
109,Coho,Italio River,Southeast,0,1989,16800,NA,13397,19414,NA,NA,NA,32811
109,Coho,Italio River,Southeast,0,1990,22800,NA,22943,NA,NA,NA,NA,22943
109,Coho,Italio River,Southeast,0,1991,20000,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1992,22200,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1993,32200,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1967,NA,NA,NA,NA,482,NA,NA,482
109,Coho,Italio River,Southeast,0,1968,NA,NA,NA,5302,182,NA,NA,5484
109,Coho,Italio River,Southeast,1,1969,NA,NA,6265,2007,618,NA,NA,8890
109,Coho,Italio River,Southeast,1,1970,NA,NA,2372,6796,263,NA,NA,9431
109,Coho,Italio River,Southeast,1,1971,NA,NA,8031,2893,353,NA,NA,11277
109,Coho,Italio River,Southeast,1,1972,8000,NA,3420,3886,1127,NA,NA,8433
109,Coho,Italio River,Southeast,1,1973,1600,NA,4593,12401,762,NA,NA,17756
109,Coho,Italio River,Southeast,1,1974,6000,NA,14655,8379,653,NA,NA,23687
109,Coho,Italio River,Southeast,1,1975,2900,NA,9902,7181,697,NA,NA,17780
109,Coho,Italio River,Southeast,1,1976,2000,NA,8487,7666,920,NA,NA,17073
109,Coho,Italio River,Southeast,1,1977,16000,NA,9059,10122,590,NA,NA,19771
109,Coho,Italio River,Southeast,1,1978,6000,NA,11962,14166,0,NA,NA,26128
109,Coho,Italio River,Southeast,0,1979,6000,NA,14756,2789,0,NA,NA,17545
109,Coho,Italio River,Southeast,1,1980,6000,NA,6209,11661,3539,NA,NA,21409
109,Coho,Italio River,Southeast,1,1981,11000,NA,14252,16729,643,NA,NA,31624
109,Coho,Italio River,Southeast,1,1982,10000,NA,11903,5999,111,NA,NA,18013
109,Coho,Italio River,Southeast,1,1983,1000,NA,4071,3560,1420,NA,NA,9051
109,Coho,Italio River,Southeast,1,1984,8900,NA,7454,7099,398,NA,NA,14951
109,Coho,Italio River,Southeast,1,1985,11000,NA,4388,4374,725,NA,NA,9487
109,Coho,Italio River,Southeast,1,1986,5400,NA,5169,5257,517,NA,NA,10943
109,Coho,Italio River,Southeast,1,1987,7000,NA,12146,5687,587,NA,NA,18420
109,Coho,Italio River,Southeast,1,1988,8000,NA,6720,6452,1121,NA,NA,14293
109,Coho,Italio River,Southeast,0,1989,8400,NA,7625,12330,NA,NA,NA,19955
109,Coho,Italio River,Southeast,0,1990,11400,NA,14571,NA,NA,NA,NA,14571
109,Coho,Italio River,Southeast,0,1991,10000,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1992,11100,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1993,16100,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1967,NA,NA,NA,NA,375,NA,NA,375
109,Coho,Italio River,Southeast,0,1968,NA,NA,NA,4128,161,NA,NA,4289
109,Coho,Italio River,Southeast,1,1969,NA,NA,4879,1773,538,NA,NA,7190
109,Coho,Italio River,Southeast,1,1970,NA,NA,2095,5920,224,NA,NA,8239
109,Coho,Italio River,Southeast,1,1971,NA,NA,6997,2468,327,NA,NA,9792
109,Coho,Italio River,Southeast,1,1972,5333,NA,2917,3593,914,NA,NA,7424
109,Coho,Italio River,Southeast,1,1973,1067,NA,4246,10054,682,NA,NA,14982
109,Coho,Italio River,Southeast,1,1974,4000,NA,11882,7499,573,NA,NA,19954
109,Coho,Italio River,Southeast,1,1975,1933,NA,8862,6301,617,NA,NA,15780
109,Coho,Italio River,Southeast,1,1976,1333,NA,7447,6786,773,NA,NA,15006
109,Coho,Italio River,Southeast,1,1977,10667,NA,8019,8508,524,NA,NA,17051
109,Coho,Italio River,Southeast,1,1978,4000,NA,10055,12566,0,NA,NA,22621
109,Coho,Italio River,Southeast,0,1979,4000,NA,13090,2686,0,NA,NA,15776
109,Coho,Italio River,Southeast,1,1980,4000,NA,5979,10326,3135,NA,NA,19440
109,Coho,Italio River,Southeast,1,1981,7333,NA,12620,14822,535,NA,NA,27977
109,Coho,Italio River,Southeast,1,1982,6667,NA,10546,4991,88,NA,NA,15625
109,Coho,Italio River,Southeast,1,1983,667,NA,3387,2813,1126,NA,NA,7326
109,Coho,Italio River,Southeast,1,1984,5933,NA,5891,5632,286,NA,NA,11809
109,Coho,Italio River,Southeast,1,1985,7333,NA,3482,3142,573,NA,NA,7197
109,Coho,Italio River,Southeast,1,1986,3600,NA,3713,4155,384,NA,NA,8252
109,Coho,Italio River,Southeast,1,1987,4667,NA,9600,4220,439,NA,NA,14259
109,Coho,Italio River,Southeast,1,1988,5333,NA,4987,4824,906,NA,NA,10717
109,Coho,Italio River,Southeast,0,1989,5600,NA,5701,9968,NA,NA,NA,15669
109,Coho,Italio River,Southeast,0,1990,7600,NA,11781,NA,NA,NA,NA,11781
109,Coho,Italio River,Southeast,0,1991,6667,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1992,7400,NA,NA,NA,NA,NA,NA,NA
109,Coho,Italio River,Southeast,0,1993,10733,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1968,NA,NA,NA,NA,752,NA,NA,752
110,Coho,Kaliakh River,Southeast,0,1969,NA,NA,NA,5905,589,NA,NA,6494
110,Coho,Kaliakh River,Southeast,1,1970,NA,NA,4080,4625,266,NA,NA,8971
110,Coho,Kaliakh River,Southeast,1,1971,NA,NA,3195,2089,801,NA,NA,6085
110,Coho,Kaliakh River,Southeast,1,1972,NA,NA,1444,6290,1593,NA,NA,9327
110,Coho,Kaliakh River,Southeast,1,1973,8000,NA,4346,12514,2635,NA,NA,19495
110,Coho,Kaliakh River,Southeast,0,1974,5700,NA,8646,20707,1648,NA,NA,31001
110,Coho,Kaliakh River,Southeast,1,1975,3500,NA,14307,12950,953,NA,NA,28210
110,Coho,Kaliakh River,Southeast,1,1976,8000,NA,8947,7491,682,NA,NA,17120
110,Coho,Kaliakh River,Southeast,0,1977,16500,NA,5176,5359,320,NA,NA,10855
110,Coho,Kaliakh River,Southeast,1,1978,25000,NA,3703,17579,137,NA,NA,21419
110,Coho,Kaliakh River,Southeast,0,1979,14000,NA,14063,7790,196,NA,NA,22049
110,Coho,Kaliakh River,Southeast,1,1980,3000,NA,5740,6480,7105,NA,NA,19325
110,Coho,Kaliakh River,Southeast,1,1981,5000,NA,12959,47365,2340,NA,NA,62664
110,Coho,Kaliakh River,Southeast,1,1982,8000,NA,24472,12871,3611,NA,NA,40954
110,Coho,Kaliakh River,Southeast,1,1983,6000,NA,4290,12865,2449,NA,NA,19604
110,Coho,Kaliakh River,Southeast,1,1984,3500,NA,6094,6059,2116,NA,NA,14269
110,Coho,Kaliakh River,Southeast,1,1985,37500,NA,4383,13079,1345,NA,NA,18807
110,Coho,Kaliakh River,Southeast,1,1986,5200,NA,4039,11533,0,NA,NA,15572
110,Coho,Kaliakh River,Southeast,0,1987,3800,NA,6343,1867,61,NA,NA,8271
110,Coho,Kaliakh River,Southeast,1,1988,2500,NA,3320,3972,791,NA,NA,8083
110,Coho,Kaliakh River,Southeast,0,1989,1000,NA,2077,6213,NA,NA,NA,8290
110,Coho,Kaliakh River,Southeast,0,1990,3450,NA,4293,NA,NA,NA,NA,4293
110,Coho,Kaliakh River,Southeast,0,1991,600,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1992,1500,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1993,1500,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1968,NA,NA,NA,NA,2432,NA,NA,2432
110,Coho,Kaliakh River,Southeast,0,1969,NA,NA,NA,19105,1786,NA,NA,20891
110,Coho,Kaliakh River,Southeast,1,1970,NA,NA,13200,14030,1001,NA,NA,28231
110,Coho,Kaliakh River,Southeast,1,1971,NA,NA,9693,7864,2481,NA,NA,20038
110,Coho,Kaliakh River,Southeast,1,1972,NA,NA,5434,19490,5058,NA,NA,29982
110,Coho,Kaliakh River,Southeast,1,1973,32000,NA,13466,39739,7885,NA,NA,61090
110,Coho,Kaliakh River,Southeast,0,1974,22800,NA,27456,61957,4588,NA,NA,94001
110,Coho,Kaliakh River,Southeast,1,1975,14000,NA,42807,36050,1583,NA,NA,80440
110,Coho,Kaliakh River,Southeast,1,1976,32000,NA,24907,12441,1732,NA,NA,39080
110,Coho,Kaliakh River,Southeast,0,1977,66000,NA,8596,13609,560,NA,NA,22765
110,Coho,Kaliakh River,Southeast,1,1978,100000,NA,9403,30779,317,NA,NA,40499
110,Coho,Kaliakh River,Southeast,0,1979,56000,NA,24623,18050,301,NA,NA,42974
110,Coho,Kaliakh River,Southeast,1,1980,12000,NA,13300,9945,17230,NA,NA,40475
110,Coho,Kaliakh River,Southeast,1,1981,20000,NA,19889,114865,4212,NA,NA,138966
110,Coho,Kaliakh River,Southeast,1,1982,32000,NA,59347,23167,5435,NA,NA,87949
110,Coho,Kaliakh River,Southeast,1,1983,24000,NA,7722,19363,3874,NA,NA,30959
110,Coho,Kaliakh River,Southeast,1,1984,14000,NA,9172,9584,2446,NA,NA,21202
110,Coho,Kaliakh River,Southeast,1,1985,150000,NA,6933,15119,2070,NA,NA,24122
110,Coho,Kaliakh River,Southeast,1,1986,20800,NA,4669,17743,0,NA,NA,22412
110,Coho,Kaliakh River,Southeast,0,1987,15200,NA,9758,2515,106,NA,NA,12379
110,Coho,Kaliakh River,Southeast,1,1988,10000,NA,4472,6897,1106,NA,NA,12475
110,Coho,Kaliakh River,Southeast,0,1989,4000,NA,3607,8688,NA,NA,NA,12295
110,Coho,Kaliakh River,Southeast,0,1990,13800,NA,6003,NA,NA,NA,NA,6003
110,Coho,Kaliakh River,Southeast,0,1991,2400,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1992,6000,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1993,6000,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1968,NA,NA,NA,NA,1312,NA,NA,1312
110,Coho,Kaliakh River,Southeast,0,1969,NA,NA,NA,10305,988,NA,NA,11293
110,Coho,Kaliakh River,Southeast,1,1970,NA,NA,7120,7760,511,NA,NA,15391
110,Coho,Kaliakh River,Southeast,1,1971,NA,NA,5361,4014,1361,NA,NA,10736
110,Coho,Kaliakh River,Southeast,1,1972,NA,NA,2774,10690,2748,NA,NA,16212
110,Coho,Kaliakh River,Southeast,1,1973,16000,NA,7386,21589,4385,NA,NA,33360
110,Coho,Kaliakh River,Southeast,0,1974,11400,NA,14916,34457,2628,NA,NA,52001
110,Coho,Kaliakh River,Southeast,1,1975,7000,NA,23807,20650,1163,NA,NA,45620
110,Coho,Kaliakh River,Southeast,1,1976,16000,NA,14267,9141,1032,NA,NA,24440
110,Coho,Kaliakh River,Southeast,0,1977,33000,NA,6316,8109,400,NA,NA,14825
110,Coho,Kaliakh River,Southeast,1,1978,50000,NA,5603,21979,197,NA,NA,27779
110,Coho,Kaliakh River,Southeast,0,1979,28000,NA,17583,11210,231,NA,NA,29024
110,Coho,Kaliakh River,Southeast,1,1980,6000,NA,8260,7635,10480,NA,NA,26375
110,Coho,Kaliakh River,Southeast,1,1981,10000,NA,15269,69865,2964,NA,NA,88098
110,Coho,Kaliakh River,Southeast,1,1982,16000,NA,36097,16303,4219,NA,NA,56619
110,Coho,Kaliakh River,Southeast,1,1983,12000,NA,5434,15031,2924,NA,NA,23389
110,Coho,Kaliakh River,Southeast,1,1984,7000,NA,7120,7234,2226,NA,NA,16580
110,Coho,Kaliakh River,Southeast,1,1985,75000,NA,5233,13759,1587,NA,NA,20579
110,Coho,Kaliakh River,Southeast,1,1986,10400,NA,4249,13603,0,NA,NA,17852
110,Coho,Kaliakh River,Southeast,0,1987,7600,NA,7481,2083,76,NA,NA,9640
110,Coho,Kaliakh River,Southeast,1,1988,5000,NA,3704,4947,896,NA,NA,9547
110,Coho,Kaliakh River,Southeast,0,1989,2000,NA,2587,7038,NA,NA,NA,9625
110,Coho,Kaliakh River,Southeast,0,1990,6900,NA,4863,NA,NA,NA,NA,4863
110,Coho,Kaliakh River,Southeast,0,1991,1200,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1992,3000,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1993,3000,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1968,NA,NA,NA,NA,938,NA,NA,938
110,Coho,Kaliakh River,Southeast,0,1969,NA,NA,NA,7372,722,NA,NA,8094
110,Coho,Kaliakh River,Southeast,1,1970,NA,NA,5094,5670,348,NA,NA,11112
110,Coho,Kaliakh River,Southeast,1,1971,NA,NA,3917,2731,987,NA,NA,7635
110,Coho,Kaliakh River,Southeast,1,1972,NA,NA,1887,7757,1978,NA,NA,11622
110,Coho,Kaliakh River,Southeast,1,1973,10667,NA,5360,15539,3219,NA,NA,24118
110,Coho,Kaliakh River,Southeast,0,1974,7600,NA,10736,25290,1975,NA,NA,38001
110,Coho,Kaliakh River,Southeast,1,1975,4667,NA,17473,15517,1023,NA,NA,34013
110,Coho,Kaliakh River,Southeast,1,1976,10667,NA,10721,8041,799,NA,NA,19561
110,Coho,Kaliakh River,Southeast,0,1977,22000,NA,5556,6276,346,NA,NA,12178
110,Coho,Kaliakh River,Southeast,1,1978,33333,NA,4336,19046,157,NA,NA,23539
110,Coho,Kaliakh River,Southeast,0,1979,18667,NA,15237,8930,208,NA,NA,24375
110,Coho,Kaliakh River,Southeast,1,1980,4000,NA,6580,6865,8230,NA,NA,21675
110,Coho,Kaliakh River,Southeast,1,1981,6667,NA,13729,54865,2548,NA,NA,71142
110,Coho,Kaliakh River,Southeast,1,1982,10667,NA,28347,14015,3814,NA,NA,46176
110,Coho,Kaliakh River,Southeast,1,1983,8000,NA,4672,13588,2608,NA,NA,20868
110,Coho,Kaliakh River,Southeast,1,1984,4667,NA,6436,6450,2152,NA,NA,15038
110,Coho,Kaliakh River,Southeast,1,1985,50000,NA,4666,13306,1426,NA,NA,19398
110,Coho,Kaliakh River,Southeast,1,1986,6933,NA,4109,12223,0,NA,NA,16332
110,Coho,Kaliakh River,Southeast,0,1987,5067,NA,6722,1939,66,NA,NA,8727
110,Coho,Kaliakh River,Southeast,1,1988,3333,NA,3448,4297,826,NA,NA,8571
110,Coho,Kaliakh River,Southeast,0,1989,1333,NA,2247,6488,NA,NA,NA,8735
110,Coho,Kaliakh River,Southeast,0,1990,4600,NA,4483,NA,NA,NA,NA,4483
110,Coho,Kaliakh River,Southeast,0,1991,800,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1992,2000,NA,NA,NA,NA,NA,NA,NA
110,Coho,Kaliakh River,Southeast,0,1993,2000,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1967,NA,NA,NA,NA,712,NA,NA,712
111,Coho,Lost River,Southeast,0,1968,NA,NA,NA,5579,426,NA,NA,6005
111,Coho,Lost River,Southeast,1,1969,NA,NA,5579,3340,634,NA,NA,9553
111,Coho,Lost River,Southeast,1,1970,NA,NA,3340,4969,351,NA,NA,8660
111,Coho,Lost River,Southeast,1,1971,NA,NA,4969,2750,461,NA,NA,8180
111,Coho,Lost River,Southeast,1,1972,3800,NA,2750,3608,924,NA,NA,7282
111,Coho,Lost River,Southeast,1,1973,1978,NA,3608,7238,917,NA,NA,11763
111,Coho,Lost River,Southeast,1,1974,2500,NA,7238,7183,1252,NA,NA,15673
111,Coho,Lost River,Southeast,1,1975,1300,NA,7183,9808,1168,NA,NA,18159
111,Coho,Lost River,Southeast,1,1976,1200,NA,9808,9149,1392,NA,NA,20349
111,Coho,Lost River,Southeast,1,1977,4050,NA,9149,10903,0,NA,NA,20052
111,Coho,Lost River,Southeast,1,1978,3450,NA,10903,15527,0,NA,NA,26430
111,Coho,Lost River,Southeast,1,1979,8450,NA,23722,11639,0,NA,NA,35361
111,Coho,Lost River,Southeast,1,1980,5700,NA,18881,7976,469,NA,NA,27326
111,Coho,Lost River,Southeast,1,1981,7363,NA,14179,11718,1768,NA,NA,27665
111,Coho,Lost River,Southeast,1,1982,10400,NA,7265,6945,1924,NA,NA,16134
111,Coho,Lost River,Southeast,1,1983,8110,NA,4294,7845,1395,NA,NA,13534
111,Coho,Lost River,Southeast,1,1984,6780,NA,5772,6339,1168,NA,NA,13279
111,Coho,Lost River,Southeast,1,1985,3300,NA,5325,5604,634,NA,NA,11563
111,Coho,Lost River,Southeast,1,1986,3610,NA,5371,10778,316,NA,NA,16465
111,Coho,Lost River,Southeast,1,1987,5482,NA,8876,3348,1160,NA,NA,13384
111,Coho,Lost River,Southeast,1,1988,2600,NA,2969,9090,1594,NA,NA,13653
111,Coho,Lost River,Southeast,0,1989,2190,NA,9090,12486,NA,NA,NA,21576
111,Coho,Lost River,Southeast,0,1990,9460,NA,12486,NA,NA,NA,NA,12486
111,Coho,Lost River,Southeast,0,1991,1175,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1992,4235,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1993,5436,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1967,NA,NA,NA,NA,1396,NA,NA,1396
111,Coho,Lost River,Southeast,0,1968,NA,NA,NA,10937,782,NA,NA,11719
111,Coho,Lost River,Southeast,1,1969,NA,NA,10937,6129,1084,NA,NA,18150
111,Coho,Lost River,Southeast,1,1970,NA,NA,6129,8494,585,NA,NA,15208
111,Coho,Lost River,Southeast,1,1971,NA,NA,8494,4583,677,NA,NA,13754
111,Coho,Lost River,Southeast,1,1972,15200,NA,4583,5300,1653,NA,NA,11536
111,Coho,Lost River,Southeast,1,1973,7912,NA,5300,12949,1538,NA,NA,19787
111,Coho,Lost River,Southeast,1,1974,10000,NA,12949,12048,2773,NA,NA,27770
111,Coho,Lost River,Southeast,1,1975,5200,NA,12048,21723,2194,NA,NA,35965
111,Coho,Lost River,Southeast,1,1976,4800,NA,21723,17186,2717,NA,NA,41626
111,Coho,Lost River,Southeast,1,1977,16200,NA,17186,21284,0,NA,NA,38470
111,Coho,Lost River,Southeast,1,1978,13800,NA,21284,26759,0,NA,NA,48043
111,Coho,Lost River,Southeast,1,1979,33800,NA,40882,22587,0,NA,NA,63469
111,Coho,Lost River,Southeast,1,1980,22800,NA,36642,13467,667,NA,NA,50776
111,Coho,Lost River,Southeast,1,1981,29452,NA,23942,16668,3284,NA,NA,43894
111,Coho,Lost River,Southeast,1,1982,41600,NA,10334,12902,4062,NA,NA,27298
111,Coho,Lost River,Southeast,1,1983,32440,NA,7976,16561,2253,NA,NA,26790
111,Coho,Lost River,Southeast,1,1984,27120,NA,12186,10239,1825,NA,NA,24250
111,Coho,Lost River,Southeast,1,1985,13200,NA,8601,8758,1485,NA,NA,18844
111,Coho,Lost River,Southeast,1,1986,14440,NA,8393,25252,492,NA,NA,34137
111,Coho,Lost River,Southeast,1,1987,21928,NA,20795,5216,1923,NA,NA,27934
111,Coho,Lost River,Southeast,1,1988,10400,NA,4626,15062,2572,NA,NA,22260
111,Coho,Lost River,Southeast,0,1989,8760,NA,15062,20151,NA,NA,NA,35213
111,Coho,Lost River,Southeast,0,1990,37840,NA,20151,NA,NA,NA,NA,20151
111,Coho,Lost River,Southeast,0,1991,4700,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1992,16940,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1993,21744,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1967,NA,NA,NA,NA,940,NA,NA,940
111,Coho,Lost River,Southeast,0,1968,NA,NA,NA,7365,545,NA,NA,7910
111,Coho,Lost River,Southeast,1,1969,NA,NA,7365,4270,784,NA,NA,12419
111,Coho,Lost River,Southeast,1,1970,NA,NA,4270,6144,429,NA,NA,10843
111,Coho,Lost River,Southeast,1,1971,NA,NA,6144,3361,533,NA,NA,10038
111,Coho,Lost River,Southeast,1,1972,7600,NA,3361,4172,1167,NA,NA,8700
111,Coho,Lost River,Southeast,1,1973,3956,NA,4172,9142,1124,NA,NA,14438
111,Coho,Lost River,Southeast,1,1974,5000,NA,9142,8805,1759,NA,NA,19706
111,Coho,Lost River,Southeast,1,1975,2600,NA,8805,13780,1510,NA,NA,24095
111,Coho,Lost River,Southeast,1,1976,2400,NA,13780,11828,1830,NA,NA,27438
111,Coho,Lost River,Southeast,1,1977,8100,NA,11828,14363,0,NA,NA,26191
111,Coho,Lost River,Southeast,1,1978,6900,NA,14363,19271,0,NA,NA,33634
111,Coho,Lost River,Southeast,1,1979,16900,NA,29442,15288,0,NA,NA,44730
111,Coho,Lost River,Southeast,1,1980,11400,NA,24801,9806,535,NA,NA,35142
111,Coho,Lost River,Southeast,1,1981,14726,NA,17433,13368,2273,NA,NA,33074
111,Coho,Lost River,Southeast,1,1982,20800,NA,8288,8931,2637,NA,NA,19856
111,Coho,Lost River,Southeast,1,1983,16220,NA,5521,10750,1681,NA,NA,17952
111,Coho,Lost River,Southeast,1,1984,13560,NA,7910,7639,1387,NA,NA,16936
111,Coho,Lost River,Southeast,1,1985,6600,NA,6417,6656,918,NA,NA,13991
111,Coho,Lost River,Southeast,1,1986,7220,NA,6378,15602,375,NA,NA,22355
111,Coho,Lost River,Southeast,1,1987,10964,NA,12849,3971,1415,NA,NA,18235
111,Coho,Lost River,Southeast,1,1988,5200,NA,3521,11081,1920,NA,NA,16522
111,Coho,Lost River,Southeast,0,1989,4380,NA,11081,15041,NA,NA,NA,26122
111,Coho,Lost River,Southeast,0,1990,18920,NA,15041,NA,NA,NA,NA,15041
111,Coho,Lost River,Southeast,0,1991,2350,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1992,8470,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1993,10872,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1967,NA,NA,NA,NA,940,NA,NA,940
111,Coho,Lost River,Southeast,0,1968,NA,NA,NA,7365,545,NA,NA,7910
111,Coho,Lost River,Southeast,1,1969,NA,NA,7365,4270,784,NA,NA,12419
111,Coho,Lost River,Southeast,1,1970,NA,NA,4270,6144,429,NA,NA,10843
111,Coho,Lost River,Southeast,1,1971,NA,NA,6144,3361,533,NA,NA,10038
111,Coho,Lost River,Southeast,1,1972,7600,NA,3361,4172,1167,NA,NA,8700
111,Coho,Lost River,Southeast,1,1973,3956,NA,4172,9142,1124,NA,NA,14438
111,Coho,Lost River,Southeast,1,1974,5000,NA,9142,8805,1759,NA,NA,19706
111,Coho,Lost River,Southeast,1,1975,2600,NA,8805,13780,1510,NA,NA,24095
111,Coho,Lost River,Southeast,1,1976,2400,NA,13780,11828,1830,NA,NA,27438
111,Coho,Lost River,Southeast,1,1977,8100,NA,11828,14363,0,NA,NA,26191
111,Coho,Lost River,Southeast,1,1978,6900,NA,14363,19271,0,NA,NA,33634
111,Coho,Lost River,Southeast,1,1979,16900,NA,29442,15288,0,NA,NA,44730
111,Coho,Lost River,Southeast,1,1980,11400,NA,24801,9806,535,NA,NA,35142
111,Coho,Lost River,Southeast,1,1981,14726,NA,17433,13368,2273,NA,NA,33074
111,Coho,Lost River,Southeast,1,1982,20800,NA,8288,8931,2637,NA,NA,19856
111,Coho,Lost River,Southeast,1,1983,16220,NA,5521,10750,1681,NA,NA,17952
111,Coho,Lost River,Southeast,1,1984,13560,NA,7910,7639,1387,NA,NA,16936
111,Coho,Lost River,Southeast,1,1985,6600,NA,6417,6656,918,NA,NA,13991
111,Coho,Lost River,Southeast,1,1986,7220,NA,6378,15602,375,NA,NA,22355
111,Coho,Lost River,Southeast,1,1987,10964,NA,12849,3971,1415,NA,NA,18235
111,Coho,Lost River,Southeast,1,1988,5200,NA,3521,11081,1920,NA,NA,16522
111,Coho,Lost River,Southeast,0,1989,4380,NA,11081,15041,NA,NA,NA,26122
111,Coho,Lost River,Southeast,0,1990,18920,NA,15041,NA,NA,NA,NA,15041
111,Coho,Lost River,Southeast,0,1991,2350,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1992,8470,NA,NA,NA,NA,NA,NA,NA
111,Coho,Lost River,Southeast,0,1993,10872,NA,NA,NA,NA,NA,NA,NA
112,Coho,Situk River,Southeast,0,1967,NA,NA,NA,NA,1720,NA,NA,1720
112,Coho,Situk River,Southeast,0,1968,NA,NA,NA,16165,906,NA,NA,17071
112,Coho,Situk River,Southeast,1,1969,NA,NA,16509,8516,2667,NA,NA,27692
112,Coho,Situk River,Southeast,1,1970,NA,NA,8697,25073,1245,NA,NA,35015
112,Coho,Situk River,Southeast,1,1971,NA,NA,25606,11702,1418,NA,NA,38726
112,Coho,Situk River,Southeast,1,1972,5100,NA,11951,13331,2535,NA,NA,27817
112,Coho,Situk River,Southeast,1,1973,1719,NA,13615,23827,2611,NA,NA,40053
112,Coho,Situk River,Southeast,1,1974,4260,NA,24334,24544,1902,NA,NA,50780
112,Coho,Situk River,Southeast,1,1975,4500,NA,25066,17882,2231,NA,NA,45179
112,Coho,Situk River,Southeast,1,1976,3280,NA,18262,20972,3292,NA,NA,42526
112,Coho,Situk River,Southeast,1,1977,3750,NA,21419,30941,2174,NA,NA,54534
