Stock.ID,Species,Stock,Region,UseFlag,BroodYear,Spawners,R2,R3,R4,R5,R6,R7,R8,Recruits
117,Chinook,Nushagak,Bristol Bay,0,2010,56088,NA,NA,NA,NA,NA,NA,NA,NA
117,Chinook,Nushagak,Bristol Bay,0,2011,102258,NA,NA,NA,NA,NA,NA,NA,NA
118,Chinook,Kenai (early),Cook Inlet,0,1979,NA,NA,NA,NA,NA,NA,2156,0,2156
118,Chinook,Kenai (early),Cook Inlet,0,1980,NA,NA,NA,NA,NA,9349,682,53,10084
118,Chinook,Kenai (early),Cook Inlet,0,1981,NA,NA,NA,NA,11384,14709,2237,0,28330
118,Chinook,Kenai (early),Cook Inlet,1,1982,NA,NA,NA,4191,9859,14914,1706,0,30670
118,Chinook,Kenai (early),Cook Inlet,1,1983,NA,NA,NA,393,3302,12819,684,0,17198
118,Chinook,Kenai (early),Cook Inlet,1,1984,NA,NA,NA,373,2791,6409,566,0,10139
118,Chinook,Kenai (early),Cook Inlet,1,1985,NA,NA,NA,749,2851,7116,537,0,11253
118,Chinook,Kenai (early),Cook Inlet,1,1986,18682,NA,NA,775,2451,5906,731,0,9863
118,Chinook,Kenai (early),Cook Inlet,1,1987,11780,NA,NA,801,2891,12852,894,0,17438
118,Chinook,Kenai (early),Cook Inlet,1,1988,5331,NA,NA,826,5665,13173,1072,0,20736
118,Chinook,Kenai (early),Cook Inlet,1,1989,9449,NA,NA,792,3741,15296,499,0,20328
118,Chinook,Kenai (early),Cook Inlet,1,1990,8494,NA,NA,651,4482,14479,159,0,19771
118,Chinook,Kenai (early),Cook Inlet,1,1991,8834,NA,NA,1072,6776,9035,294,0,17177
118,Chinook,Kenai (early),Cook Inlet,1,1992,7610,NA,NA,1854,5254,3824,80,0,11012
118,Chinook,Kenai (early),Cook Inlet,1,1993,10293,NA,NA,637,3432,9787,73,0,13929
118,Chinook,Kenai (early),Cook Inlet,1,1994,9947,NA,NA,1765,13845,5865,341,NA,21816
118,Chinook,Kenai (early),Cook Inlet,0,1995,11310,NA,NA,2069,5505,8948,NA,NA,16522
118,Chinook,Kenai (early),Cook Inlet,0,1996,16595,NA,NA,1159,4687,NA,NA,NA,5846
118,Chinook,Kenai (early),Cook Inlet,0,1997,8176,NA,NA,2898,NA,NA,NA,NA,2898
118,Chinook,Kenai (early),Cook Inlet,0,1998,7760,NA,NA,NA,NA,NA,NA,NA,NA
118,Chinook,Kenai (early),Cook Inlet,0,1999,17276,NA,NA,NA,NA,NA,NA,NA,NA
118,Chinook,Kenai (early),Cook Inlet,0,2000,10476,NA,NA,NA,NA,NA,NA,NA,NA
118,Chinook,Kenai (early),Cook Inlet,0,2001,14075,NA,NA,NA,NA,NA,NA,NA,NA
119,Chinook,Kenai (late),Cook Inlet,0,1978,NA,NA,NA,NA,NA,NA,NA,16,16
119,Chinook,Kenai (late),Cook Inlet,0,1979,NA,NA,NA,NA,NA,NA,3363,100,3463
119,Chinook,Kenai (late),Cook Inlet,0,1980,NA,NA,NA,NA,NA,30619,897,0,31516
119,Chinook,Kenai (late),Cook Inlet,0,1981,NA,NA,NA,NA,33456,46725,9572,95,89848
119,Chinook,Kenai (late),Cook Inlet,0,1982,NA,NA,NA,12071,21884,51941,4766,0,90662
119,Chinook,Kenai (late),Cook Inlet,1,1983,NA,NA,311,4279,4288,25639,1945,0,36462
119,Chinook,Kenai (late),Cook Inlet,1,1984,NA,NA,596,2284,6039,25600,2489,0,37008
119,Chinook,Kenai (late),Cook Inlet,1,1985,NA,NA,497,4655,6589,27787,1297,0,40825
119,Chinook,Kenai (late),Cook Inlet,1,1986,47375,NA,150,5742,7485,30275,3806,15,47473
119,Chinook,Kenai (late),Cook Inlet,1,1987,34900,NA,66,4058,8429,48736,3880,9,65178
119,Chinook,Kenai (late),Cook Inlet,1,1988,32137,NA,50,3840,10579,53638,3635,0,71742
119,Chinook,Kenai (late),Cook Inlet,1,1989,19256,NA,300,6148,8617,28431,614,0,44110
119,Chinook,Kenai (late),Cook Inlet,1,1990,26508,NA,439,5224,13835,28635,945,0,49078
119,Chinook,Kenai (late),Cook Inlet,1,1991,26695,NA,718,13296,18303,36065,1312,NA,69694
119,Chinook,Kenai (late),Cook Inlet,1,1992,22524,NA,436,5447,13140,27138,2625,NA,48786
119,Chinook,Kenai (late),Cook Inlet,1,1993,33738,NA,621,3513,6399,35414,1223,NA,47170
119,Chinook,Kenai (late),Cook Inlet,1,1994,35065,NA,1025,6749,13393,30500,1052,NA,52719
119,Chinook,Kenai (late),Cook Inlet,1,1995,31255,NA,708,8967,16240,26363,1505,NA,53783
119,Chinook,Kenai (late),Cook Inlet,1,1996,30907,NA,375,2373,7868,28171,501,NA,39288
119,Chinook,Kenai (late),Cook Inlet,1,1997,26297,NA,435,7262,12037,24218,1048,NA,45000
119,Chinook,Kenai (late),Cook Inlet,1,1998,26768,NA,901,10862,12538,41812,2334,NA,68447
119,Chinook,Kenai (late),Cook Inlet,1,1999,34962,NA,2092,21293,25354,44452,4206,NA,97397
119,Chinook,Kenai (late),Cook Inlet,1,2000,29627,NA,1210,14088,13551,24041,3270,NA,56160
119,Chinook,Kenai (late),Cook Inlet,0,2001,17947,NA,1960,9564,8346,NA,NA,NA,19870
119,Chinook,Kenai (late),Cook Inlet,0,2002,30464,NA,763,14315,NA,NA,NA,NA,15078
119,Chinook,Kenai (late),Cook Inlet,0,2003,23736,NA,1906,NA,NA,NA,NA,NA,1906
120,Chinook,Unalakleet,Norton Sound,0,1989,NA,NA,NA,NA,NA,NA,702,NA,702
120,Chinook,Unalakleet,Norton Sound,0,1990,NA,NA,NA,NA,NA,4109,249,NA,4358
120,Chinook,Unalakleet,Norton Sound,0,1991,NA,NA,NA,NA,4611,13469,2286,NA,20366
120,Chinook,Unalakleet,Norton Sound,1,1992,NA,NA,NA,301,3492,9634,864,NA,14291
120,Chinook,Unalakleet,Norton Sound,1,1993,NA,NA,301,7732,4409,6069,667,NA,19178
120,Chinook,Unalakleet,Norton Sound,1,1994,NA,NA,0,0,3187,2426,391,NA,6004
120,Chinook,Unalakleet,Norton Sound,1,1995,NA,NA,0,1983,2972,4611,484,NA,10050
120,Chinook,Unalakleet,Norton Sound,1,1996,3101,NA,61,0,313,3400,458,NA,4232
120,Chinook,Unalakleet,Norton Sound,1,1997,10842,NA,0,2501,1785,3220,431,NA,7937
120,Chinook,Unalakleet,Norton Sound,1,1998,5440,NA,0,1111,1691,3030,282,NA,6114
120,Chinook,Unalakleet,Norton Sound,0,1999,6860,NA,34,1052,1591,4066,NA,NA,6743
120,Chinook,Unalakleet,Norton Sound,0,2000,2710,NA,32,990,791,NA,NA,NA,1813
120,Chinook,Unalakleet,Norton Sound,0,2001,4640,NA,30,508,NA,NA,NA,NA,538
120,Chinook,Unalakleet,Norton Sound,0,2002,3899,NA,0,NA,NA,NA,NA,NA,0
120,Chinook,Unalakleet,Norton Sound,0,2003,3762,NA,NA,NA,NA,NA,NA,NA,NA
120,Chinook,Unalakleet,Norton Sound,0,2004,2915,NA,NA,NA,NA,NA,NA,NA,NA
120,Chinook,Unalakleet,Norton Sound,0,2005,2630,NA,NA,NA,NA,NA,NA,NA,NA
