"Stock.ID","Species","Stock","Region","UseFlag","BroodYear","TotalEscapement","R0.2","R0.3","R0.4","R0.5","R0.6","R1.1","R1.2","R1.3","R1.4","R1.5","R1.6","R2.1","R2.2","R2.3","R2.4","R2.5","TotalRecruits"
117,"Chinook","Nushagak","Bristol Bay",1,1977,132907,0,0,0,0,0,0,133157,219865,330217,23654,80,0,4446,360,0,0,4806
117,"Chinook","Nushagak","Bristol Bay",1,1978,268046,0,0,0,0,0,3591,38275,73414,87853,36075,0,0,426,0,0,68,494
117,"Chinook","Nushagak","Bristol Bay",1,1979,194335,0,0,0,0,0,4110,67999,107081,150580,9315,0,0,0,0,427,0,427
117,"Chinook","Nushagak","Bristol Bay",1,1980,289040,0,0,0,0,0,0,16843,82043,87736,7112,0,0,0,272,0,0,272
117,"Chinook","Nushagak","Bristol Bay",1,1981,307527,0,0,0,0,0,1437,43445,65587,139122,12808,0,40,137,0,0,0,177
117,"Chinook","Nushagak","Bristol Bay",1,1982,300656,0,0,0,0,0,2171,2336,66162,55822,10510,0,0,336,0,0,0,336
117,"Chinook","Nushagak","Bristol Bay",1,1983,331270,0,0,706,0,0,73,18385,37515,95090,2135,0,0,0,0,0,0,706
117,"Chinook","Nushagak","Bristol Bay",1,1984,163544,0,0,0,0,0,336,28503,49848,40766,3258,0,0,0,0,394,0,394
117,"Chinook","Nushagak","Bristol Bay",1,1985,236899,0,0,0,0,0,6553,32196,64645,81772,2795,0,0,0,0,296,0,296
117,"Chinook","Nushagak","Bristol Bay",1,1986,82777,0,0,0,0,0,0,48212,91683,75091,3353,0,0,0,592,247,0,839
117,"Chinook","Nushagak","Bristol Bay",1,1987,169562,0,0,0,0,0,906,68525,87718,117710,8420,0,0,81,0,87,0,168
117,"Chinook","Nushagak","Bristol Bay",1,1988,113006,0,29,0,0,0,1085,61258,100816,148698,3080,0,0,0,0,174,0,203
117,"Chinook","Nushagak","Bristol Bay",1,1989,158551,296,0,0,0,0,3947,60024,122311,124899,3963,0,0,0,0,343,0,639
117,"Chinook","Nushagak","Bristol Bay",1,1990,126747,0,0,0,0,0,1235,52337,49636,40939,982,0,0,0,0,0,0,0
117,"Chinook","Nushagak","Bristol Bay",1,1991,210346,0,469,0,0,0,2751,90956,97826,84588,5435,0,0,0,0,0,0,469
117,"Chinook","Nushagak","Bristol Bay",1,1992,166965,0,343,0,0,0,1912,45116,76219,126924,1317,0,0,0,0,0,0,343
117,"Chinook","Nushagak","Bristol Bay",1,1993,197098,0,0,0,0,0,4499,83442,198777,76676,3891,0,0,197,91,0,0,288
117,"Chinook","Nushagak","Bristol Bay",1,1994,190121,0,0,0,0,0,1867,37359,47034,59399,5729,0,0,0,0,0,0,0
117,"Chinook","Nushagak","Bristol Bay",1,1995,173014,0,0,0,0,0,2190,22871,42788,93836,4710,236,0,0,329,0,0,329
117,"Chinook","Nushagak","Bristol Bay",1,1996,102348,0,0,0,0,0,974,31377,60853,82265,3111,0,0,0,0,0,0,0
117,"Chinook","Nushagak","Bristol Bay",1,1997,165062,0,30,0,0,0,523,51314,70337,59759,2472,0,0,0,103,0,0,133
117,"Chinook","Nushagak","Bristol Bay",1,1998,235845,0,0,0,0,0,1037,70092,101055,108215,2658,0,0,0,77,89,0,166
117,"Chinook","Nushagak","Bristol Bay",1,1999,123906,0,0,0,0,0,1515,59814,154724,113227,1651,0,0,0,0,0,0,0
117,"Chinook","Nushagak","Bristol Bay",1,2000,110682,0,0,0,0,0,648,86335,139796,84305,512,0,0,112,0,0,0,112
117,"Chinook","Nushagak","Bristol Bay",1,2001,184317,0,0,0,0,0,107,51126,75272,30367,343,0,0,0,0,0,0,0
117,"Chinook","Nushagak","Bristol Bay",1,2002,174704,0,0,0,0,0,236,56007,36759,26678,126,0,0,0,0,75,0,75
117,"Chinook","Nushagak","Bristol Bay",1,2003,158307,0,0,0,0,0,797,56171,79806,41319,661,0,0,50,75,0,0,125
117,"Chinook","Nushagak","Bristol Bay",1,2004,233475,0,0,0,0,0,1269,20537,38378,18145,220,0,0,0,0,0,0,0
117,"Chinook","Nushagak","Bristol Bay",0,2005,223950,0,0,0,0,0,1032,37065,41043,30818,338,NA,0,0,0,0,NA,0
117,"Chinook","Nushagak","Bristol Bay",0,2006,117364,0,0,0,0,NA,492,31417,55957,39338,NA,NA,0,0,0,NA,NA,0
117,"Chinook","Nushagak","Bristol Bay",0,2007,50960,0,0,0,NA,NA,2411,56676,102411,NA,NA,NA,0,0,NA,NA,NA,0
117,"Chinook","Nushagak","Bristol Bay",0,2008,91364,0,0,NA,NA,NA,1125,53036,NA,NA,NA,NA,0,NA,NA,NA,NA,0
117,"Chinook","Nushagak","Bristol Bay",0,2009,74781,0,NA,NA,NA,NA,1423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
117,"Chinook","Nushagak","Bristol Bay",0,2010,56088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"Chinook","Nushagak","Bristol Bay",0,2011,102258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
