stock.id,species,stock,region,sub.region,brood.yr,spawners,recruits,use,recruits.3,recruits.4,recruits.5,age
306,Chum,Hood Canal,Inside WA,Inside WA,1996,251803,56002,1,4965,51037,0,data
306,Chum,Hood Canal,Inside WA,Inside WA,1997,53492,160210,1,28637,110046,21527,data
306,Chum,Hood Canal,Inside WA,Inside WA,1998,101631,380330,1,157078,221288,1964,data
306,Chum,Hood Canal,Inside WA,Inside WA,1999,33924,431453,1,98005,283838,49610,data
306,Chum,Hood Canal,Inside WA,Inside WA,2000,37131,579593,1,109698,460594,9301,data
306,Chum,Hood Canal,Inside WA,Inside WA,2001,103713,283292,1,199325,75129,8838,data
306,Chum,Hood Canal,Inside WA,Inside WA,2002,173037,361220,1,62932,280537,17751,data
306,Chum,Hood Canal,Inside WA,Inside WA,2003,148512,264136,1,31929,200621,31586,data
306,Chum,Hood Canal,Inside WA,Inside WA,2004,168126,188228,1,24758,154480,8990,data
306,Chum,Hood Canal,Inside WA,Inside WA,2005,47598,132744,1,84103,48641,0,data
306,Chum,Hood Canal,Inside WA,Inside WA,2006,97103,66045,1,16567,43754,5724,data
306,Chum,Hood Canal,Inside WA,Inside WA,2007,78218,300009,1,55794,191858,52357,data
306,Chum,Hood Canal,Inside WA,Inside WA,2008,38425,67697,1,0,57995,9702,data
306,Chum,Hood Canal,Inside WA,Inside WA,2009,13961,403617,1,94827,278138,30652,data
306,Chum,Hood Canal,Inside WA,Inside WA,2010,17223,264105,1,0,213052,51053,data
306,Chum,Hood Canal,Inside WA,Inside WA,2011,48446,182882,1,19407,151459,12016,data
306,Chum,Hood Canal,Inside WA,Inside WA,2012,38102,129478,1,59949,67089,2440,data
306,Chum,Hood Canal,Inside WA,Inside WA,2013,61190,285947,1,108590,173328,4029,data
306,Chum,Hood Canal,Inside WA,Inside WA,2014,49675,49464,1,49464,0,0,data
306,Chum,Hood Canal,Inside WA,Inside WA,2015,63236,86670,1,74213,11887,570,data
306,Chum,Hood Canal,Inside WA,Inside WA,2016,59905,64475,1,19377,42930,2168,data
306,Chum,Hood Canal,Inside WA,Inside WA,2017,58122,45917,1,304,41926,3687,data
306,Chum,Hood Canal,Inside WA,Inside WA,2018,32433,191333,1,74116,117217,0,data
306,Chum,Hood Canal,Inside WA,Inside WA,2019,7051,31918,1,0,31555,363,data
306,Chum,Hood Canal,Inside WA,Inside WA,2020,15211,59894,1,0,59894,0,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1968,39260,74482,1,6270,62317,5896,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1969,27500,30367,1,6743,21658,1966,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1970,75223,63610,1,3475,59688,447,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1971,17790,22780,1,16908,5693,179,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1972,32751,90166,1,6290,82449,1428,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1973,16200,39740,1,6901,31010,1829,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1974,56110,117613,1,5272,110570,1771,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1975,9774,13142,1,9509,3010,624,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1976,43325,59247,1,3827,49612,5809,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1977,28730,65377,1,19055,39118,7204,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1978,98504,263861,1,16871,234511,12479,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1979,7877,13175,1,6707,5670,798,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1980,42701,71045,1,5089,61208,4748,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1981,21325,215181,1,37682,163455,14044,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1982,108074,326012,1,58102,248471,19438,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1983,9014,73182,1,7562,55186,10434,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1984,87841,453422,1,90109,349543,13770,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1985,125704,60185,1,12670,40478,7037,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1986,145866,252471,1,21412,187791,43268,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1987,45714,54349,1,6032,42783,5534,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1988,149010,217453,1,10962,139121,67369,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1989,15618,106002,1,5688,87386,12928,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1990,67811,362352,1,60482,288832,13038,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1991,23220,52011,1,38103,12787,1121,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1992,69250,212683,1,57585,153960,1138,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1993,20573,27650,1,17256,6187,4207,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1994,237889,151700,1,6862,139168,5670,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1995,49436,207614,1,121991,84808,815,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1996,146771,56405,1,23505,31546,1353,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1997,11228,37694,1,7334,23459,6901,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1998,234404,654809,1,89776,546703,18330,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,1999,87862,237159,1,57507,155474,24177,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2000,34352,160137,1,19655,137398,3084,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2001,76488,125719,1,93466,29131,3122,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2002,370502,346951,1,23489,321577,1886,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2003,162245,112727,1,86218,24559,1950,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2004,197287,86767,1,43874,40898,1995,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2005,33600,54332,1,34506,18949,877,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2006,266104,28170,1,4654,19871,3645,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2007,35215,56995,1,7773,41420,7802,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2008,35836,17687,1,0,15003,2683,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2009,22514,22253,1,10402,10542,1309,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2010,27544,43593,1,2875,40078,640,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2011,44474,5113,1,654,4328,130,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2012,31369,15709,1,918,13419,1373,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2013,16123,1955,1,0,1795,160,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2014,40522,24517,1,3141,21210,165,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2015,5702,6649,1,3442,2610,598,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2016,12850,32662,1,1090,30497,1075,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2017,6040,6461,1,2691,3538,232,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2018,23613,77882,1,12495,64239,1148,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2019,3641,6037,1,2709,3031,297,data
307,Chum,Port Susan (Stillaguamish-Snohomish),Inside WA,Inside WA,2020,31862,66407,1,3375,63032,0,data
308,Chum,Skagit,Inside WA,Inside WA,1968,44049,179283,1,14202,147602,17478,data
308,Chum,Skagit,Inside WA,Inside WA,1969,22393,84704,1,15971,64209,4524,data
308,Chum,Skagit,Inside WA,Inside WA,1970,127588,148368,1,10303,137357,709,data
308,Chum,Skagit,Inside WA,Inside WA,1971,48827,48324,1,38909,9014,401,data
308,Chum,Skagit,Inside WA,Inside WA,1972,144732,134852,1,9959,122819,2075,data
308,Chum,Skagit,Inside WA,Inside WA,1973,83497,48137,1,10424,37482,231,data
308,Chum,Skagit,Inside WA,Inside WA,1974,160248,213873,1,4636,200928,8310,data
308,Chum,Skagit,Inside WA,Inside WA,1975,15762,43009,1,27515,15044,450,data
308,Chum,Skagit,Inside WA,Inside WA,1976,93000,117787,1,16068,95572,6147,data
308,Chum,Skagit,Inside WA,Inside WA,1977,36000,77427,1,16548,55403,5476,data
308,Chum,Skagit,Inside WA,Inside WA,1978,132895,292631,1,15292,257356,19984,data
308,Chum,Skagit,Inside WA,Inside WA,1979,23513,22023,1,11225,10024,774,data
308,Chum,Skagit,Inside WA,Inside WA,1980,19425,35363,1,1915,31163,2285,data
308,Chum,Skagit,Inside WA,Inside WA,1981,16939,95996,1,19657,67072,9266,data
308,Chum,Skagit,Inside WA,Inside WA,1982,142541,381366,1,44905,308031,28430,data
308,Chum,Skagit,Inside WA,Inside WA,1983,3932,23594,1,2556,15130,5907,data
308,Chum,Skagit,Inside WA,Inside WA,1984,46817,185674,1,17449,159828,8398,data
308,Chum,Skagit,Inside WA,Inside WA,1985,45190,25221,1,3446,14575,7200,data
308,Chum,Skagit,Inside WA,Inside WA,1986,81869,322086,1,2527,268351,51208,data
308,Chum,Skagit,Inside WA,Inside WA,1987,42853,33928,1,1385,23035,9508,data
308,Chum,Skagit,Inside WA,Inside WA,1988,119791,204120,1,11389,172794,19937,data
308,Chum,Skagit,Inside WA,Inside WA,1989,13904,33001,1,549,17212,15241,data
308,Chum,Skagit,Inside WA,Inside WA,1990,110567,304412,1,10662,267307,26443,data
308,Chum,Skagit,Inside WA,Inside WA,1991,22000,27215,1,10845,14404,1966,data
308,Chum,Skagit,Inside WA,Inside WA,1992,95940,144454,1,28669,112451,3334,data
308,Chum,Skagit,Inside WA,Inside WA,1993,16673,17449,1,2798,10308,4343,data
308,Chum,Skagit,Inside WA,Inside WA,1994,121775,130370,1,3312,121089,5970,data
308,Chum,Skagit,Inside WA,Inside WA,1995,38666,49347,1,20565,28175,608,data
308,Chum,Skagit,Inside WA,Inside WA,1996,74474,56945,1,14673,39441,2830,data
308,Chum,Skagit,Inside WA,Inside WA,1997,14392,53817,1,1418,41035,11364,data
308,Chum,Skagit,Inside WA,Inside WA,1998,120850,432486,1,52921,375608,3957,data
308,Chum,Skagit,Inside WA,Inside WA,1999,34311,56377,1,18541,27198,10638,data
308,Chum,Skagit,Inside WA,Inside WA,2000,22321,164513,1,5261,147869,11383,data
308,Chum,Skagit,Inside WA,Inside WA,2001,72980,44931,1,12056,30025,2850,data
308,Chum,Skagit,Inside WA,Inside WA,2002,209478,220263,1,11310,201263,7690,data
308,Chum,Skagit,Inside WA,Inside WA,2003,17629,33463,1,8857,23755,851,data
308,Chum,Skagit,Inside WA,Inside WA,2004,149700,32088,1,5922,24610,1557,data
308,Chum,Skagit,Inside WA,Inside WA,2005,34000,29396,1,4107,22981,2308,data
308,Chum,Skagit,Inside WA,Inside WA,2006,104983,49716,1,4557,42778,2382,data
308,Chum,Skagit,Inside WA,Inside WA,2007,19450,19838,1,974,12505,6359,data
308,Chum,Skagit,Inside WA,Inside WA,2008,21789,35479,1,744,32571,2164,data
308,Chum,Skagit,Inside WA,Inside WA,2009,26395,14014,1,2420,4928,6666,data
308,Chum,Skagit,Inside WA,Inside WA,2010,39535,63827,1,2644,58547,2635,data
308,Chum,Skagit,Inside WA,Inside WA,2011,15280,4698,1,870,2082,1746,data
308,Chum,Skagit,Inside WA,Inside WA,2012,36408,36945,1,3436,33176,332,data
308,Chum,Skagit,Inside WA,Inside WA,2013,8545,2556,1,374,1736,445,data
308,Chum,Skagit,Inside WA,Inside WA,2014,63360,22171,1,4987,17117,67,data
308,Chum,Skagit,Inside WA,Inside WA,2015,7964,3263,1,1781,1192,290,data
308,Chum,Skagit,Inside WA,Inside WA,2016,33709,15342,1,2069,11020,2254,data
308,Chum,Skagit,Inside WA,Inside WA,2017,6700,18189,1,3480,14317,391,data
308,Chum,Skagit,Inside WA,Inside WA,2018,18514,49945,1,6098,43826,20,data
308,Chum,Skagit,Inside WA,Inside WA,2019,3123,4703,1,1565,3138,0,data
308,Chum,Skagit,Inside WA,Inside WA,2020,13705,60849,1,287,60562,0,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1968,10684,39806,1,3517,27996,8293,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1969,26459,34028,1,3029,30466,533,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1970,33404,21582,1,4888,16183,511,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1971,9208,11130,1,4584,6496,49,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1972,26727,31884,1,7177,22661,2047,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1973,25825,46831,1,1897,44449,486,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1974,9589,36832,1,5982,29377,1473,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1975,5976,29864,1,2526,26391,947,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1976,4847,13524,1,2823,9846,855,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1977,21233,88463,1,20765,64245,3453,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1978,14622,106136,1,12585,84603,8949,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1979,27333,51454,1,13305,35510,2639,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1980,25242,92712,1,26561,64293,1857,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1981,61938,175640,1,53138,115144,7359,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1982,44172,85474,1,25572,53872,6030,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1983,20899,68015,1,8886,53804,5325,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1984,45960,108308,1,18483,84174,5651,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1985,40349,37124,1,3924,26279,6921,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1986,20298,81131,1,2110,54132,24888,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1987,15836,44407,1,680,36285,7442,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1988,35206,74616,1,4323,61802,8491,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1989,11668,76820,1,11487,46964,18370,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1990,31087,159052,1,9863,134418,14770,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1991,31303,61120,1,23846,34777,2498,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1992,43283,69619,1,28603,38912,2105,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1993,25304,52196,1,10047,35539,6610,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1994,92157,75718,1,5931,63751,6036,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1995,35856,101788,1,36246,64941,600,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1996,36010,24357,1,13738,9981,638,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1997,15123,64917,1,6113,52461,6342,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1998,62682,101600,1,30327,65327,5946,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,1999,30393,128994,1,8626,107714,12655,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2000,4604,58629,1,10062,42156,6410,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2001,45410,56840,1,15372,40275,1193,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2002,62263,63997,1,9736,50048,4213,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2003,104127,50312,1,9877,36547,3888,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2004,40758,23953,1,5977,16436,1540,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2005,38997,31186,1,5993,22839,2355,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2006,26976,42601,1,5261,33675,3665,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2007,20798,165891,1,5416,143747,16728,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2008,15332,15994,1,1387,11403,3204,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2009,24088,60387,1,7688,47570,5130,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2010,25567,87898,1,7973,67768,12158,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2011,97704,74516,1,6468,59130,8918,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2012,18993,100310,1,22565,74298,3446,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2013,40036,39923,1,12624,27058,241,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2014,47811,19879,1,10999,8483,397,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2015,54805,29213,1,13423,14884,906,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2016,50126,40320,1,5940,31953,2428,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2017,24050,27058,1,12678,13403,977,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2018,17117,64054,1,17550,45220,1284,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2019,15332,24239,1,7763,15541,934,data
309,Chum,Bellingham (Nooksack-Samish),Inside WA,Inside WA,2020,38436,78485,1,10744,67742,0,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1968,299,1438,1,267,1106,66,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1969,258,751,1,235,497,19,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1970,393,802,1,336,454,12,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1971,556,985,1,166,374,444,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1972,1198,1955,1,244,1711,0,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1973,673,2510,1,1592,910,9,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1974,148,1530,1,530,958,42,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1975,171,507,1,498,9,0,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1976,1171,978,1,291,554,132,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1977,1244,10041,1,3784,6014,244,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1978,856,3431,1,0,3285,146,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1979,288,2872,1,1872,1000,0,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1980,3726,3971,1,370,3426,174,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1981,5441,10071,1,3691,6286,95,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1982,4578,2467,1,1222,903,342,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1983,1326,6532,1,678,5176,678,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1984,6988,12375,1,878,11248,249,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1985,7322,6169,1,2036,3960,173,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1986,1384,1108,1,0,936,172,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1987,5726,1633,1,0,1140,493,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1988,12552,6533,1,610,5075,848,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1989,3652,4464,1,54,3341,1069,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1990,946,2906,1,1586,1294,26,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1991,1752,356,1,201,129,25,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1992,5331,2616,1,388,1764,463,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1993,5611,2628,1,316,2262,50,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1994,2491,2164,1,1130,978,56,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1995,517,1647,1,505,1136,5,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1996,2068,291,1,121,170,0,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1997,3709,1100,1,95,698,307,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1998,1419,4158,1,996,3157,6,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,1999,1272,2420,1,1398,798,224,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2000,219,2535,1,308,2076,150,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2001,1519,2153,1,898,1212,42,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2002,4573,2400,1,1016,1329,56,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2003,1005,874,1,151,629,94,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2004,2713,706,1,78,458,170,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2005,2032,1169,1,249,920,0,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2006,1271,1264,1,313,813,138,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2007,499,6416,1,1036,4622,758,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2008,433,886,1,0,839,46,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2009,1265,2932,1,1372,1330,230,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2010,1343,2170,1,0,1598,572,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2011,4638,2025,1,146,1697,182,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2012,2770,1694,1,672,1018,5,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2013,1303,2038,1,1648,334,56,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2014,1881,95,1,95,0,0,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2015,2825,1378,1,1038,302,39,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2016,2735,3427,1,492,2906,29,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2017,421,632,1,21,555,56,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2018,1030,2775,1,981,1794,0,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2019,745,1612,1,0,1608,4,data
310,Chum,Strait of Juan de Fuca,Inside WA,Inside WA,2020,2796,658,1,0,658,0,data
