stock.id,species,stock,region,sub.region,brood.yr,spawners,recruits,use,recruits.3,recruits.4,recruits.5,age
304,Chum,S Sound Fall,Inside WA,Inside WA,1985,99351,176076,1,65068,95928,15080,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1986,89809,325913,1,42618,259483,23812,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1987,153538,144860,1,9958,117487,17415,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1988,93893,536352,1,83117,384439,68796,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1989,47908,193146,1,33089,145970,14087,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1990,106807,579867,1,225791,327750,26326,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1991,82943,189258,1,127719,58607,2932,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1992,138805,717516,1,228789,469115,19612,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1993,133691,133070,1,71540,53363,8167,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1994,237123,299591,1,35424,256612,7555,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1995,200592,455971,1,317539,136236,2196,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1996,329074,260867,1,71104,174511,15252,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1997,69872,395276,1,41277,324492,29507,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1998,367456,951197,1,485950,452801,12446,data
304,Chum,S Sound Fall,Inside WA,Inside WA,1999,149638,805864,1,288875,465646,51343,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2000,95136,837397,1,107322,681900,48175,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2001,274278,370715,1,137434,218597,14684,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2002,262335,430803,1,108881,308702,13220,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2003,262203,1113890,1,449537,647793,16560,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2004,311832,469918,1,241882,218960,9076,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2005,131369,324303,1,127328,186408,10567,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2006,310561,410386,1,103256,288939,18191,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2007,328520,643504,1,177902,412902,52700,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2008,127068,248581,1,12709,209841,26031,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2009,136462,569175,1,191875,349796,27504,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2010,162410,581957,1,120937,417330,43690,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2011,143589,233288,1,52507,170801,9980,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2012,150384,381450,1,187408,184771,9271,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2013,156817,349798,1,105623,240824,3351,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2014,172625,321403,1,207493,113338,572,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2015,135244,302481,1,239094,60677,2710,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2016,136253,163322,1,51661,109300,2361,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2017,138780,150581,1,67296,73870,9415,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2018,148758,628498,1,249269,377253,1976,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2019,62187,169610,1,121882,44226,3502,data
304,Chum,S Sound Fall,Inside WA,Inside WA,2020,145787,437545,1,51990,371036,14519,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1968,27553,70081,1,15542,51411,3128,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1969,20292,41947,1,7610,31769,2568,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1970,34068,65156,1,19972,45184,0,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1971,9937,18352,1,13390,4962,0,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1972,34388,30412,1,9762,20169,481,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1973,29825,66738,1,34048,31582,1108,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1974,34676,45413,1,21322,23773,318,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1975,9936,47754,1,30533,17075,146,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1976,23311,25339,1,11547,13069,723,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1977,23590,100119,1,59795,37921,2403,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1978,29608,37188,1,12968,23163,1057,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1979,22613,41419,1,25567,14822,1030,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1980,41015,58843,1,11930,44306,2607,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1981,31326,56758,1,18997,36161,1600,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1982,30573,38728,1,16694,20349,1685,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1983,14013,104537,1,22527,77393,4617,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1984,33726,130566,1,50558,77175,2833,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1985,26068,62715,1,12344,48019,2352,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1986,21826,77580,1,20043,52520,5017,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1987,73990,30066,1,5246,23336,1484,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1988,42681,38798,1,10540,24398,3860,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1989,28185,16530,1,1080,12344,3106,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1990,15990,127482,1,28684,94330,4468,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1991,30727,27462,1,17601,9650,211,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1992,8093,42447,1,27483,14798,166,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1993,22905,6381,1,2170,3602,609,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1994,72951,67341,1,6789,59611,941,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1995,23369,13998,1,9965,4017,16,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1996,20000,16073,1,10181,5312,580,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1997,7371,12409,1,1102,9280,2027,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1998,70733,347164,1,111703,230527,4934,data
305,Chum,S Sound Winter,Inside WA,Inside WA,1999,13504,37696,1,14287,22165,1244,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2000,4887,48381,1,8635,36759,2987,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2001,128111,119536,1,50717,63756,5063,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2002,222040,34321,1,2123,30010,2188,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2003,45005,62755,1,26899,34856,1000,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2004,77473,76270,1,44859,30813,598,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2005,47547,68658,1,38634,28188,1836,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2006,58406,35599,1,2789,31340,1470,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2007,62285,137423,1,44807,90568,2048,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2008,31852,8220,1,2123,5664,433,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2009,14930,20188,1,7015,12993,180,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2010,69856,71917,1,17717,50929,3271,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2011,58535,17073,1,2524,14358,191,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2012,15125,15338,1,8784,5731,823,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2013,20864,12154,1,8310,3804,40,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2014,46587,72013,1,57017,14996,0,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2015,23855,21447,1,20625,822,0,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2016,19600,4563,1,1542,3021,0,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2017,60420,15043,1,9701,5031,311,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2018,37127,33940,1,22786,11022,132,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2019,2955,5632,1,2117,2151,1364,data
305,Chum,S Sound Winter,Inside WA,Inside WA,2020,14734,48757,1,3988,44419,350,data
306,Chum,Hood Canal,Inside WA,Inside WA,1968,47801,111005,1,28131,78318,4556,data
306,Chum,Hood Canal,Inside WA,Inside WA,1969,30070,53941,1,16643,34512,2786,data
306,Chum,Hood Canal,Inside WA,Inside WA,1970,41699,89814,1,23341,65925,548,data
306,Chum,Hood Canal,Inside WA,Inside WA,1971,41138,54909,1,24142,16971,13796,data
306,Chum,Hood Canal,Inside WA,Inside WA,1972,41602,64226,1,11066,53160,0,data
306,Chum,Hood Canal,Inside WA,Inside WA,1973,27870,124108,1,49450,72584,2074,data
306,Chum,Hood Canal,Inside WA,Inside WA,1974,52223,277256,1,42331,231226,3699,data
306,Chum,Hood Canal,Inside WA,Inside WA,1975,16265,121037,1,120219,818,0,data
306,Chum,Hood Canal,Inside WA,Inside WA,1976,48079,37185,1,25533,10073,1579,data
306,Chum,Hood Canal,Inside WA,Inside WA,1977,26074,144086,1,68778,71752,3556,data
306,Chum,Hood Canal,Inside WA,Inside WA,1978,79156,52361,1,0,47906,4455,data
306,Chum,Hood Canal,Inside WA,Inside WA,1979,14323,57734,1,27296,30438,0,data
306,Chum,Hood Canal,Inside WA,Inside WA,1980,21672,62694,1,11266,46439,4989,data
306,Chum,Hood Canal,Inside WA,Inside WA,1981,14310,239003,1,50030,179963,9010,data
306,Chum,Hood Canal,Inside WA,Inside WA,1982,12133,132400,1,34989,85956,11455,data
306,Chum,Hood Canal,Inside WA,Inside WA,1983,7120,246071,1,64510,173493,8068,data
306,Chum,Hood Canal,Inside WA,Inside WA,1984,22751,171834,1,29422,133844,8568,data
306,Chum,Hood Canal,Inside WA,Inside WA,1985,50909,177514,1,24226,136009,17279,data
306,Chum,Hood Canal,Inside WA,Inside WA,1986,29548,106339,1,0,93232,13107,data
306,Chum,Hood Canal,Inside WA,Inside WA,1987,24483,112423,1,0,86802,25621,data
306,Chum,Hood Canal,Inside WA,Inside WA,1988,30703,398114,1,46489,263740,87885,data
306,Chum,Hood Canal,Inside WA,Inside WA,1989,24872,491519,1,2782,346488,142249,data
306,Chum,Hood Canal,Inside WA,Inside WA,1990,20811,350961,1,164478,172047,14436,data
306,Chum,Hood Canal,Inside WA,Inside WA,1991,44745,103570,1,26737,71028,5805,data
306,Chum,Hood Canal,Inside WA,Inside WA,1992,96382,638945,1,213361,406295,19289,data
306,Chum,Hood Canal,Inside WA,Inside WA,1993,67770,173856,1,72838,94153,6865,data
306,Chum,Hood Canal,Inside WA,Inside WA,1994,151821,184043,1,47041,134704,2298,data
306,Chum,Hood Canal,Inside WA,Inside WA,1995,119344,117653,1,69629,46496,1528,data
