"","stock","brood_year","esc_index","harv","spwn","rec","rs"
"38","Chignik",2017,290000,609236,580000,855387,1.47480517241379
"39","Chignik",2018,82500,NA,165000,547286,3.31688484848485
"40","Chignik",2019,287800,157517,575600,1127995,1.95968554551772
"41","Chignik",2020,100095,0,200190,407281,2.03447225136121
"42","Chignik",2021,406100,43187,812200,NA,NA
"43","Chignik",2022,238200,70886,476400,NA,NA
"44","Chignik",2023,509150,109695,1018300,NA,NA
"45","Chignik",2024,173055,61171,346110,NA,NA
"46","Kod_Alitak",1984,110522,84924,221044,187567,0.848550514829627
"47","Kod_Alitak",1985,53168,84760,106336,126317,1.18790437857358
"48","Kod_Alitak",1986,26634,75643,53268,83188,1.56168806788316
"49","Kod_Alitak",1987,65043,59727,130086,362057,2.78321264394324
"50","Kod_Alitak",1988,47083,93401,94166,133343,1.41604188348236
"51","Kod_Alitak",1989,53199,19919,106398,101123,0.950422000413542
"52","Kod_Alitak",1990,16441,50306,32882,250388,7.61474362873304
"53","Kod_Alitak",1991,139520,83017,279040,238100,0.853282683486238
"54","Kod_Alitak",1992,49372,34599,98744,154046,1.56005428177915
"55","Kod_Alitak",1993,23742,53639,47484,223489,4.70661696571477
"56","Kod_Alitak",1994,69096,112196,138192,155998,1.12884971633669
"57","Kod_Alitak",1995,66438,105224,132876,328098,2.4692043709925
"58","Kod_Alitak",1996,44387,65272,88774,213375,2.40357537116723
"59","Kod_Alitak",1997,68857,85775,137714,143132,1.0393424052747
"60","Kod_Alitak",1998,57722,40554,115444,99688,0.863518242611136
"61","Kod_Alitak",1999,124549,79000,249098,171084,0.686814025002208
"62","Kod_Alitak",2000,73076,67223,146152,107168,0.733263999124199
"63","Kod_Alitak",2001,45286,52560,90572,143623,1.58573289758424
"64","Kod_Alitak",2002,44745,10198,89490,97373,1.08808805453123
"65","Kod_Alitak",2003,69588,31908,139176,119403,0.857928091050181
"66","Kod_Alitak",2004,34406,38356,68812,98590,1.43274428878684
"67","Kod_Alitak",2005,60388,22847,120776,135121,1.11877359740346
"68","Kod_Alitak",2006,25227,46919,50454,63758,1.26368573353946
"69","Kod_Alitak",2007,35736,47931,71472,196913,2.75510689500784
"70","Kod_Alitak",2008,9948,78694,19896,55778,2.80347808604745
"71","Kod_Alitak",2009,31312,72497,62624,129512,2.06808891159939
"72","Kod_Alitak",2010,22461,18836,44922,49611,1.10438092694003
"73","Kod_Alitak",2011,76107,44699,152214,159096,1.04521266112184
"74","Kod_Alitak",2012,14441,26896,28882,41737,1.44508690533897
"75","Kod_Alitak",2013,47594,34324,95188,335606,3.52571752741942
"76","Kod_Alitak",2014,18005,13601,36010,94383,2.62102193835046
"77","Kod_Alitak",2015,53207,52682,106414,52367,0.492106301802394
"78","Kod_Alitak",2016,14770,12197,29540,34816,1.17860528097495
"79","Kod_Alitak",2017,108560,118486,217120,51475,0.237080876934414
"80","Kod_Alitak",2018,32540,29303,65080,59748,0.918070067609096
"81","Kod_Alitak",2019,9398,33571,18796,107510,5.71983400723558
"82","Kod_Alitak",2020,13016,8784,26032,24463,0.939728027043639
"83","Kod_Alitak",2021,14947,21581,29894,NA,NA
"84","Kod_Alitak",2022,24188,11372,48376,NA,NA
"85","Kod_Alitak",2023,40444,26622,80888,NA,NA
"86","Kod_Alitak",2024,8495,7473,16990,NA,NA
"87","Kod_East",1984,153580,169746,307160,460759,1.50006185701263
"88","Kod_East",1985,195071,64222,390142,616126,1.57923525280539
"89","Kod_East",1986,95078,68490,190156,198560,1.04419529228633
"90","Kod_East",1987,70894,120019,141788,773742,5.45703444579231
"91","Kod_East",1988,86493,287773,172986,343012,1.9828887886881
"92","Kod_East",1989,308063,0,616126,996338,1.61710104751301
"93","Kod_East",1990,53067,92426,106134,479299,4.51597979912186
"94","Kod_East",1991,219834,334074,439668,521445,1.18599716149458
"95","Kod_East",1992,70718,201576,141436,124937,0.883346531293306
"96","Kod_East",1993,442722,110894,885444,282749,0.319330189148043
"97","Kod_East",1994,146270,186759,292540,96828,0.330990633759486
"98","Kod_East",1995,83006,355433,166012,778725,4.69077536563622
"99","Kod_East",1996,39840,45257,79680,473736,5.94548192771084
"100","Kod_East",1997,59212,164325,118424,312683,2.64036850638384
"101","Kod_East",1998,34394,28040,68788,523148,7.60522184101878
"102","Kod_East",1999,291851,195023,583702,290142,0.497072136124255
"103","Kod_East",2000,122733,228270,245466,232319,0.946440647584594
"104","Kod_East",2001,65874,180935,131748,251668,1.91022254607281
"105","Kod_East",2002,162386,198376,324772,969800,2.98609486039437
"106","Kod_East",2003,97066,96010,194132,438640,2.25949354047761
"107","Kod_East",2004,77906,76507,155812,375441,2.40957692603907
"108","Kod_East",2005,94156,63356,188312,470146,2.49663324695187
"109","Kod_East",2006,352959,263882,705918,274089,0.388273142206319
"110","Kod_East",2007,125850,186940,251700,426122,1.69297576479936
"111","Kod_East",2008,47946,279549,95892,439546,4.58376089767655
"112","Kod_East",2009,91189,287768,182378,669516,3.67103488359342
"113","Kod_East",2010,85740,102609,171480,205860,1.20048985304409
"114","Kod_East",2011,119130,187862,238260,433404,1.81903802568623
"115","Kod_East",2012,123263,193020,246526,184127,0.746886738112816
"116","Kod_East",2013,169504,330508,339008,994084,2.93233198036625
"117","Kod_East",2014,65609,74642,131218,236842,1.80495054032221
"118","Kod_East",2015,154893,123618,309786,224463,0.724574383606748
"119","Kod_East",2016,71335,41457,142670,276564,1.93848741851826
"120","Kod_East",2017,134619,724846,269238,252804,0.938961067902748
"121","Kod_East",2018,85834,65174,171668,269085,1.56747326234359
"122","Kod_East",2019,77564,69335,155128,443155,2.85670543035429
"123","Kod_East",2020,46896,182772,93792,124252,1.32476117366087
"124","Kod_East",2021,83641,85522,167282,NA,NA
"125","Kod_East",2022,56557,155971,113114,NA,NA
"126","Kod_East",2023,125963,191229,251926,NA,NA
"127","Kod_East",2024,47076,30100,94152,NA,NA
"128","Kod_NW",1984,86900,135013,173800,914983,5.26457422324511
"129","Kod_NW",1985,82800,214752,165600,820734,4.9561231884058
"130","Kod_NW",1986,211590,497530,423180,245533,0.580209367172362
"131","Kod_NW",1987,85950,228783,171900,490588,2.85391506689936
"132","Kod_NW",1988,189250,536483,378500,497471,1.31432232496697
"133","Kod_NW",1989,410350,34,820700,314803,0.383578652369928
"134","Kod_NW",1990,38880,167773,77760,373238,4.79987139917696
"135","Kod_NW",1991,103503,283582,207006,807265,3.89971788257345
"136","Kod_NW",1992,135749,225973,271498,426597,1.57127124325041
"137","Kod_NW",1993,47900,219003,95800,418050,4.36377870563674
"138","Kod_NW",1994,61150,250938,122300,220912,1.80631234668847
"139","Kod_NW",1995,116300,574665,232600,342109,1.47080395528805
"140","Kod_NW",1996,88802,248993,177604,631553,3.55596157744195
"141","Kod_NW",1997,118160,181730,236320,607501,2.5706711238998
"142","Kod_NW",1998,49750,121412,99500,341563,3.43279396984925
"143","Kod_NW",1999,76300,189509,152600,408236,2.67520314547837
"144","Kod_NW",2000,164400,302753,328800,559439,1.70145681265207
"145","Kod_NW",2001,144900,317701,289800,328754,1.13441683919945
"146","Kod_NW",2002,68630,204303,137260,436942,3.18331633396474
"147","Kod_NW",2003,72900,262436,145800,256626,1.76012345679012
"148","Kod_NW",2004,41200,477039,82400,279871,3.3964927184466
"149","Kod_NW",2005,49650,229454,99300,503813,5.07364551863041
"150","Kod_NW",2006,41800,353342,83600,273731,3.27429425837321
"151","Kod_NW",2007,42010,172606,84020,273870,3.25958105213045
"152","Kod_NW",2008,36500,206871,73000,385498,5.28079452054795
"153","Kod_NW",2009,87500,328813,175000,334023,1.90870285714286
"154","Kod_NW",2010,38500,196731,77000,231079,3.00102597402597
"155","Kod_NW",2011,79550,114770,159100,615575,3.8691074795726
"156","Kod_NW",2012,49800,285898,99600,250137,2.5114156626506
"157","Kod_NW",2013,65900,202223,131800,698637,5.30073596358118
"158","Kod_NW",2014,53500,124079,107000,277689,2.59522429906542
"159","Kod_NW",2015,93300,428975,186600,378578,2.02882100750268
"160","Kod_NW",2016,40400,169337,80800,155654,1.92641089108911
"161","Kod_NW",2017,118400,461837,236800,356013,1.50343327702703
"162","Kod_NW",2018,58500,160689,117000,260447,2.22604273504274
"163","Kod_NW",2019,54500,269578,109000,391899,3.59540366972477
"164","Kod_NW",2020,26800,102054,53600,135207,2.52251865671642
"165","Kod_NW",2021,76500,203013,153000,NA,NA
"166","Kod_NW",2022,50050,160347,100100,NA,NA
"167","Kod_NW",2023,76300,239299,152600,NA,NA
"168","Kod_NW",2024,34000,67207,68000,NA,NA
"169","Kod_SW",1984,172,24228,344,158100,459.593023255814
"170","Kod_SW",1985,5964,11053,11928,76777,6.4367035546613
"171","Kod_SW",1986,94201,56580,188402,270189,1.43410897973482
"172","Kod_SW",1987,13086,25321,26172,137293,5.24579703499924
"173","Kod_SW",1988,64692,28716,129384,167740,1.29645087491498
"174","Kod_SW",1989,38379,19,76758,50002,0.651423955809166
"175","Kod_SW",1990,118917,32355,237834,218551,0.918922441703037
"176","Kod_SW",1991,51765,33763,103530,169548,1.63767024051
"177","Kod_SW",1992,54074,59592,108148,99332,0.918482080112438
"178","Kod_SW",1993,1553,46896,3106,55689,17.9294913071475
"179","Kod_SW",1994,80238,58075,160476,103541,0.645211745058451
"180","Kod_SW",1995,36391,96766,72782,219330,3.01351982633069
"181","Kod_SW",1996,9557,80218,19114,111004,5.80747096369153
"182","Kod_SW",1997,21828,12033,43656,58101,1.33088235294118
"183","Kod_SW",1998,25730,52081,51460,136464,2.65184609405363
"184","Kod_SW",1999,73850,71630,147700,54639,0.369932295192959
"185","Kod_SW",2000,20997,69010,41994,91156,2.17069105110254
"186","Kod_SW",2001,3582,50937,7164,12573,1.75502512562814
"187","Kod_SW",2002,56238,23988,112476,60243,0.535607596287208
"188","Kod_SW",2003,13068,28503,26136,34421,1.31699571472299
"189","Kod_SW",2004,10643,69870,21286,16476,0.774029878793573
"190","Kod_SW",2005,2561,7451,5122,5502,1.07418976962124
"191","Kod_SW",2006,21423,17397,42846,29705,0.693296923866872
"192","Kod_SW",2007,3387,27647,6774,29723,4.38780631827576
"193","Kod_SW",2008,4087,8302,8174,42662,5.21923171030095
"194","Kod_SW",2009,2132,1238,4264,20291,4.75867729831144
"195","Kod_SW",2010,8613,12479,17226,21002,1.21920352954836
"196","Kod_SW",2011,8579,12565,17158,39906,2.32579554726658
"197","Kod_SW",2012,9325,24012,18650,33152,1.77758713136729
"198","Kod_SW",2013,400,19491,800,73545,91.93125
"199","Kod_SW",2014,1327,18348,2654,40935,15.4238884702336
"200","Kod_SW",2015,1347,37212,2694,43202,16.0363771343727
"201","Kod_SW",2016,6953,19246,13906,60719,4.36638860923342
"202","Kod_SW",2017,21744,30057,43488,37583,0.864215415746873
"203","Kod_SW",2018,10565,19805,21130,55698,2.63596781826787
"204","Kod_SW",2019,12702,17798,25404,48663,1.91556447803496
"205","Kod_SW",2020,20124,20471,40248,28582,0.710147088054065
"206","Kod_SW",2021,2534,32515,5068,NA,NA
"207","Kod_SW",2022,8668,38362,17336,NA,NA
"208","Kod_SW",2023,2438,43787,4876,NA,NA
"209","Kod_SW",2024,9650,9282,19300,NA,NA
"210","Kod_Afognak",1984,5012,11028,10024,83932,8.3731045490822
"211","Kod_Afognak",1985,2557,1314,5114,2236,0.437231130230739
"212","Kod_Afognak",1986,1806,33169,3612,29609,8.19739756367663
"213","Kod_Afognak",1987,2662,9876,5324,64707,12.1538317054846
"214","Kod_Afognak",1988,514,82904,1028,38089,37.0515564202335
"215","Kod_Afognak",1989,1118,0,2236,60195,26.9208407871199
"216","Kod_Afognak",1990,1315,26979,2630,38365,14.5874524714829
"217","Kod_Afognak",1991,12514,39679,25028,92847,3.70972510787918
"218","Kod_Afognak",1992,2615,32859,5230,55460,10.604206500956
"219","Kod_Afognak",1993,74,60047,148,28648,193.567567567568
"220","Kod_Afognak",1994,5537,27291,11074,16491,1.48916380711577
"221","Kod_Afognak",1995,10221,72405,20442,36527,1.78686038548087
"222","Kod_Afognak",1996,2998,49464,5996,45060,7.51501000667111
"223","Kod_Afognak",1997,736,27176,1472,34052,23.133152173913
"224","Kod_Afognak",1998,3210,10071,6420,37235,5.79984423676012
"225","Kod_Afognak",1999,5107,26313,10214,88513,8.66585079302918
"226","Kod_Afognak",2000,10068,24924,20136,80143,3.98008541914978
"227","Kod_Afognak",2001,3583,26886,7166,12600,1.7583030979626
"228","Kod_Afognak",2002,1417,34401,2834,35799,12.6319689484827
"229","Kod_Afognak",2003,13151,62211,26302,30694,1.16698349935366
"230","Kod_Afognak",2004,4541,71061,9082,33786,3.72010570358952
"231","Kod_Afognak",2005,0,12600,0,50398,Inf
"232","Kod_Afognak",2006,11,35777,22,38119,1732.68181818182
"233","Kod_Afognak",2007,9,30676,18,32227,1790.38888888889
"234","Kod_Afognak",2008,3001,27784,6002,47136,7.85338220593136
"235","Kod_Afognak",2009,6,50386,12,30147,2512.25
"236","Kod_Afognak",2010,256,37607,512,35242,68.83203125
"237","Kod_Afognak",2011,164,31899,328,45618,139.079268292683
"238","Kod_Afognak",2012,401,46334,802,22584,28.1596009975062
"239","Kod_Afognak",2013,1401,27345,2802,35430,12.644539614561
"240","Kod_Afognak",2014,48,35146,96,5331,55.53125
"241","Kod_Afognak",2015,1629,42360,3258,21953,6.73818293431553
"242","Kod_Afognak",2016,327,21930,654,14351,21.9434250764526
"243","Kod_Afognak",2017,500,34430,1000,11875,11.875
"244","Kod_Afognak",2018,106,5119,212,24480,115.471698113208
"245","Kod_Afognak",2019,9,21935,18,49122,2729
"246","Kod_Afognak",2020,34,14283,68,7362,108.264705882353
"247","Kod_Afognak",2021,1,11873,2,NA,NA
"248","Kod_Afognak",2022,12,24456,24,NA,NA
"249","Kod_Afognak",2023,104,48914,208,NA,NA
"250","Kod_Afognak",2024,1250,4862,2500,NA,NA
"251","Kod_Mainland",1979,185030,73137,370060,785878,2.12365021888342
"252","Kod_Mainland",1980,378050,413884,756100,714260,0.944663404311599
"253","Kod_Mainland",1981,285285,437784,570570,808989,1.41786108628214
"254","Kod_Mainland",1982,468198,316010,936396,1038419,1.10895283619323
"255","Kod_Mainland",1983,256010,273858,512020,785432,1.53398695363462
"256","Kod_Mainland",1984,246750,220760,493500,814754,1.65097061803445
"257","Kod_Mainland",1985,380400,48189,760800,1243000,1.63380651945321
"258","Kod_Mainland",1986,318975,400469,637950,692648,1.085740261776
"259","Kod_Mainland",1987,277100,231232,554200,943748,1.70290147961025
"260","Kod_Mainland",1988,211300,392154,422600,549280,1.29976336961666
"261","Kod_Mainland",1989,621500,0,1243000,257817,0.207415124698311
"262","Kod_Mainland",1990,246000,200648,492000,457165,0.929197154471545
"263","Kod_Mainland",1991,360600,222548,721200,415874,0.576641708264004
"264","Kod_Mainland",1992,217600,114080,435200,458758,1.05413143382353
"265","Kod_Mainland",1993,86790,84237,173580,415928,2.39617467450167
"266","Kod_Mainland",1994,183100,90965,366200,432564,1.18122337520481
"267","Kod_Mainland",1995,157500,100874,315000,831272,2.63895873015873
"268","Kod_Mainland",1996,209200,40358,418400,1199624,2.86717017208413
"269","Kod_Mainland",1997,190500,34928,381000,797845,2.0940813648294
"270","Kod_Mainland",1998,203650,25264,407300,484027,1.18837957279646
"271","Kod_Mainland",1999,310600,210072,621200,434026,0.698689632968448
"272","Kod_Mainland",2000,502300,195024,1004600,878183,0.874161855464862
"273","Kod_Mainland",2001,294700,208445,589400,124902,0.211913810654903
"274","Kod_Mainland",2002,197175,89677,394350,879419,2.23004691264105
"275","Kod_Mainland",2003,114750,204526,229500,227113,0.989599128540305
"276","Kod_Mainland",2004,364395,149393,728790,458660,0.629344529974341
"277","Kod_Mainland",2005,37500,49902,75000,329119,4.38825333333333
"278","Kod_Mainland",2006,346140,187139,692280,464770,0.6713612988964
"279","Kod_Mainland",2007,87350,52413,174700,389368,2.22878076702919
"280","Kod_Mainland",2008,122425,213810,244850,359692,1.4690300183786
"281","Kod_Mainland",2009,103656,121807,207312,308766,1.48937832831674
"282","Kod_Mainland",2010,144715,175340,289430,240036,0.829340427737277
"283","Kod_Mainland",2011,138600,112168,277200,297485,1.07317821067821
"284","Kod_Mainland",2012,144100,71492,288200,205252,0.712185981956974
"285","Kod_Mainland",2013,112700,83366,225400,1127864,5.00383318544809
"286","Kod_Mainland",2014,107431,25174,214862,334216,1.55549143170966
"287","Kod_Mainland",2015,133200,31085,266400,637945,2.39468843843844
"288","Kod_Mainland",2016,68700,67852,137400,231313,1.68350072780204
"289","Kod_Mainland",2017,380500,366864,761000,296593,0.389741130091984
"290","Kod_Mainland",2018,158200,17816,316400,380111,1.20136219974716
"291","Kod_Mainland",2019,259300,119345,518600,512488,0.988214423447744
"292","Kod_Mainland",2020,105450,20413,210900,121541,0.576296823138928
"293","Kod_Mainland",2021,141080,14433,282160,NA,NA
"294","Kod_Mainland",2022,168300,43511,336600,NA,NA
"295","Kod_Mainland",2023,236750,38988,473500,NA,NA
"296","Kod_Mainland",2024,59300,2941,118600,NA,NA
"297","N_AKPen",1962,34400,20100,51600,154950,3.00290697674419
"298","N_AKPen",1963,47000,5400,70500,132700,1.8822695035461
"299","N_AKPen",1964,44600,52000,66900,157050,2.347533632287
"300","N_AKPen",1965,23500,20400,35250,89350,2.53475177304965
"301","N_AKPen",1966,85500,26700,128250,194660,1.51781676413255
"302","N_AKPen",1967,74400,21100,111600,94534,0.847078853046595
"303","N_AKPen",1968,88300,24600,132450,95829,0.723510758776897
"304","N_AKPen",1969,43500,24100,65250,111790,1.71325670498084
"305","N_AKPen",1970,106100,35510,159150,54536,0.342670436694942
"306","N_AKPen",1971,49400,20434,74100,31293,0.422307692307692
"307","N_AKPen",1972,47000,25329,70500,218694,3.10204255319149
"308","N_AKPen",1973,41400,49690,62100,454484,7.31858293075684
"309","N_AKPen",1974,23000,20036,34500,253504,7.34794202898551
"310","N_AKPen",1975,17600,4893,26400,207721,7.8682196969697
"311","N_AKPen",1976,127400,27594,191100,878985,4.59960753532182
"312","N_AKPen",1977,245500,86234,368250,765922,2.07989680923286
"313","N_AKPen",1978,146900,33154,220350,637264,2.8920535511686
"314","N_AKPen",1979,114900,35371,172350,477331,2.76954453147665
"315","N_AKPen",1980,364200,332685,546300,1228218,2.24824821526634
"316","N_AKPen",1981,276400,351322,414600,609339,1.46970332850941
"317","N_AKPen",1982,267500,236014,401250,274503,0.684119626168224
"318","N_AKPen",1983,199100,178681,298650,397546,1.33114347898878
"319","N_AKPen",1984,409300,614268,613950,430940,0.701913836631648
"320","N_AKPen",1985,123900,423489,185850,284700,1.5318805488297
"321","N_AKPen",1986,77900,157653,116850,268941,2.3015917843389
"322","N_AKPen",1987,161400,155446,242100,250788,1.03588599752169
"323","N_AKPen",1988,144100,214790,216150,441484,2.04248901226
"324","N_AKPen",1989,102300,131250,153450,361663,2.35687846203975
"325","N_AKPen",1990,115600,95541,173400,389858,2.24831603229527
"326","N_AKPen",1991,81500,128538,122250,594288,4.86125153374233
"327","N_AKPen",1992,136400,236884,204600,714825,3.49376832844575
"328","N_AKPen",1993,183400,86563,275100,292669,1.06386404943657
"329","N_AKPen",1994,230800,43658,346200,608087,1.75646158290006
"330","N_AKPen",1995,347800,72588,521700,491470,0.942054820778225
"331","N_AKPen",1996,436400,60225,654600,571437,0.872956003666361
"332","N_AKPen",1997,161000,51169,241500,490147,2.02959420289855
"333","N_AKPen",1998,380400,37487,570600,423401,0.742027690150719
"334","N_AKPen",1999,299500,42220,449250,344168,0.766094602114636
"335","N_AKPen",2000,338900,63087,508350,217505,0.427864660175076
"336","N_AKPen",2001,285900,61297,428850,164427.5,0.383414946951148
"337","N_AKPen",2002,262800,29201,394200,666204.5,1.69001648909183
"338","N_AKPen",2003,214660,22178,321990,450004,1.39757135314761
"339","N_AKPen",2004,139350,8480,209025,416029.5,1.99033369214209
"340","N_AKPen",2005,103675,8915,155512.5,283021.5,1.81992765854835
"341","N_AKPen",2006,382583,92330,573874.5,337958,0.588905762496853
"342","N_AKPen",2007,243334,85003,365001,209812,0.574825822395007
"343","N_AKPen",2008,228537,73224,342805.5,306061,0.892812396533895
"344","N_AKPen",2009,154131,51825,231196.5,249700.5,1.08003581369095
"345","N_AKPen",2010,145310,119993,217965,320900,1.47225471979446
"346","N_AKPen",2011,96952,64384,145428,320365,2.20291140633166
"347","N_AKPen",2012,140418,95434,210627,435502,2.06764564846862
"348","N_AKPen",2013,137251,43824,205876.5,376227,1.8274402372296
"349","N_AKPen",2014,191586,33521,287379,405807.5,1.41209865717398
"350","N_AKPen",2015,189194,36574,283791,357867.5,1.26102483870172
"351","N_AKPen",2016,277674,18991,416511,248708.5,0.597123485334121
"352","N_AKPen",2017,234440,24567,351660,149535,0.42522607063641
"353","N_AKPen",2018,236109,51644,354163.5,250561,0.707472678579244
"354","N_AKPen",2019,208397,45272,312595.5,243664,0.779486588898433
"355","N_AKPen",2020,158815,10486,238222.5,84950,0.356599397621971
"356","N_AKPen",2021,94856,7251,142284,NA,NA
"357","N_AKPen",2022,163882,4738,245823,NA,NA
"358","N_AKPen",2023,152748,14542,229122,NA,NA
"359","N_AKPen",2024,51428,7808,77142,NA,NA
"360","NW_AKPen",1962,116500,14700,174750,152100,0.870386266094421
"361","NW_AKPen",1963,155800,44500,233700,91100,0.389816003423192
"362","NW_AKPen",1964,111500,85900,167250,292750,1.75037369207773
"363","NW_AKPen",1965,25800,49300,38700,160850,4.15633074935401
"364","NW_AKPen",1966,64000,56100,96000,108029,1.12530208333333
"365","NW_AKPen",1967,48200,18800,72300,133720,1.84951590594744
"366","NW_AKPen",1968,162500,49000,243750,174858,0.717366153846154
"367","NW_AKPen",1969,103300,5900,154950,216483,1.39711519845111
"368","NW_AKPen",1970,63700,12479,95550,137531,1.43936159079016
"369","NW_AKPen",1971,60000,43720,90000,141277,1.56974444444444
"370","NW_AKPen",1972,77000,59358,115500,294995,2.55406926406926
"371","NW_AKPen",1973,75600,103083,113400,696484,6.14183421516755
"372","NW_AKPen",1974,82100,14381,123150,376050,3.05359317904994
"373","NW_AKPen",1975,91600,3877,137400,315940,2.29941775836972
"374","NW_AKPen",1976,166000,45995,249000,975461,3.9175140562249
"375","NW_AKPen",1977,435700,42934,653550,752396,1.15124474026471
"376","NW_AKPen",1978,163600,130650,245400,380419,1.55019967400163
"377","NW_AKPen",1979,190400,30340,285600,459876,1.61021008403361
"378","NW_AKPen",1980,405300,367511,607950,873805,1.43729747512131
"379","NW_AKPen",1981,264600,355496,396900,573727,1.44552028218695
"380","NW_AKPen",1982,190200,95119,285300,362113,1.26923589204346
"381","NW_AKPen",1983,193500,169626,290250,725500,2.49956933677864
"382","NW_AKPen",1984,460900,182455,691350,712585,1.03071526723078
"383","NW_AKPen",1985,220400,243127,330600,190742,0.576957047791893
"384","NW_AKPen",1986,165700,113563,248550,196922,0.792283242808288
"385","NW_AKPen",1987,341500,213250,512250,395440,0.771966813079551
"386","NW_AKPen",1988,356200,178285,534300,427682,0.800452929066068
"387","NW_AKPen",1989,110000,25742,165000,376894,2.28420606060606
"388","NW_AKPen",1990,110900,30572,166350,414339,2.49076645626691
"389","NW_AKPen",1991,221800,62740,332700,639155,1.92111511872558
"390","NW_AKPen",1992,215300,104732,322950,587781,1.82003715745471
"391","NW_AKPen",1993,219000,48394,328500,387011,1.17811567732116
"392","NW_AKPen",1994,249400,40239,374100,555679,1.48537556802994
"393","NW_AKPen",1995,408300,26705,612450,558100,0.911258061882603
"394","NW_AKPen",1996,386700,7731,580050,404409,0.697196793379881
"395","NW_AKPen",1997,227200,46211,340800,723426,2.12272887323944
"396","NW_AKPen",1998,349100,32029,523650,647489,1.23649193163372
"397","NW_AKPen",1999,366800,7900,550200,370577,0.673531443111596
"398","NW_AKPen",2000,249200,30609,373800,449878,1.20352594970572
"399","NW_AKPen",2001,406800,113226,610200,323064.5,0.529440347427073
"400","NW_AKPen",2002,417100,21839,625650,329578,0.526776951969951
"401","NW_AKPen",2003,236000,16577,354000,599181,1.69260169491525
"402","NW_AKPen",2004,295600,6478,443400,466765,1.0526950834461
"403","NW_AKPen",2005,192965,33617,289447.5,180859,0.624842156176854
"404","NW_AKPen",2006,193460,39388,290190,355220,1.22409455873738
"405","NW_AKPen",2007,335450,96006,503175,456498,0.907235057385601
"406","NW_AKPen",2008,241750,104140,362625,397601,1.09645225784212
"407","NW_AKPen",2009,84460,54169,126690,225582,1.78058252427184
"408","NW_AKPen",2010,144100,139070,216150,177101.5,0.819345362017118
"409","NW_AKPen",2011,151400,229398,227100,289802,1.27609863496257
"410","NW_AKPen",2012,140000,187601,210000,239778,1.1418
"411","NW_AKPen",2013,92800,86382,139200,351213,2.52308189655172
"412","NW_AKPen",2014,54525,95314,81787.5,285345,3.4888583218707
"413","NW_AKPen",2015,89800,155102,134700,446272,3.31308092056422
"414","NW_AKPen",2016,113250,69903,169875,136278,0.802225165562914
"415","NW_AKPen",2017,195700,57663,293550,121102,0.412543008005451
"416","NW_AKPen",2018,119760,105705,179640,85707,0.477104208416834
"417","NW_AKPen",2019,173600,185872,260400,199650,0.766705069124424
"418","NW_AKPen",2020,62100,43128,93150,248677.5,2.66964573268921
"419","NW_AKPen",2021,68050,19027,102075,NA,NA
"420","NW_AKPen",2022,50900,9357,76350,NA,NA
"421","NW_AKPen",2023,81900,76800,122850,NA,NA
"422","NW_AKPen",2024,126405,59070,189607.5,NA,NA
"423","S_AKPen",1962,399400,564800,599100,890400,1.48622934401602
