"region","species_name","cuid","cu_name_pse","year","spawners","recruits","kf_alpha","lnrs","ricker_resid","r_s"
"Central Coast","Lake sockeye","553","Devon","2009","-989898","8105","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2010","-989898","8466","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2011","-989898","14908","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2012","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2013","8800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2014","5800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2015","17400","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2016","1644","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2017","2180","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2018","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","553","Devon","2019","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1950","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1951","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1952","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1953","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1954","-989898","2197","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1955","800","1595","-989898","-989898","-989898","1.99375"
"Central Coast","Lake sockeye","560","Hartley Bay","1956","1500","3008","-989898","-989898","-989898","2.00533333333333"
"Central Coast","Lake sockeye","560","Hartley Bay","1957","3000","4301","-989898","-989898","-989898","1.43366666666667"
"Central Coast","Lake sockeye","560","Hartley Bay","1958","800","3485","-989898","-989898","-989898","4.35625"
"Central Coast","Lake sockeye","560","Hartley Bay","1959","800","1174","-989898","-989898","-989898","1.4675"
"Central Coast","Lake sockeye","560","Hartley Bay","1960","1500","2411","-989898","-989898","-989898","1.60733333333333"
"Central Coast","Lake sockeye","560","Hartley Bay","1961","3000","6229","-989898","-989898","-989898","2.07633333333333"
"Central Coast","Lake sockeye","560","Hartley Bay","1962","3000","4433","-989898","-989898","-989898","1.47766666666667"
"Central Coast","Lake sockeye","560","Hartley Bay","1963","800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1964","800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1965","3000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1966","3000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1967","800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1968","800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1969","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1970","-989898","788","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1971","-989898","785","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1972","-989898","1559","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1973","-989898","1537","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1974","500","1639","-989898","-989898","-989898","3.278"
"Central Coast","Lake sockeye","560","Hartley Bay","1975","400","2395","-989898","-989898","-989898","5.9875"
"Central Coast","Lake sockeye","560","Hartley Bay","1976","1000","2747","-989898","-989898","-989898","2.747"
"Central Coast","Lake sockeye","560","Hartley Bay","1977","1000","2744","-989898","-989898","-989898","2.744"
"Central Coast","Lake sockeye","560","Hartley Bay","1978","400","1818","-989898","-989898","-989898","4.545"
"Central Coast","Lake sockeye","560","Hartley Bay","1979","600","1901","-989898","-989898","-989898","3.16833333333333"
"Central Coast","Lake sockeye","560","Hartley Bay","1980","1000","1933","-989898","-989898","-989898","1.933"
"Central Coast","Lake sockeye","560","Hartley Bay","1981","600","3657","-989898","-989898","-989898","6.095"
"Central Coast","Lake sockeye","560","Hartley Bay","1982","800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1983","800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1984","1200","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1985","2200","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1986","1000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1987","1000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1988","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1989","40","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1990","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1991","1600","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1992","600","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1993","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1994","-989898","1185","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1995","-989898","1453","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1996","740","1454","-989898","-989898","-989898","1.96486486486486"
"Central Coast","Lake sockeye","560","Hartley Bay","1997","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1998","800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","1999","1200","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","2000","1000","1453","-989898","-989898","-989898","1.453"
"Central Coast","Lake sockeye","560","Hartley Bay","2001","800","2353","-989898","-989898","-989898","2.94125"
"Central Coast","Lake sockeye","560","Hartley Bay","2002","600","1812","-989898","-989898","-989898","3.02"
"Central Coast","Lake sockeye","560","Hartley Bay","2003","-989898","1569","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","2004","1200","2070","-989898","-989898","-989898","1.725"
"Central Coast","Lake sockeye","560","Hartley Bay","2005","1400","2899","-989898","-989898","-989898","2.07071428571429"
"Central Coast","Lake sockeye","560","Hartley Bay","2006","1800","3012","-989898","-989898","-989898","1.67333333333333"
"Central Coast","Lake sockeye","560","Hartley Bay","2007","1100","3934","-989898","-989898","-989898","3.57636363636364"
"Central Coast","Lake sockeye","560","Hartley Bay","2008","1900","3016","-989898","-989898","-989898","1.58736842105263"
"Central Coast","Lake sockeye","560","Hartley Bay","2009","1920","1346","-989898","-989898","-989898","0.701041666666667"
"Central Coast","Lake sockeye","560","Hartley Bay","2010","2660","1914","-989898","-989898","-989898","0.719548872180451"
"Central Coast","Lake sockeye","560","Hartley Bay","2011","3100","1053","-989898","-989898","-989898","0.339677419354839"
"Central Coast","Lake sockeye","560","Hartley Bay","2012","3360","644","-989898","-989898","-989898","0.191666666666667"
"Central Coast","Lake sockeye","560","Hartley Bay","2013","930","1212","-989898","-989898","-989898","1.30322580645161"
"Central Coast","Lake sockeye","560","Hartley Bay","2014","1400","1619","-989898","-989898","-989898","1.15642857142857"
"Central Coast","Lake sockeye","560","Hartley Bay","2015","1090","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","2016","500","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","2017","1160","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","2018","1700","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","560","Hartley Bay","2019","1400","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1950","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1951","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1952","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1953","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1954","2400","2446","-989898","-989898","-989898","1.01916666666667"
"Central Coast","Lake sockeye","563","Kadjusdis River","1955","4000","3546","-989898","-989898","-989898","0.8865"
"Central Coast","Lake sockeye","563","Kadjusdis River","1956","1500","4318","-989898","-989898","-989898","2.87866666666667"
"Central Coast","Lake sockeye","563","Kadjusdis River","1957","4000","5991","-989898","-989898","-989898","1.49775"
"Central Coast","Lake sockeye","563","Kadjusdis River","1958","1000","7865","-989898","-989898","-989898","7.865"
"Central Coast","Lake sockeye","563","Kadjusdis River","1959","3000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1960","2000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1961","3000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1962","4000","14171","-989898","-989898","-989898","3.54275"
"Central Coast","Lake sockeye","563","Kadjusdis River","1963","5000","17094","-989898","-989898","-989898","3.4188"
"Central Coast","Lake sockeye","563","Kadjusdis River","1964","8000","11526","-989898","-989898","-989898","1.44075"
"Central Coast","Lake sockeye","563","Kadjusdis River","1965","-989898","10638","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1966","8000","16810","-989898","-989898","-989898","2.10125"
"Central Coast","Lake sockeye","563","Kadjusdis River","1967","10000","14650","-989898","-989898","-989898","1.465"
"Central Coast","Lake sockeye","563","Kadjusdis River","1968","5000","17983","-989898","-989898","-989898","3.5966"
"Central Coast","Lake sockeye","563","Kadjusdis River","1969","4000","18502","-989898","-989898","-989898","4.6255"
"Central Coast","Lake sockeye","563","Kadjusdis River","1970","5000","15067","-989898","-989898","-989898","3.0134"
"Central Coast","Lake sockeye","563","Kadjusdis River","1971","6000","6925","-989898","-989898","-989898","1.15416666666667"
"Central Coast","Lake sockeye","563","Kadjusdis River","1972","4000","11690","-989898","-989898","-989898","2.9225"
"Central Coast","Lake sockeye","563","Kadjusdis River","1973","7000","16656","-989898","-989898","-989898","2.37942857142857"
"Central Coast","Lake sockeye","563","Kadjusdis River","1974","3000","20583","-989898","-989898","-989898","6.861"
"Central Coast","Lake sockeye","563","Kadjusdis River","1975","1600","25016","-989898","-989898","-989898","15.635"
"Central Coast","Lake sockeye","563","Kadjusdis River","1976","1600","12451","-989898","-989898","-989898","7.781875"
"Central Coast","Lake sockeye","563","Kadjusdis River","1977","4000","15528","-989898","-989898","-989898","3.882"
"Central Coast","Lake sockeye","563","Kadjusdis River","1978","5000","27218","-989898","-989898","-989898","5.4436"
"Central Coast","Lake sockeye","563","Kadjusdis River","1979","5000","4553","-989898","-989898","-989898","0.9106"
"Central Coast","Lake sockeye","563","Kadjusdis River","1980","1738","1631","-989898","-989898","-989898","0.93843498273878"
"Central Coast","Lake sockeye","563","Kadjusdis River","1981","320","2060","-989898","-989898","-989898","6.4375"
"Central Coast","Lake sockeye","563","Kadjusdis River","1982","3000","3364","-989898","-989898","-989898","1.12133333333333"
"Central Coast","Lake sockeye","563","Kadjusdis River","1983","1200","2767","-989898","-989898","-989898","2.30583333333333"
"Central Coast","Lake sockeye","563","Kadjusdis River","1984","470","3088","-989898","-989898","-989898","6.57021276595745"
"Central Coast","Lake sockeye","563","Kadjusdis River","1985","660","5860","-989898","-989898","-989898","8.87878787878788"
"Central Coast","Lake sockeye","563","Kadjusdis River","1986","910","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1987","700","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1988","2000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1989","3000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1990","2600","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1991","2056","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1992","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1993","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1994","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1995","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1996","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1997","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1998","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","1999","20","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2000","-989898","685","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2001","-989898","360","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2002","-989898","555","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2003","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2004","800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2005","200","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2006","620","1011","-989898","-989898","-989898","1.63064516129032"
"Central Coast","Lake sockeye","563","Kadjusdis River","2007","460","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2008","520","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2009","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2010","1200","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2011","700","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2012","1700","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2013","-989898","2039","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2014","2000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2015","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2016","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2017","1300","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2018","3898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","563","Kadjusdis River","2019","2176","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1950","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1951","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1952","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1953","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1954","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1955","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1956","-989898","7899","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1957","-989898","7532","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1958","-989898","6084","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1959","-989898","15815","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1960","7000","13955","-989898","-989898","-989898","1.99357142857143"
"Central Coast","Lake sockeye","565","Keecha","1961","7000","6505","-989898","-989898","-989898","0.929285714285714"
"Central Coast","Lake sockeye","565","Keecha","1962","3000","7699","-989898","-989898","-989898","2.56633333333333"
"Central Coast","Lake sockeye","565","Keecha","1963","15000","6555","-989898","-989898","-989898","0.437"
"Central Coast","Lake sockeye","565","Keecha","1964","13000","15183","-989898","-989898","-989898","1.16792307692308"
"Central Coast","Lake sockeye","565","Keecha","1965","4600","4124","-989898","-989898","-989898","0.896521739130435"
"Central Coast","Lake sockeye","565","Keecha","1966","7000","1888","-989898","-989898","-989898","0.269714285714286"
"Central Coast","Lake sockeye","565","Keecha","1967","3000","1668","-989898","-989898","-989898","0.556"
"Central Coast","Lake sockeye","565","Keecha","1968","15000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1969","3000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1970","1500","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1971","1500","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1972","800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1973","6000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1974","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1975","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1976","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1977","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1978","1000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1979","-989898","206","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1980","-989898","1876","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1981","-989898","8063","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1982","-989898","1888","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1983","200","4179","-989898","-989898","-989898","20.895"
"Central Coast","Lake sockeye","565","Keecha","1984","200","12389","-989898","-989898","-989898","61.945"
"Central Coast","Lake sockeye","565","Keecha","1985","8000","6000","-989898","-989898","-989898","0.75"
"Central Coast","Lake sockeye","565","Keecha","1986","1000","3170","-989898","-989898","-989898","3.17"
"Central Coast","Lake sockeye","565","Keecha","1987","2000","8594","-989898","-989898","-989898","4.297"
"Central Coast","Lake sockeye","565","Keecha","1988","10000","8351","-989898","-989898","-989898","0.8351"
"Central Coast","Lake sockeye","565","Keecha","1989","5000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1990","1300","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1991","7000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1992","6200","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1993","1000","5323","-989898","-989898","-989898","5.323"
"Central Coast","Lake sockeye","565","Keecha","1994","4000","3830","-989898","-989898","-989898","0.9575"
"Central Coast","Lake sockeye","565","Keecha","1995","-989898","8096","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1996","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1997","3600","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1998","2000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","1999","8000","10278","-989898","-989898","-989898","1.28475"
"Central Coast","Lake sockeye","565","Keecha","2000","2000","7678","-989898","-989898","-989898","3.839"
"Central Coast","Lake sockeye","565","Keecha","2001","4000","4966","-989898","-989898","-989898","1.2415"
"Central Coast","Lake sockeye","565","Keecha","2002","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2003","10000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2004","7000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2005","4000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2006","5000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2007","7800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2008","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2009","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2010","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2011","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2012","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2013","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2014","2200","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2015","3386","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2016","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2017","1600","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2018","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","565","Keecha","2019","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1950","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1951","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1952","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1953","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1954","3000","9424","-989898","-989898","-989898","3.14133333333333"
"Central Coast","Lake sockeye","572","Koeye","1955","4000","8083","-989898","-989898","-989898","2.02075"
"Central Coast","Lake sockeye","572","Koeye","1956","7000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1957","15000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1958","1500","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1959","7000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1960","3000","4984","-989898","-989898","-989898","1.66133333333333"
"Central Coast","Lake sockeye","572","Koeye","1961","1500","4457","-989898","-989898","-989898","2.97133333333333"
"Central Coast","Lake sockeye","572","Koeye","1962","-989898","5406","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1963","-989898","9507","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1964","1500","9902","-989898","-989898","-989898","6.60133333333333"
"Central Coast","Lake sockeye","572","Koeye","1965","1500","4780","-989898","-989898","-989898","3.18666666666667"
"Central Coast","Lake sockeye","572","Koeye","1966","1500","7221","-989898","-989898","-989898","4.814"
"Central Coast","Lake sockeye","572","Koeye","1967","3000","10645","-989898","-989898","-989898","3.54833333333333"
"Central Coast","Lake sockeye","572","Koeye","1968","1500","11847","-989898","-989898","-989898","7.898"
"Central Coast","Lake sockeye","572","Koeye","1969","1500","10722","-989898","-989898","-989898","7.148"
"Central Coast","Lake sockeye","572","Koeye","1970","3000","11815","-989898","-989898","-989898","3.93833333333333"
"Central Coast","Lake sockeye","572","Koeye","1971","7000","24679","-989898","-989898","-989898","3.52557142857143"
"Central Coast","Lake sockeye","572","Koeye","1972","7000","36218","-989898","-989898","-989898","5.174"
"Central Coast","Lake sockeye","572","Koeye","1973","6000","15846","-989898","-989898","-989898","2.641"
"Central Coast","Lake sockeye","572","Koeye","1974","5000","24984","-989898","-989898","-989898","4.9968"
"Central Coast","Lake sockeye","572","Koeye","1975","7000","58854","-989898","-989898","-989898","8.40771428571429"
"Central Coast","Lake sockeye","572","Koeye","1976","18000","26735","-989898","-989898","-989898","1.48527777777778"
"Central Coast","Lake sockeye","572","Koeye","1977","7000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1978","600","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1979","28000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1980","5000","5562","-989898","-989898","-989898","1.1124"
"Central Coast","Lake sockeye","572","Koeye","1981","10000","9443","-989898","-989898","-989898","0.9443"
"Central Coast","Lake sockeye","572","Koeye","1982","4000","15713","-989898","-989898","-989898","3.92825"
"Central Coast","Lake sockeye","572","Koeye","1983","-989898","15717","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1984","4600","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1985","3400","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1986","5800","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1987","5000","1678","-989898","-989898","-989898","0.3356"
"Central Coast","Lake sockeye","572","Koeye","1988","5000","2028","-989898","-989898","-989898","0.4056"
"Central Coast","Lake sockeye","572","Koeye","1989","2400","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1990","-989898","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1991","1050","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1992","1200","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1993","500","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1994","2000","-989898","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1995","-989898","2125","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1996","600","2179","-989898","-989898","-989898","3.63166666666667"
"Central Coast","Lake sockeye","572","Koeye","1997","-989898","2626","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1998","-989898","4167","-989898","-989898","-989898","-989898"
"Central Coast","Lake sockeye","572","Koeye","1999","2400","4837","-989898","-989898","-989898","2.01541666666667"
"Central Coast","Lake sockeye","572","Koeye","2000","2000","3846","-989898","-989898","-989898","1.923"
