"region","species_name","species_qualified","cuid","cu_name_pse","year","spawners","recruits","r_s"
"Skeena","Chinook","CK",207,"Kalum-Late",1955,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1956,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1957,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1958,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1959,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1960,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1961,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1962,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1963,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1964,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1965,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1966,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1967,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1968,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1969,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1970,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1971,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1972,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1973,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1974,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1975,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1976,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1977,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1978,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1979,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1980,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1981,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1982,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1983,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",1984,"9535","20618","2.162349239643419"
"Skeena","Chinook","CK",207,"Kalum-Late",1985,"9047","16583","1.8329833093843262"
"Skeena","Chinook","CK",207,"Kalum-Late",1986,"8046","14839","1.8442704449415859"
"Skeena","Chinook","CK",207,"Kalum-Late",1987,"15516","27956","1.8017530291312194"
"Skeena","Chinook","CK",207,"Kalum-Late",1988,"15823","21316","1.3471528787208493"
"Skeena","Chinook","CK",207,"Kalum-Late",1989,"17782","13798","0.7759532111123608"
"Skeena","Chinook","CK",207,"Kalum-Late",1990,"11089","11708","1.0558210839570745"
"Skeena","Chinook","CK",207,"Kalum-Late",1991,"9236","5979","0.6473581637072325"
"Skeena","Chinook","CK",207,"Kalum-Late",1992,"10841","9776","0.9017618300894752"
"Skeena","Chinook","CK",207,"Kalum-Late",1993,"13148","11248","0.8554913294797688"
"Skeena","Chinook","CK",207,"Kalum-Late",1994,"13972","8022","0.5741482965931863"
"Skeena","Chinook","CK",207,"Kalum-Late",1995,"6476","30230","4.668004941321803"
"Skeena","Chinook","CK",207,"Kalum-Late",1996,"8567","37002","4.319131551301505"
"Skeena","Chinook","CK",207,"Kalum-Late",1997,"4647","13267","2.8549601893694856"
"Skeena","Chinook","CK",207,"Kalum-Late",1998,"5981","39921","6.674636348436716"
"Skeena","Chinook","CK",207,"Kalum-Late",1999,"9000","13358","1.4842222222222223"
"Skeena","Chinook","CK",207,"Kalum-Late",2000,"10141","23696","2.336653190020708"
"Skeena","Chinook","CK",207,"Kalum-Late",2001,"17830","7939","0.445260796410544"
"Skeena","Chinook","CK",207,"Kalum-Late",2002,"11189","29055","2.596746804897667"
"Skeena","Chinook","CK",207,"Kalum-Late",2003,"17492","4789","0.2737823004802195"
"Skeena","Chinook","CK",207,"Kalum-Late",2004,"19633","13749","0.7003005144399735"
"Skeena","Chinook","CK",207,"Kalum-Late",2005,"11340","8317","0.7334215167548501"
"Skeena","Chinook","CK",207,"Kalum-Late",2006,"8369","15396","1.8396463137770342"
"Skeena","Chinook","CK",207,"Kalum-Late",2007,"11709","8371","0.7149201468955504"
"Skeena","Chinook","CK",207,"Kalum-Late",2008,"6862","17257","2.5148644709997083"
"Skeena","Chinook","CK",207,"Kalum-Late",2009,"8307","9356","1.1262790417719994"
"Skeena","Chinook","CK",207,"Kalum-Late",2010,"8890","23726","2.668841394825647"
"Skeena","Chinook","CK",207,"Kalum-Late",2011,"6706","10350","1.5433939755442887"
"Skeena","Chinook","CK",207,"Kalum-Late",2012,"6264","6568","1.0485312899106003"
"Skeena","Chinook","CK",207,"Kalum-Late",2013,"11311","4993","0.4414286977278755"
"Skeena","Chinook","CK",207,"Kalum-Late",2014,"9993","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",2015,"14854","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",2016,"-989898","-989898","-989898"
"Skeena","Chinook","CK",207,"Kalum-Late",2017,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1950,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1951,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1952,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1953,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1954,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1955,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1956,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1957,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1958,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1959,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1960,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1961,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1962,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1963,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1964,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1965,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1966,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1967,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1968,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1969,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1970,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1971,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1972,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1973,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1974,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1975,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1976,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1977,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1978,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1979,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1980,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1981,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1982,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1983,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",1984,"1213","5176","4.267106347897774"
"Skeena","Chinook","CK",210,"Lower Skeena",1985,"2692","2497","0.9275631500742942"
"Skeena","Chinook","CK",210,"Lower Skeena",1986,"1109","8213","7.405770964833183"
"Skeena","Chinook","CK",210,"Lower Skeena",1987,"6852","8392","1.2247518972562756"
"Skeena","Chinook","CK",210,"Lower Skeena",1988,"2545","5316","2.088801571709234"
"Skeena","Chinook","CK",210,"Lower Skeena",1989,"3065","4167","1.3595432300163133"
"Skeena","Chinook","CK",210,"Lower Skeena",1990,"1898","3171","1.6707060063224446"
"Skeena","Chinook","CK",210,"Lower Skeena",1991,"2998","9632","3.2128085390260175"
"Skeena","Chinook","CK",210,"Lower Skeena",1992,"5323","3619","0.6798797670486568"
"Skeena","Chinook","CK",210,"Lower Skeena",1993,"3772","4268","1.1314952279957582"
"Skeena","Chinook","CK",210,"Lower Skeena",1994,"1986","4142","2.085599194360524"
"Skeena","Chinook","CK",210,"Lower Skeena",1995,"2587","11064","4.27676845767298"
"Skeena","Chinook","CK",210,"Lower Skeena",1996,"5113","19348","3.78407979659691"
"Skeena","Chinook","CK",210,"Lower Skeena",1997,"1994","5677","2.8470411233701105"
"Skeena","Chinook","CK",210,"Lower Skeena",1998,"2200","13180","5.990909090909091"
"Skeena","Chinook","CK",210,"Lower Skeena",1999,"3518","1680","0.47754405912450254"
"Skeena","Chinook","CK",210,"Lower Skeena",2000,"5635","6903","1.225022182786158"
"Skeena","Chinook","CK",210,"Lower Skeena",2001,"8077","4066","0.5034047294787669"
"Skeena","Chinook","CK",210,"Lower Skeena",2002,"2561","15275","5.964467005076142"
"Skeena","Chinook","CK",210,"Lower Skeena",2003,"6173","4467","0.7236351854851774"
"Skeena","Chinook","CK",210,"Lower Skeena",2004,"5449","4935","0.9056707652780327"
"Skeena","Chinook","CK",210,"Lower Skeena",2005,"1951","3838","1.9671963095848284"
"Skeena","Chinook","CK",210,"Lower Skeena",2006,"4659","4059","0.871216999356085"
"Skeena","Chinook","CK",210,"Lower Skeena",2007,"4262","1558","0.3655560769591741"
"Skeena","Chinook","CK",210,"Lower Skeena",2008,"3464","5166","1.4913394919168592"
"Skeena","Chinook","CK",210,"Lower Skeena",2009,"2880","1856","0.6444444444444445"
"Skeena","Chinook","CK",210,"Lower Skeena",2010,"3276","5443","1.6614774114774116"
"Skeena","Chinook","CK",210,"Lower Skeena",2011,"1233","1157","0.9383617193836172"
"Skeena","Chinook","CK",210,"Lower Skeena",2012,"1347","2589","1.9220489977728286"
"Skeena","Chinook","CK",210,"Lower Skeena",2013,"3274","1436","0.43860720830788025"
"Skeena","Chinook","CK",210,"Lower Skeena",2014,"2248","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",2015,"2932","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",2016,"-989898","-989898","-989898"
"Skeena","Chinook","CK",210,"Lower Skeena",2017,"-989898","-989898","-989898"
"Skeena","Chinook","CK",212,"Upper Skeena",1984,"1448","8229","5.683011049723757"
"Skeena","Chinook","CK",212,"Upper Skeena",1985,"1992","3890","1.9528112449799198"
"Skeena","Chinook","CK",212,"Upper Skeena",1986,"740","15193","20.53108108108108"
"Skeena","Chinook","CK",212,"Upper Skeena",1987,"7440","12063","1.6213709677419355"
"Skeena","Chinook","CK",212,"Upper Skeena",1988,"4272","32293","7.559222846441948"
"Skeena","Chinook","CK",212,"Upper Skeena",1989,"2493","12280","4.925792218210991"
"Skeena","Chinook","CK",212,"Upper Skeena",1990,"2070","11697","5.65072463768116"
"Skeena","Chinook","CK",212,"Upper Skeena",1991,"2336","34776","14.886986301369863"
"Skeena","Chinook","CK",212,"Upper Skeena",1992,"7222","20657","2.860288008861811"
"Skeena","Chinook","CK",212,"Upper Skeena",1993,"12208","16170","1.3245412844036697"
"Skeena","Chinook","CK",212,"Upper Skeena",1994,"9238","9486","1.0268456375838926"
"Skeena","Chinook","CK",212,"Upper Skeena",1995,"7551","12622","1.6715666799099458"
"Skeena","Chinook","CK",212,"Upper Skeena",1996,"17849","32342","1.811978262087512"
"Skeena","Chinook","CK",212,"Upper Skeena",1997,"9526","9394","0.9861431870669746"
"Skeena","Chinook","CK",212,"Upper Skeena",1998,"5782","18809","3.2530266343825667"
"Skeena","Chinook","CK",212,"Upper Skeena",1999,"3812","7234","1.897691500524659"
"Skeena","Chinook","CK",212,"Upper Skeena",2000,"5909","10439","1.766627178879675"
"Skeena","Chinook","CK",212,"Upper Skeena",2001,"14254","6226","0.4367896730742248"
"Skeena","Chinook","CK",212,"Upper Skeena",2002,"2948","17392","5.899592944369064"
"Skeena","Chinook","CK",212,"Upper Skeena",2003,"6315","9232","1.4619160728424387"
"Skeena","Chinook","CK",212,"Upper Skeena",2004,"7904","15077","1.9075151821862348"
"Skeena","Chinook","CK",212,"Upper Skeena",2005,"4552","5455","1.1983743409490335"
"Skeena","Chinook","CK",212,"Upper Skeena",2006,"3840","2942","0.7661458333333333"
"Skeena","Chinook","CK",212,"Upper Skeena",2007,"5745","4225","0.7354221061792864"
"Skeena","Chinook","CK",212,"Upper Skeena",2008,"5366","3051","0.568579947819605"
"Skeena","Chinook","CK",212,"Upper Skeena",2009,"5284","5063","0.9581756245268735"
"Skeena","Chinook","CK",212,"Upper Skeena",2010,"5596","3883","0.6938884917798428"
"Skeena","Chinook","CK",212,"Upper Skeena",2011,"1128","3000","2.6595744680851063"
"Skeena","Chinook","CK",212,"Upper Skeena",2012,"1511","4432","2.9331568497683653"
"Skeena","Chinook","CK",212,"Upper Skeena",2013,"2499","2667","1.0672268907563025"
"Skeena","Chinook","CK",212,"Upper Skeena",2014,"3498","-989898","-989898"
"Skeena","Chinook","CK",212,"Upper Skeena",2015,"2271","-989898","-989898"
"Skeena","Chinook","CK",212,"Upper Skeena",2016,"-989898","-989898","-989898"
"Skeena","Chinook","CK",212,"Upper Skeena",2017,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1950,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1951,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1952,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1953,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1954,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1955,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1956,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1957,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1958,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1959,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1960,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1961,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1962,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1963,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1964,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1965,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1966,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1967,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1968,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1969,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1970,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1971,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1972,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1973,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1974,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1975,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1976,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1977,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1978,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1979,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1980,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1981,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1982,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1983,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1984,"2190","26869","12.268949771689497"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1985,"3240","4473","1.3805555555555555"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1986,"2490","21909","8.798795180722891"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1987,"22297","25766","1.155581468358972"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1988,"9532","49337","5.175933697020563"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1989,"10789","21093","1.9550468069329874"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1990,"4353","13009","2.9885136687342064"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1991,"4503","26225","5.8238951809904504"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1992,"10196","19506","1.9131031777167518"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1993,"21280","22756","1.0693609022556392"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1994,"14965","14224","0.9504844637487471"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1995,"7633","23361","3.0605266605528625"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1996,"15086","51696","3.4267532811878563"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1997,"9015","16921","1.8769828064337215"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1998,"6720","38761","5.768005952380952"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",1999,"6860","12258","1.7868804664723033"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2000,"12917","29687","2.2982890764109314"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2001,"18935","10179","0.5375759176128861"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2002,"5804","46814","8.065816678152999"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2003,"13421","13269","0.9886744653900603"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2004,"16911","29200","1.7266867719236"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2005,"8707","13044","1.4981049730102216"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2006,"11280","11268","0.9989361702127659"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2007,"12736","6324","0.49654522613065327"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2008,"9426","15180","1.6104392106938257"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2009,"10503","6029","0.5740264686280111"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2010,"12456","13566","1.0891136801541426"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2011,"3150","5805","1.8428571428571427"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2012,"3598","4809","1.3365758754863812"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2013,"9038","6687","0.7398760787784908"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2014,"6174","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2015,"6560","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2016,"-989898","-989898","-989898"
"Skeena","Chinook","CK",217,"Middle Skeena-Mainstem Tributaries",2017,"-989898","-989898","-989898"
