"region","species_name","species_qualified","cuid","cu_name_pse","year","spawners","recruits","r_s"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1978,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1979,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1980,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1981,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1982,"-989898","26506","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1983,"-989898","23351","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1984,"-989898","27857","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1985,"27560","29810","1.0816400580551524"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1986,"21300","27966","1.3129577464788733"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1987,"14425","35439","2.456776429809359"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1988,"15000","45071","3.0047333333333333"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1989,"22000","42049","1.911318181818182"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1990,"17000","41202","2.4236470588235295"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1991,"17800","36706","2.062134831460674"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1992,"27000","31126","1.1528148148148147"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1993,"35000","32601","0.9314571428571429"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1994,"26800","34596","1.2908955223880596"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1995,"32000","35460","1.108125"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1996,"25000","35317","1.41268"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1997,"18000","29791","1.6550555555555555"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1998,"22000","28555","1.2979545454545454"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",1999,"25000","31383","1.25532"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2000,"25000","36480","1.4592"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2001,"24000","37971","1.582125"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2002,"14000","28469","2.0335"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2003,"15000","18779","1.2519333333333333"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2004,"17500","18746","1.0712"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2005,"17500","22857","1.3061142857142858"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2006,"26000","22034","0.8474615384615385"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2007,"11000","17188","1.5625454545454545"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2008,"9000","26625","2.9583333333333335"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2009,"10600","34812","3.2841509433962264"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2010,"13389","49832","3.721861229367391"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2011,"9100","45860","5.039560439560439"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2012,"5800","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2013,"24777","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2014,"20800","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2015,"44594","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2016,"24634","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2017,"10934","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2018,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",512,"Bella Coola-Bentinck",2019,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1950,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1951,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1952,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1953,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1954,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1955,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1956,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1957,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1958,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1959,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1960,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1961,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1962,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1963,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1964,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1965,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1966,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1967,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1968,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1969,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1970,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1971,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1972,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1973,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1974,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1975,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1976,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1977,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1978,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1979,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1980,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1981,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1982,"-989898","2708","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1983,"-989898","2312","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1984,"-989898","3236","-989898"
"Central Coast","Chinook","CK",513,"Dean River",1985,"4000","3622","0.9055"
"Central Coast","Chinook","CK",513,"Dean River",1986,"3300","3733","1.1312121212121211"
"Central Coast","Chinook","CK",513,"Dean River",1987,"1144","3950","3.452797202797203"
"Central Coast","Chinook","CK",513,"Dean River",1988,"1300","2098","1.613846153846154"
"Central Coast","Chinook","CK",513,"Dean River",1989,"2300","1749","0.7604347826086957"
"Central Coast","Chinook","CK",513,"Dean River",1990,"2000","1703","0.8515"
"Central Coast","Chinook","CK",513,"Dean River",1991,"2400","2077","0.8654166666666666"
"Central Coast","Chinook","CK",513,"Dean River",1992,"3000","2235","0.745"
"Central Coast","Chinook","CK",513,"Dean River",1993,"700","3254","4.648571428571429"
"Central Coast","Chinook","CK",513,"Dean River",1994,"1300","2523","1.9407692307692308"
"Central Coast","Chinook","CK",513,"Dean River",1995,"1100","2241","2.037272727272727"
"Central Coast","Chinook","CK",513,"Dean River",1996,"2000","4328","2.164"
"Central Coast","Chinook","CK",513,"Dean River",1997,"1400","5790","4.135714285714286"
"Central Coast","Chinook","CK",513,"Dean River",1998,"3000","6552","2.184"
"Central Coast","Chinook","CK",513,"Dean River",1999,"1800","6123","3.401666666666667"
"Central Coast","Chinook","CK",513,"Dean River",2000,"1200","5015","4.179166666666666"
"Central Coast","Chinook","CK",513,"Dean River",2001,"3795","4884","1.2869565217391303"
"Central Coast","Chinook","CK",513,"Dean River",2002,"3700","3962","1.0708108108108108"
"Central Coast","Chinook","CK",513,"Dean River",2003,"3700","2264","0.6118918918918919"
"Central Coast","Chinook","CK",513,"Dean River",2004,"3500","2243","0.6408571428571429"
"Central Coast","Chinook","CK",513,"Dean River",2005,"2200","2339","1.0631818181818182"
"Central Coast","Chinook","CK",513,"Dean River",2006,"3700","1847","0.4991891891891892"
"Central Coast","Chinook","CK",513,"Dean River",2007,"2300","2027","0.8813043478260869"
"Central Coast","Chinook","CK",513,"Dean River",2008,"1100","3869","3.517272727272727"
"Central Coast","Chinook","CK",513,"Dean River",2009,"1400","3907","2.790714285714286"
"Central Coast","Chinook","CK",513,"Dean River",2010,"1600","2883","1.801875"
"Central Coast","Chinook","CK",513,"Dean River",2011,"750","3470","4.626666666666667"
"Central Coast","Chinook","CK",513,"Dean River",2012,"909","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",2013,"3885","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",2014,"3262","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",2015,"1500","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",2016,"3863","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",2017,"730","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",2018,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",513,"Dean River",2019,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1950,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1951,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1952,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1953,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1954,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1955,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1956,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1957,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1958,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1959,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1960,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1961,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1962,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1963,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1964,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1965,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1966,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1967,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1968,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1969,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1970,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1971,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1972,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1973,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1974,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1975,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1976,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1977,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1978,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1979,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1980,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1981,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1982,"-989898","1564","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1983,"-989898","1230","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1984,"-989898","1095","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1985,"823","1579","1.9185905224787363"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1986,"1164","1177","1.011168384879725"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1987,"927","933","1.006472491909385"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1988,"627","1231","1.963317384370016"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1989,"672","1140","1.6964285714285714"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1990,"1124","824","0.7330960854092526"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1991,"389","787","2.0231362467866325"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1992,"602","800","1.3289036544850499"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1993,"1012","1016","1.0039525691699605"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1994,"622","763","1.2266881028938907"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1995,"478","714","1.493723849372385"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1996,"727","987","1.357634112792297"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1997,"602","1347","2.237541528239203"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1998,"923","1378","1.4929577464788732"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",1999,"329","1122","3.4103343465045595"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2000,"672","1145","1.7038690476190477"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2001,"871","1641","1.8840413318025258"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2002,"967","4183","4.325749741468459"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2003,"702","3204","4.564102564102564"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2004,"510","3014","5.909803921568628"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2005,"606","1818","3"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2006,"1253","560","0.44692737430167595"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2007,"3636","276","0.07590759075907591"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2008,"830","608","0.7325301204819277"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2009,"2342","1048","0.4474807856532878"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2010,"330","1616","4.8969696969696965"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2011,"29","1248","43.03448275862069"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2012,"218","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2013,"675","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2014,"967","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2015,"1656","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2016,"578","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2017,"900","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2018,"-989898","-989898","-989898"
"Central Coast","Chinook","CK",515,"North & Central Coast-Early",2019,"-989898","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",1950,"-989898","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",1951,"-989898","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",1952,"-989898","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",1953,"-989898","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",1954,"48216","80255","1.6644889663182345"
"Central Coast","Chum","CM",500,"Smith Inlet",1955,"10366","73138","7.05556627435848"
"Central Coast","Chum","CM",500,"Smith Inlet",1956,"28929","49051","1.6955650039752497"
"Central Coast","Chum","CM",500,"Smith Inlet",1957,"30135","48953","1.624456611913058"
"Central Coast","Chum","CM",500,"Smith Inlet",1958,"91610","58251","0.6358585307280864"
"Central Coast","Chum","CM",500,"Smith Inlet",1959,"28327","89870","3.172591520457514"
"Central Coast","Chum","CM",500,"Smith Inlet",1960,"36793","104802","2.8484222542331423"
"Central Coast","Chum","CM",500,"Smith Inlet",1961,"22812","61727","2.7059004032965106"
"Central Coast","Chum","CM",500,"Smith Inlet",1962,"48567","12377","0.25484382399571726"
"Central Coast","Chum","CM",500,"Smith Inlet",1963,"68436","42101","0.6151879127944356"
"Central Coast","Chum","CM",500,"Smith Inlet",1964,"67405","100208","1.4866552926340777"
"Central Coast","Chum","CM",500,"Smith Inlet",1965,"4710","90593","19.234182590233544"
"Central Coast","Chum","CM",500,"Smith Inlet",1966,"1472","93598","63.58559782608695"
"Central Coast","Chum","CM",500,"Smith Inlet",1967,"45403","95139","2.095434222408211"
"Central Coast","Chum","CM",500,"Smith Inlet",1968,"54675","100695","1.8417009602194787"
"Central Coast","Chum","CM",500,"Smith Inlet",1969,"7800","189818","24.335641025641024"
"Central Coast","Chum","CM",500,"Smith Inlet",1970,"54233","155749","2.871849243080781"
"Central Coast","Chum","CM",500,"Smith Inlet",1971,"25775","56853","2.2057419980601356"
"Central Coast","Chum","CM",500,"Smith Inlet",1972,"101978","44052","0.43197552413265605"
"Central Coast","Chum","CM",500,"Smith Inlet",1973,"150165","111454","0.7422102354077181"
"Central Coast","Chum","CM",500,"Smith Inlet",1974,"61635","143791","2.332943944187556"
"Central Coast","Chum","CM",500,"Smith Inlet",1975,"23533","78260","3.325542854714656"
"Central Coast","Chum","CM",500,"Smith Inlet",1976,"25775","85592","3.320737148399612"
"Central Coast","Chum","CM",500,"Smith Inlet",1977,"103099","138746","1.3457550509704266"
"Central Coast","Chum","CM",500,"Smith Inlet",1978,"75249","151441","2.0125317279963855"
"Central Coast","Chum","CM",500,"Smith Inlet",1979,"17419","121982","7.0028130202652275"
"Central Coast","Chum","CM",500,"Smith Inlet",1980,"113992","63001","0.5526791353779212"
"Central Coast","Chum","CM",500,"Smith Inlet",1981,"118201","66041","0.5587177773453693"
"Central Coast","Chum","CM",500,"Smith Inlet",1982,"154327","133893","0.8675928385830088"
"Central Coast","Chum","CM",500,"Smith Inlet",1983,"77690","144927","1.8654524391813618"
"Central Coast","Chum","CM",500,"Smith Inlet",1984,"33671","107230","3.1846396008434557"
"Central Coast","Chum","CM",500,"Smith Inlet",1985,"54014","86483","1.6011219313511311"
"Central Coast","Chum","CM",500,"Smith Inlet",1986,"136412","82904","0.6077471190217869"
"Central Coast","Chum","CM",500,"Smith Inlet",1987,"80482","89205","1.108384483486991"
"Central Coast","Chum","CM",500,"Smith Inlet",1988,"92676","58717","0.6335728775519013"
"Central Coast","Chum","CM",500,"Smith Inlet",1989,"31989","45671","1.42770952514927"
"Central Coast","Chum","CM",500,"Smith Inlet",1990,"70550","49407","0.7003118355776046"
"Central Coast","Chum","CM",500,"Smith Inlet",1991,"47710","71001","1.4881785789142736"
"Central Coast","Chum","CM",500,"Smith Inlet",1992,"23106","66242","2.866874404916472"
"Central Coast","Chum","CM",500,"Smith Inlet",1993,"27373","27998","1.0228327183721184"
"Central Coast","Chum","CM",500,"Smith Inlet",1994,"31237","14649","0.4689630886448763"
"Central Coast","Chum","CM",500,"Smith Inlet",1995,"75356","23474","0.31150804182812253"
"Central Coast","Chum","CM",500,"Smith Inlet",1996,"46051","42141","0.9150941347636317"
"Central Coast","Chum","CM",500,"Smith Inlet",1997,"11118","76697","6.898452959165318"
"Central Coast","Chum","CM",500,"Smith Inlet",1998,"16738","114607","6.84711435057952"
"Central Coast","Chum","CM",500,"Smith Inlet",1999,"27051","123333","4.559276921370744"
"Central Coast","Chum","CM",500,"Smith Inlet",2000,"51036","106317","2.083176581236774"
"Central Coast","Chum","CM",500,"Smith Inlet",2001,"95415","70760","0.741602473405649"
"Central Coast","Chum","CM",500,"Smith Inlet",2002,"132795","54544","0.41073835611280546"
"Central Coast","Chum","CM",500,"Smith Inlet",2003,"116317","49548","0.42597384733100063"
"Central Coast","Chum","CM",500,"Smith Inlet",2004,"103742","27559","0.2656493994717665"
"Central Coast","Chum","CM",500,"Smith Inlet",2005,"39091","26030","0.6658821723670411"
"Central Coast","Chum","CM",500,"Smith Inlet",2006,"71792","18436","0.256797414753733"
"Central Coast","Chum","CM",500,"Smith Inlet",2007,"30908","12211","0.3950757085544196"
"Central Coast","Chum","CM",500,"Smith Inlet",2008,"24128","17440","0.7228116710875332"
"Central Coast","Chum","CM",500,"Smith Inlet",2009,"29739","28002","0.9415918490870574"
"Central Coast","Chum","CM",500,"Smith Inlet",2010,"7884","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",2011,"15900","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",2012,"16561","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",2013,"40051","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",2014,"17433","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",2015,"-989898","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",2016,"8106","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",2017,"9707","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",2018,"25862","-989898","-989898"
"Central Coast","Chum","CM",500,"Smith Inlet",2019,"4766","-989898","-989898"
"Central Coast","Chum","CM",501,"Rivers Inlet",1950,"-989898","-989898","-989898"
"Central Coast","Chum","CM",501,"Rivers Inlet",1951,"-989898","-989898","-989898"
"Central Coast","Chum","CM",501,"Rivers Inlet",1952,"-989898","-989898","-989898"
"Central Coast","Chum","CM",501,"Rivers Inlet",1953,"-989898","-989898","-989898"
"Central Coast","Chum","CM",501,"Rivers Inlet",1954,"37340","107964","2.8913765399035887"
"Central Coast","Chum","CM",501,"Rivers Inlet",1955,"5342","97147","18.1855110445526"
"Central Coast","Chum","CM",501,"Rivers Inlet",1956,"16758","23019","1.3736126029359113"
"Central Coast","Chum","CM",501,"Rivers Inlet",1957,"25459","24674","0.9691661102164264"
"Central Coast","Chum","CM",501,"Rivers Inlet",1958,"154535","24707","0.15987963891675025"
"Central Coast","Chum","CM",501,"Rivers Inlet",1959,"13470","26601","1.9748329621380847"
"Central Coast","Chum","CM",501,"Rivers Inlet",1960,"19019","27400","1.4406645985593354"
"Central Coast","Chum","CM",501,"Rivers Inlet",1961,"15132","20688","1.3671689135606662"
"Central Coast","Chum","CM",501,"Rivers Inlet",1962,"19774","36251","1.8332659047233741"
"Central Coast","Chum","CM",501,"Rivers Inlet",1963,"19585","42604","2.175338269083482"
"Central Coast","Chum","CM",501,"Rivers Inlet",1964,"22792","24104","1.0575640575640575"
"Central Coast","Chum","CM",501,"Rivers Inlet",1965,"1253","24286","19.382282521947328"
"Central Coast","Chum","CM",501,"Rivers Inlet",1966,"58755","34606","0.5889881712194707"
"Central Coast","Chum","CM",501,"Rivers Inlet",1967,"11049","35523","3.2150420852565844"
"Central Coast","Chum","CM",501,"Rivers Inlet",1968,"17271","27718","1.6048868044699207"
"Central Coast","Chum","CM",501,"Rivers Inlet",1969,"3009","30541","10.149883682286474"
"Central Coast","Chum","CM",501,"Rivers Inlet",1970,"24819","38377","1.546275031226077"
"Central Coast","Chum","CM",501,"Rivers Inlet",1971,"12483","32209","2.580229111591765"
"Central Coast","Chum","CM",501,"Rivers Inlet",1972,"24665","7187","0.29138455301033855"
"Central Coast","Chum","CM",501,"Rivers Inlet",1973,"10825","9886","0.913256351039261"
"Central Coast","Chum","CM",501,"Rivers Inlet",1974,"37268","38130","1.0231297627991842"
"Central Coast","Chum","CM",501,"Rivers Inlet",1975,"8943","35767","3.999440903499944"
"Central Coast","Chum","CM",501,"Rivers Inlet",1976,"954","16951","17.768343815513628"
"Central Coast","Chum","CM",501,"Rivers Inlet",1977,"3387","30586","9.030410392677886"
"Central Coast","Chum","CM",501,"Rivers Inlet",1978,"37633","105608","2.8062604628916112"
"Central Coast","Chum","CM",501,"Rivers Inlet",1979,"4433","118041","26.627791563275434"
"Central Coast","Chum","CM",501,"Rivers Inlet",1980,"23076","34176","1.4810192407696308"
"Central Coast","Chum","CM",501,"Rivers Inlet",1981,"13466","53657","3.9846279518788057"
"Central Coast","Chum","CM",501,"Rivers Inlet",1982,"187782","231594","1.2333130971019586"
"Central Coast","Chum","CM",501,"Rivers Inlet",1983,"51113","249265","4.876743685559447"
"Central Coast","Chum","CM",501,"Rivers Inlet",1984,"9584","71056","7.414023372287145"
"Central Coast","Chum","CM",501,"Rivers Inlet",1985,"43902","22007","0.5012755683112387"
"Central Coast","Chum","CM",501,"Rivers Inlet",1986,"267784","12065","0.04505496967705315"
"Central Coast","Chum","CM",501,"Rivers Inlet",1987,"92600","9155","0.09886609071274298"
"Central Coast","Chum","CM",501,"Rivers Inlet",1988,"24275","11516","0.4743975283213182"
"Central Coast","Chum","CM",501,"Rivers Inlet",1989,"4678","11137","2.380718255664814"
"Central Coast","Chum","CM",501,"Rivers Inlet",1990,"4555","9879","2.1688254665203073"
"Central Coast","Chum","CM",501,"Rivers Inlet",1991,"2374","24875","10.478096040438079"
"Central Coast","Chum","CM",501,"Rivers Inlet",1992,"8900","22581","2.5371910112359553"
"Central Coast","Chum","CM",501,"Rivers Inlet",1993,"1518","13165","8.672595520421607"
"Central Coast","Chum","CM",501,"Rivers Inlet",1994,"9511","38586","4.05698664704027"
"Central Coast","Chum","CM",501,"Rivers Inlet",1995,"27199","46227","1.6995845435493953"
"Central Coast","Chum","CM",501,"Rivers Inlet",1996,"10471","66962","6.394995702416197"
"Central Coast","Chum","CM",501,"Rivers Inlet",1997,"10028","71122","7.09234144395692"
"Central Coast","Chum","CM",501,"Rivers Inlet",1998,"68081","68349","1.0039364874193974"
"Central Coast","Chum","CM",501,"Rivers Inlet",1999,"17771","125046","7.0365201733160765"
"Central Coast","Chum","CM",501,"Rivers Inlet",2000,"118700","125816","1.059949452401011"
"Central Coast","Chum","CM",501,"Rivers Inlet",2001,"22126","105621","4.773614751875622"
"Central Coast","Chum","CM",501,"Rivers Inlet",2002,"104441","79388","0.7601229402246245"
"Central Coast","Chum","CM",501,"Rivers Inlet",2003,"146570","53606","0.3657365081531009"
"Central Coast","Chum","CM",501,"Rivers Inlet",2004,"107695","30534","0.2835229119272018"
"Central Coast","Chum","CM",501,"Rivers Inlet",2005,"109106","6446","0.05908016057778674"
"Central Coast","Chum","CM",501,"Rivers Inlet",2006,"53056","6025","0.11355925814234016"
"Central Coast","Chum","CM",501,"Rivers Inlet",2007,"59132","10281","0.17386525062571873"
"Central Coast","Chum","CM",501,"Rivers Inlet",2008,"5553","-989898","-989898"
"Central Coast","Chum","CM",501,"Rivers Inlet",2009,"7623","-989898","-989898"
