region,species_name,cuid,cu_name_pse,year,spawners,recruits
Central Coast,Chum,501,Rivers Inlet,1968,17271,27718
Central Coast,Chum,501,Rivers Inlet,1969,3009,30541
Central Coast,Chum,501,Rivers Inlet,1970,24819,38377
Central Coast,Chum,501,Rivers Inlet,1971,12483,32209
Central Coast,Chum,501,Rivers Inlet,1972,24665,7187
Central Coast,Chum,501,Rivers Inlet,1973,10825,9886
Central Coast,Chum,501,Rivers Inlet,1974,37268,38130
Central Coast,Chum,501,Rivers Inlet,1975,8943,35767
Central Coast,Chum,501,Rivers Inlet,1976,954,16951
Central Coast,Chum,501,Rivers Inlet,1977,3387,30586
Central Coast,Chum,501,Rivers Inlet,1978,37633,105608
Central Coast,Chum,501,Rivers Inlet,1979,4433,118041
Central Coast,Chum,501,Rivers Inlet,1980,23076,34176
Central Coast,Chum,501,Rivers Inlet,1981,13466,53657
Central Coast,Chum,501,Rivers Inlet,1982,187782,231594
Central Coast,Chum,501,Rivers Inlet,1983,51113,249265
Central Coast,Chum,501,Rivers Inlet,1984,9584,71056
Central Coast,Chum,501,Rivers Inlet,1985,43902,22007
Central Coast,Chum,501,Rivers Inlet,1986,267784,12065
Central Coast,Chum,501,Rivers Inlet,1987,92600,9155
Central Coast,Chum,501,Rivers Inlet,1988,24275,11516
Central Coast,Chum,501,Rivers Inlet,1989,4678,11137
Central Coast,Chum,501,Rivers Inlet,1990,4555,9879
Central Coast,Chum,501,Rivers Inlet,1991,2374,24875
Central Coast,Chum,501,Rivers Inlet,1992,8900,22581
Central Coast,Chum,501,Rivers Inlet,1993,1518,13165
Central Coast,Chum,501,Rivers Inlet,1994,9511,38586
Central Coast,Chum,501,Rivers Inlet,1995,27199,46227
Central Coast,Chum,501,Rivers Inlet,1996,10471,66962
Central Coast,Chum,501,Rivers Inlet,1997,10028,71122
Central Coast,Chum,501,Rivers Inlet,1998,68081,68349
Central Coast,Chum,501,Rivers Inlet,1999,17771,125046
Central Coast,Chum,501,Rivers Inlet,2000,118700,125816
Central Coast,Chum,501,Rivers Inlet,2001,22126,105621
Central Coast,Chum,501,Rivers Inlet,2002,104441,79388
Central Coast,Chum,501,Rivers Inlet,2003,146570,53606
Central Coast,Chum,501,Rivers Inlet,2004,107695,30534
Central Coast,Chum,501,Rivers Inlet,2005,109106,6446
Central Coast,Chum,501,Rivers Inlet,2006,53056,6025
Central Coast,Chum,501,Rivers Inlet,2007,59132,10281
Central Coast,Chum,501,Rivers Inlet,2008,5553,-989898
Central Coast,Chum,501,Rivers Inlet,2009,7623,-989898
Central Coast,Chum,501,Rivers Inlet,2010,3347,-989898
Central Coast,Chum,501,Rivers Inlet,2011,17059,-989898
Central Coast,Chum,501,Rivers Inlet,2012,8904,-989898
Central Coast,Chum,501,Rivers Inlet,2013,-989898,-989898
Central Coast,Chum,501,Rivers Inlet,2014,8366,-989898
Central Coast,Chum,501,Rivers Inlet,2015,-989898,-989898
Central Coast,Chum,501,Rivers Inlet,2016,646,-989898
Central Coast,Chum,501,Rivers Inlet,2017,9264,-989898
Central Coast,Chum,501,Rivers Inlet,2018,5444,-989898
Central Coast,Chum,501,Rivers Inlet,2019,7049,-989898
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1950,-989898,-989898
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1951,-989898,-989898
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1952,-989898,-989898
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1953,-989898,-989898
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1954,424881,438623
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1955,278083,338061
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1956,385516,206447
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1957,317881,245377
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1958,273973,488680
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1959,245559,470603
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1960,105834,421626
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1961,130231,327866
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1962,318073,788343
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1963,288330,464941
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1964,260746,697607
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1965,92516,752859
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1966,696001,1068557
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1967,196891,665603
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1968,483676,732306
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1969,327166,994707
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1970,588977,618186
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1971,329936,298532
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1972,420020,352521
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1973,553559,435574
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1974,300411,566748
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1975,138410,429309
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1976,164484,341288
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1977,251422,316115
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1978,290280,372669
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1979,221604,270204
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1980,166416,314263
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1981,163751,378536
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1982,274739,421931
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1983,174481,345735
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1984,219267,482179
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1985,219118,329027
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1986,195528,389912
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1987,156364,312082
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1988,282125,173549
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1989,142567,209702
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1990,185875,224022
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1991,173167,388789
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1992,74448,447310
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1993,138607,353151
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1994,109343,342356
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1995,247484,279349
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1996,382939,246035
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1997,267455,321115
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1998,276118,353464
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,1999,219225,472499
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2000,210926,551801
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2001,256742,327783
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2002,247551,253892
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2003,355567,170560
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2004,395845,114398
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2005,211852,185563
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2006,210112,188073
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2007,131093,363029
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2008,89014,352130
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2009,192673,435600
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2010,147849,426732
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2011,354218,848387
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2012,241621,382144
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2013,273577,224725
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2014,268426,199170
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2015,307436,211463
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2016,116735,82910
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2017,154075,-989898
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2018,140674,-989898
Central Coast,Chum,503,Spiller-Fitz-Hugh-Burke,2019,203379,-989898
Central Coast,Chum,504,Bella Coola-Dean Rivers,1950,-989898,-989898
Central Coast,Chum,504,Bella Coola-Dean Rivers,1951,-989898,-989898
Central Coast,Chum,504,Bella Coola-Dean Rivers,1952,-989898,-989898
Central Coast,Chum,504,Bella Coola-Dean Rivers,1953,-989898,-989898
Central Coast,Chum,504,Bella Coola-Dean Rivers,1954,169235,382845
Central Coast,Chum,504,Bella Coola-Dean Rivers,1955,58694,204757
Central Coast,Chum,504,Bella Coola-Dean Rivers,1956,150649,187564
Central Coast,Chum,504,Bella Coola-Dean Rivers,1957,100759,249528
Central Coast,Chum,504,Bella Coola-Dean Rivers,1958,240701,321270
Central Coast,Chum,504,Bella Coola-Dean Rivers,1959,99780,470937
Central Coast,Chum,504,Bella Coola-Dean Rivers,1960,101464,496727
Central Coast,Chum,504,Bella Coola-Dean Rivers,1961,127291,149514
Central Coast,Chum,504,Bella Coola-Dean Rivers,1962,122679,232377
Central Coast,Chum,504,Bella Coola-Dean Rivers,1963,288454,200384
Central Coast,Chum,504,Bella Coola-Dean Rivers,1964,288454,394064
Central Coast,Chum,504,Bella Coola-Dean Rivers,1965,12360,246300
Central Coast,Chum,504,Bella Coola-Dean Rivers,1966,156808,386543
Central Coast,Chum,504,Bella Coola-Dean Rivers,1967,90395,195551
Central Coast,Chum,504,Bella Coola-Dean Rivers,1968,300886,375482
Central Coast,Chum,504,Bella Coola-Dean Rivers,1969,99619,457428
Central Coast,Chum,504,Bella Coola-Dean Rivers,1970,261505,311935
Central Coast,Chum,504,Bella Coola-Dean Rivers,1971,68600,238287
Central Coast,Chum,504,Bella Coola-Dean Rivers,1972,270909,367023
Central Coast,Chum,504,Bella Coola-Dean Rivers,1973,323299,223152
Central Coast,Chum,504,Bella Coola-Dean Rivers,1974,159052,137679
Central Coast,Chum,504,Bella Coola-Dean Rivers,1975,107468,255192
Central Coast,Chum,504,Bella Coola-Dean Rivers,1976,175531,280318
Central Coast,Chum,504,Bella Coola-Dean Rivers,1977,139708,208525
Central Coast,Chum,504,Bella Coola-Dean Rivers,1978,31345,255032
Central Coast,Chum,504,Bella Coola-Dean Rivers,1979,128961,386456
Central Coast,Chum,504,Bella Coola-Dean Rivers,1980,110450,293108
Central Coast,Chum,504,Bella Coola-Dean Rivers,1981,56932,685843
Central Coast,Chum,504,Bella Coola-Dean Rivers,1982,128323,1375406
Central Coast,Chum,504,Bella Coola-Dean Rivers,1983,196414,794147
Central Coast,Chum,504,Bella Coola-Dean Rivers,1984,155428,787760
Central Coast,Chum,504,Bella Coola-Dean Rivers,1985,284596,521883
Central Coast,Chum,504,Bella Coola-Dean Rivers,1986,399659,790825
Central Coast,Chum,504,Bella Coola-Dean Rivers,1987,187383,355077
Central Coast,Chum,504,Bella Coola-Dean Rivers,1988,264902,277755
Central Coast,Chum,504,Bella Coola-Dean Rivers,1989,183941,388137
Central Coast,Chum,504,Bella Coola-Dean Rivers,1990,406566,727492
Central Coast,Chum,504,Bella Coola-Dean Rivers,1991,86927,766835
Central Coast,Chum,504,Bella Coola-Dean Rivers,1992,156028,511348
Central Coast,Chum,504,Bella Coola-Dean Rivers,1993,200800,506765
Central Coast,Chum,504,Bella Coola-Dean Rivers,1994,370024,847620
Central Coast,Chum,504,Bella Coola-Dean Rivers,1995,274483,517509
Central Coast,Chum,504,Bella Coola-Dean Rivers,1996,263415,308181
Central Coast,Chum,504,Bella Coola-Dean Rivers,1997,272723,441470
Central Coast,Chum,504,Bella Coola-Dean Rivers,1998,469829,629981
Central Coast,Chum,504,Bella Coola-Dean Rivers,1999,283279,981410
Central Coast,Chum,504,Bella Coola-Dean Rivers,2000,222617,939253
Central Coast,Chum,504,Bella Coola-Dean Rivers,2001,240897,481526
Central Coast,Chum,504,Bella Coola-Dean Rivers,2002,321438,450449
Central Coast,Chum,504,Bella Coola-Dean Rivers,2003,549596,358757
Central Coast,Chum,504,Bella Coola-Dean Rivers,2004,376316,125077
Central Coast,Chum,504,Bella Coola-Dean Rivers,2005,183604,92348
Central Coast,Chum,504,Bella Coola-Dean Rivers,2006,232645,63584
Central Coast,Chum,504,Bella Coola-Dean Rivers,2007,191709,246594
Central Coast,Chum,504,Bella Coola-Dean Rivers,2008,64755,293081
Central Coast,Chum,504,Bella Coola-Dean Rivers,2009,78888,427840
Central Coast,Chum,504,Bella Coola-Dean Rivers,2010,22634,204604
Central Coast,Chum,504,Bella Coola-Dean Rivers,2011,272837,598756
Central Coast,Chum,504,Bella Coola-Dean Rivers,2012,158447,891797
Central Coast,Chum,504,Bella Coola-Dean Rivers,2013,259153,780460
Central Coast,Chum,504,Bella Coola-Dean Rivers,2014,54748,627994
Central Coast,Chum,504,Bella Coola-Dean Rivers,2015,215528,315829
Central Coast,Chum,504,Bella Coola-Dean Rivers,2016,369405,81540
Central Coast,Chum,504,Bella Coola-Dean Rivers,2017,317190,-989898
Central Coast,Chum,504,Bella Coola-Dean Rivers,2018,314604,-989898
Central Coast,Chum,504,Bella Coola-Dean Rivers,2019,196126,-989898
Central Coast,Chum,506,Hecate Lowlands,1950,-989898,-989898
Central Coast,Chum,506,Hecate Lowlands,1951,-989898,-989898
Central Coast,Chum,506,Hecate Lowlands,1952,-989898,-989898
Central Coast,Chum,506,Hecate Lowlands,1953,-989898,-989898
Central Coast,Chum,506,Hecate Lowlands,1954,317836,590819
Central Coast,Chum,506,Hecate Lowlands,1955,102379,205993
Central Coast,Chum,506,Hecate Lowlands,1956,96632,267833
Central Coast,Chum,506,Hecate Lowlands,1957,313302,236011
Central Coast,Chum,506,Hecate Lowlands,1958,219751,292014
Central Coast,Chum,506,Hecate Lowlands,1959,20270,301273
Central Coast,Chum,506,Hecate Lowlands,1960,174546,541566
Central Coast,Chum,506,Hecate Lowlands,1961,90171,334951
Central Coast,Chum,506,Hecate Lowlands,1962,196452,202827
Central Coast,Chum,506,Hecate Lowlands,1963,120056,203772
Central Coast,Chum,506,Hecate Lowlands,1964,316082,331445
Central Coast,Chum,506,Hecate Lowlands,1965,92299,230112
Central Coast,Chum,506,Hecate Lowlands,1966,106039,330476
Central Coast,Chum,506,Hecate Lowlands,1967,102779,297719
Central Coast,Chum,506,Hecate Lowlands,1968,162700,340849
Central Coast,Chum,506,Hecate Lowlands,1969,57994,408916
Central Coast,Chum,506,Hecate Lowlands,1970,134960,222159
Central Coast,Chum,506,Hecate Lowlands,1971,103593,135656
Central Coast,Chum,506,Hecate Lowlands,1972,125555,99852
Central Coast,Chum,506,Hecate Lowlands,1973,183181,181247
Central Coast,Chum,506,Hecate Lowlands,1974,60537,253462
Central Coast,Chum,506,Hecate Lowlands,1975,89828,208489
Central Coast,Chum,506,Hecate Lowlands,1976,44475,190077
Central Coast,Chum,506,Hecate Lowlands,1977,108475,195318
Central Coast,Chum,506,Hecate Lowlands,1978,111804,231551
Central Coast,Chum,506,Hecate Lowlands,1979,91316,213273
Central Coast,Chum,506,Hecate Lowlands,1980,60249,223681
Central Coast,Chum,506,Hecate Lowlands,1981,82515,342517
Central Coast,Chum,506,Hecate Lowlands,1982,111993,399746
Central Coast,Chum,506,Hecate Lowlands,1983,86066,285032
Central Coast,Chum,506,Hecate Lowlands,1984,95607,281523
Central Coast,Chum,506,Hecate Lowlands,1985,177644,265350
Central Coast,Chum,506,Hecate Lowlands,1986,165520,320892
Central Coast,Chum,506,Hecate Lowlands,1987,93612,243375
Central Coast,Chum,506,Hecate Lowlands,1988,137354,160345
Central Coast,Chum,506,Hecate Lowlands,1989,123090,167569
Central Coast,Chum,506,Hecate Lowlands,1990,167413,208765
Central Coast,Chum,506,Hecate Lowlands,1991,87061,272502
Central Coast,Chum,506,Hecate Lowlands,1992,48539,277419
Central Coast,Chum,506,Hecate Lowlands,1993,72527,217927
Central Coast,Chum,506,Hecate Lowlands,1994,71838,307886
Central Coast,Chum,506,Hecate Lowlands,1995,123601,175576
Central Coast,Chum,506,Hecate Lowlands,1996,125002,96353
Central Coast,Chum,506,Hecate Lowlands,1997,104523,132923
Central Coast,Chum,506,Hecate Lowlands,1998,275999,184892
Central Coast,Chum,506,Hecate Lowlands,1999,67194,196000
Central Coast,Chum,506,Hecate Lowlands,2000,54349,209327
Central Coast,Chum,506,Hecate Lowlands,2001,88559,152289
Central Coast,Chum,506,Hecate Lowlands,2002,118472,135421
Central Coast,Chum,506,Hecate Lowlands,2003,128379,91791
Central Coast,Chum,506,Hecate Lowlands,2004,144563,81692
Central Coast,Chum,506,Hecate Lowlands,2005,84577,125241
Central Coast,Chum,506,Hecate Lowlands,2006,112007,114613
Central Coast,Chum,506,Hecate Lowlands,2007,57780,115414
Central Coast,Chum,506,Hecate Lowlands,2008,74906,102413
Central Coast,Chum,506,Hecate Lowlands,2009,123418,99292
Central Coast,Chum,506,Hecate Lowlands,2010,88513,88677
Central Coast,Chum,506,Hecate Lowlands,2011,114151,131867
Central Coast,Chum,506,Hecate Lowlands,2012,74894,90266
Central Coast,Chum,506,Hecate Lowlands,2013,83848,76871
Central Coast,Chum,506,Hecate Lowlands,2014,61668,77156
Central Coast,Chum,506,Hecate Lowlands,2015,92145,43448
Central Coast,Chum,506,Hecate Lowlands,2016,40571,21919
Central Coast,Chum,506,Hecate Lowlands,2017,50746,-989898
Central Coast,Chum,506,Hecate Lowlands,2018,71896,-989898
Central Coast,Chum,506,Hecate Lowlands,2019,28866,-989898
Central Coast,Chum,507,Mussel-Kynoch,1950,-989898,-989898
Central Coast,Chum,507,Mussel-Kynoch,1951,-989898,-989898
Central Coast,Chum,507,Mussel-Kynoch,1952,-989898,-989898
Central Coast,Chum,507,Mussel-Kynoch,1953,-989898,-989898
Central Coast,Chum,507,Mussel-Kynoch,1954,164097,352744
Central Coast,Chum,507,Mussel-Kynoch,1955,106055,180032
Central Coast,Chum,507,Mussel-Kynoch,1956,49517,140112
Central Coast,Chum,507,Mussel-Kynoch,1957,71263,119421
Central Coast,Chum,507,Mussel-Kynoch,1958,257333,187459
Central Coast,Chum,507,Mussel-Kynoch,1959,41881,186044
Central Coast,Chum,507,Mussel-Kynoch,1960,110958,204187
Central Coast,Chum,507,Mussel-Kynoch,1961,43575,132672
Central Coast,Chum,507,Mussel-Kynoch,1962,144468,143139
Central Coast,Chum,507,Mussel-Kynoch,1963,90974,190180
Central Coast,Chum,507,Mussel-Kynoch,1964,137889,260175
Central Coast,Chum,507,Mussel-Kynoch,1965,53604,187799
Central Coast,Chum,507,Mussel-Kynoch,1966,112424,259752
Central Coast,Chum,507,Mussel-Kynoch,1967,157580,200472
Central Coast,Chum,507,Mussel-Kynoch,1968,194804,245708
Central Coast,Chum,507,Mussel-Kynoch,1969,80418,356829
Central Coast,Chum,507,Mussel-Kynoch,1970,120561,309870
Central Coast,Chum,507,Mussel-Kynoch,1971,81437,152148
Central Coast,Chum,507,Mussel-Kynoch,1972,118310,67106
Central Coast,Chum,507,Mussel-Kynoch,1973,212839,44181
Central Coast,Chum,507,Mussel-Kynoch,1974,162513,155709
Central Coast,Chum,507,Mussel-Kynoch,1975,72225,131633
Central Coast,Chum,507,Mussel-Kynoch,1976,39581,157589
Central Coast,Chum,507,Mussel-Kynoch,1977,15114,201739
Central Coast,Chum,507,Mussel-Kynoch,1978,125517,181140
Central Coast,Chum,507,Mussel-Kynoch,1979,51335,100441
Central Coast,Chum,507,Mussel-Kynoch,1980,60943,80206
Central Coast,Chum,507,Mussel-Kynoch,1981,117226,176500
Central Coast,Chum,507,Mussel-Kynoch,1982,102654,271949
Central Coast,Chum,507,Mussel-Kynoch,1983,47073,201787
Central Coast,Chum,507,Mussel-Kynoch,1984,47776,211502
Central Coast,Chum,507,Mussel-Kynoch,1985,123536,163283
Central Coast,Chum,507,Mussel-Kynoch,1986,171672,141913
Central Coast,Chum,507,Mussel-Kynoch,1987,80879,163558
Central Coast,Chum,507,Mussel-Kynoch,1988,120949,83192
Central Coast,Chum,507,Mussel-Kynoch,1989,110953,53569
Central Coast,Chum,507,Mussel-Kynoch,1990,87334,128755
Central Coast,Chum,507,Mussel-Kynoch,1991,130686,208749
Central Coast,Chum,507,Mussel-Kynoch,1992,29698,158531
Central Coast,Chum,507,Mussel-Kynoch,1993,37148,134640
Central Coast,Chum,507,Mussel-Kynoch,1994,98344,279357
Central Coast,Chum,507,Mussel-Kynoch,1995,191371,218910
Central Coast,Chum,507,Mussel-Kynoch,1996,109279,163104
Central Coast,Chum,507,Mussel-Kynoch,1997,101673,253622
Central Coast,Chum,507,Mussel-Kynoch,1998,267973,274033
Central Coast,Chum,507,Mussel-Kynoch,1999,131791,384354
Central Coast,Chum,507,Mussel-Kynoch,2000,127259,348732
Central Coast,Chum,507,Mussel-Kynoch,2001,210025,304394
Central Coast,Chum,507,Mussel-Kynoch,2002,159258,185338
Central Coast,Chum,507,Mussel-Kynoch,2003,252608,86479
Central Coast,Chum,507,Mussel-Kynoch,2004,177076,43536
Central Coast,Chum,507,Mussel-Kynoch,2005,178261,37618
Central Coast,Chum,507,Mussel-Kynoch,2006,121739,54917
Central Coast,Chum,507,Mussel-Kynoch,2007,60726,194939
Central Coast,Chum,507,Mussel-Kynoch,2008,31700,171221
Central Coast,Chum,507,Mussel-Kynoch,2009,33622,138467
Central Coast,Chum,507,Mussel-Kynoch,2010,38734,109266
Central Coast,Chum,507,Mussel-Kynoch,2011,207553,111442
Central Coast,Chum,507,Mussel-Kynoch,2012,108092,87671
Central Coast,Chum,507,Mussel-Kynoch,2013,119398,50177
Central Coast,Chum,507,Mussel-Kynoch,2014,75159,32708
Central Coast,Chum,507,Mussel-Kynoch,2015,59110,30557
Central Coast,Chum,507,Mussel-Kynoch,2016,53544,-989898
Central Coast,Chum,507,Mussel-Kynoch,2017,30687,-989898
Central Coast,Chum,507,Mussel-Kynoch,2018,29310,-989898
Central Coast,Chum,507,Mussel-Kynoch,2019,33695,-989898
Central Coast,Chum,508,Douglas-Gardner,1950,-989898,-989898
Central Coast,Chum,508,Douglas-Gardner,1951,-989898,-989898
Central Coast,Chum,508,Douglas-Gardner,1952,-989898,-989898
Central Coast,Chum,508,Douglas-Gardner,1953,-989898,-989898
Central Coast,Chum,508,Douglas-Gardner,1954,123741,325813
Central Coast,Chum,508,Douglas-Gardner,1955,71314,144193
Central Coast,Chum,508,Douglas-Gardner,1956,49971,147161
Central Coast,Chum,508,Douglas-Gardner,1957,93125,158164
Central Coast,Chum,508,Douglas-Gardner,1958,189723,320646
Central Coast,Chum,508,Douglas-Gardner,1959,37175,326098
Central Coast,Chum,508,Douglas-Gardner,1960,110888,294727
Central Coast,Chum,508,Douglas-Gardner,1961,58179,345535
Central Coast,Chum,508,Douglas-Gardner,1962,240921,692354
Central Coast,Chum,508,Douglas-Gardner,1963,181838,613459
Central Coast,Chum,508,Douglas-Gardner,1964,183243,837619
Central Coast,Chum,508,Douglas-Gardner,1965,152694,322383
Central Coast,Chum,508,Douglas-Gardner,1966,574084,206531
Central Coast,Chum,508,Douglas-Gardner,1967,415676,208644
Central Coast,Chum,508,Douglas-Gardner,1968,721249,600443
Central Coast,Chum,508,Douglas-Gardner,1969,77807,534947
Central Coast,Chum,508,Douglas-Gardner,1970,77488,460384
Central Coast,Chum,508,Douglas-Gardner,1971,71556,171385
Central Coast,Chum,508,Douglas-Gardner,1972,344398,89150
Central Coast,Chum,508,Douglas-Gardner,1973,346966,147126
Central Coast,Chum,508,Douglas-Gardner,1974,352373,347115
Central Coast,Chum,508,Douglas-Gardner,1975,75671,244481
Central Coast,Chum,508,Douglas-Gardner,1976,75023,250221
Central Coast,Chum,508,Douglas-Gardner,1977,83805,177351
Central Coast,Chum,508,Douglas-Gardner,1978,262421,179993
Central Coast,Chum,508,Douglas-Gardner,1979,108287,92686
Central Coast,Chum,508,Douglas-Gardner,1980,118494,137325
Central Coast,Chum,508,Douglas-Gardner,1981,80864,289800
Central Coast,Chum,508,Douglas-Gardner,1982,126120,378642
Central Coast,Chum,508,Douglas-Gardner,1983,23615,328188
Central Coast,Chum,508,Douglas-Gardner,1984,114251,913500
Central Coast,Chum,508,Douglas-Gardner,1985,213268,567123
Central Coast,Chum,508,Douglas-Gardner,1986,292683,557166
Central Coast,Chum,508,Douglas-Gardner,1987,99866,335978
Central Coast,Chum,508,Douglas-Gardner,1988,570249,215333
Central Coast,Chum,508,Douglas-Gardner,1989,353221,232720
Central Coast,Chum,508,Douglas-Gardner,1990,453760,447129
Central Coast,Chum,508,Douglas-Gardner,1991,194212,508653
Central Coast,Chum,508,Douglas-Gardner,1992,144020,257376
Central Coast,Chum,508,Douglas-Gardner,1993,183787,307412
Central Coast,Chum,508,Douglas-Gardner,1994,384346,1298174
Central Coast,Chum,508,Douglas-Gardner,1995,516271,528389
Central Coast,Chum,508,Douglas-Gardner,1996,158786,188434
Central Coast,Chum,508,Douglas-Gardner,1997,105816,344130
Central Coast,Chum,508,Douglas-Gardner,1998,1146392,1091821
Central Coast,Chum,508,Douglas-Gardner,1999,162436,1352426
Central Coast,Chum,508,Douglas-Gardner,2000,140225,839747
Central Coast,Chum,508,Douglas-Gardner,2001,167955,548217
Central Coast,Chum,508,Douglas-Gardner,2002,803495,432984
Central Coast,Chum,508,Douglas-Gardner,2003,663756,174939
Central Coast,Chum,508,Douglas-Gardner,2004,392041,50795
Central Coast,Chum,508,Douglas-Gardner,2005,147367,81801
Central Coast,Chum,508,Douglas-Gardner,2006,365796,66929
Central Coast,Chum,508,Douglas-Gardner,2007,93833,229688
Central Coast,Chum,508,Douglas-Gardner,2008,21134,319241
Central Coast,Chum,508,Douglas-Gardner,2009,80214,115240
Central Coast,Chum,508,Douglas-Gardner,2010,23801,135427
Central Coast,Chum,508,Douglas-Gardner,2011,250211,590789
Central Coast,Chum,508,Douglas-Gardner,2012,358415,430576
Central Coast,Chum,508,Douglas-Gardner,2013,46186,135973
Central Coast,Chum,508,Douglas-Gardner,2014,64995,77079
Central Coast,Chum,508,Douglas-Gardner,2015,537688,129372
Central Coast,Chum,508,Douglas-Gardner,2016,313893,-989898
Central Coast,Chum,508,Douglas-Gardner,2017,40996,-989898
Central Coast,Chum,508,Douglas-Gardner,2018,64729,-989898
Central Coast,Chum,508,Douglas-Gardner,2019,165051,-989898
Central Coast,Coho,518,Bella Coola-Dean Rivers,1950,-989898,-989898
Central Coast,Coho,518,Bella Coola-Dean Rivers,1951,-989898,-989898
Central Coast,Coho,518,Bella Coola-Dean Rivers,1952,-989898,-989898
Central Coast,Coho,518,Bella Coola-Dean Rivers,1953,-989898,-989898
Central Coast,Coho,518,Bella Coola-Dean Rivers,1954,103115,147845
Central Coast,Coho,518,Bella Coola-Dean Rivers,1955,20229,77007
Central Coast,Coho,518,Bella Coola-Dean Rivers,1956,100488,149829
Central Coast,Coho,518,Bella Coola-Dean Rivers,1957,100488,72243
Central Coast,Coho,518,Bella Coola-Dean Rivers,1958,47945,76274
Central Coast,Coho,518,Bella Coola-Dean Rivers,1959,101896,75224
Central Coast,Coho,518,Bella Coola-Dean Rivers,1960,47551,148435
