stock.id,species,stock,region,sub.region,brood.yr,spawners,recruits,use,,,
208,Pink,Nisqually,Inside WA,Inside WA,1988,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,1989,12300,3213,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,1990,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,1991,1900,690,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,1992,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,1993,500,892,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,1994,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,1995,579,46,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,1996,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,1997,1,11,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,1998,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,1999,1,1,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2000,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2001,1,517,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2002,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2003,1,1063,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2004,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2005,581,1452,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2006,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2007,1000,14978,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2008,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2009,12300,853033,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2010,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2011,765447,921434,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2012,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2013,815887,204814,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2014,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2015,162148,9492,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2016,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2017,6801,425527,1,,,
208,Pink,Nisqually,Inside WA,Inside WA,2018,,,,,,
208,Pink,Nisqually,Inside WA,Inside WA,2019,406029,94429,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1957,,152,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1958,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1959,100,122,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1960,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1961,100,368,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1962,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1963,200,719,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1964,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1965,500,813,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1966,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1967,400,452,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1968,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1969,300,720,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1970,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1971,500,975,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1972,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1973,600,174,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1974,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1975,100,1419,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1976,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1977,700,2374,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1978,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1979,800,429,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1980,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1981,100,241,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1982,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1983,100,195,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1984,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1985,100,142,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1986,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1987,100,98,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1988,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1989,50,83,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1990,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1991,50,66,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1992,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1993,50,71,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1994,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1995,31,326,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1996,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1997,233,20,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1998,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,1999,17,174,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2000,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2001,114,204,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2002,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2003,186,107,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2004,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2005,95,143,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2006,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2007,129,1852,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2008,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2009,1492,585,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2010,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2011,315,1648,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2012,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2013,1147,827,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2014,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2015,607,93,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2016,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2017,86,31,1,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2018,,,,,,
209,Pink,"S South Misc. (S South w/o Puyallup, Nisqually, Green)",Inside WA,Inside WA,2019,14,161,1,,,
