"stock.id","species","stock","region","sub.region","broodyear","spawners","recruits","use","recruits.2","recruits.3","recruits.4","recruits.5","recruits.6","recruits.7","age"
"324","Chum","Chilkat","SEAK","SEAK",2005,202000,237985.0653,1,NA,10340.79781,193906.8061,32950.68568,786.7757222,NA,"avg"
"324","Chum","Chilkat","SEAK","SEAK",2006,681451,NA,NA,NA,4379.564544,104315.7162,33558.26273,NA,NA,""
"324","Chum","Chilkat","SEAK","SEAK",2007,320436,NA,NA,NA,18429.03473,381398.4583,NA,NA,NA,""
"324","Chum","Chilkat","SEAK","SEAK",2008,436753,NA,NA,NA,4688.503284,NA,NA,NA,NA,""
"324","Chum","Chilkat","SEAK","SEAK",2009,325726,NA,NA,NA,NA,NA,NA,NA,NA,""
"324","Chum","Chilkat","SEAK","SEAK",2010,88318,NA,NA,NA,NA,NA,NA,NA,NA,""
"324","Chum","Chilkat","SEAK","SEAK",2011,355918,NA,NA,NA,NA,NA,NA,NA,NA,""
"325","Chum","East Alsek","Yakutat","Yakutat",1960,2000,26481,1,NA,NA,26481,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1961,13700,12094,1,NA,NA,12094,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1962,32500,11396,1,NA,NA,11396,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1963,NA,15471,NA,NA,NA,15471,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1964,25000,NA,NA,NA,NA,NA,NA,NA,NA,""
"325","Chum","East Alsek","Yakutat","Yakutat",1965,8000,24935,1,NA,NA,24935,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1966,8000,NA,NA,NA,NA,NA,NA,NA,NA,""
"325","Chum","East Alsek","Yakutat","Yakutat",1967,11000,NA,NA,NA,NA,NA,NA,NA,NA,""
"325","Chum","East Alsek","Yakutat","Yakutat",1968,NA,16318,NA,NA,NA,16318,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1969,10000,18995,1,NA,NA,18995,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1970,NA,9238,NA,NA,NA,9238,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1971,NA,5765,NA,NA,NA,5765,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1972,8000,27749,1,NA,NA,27749,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1973,10000,29059,1,NA,NA,29059,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1974,5000,15049,1,NA,NA,15049,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1975,2000,10853,1,NA,NA,10853,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1976,20000,60214,1,NA,NA,60214,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1977,20000,20833,1,NA,NA,20833,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1978,8000,9367,1,NA,NA,9367,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1979,3000,21302,1,NA,NA,21302,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1980,40000,47320,1,NA,NA,47320,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1981,10000,20188,1,NA,NA,20188,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1982,3000,38030,1,NA,NA,38030,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1983,10000,15289,1,NA,NA,15289,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1984,15000,34556,1,NA,NA,34556,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1985,7000,23475,1,NA,NA,23475,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1986,20000,9271,1,NA,NA,9271,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1987,600,6238,1,NA,NA,6238,NA,NA,NA,"age4"
"325","Chum","East Alsek","Yakutat","Yakutat",1988,5000,NA,NA,NA,NA,NA,NA,NA,NA,""
"325","Chum","East Alsek","Yakutat","Yakutat",1989,7000,NA,NA,NA,NA,NA,NA,NA,NA,""
"325","Chum","East Alsek","Yakutat","Yakutat",1990,3000,NA,NA,NA,NA,NA,NA,NA,NA,""
"325","Chum","East Alsek","Yakutat","Yakutat",1991,3000,NA,NA,NA,NA,NA,NA,NA,NA,""
"326","Chum","PWS","PWS","PWS",1965,195644,412761,1,NA,NA,412761,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1966,142560,293071,1,NA,NA,293071,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1967,127210,689322,1,NA,NA,689322,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1968,74570,315278,1,NA,NA,315278,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1969,91540,1231287,1,NA,NA,1231287,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1970,61550,256110,1,NA,NA,256110,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1971,109770,148566,1,NA,NA,148566,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1972,269190,444157,1,NA,NA,444157,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1973,491270,738898,1,NA,NA,738898,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1974,166900,646001,1,NA,NA,646001,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1975,47290,434424,1,NA,NA,434424,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1976,73500,554327,1,NA,NA,554327,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1977,166205,2017468,1,NA,NA,2017468,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1978,156230,1598758,1,NA,NA,1598758,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1979,84825,1334614,1,NA,NA,1334614,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1980,72113,1431521,1,NA,NA,1431521,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1981,128737,1383316,1,NA,NA,1383316,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1982,261755,1912281,1,NA,NA,1912281,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1983,285575,2264012,1,NA,NA,2264012,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1984,168742,2294355,1,NA,NA,2294355,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1985,89611,882020,1,NA,NA,882020,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1986,227538,1242222,1,NA,NA,1242222,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1987,312902,451332,1,NA,NA,451332,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1988,484980,359598,1,NA,NA,359598,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1989,239659,820800,1,NA,NA,820800,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1990,301660,769812,1,NA,NA,769812,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1991,112928,672304,1,NA,NA,672304,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1992,85506,1329207,1,NA,NA,1329207,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1993,114718,1588083,1,NA,NA,1588083,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1994,97968,962530,1,NA,NA,962530,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1995,147483,2519843,1,NA,NA,2519843,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1996,292331,3796760,1,NA,NA,3796760,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1997,172137,2509802,1,NA,NA,2509802,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1998,209806,4050278,1,NA,NA,4050278,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",1999,336499,2655455,1,NA,NA,2655455,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",2000,363173,1692941,1,NA,NA,1692941,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",2001,347738,1657611,1,NA,NA,1657611,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",2002,257717,1605563,1,NA,NA,1605563,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",2003,413580,2758870,1,NA,NA,2758870,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",2004,219669,4645827,1,NA,NA,4645827,NA,NA,NA,"age4"
"326","Chum","PWS","PWS","PWS",2005,196465,NA,NA,NA,NA,2847594,NA,NA,NA,""
"326","Chum","PWS","PWS","PWS",2006,248566,NA,NA,NA,NA,3888360,NA,NA,NA,""
"326","Chum","PWS","PWS","PWS",2007,279660,NA,NA,NA,NA,NA,NA,NA,NA,""
"326","Chum","PWS","PWS","PWS",2008,211038,NA,NA,NA,NA,NA,NA,NA,NA,""
"326","Chum","PWS","PWS","PWS",2009,236815,NA,NA,NA,NA,NA,NA,NA,NA,""
"326","Chum","PWS","PWS","PWS",2010,320292,NA,NA,NA,NA,NA,NA,NA,NA,""
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1971,23000,30868,1,NA,NA,30868,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1972,16600,132348,1,NA,NA,132348,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1973,42000,127359,1,NA,NA,127359,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1974,25200,184269,1,NA,NA,184269,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1975,26000,93211,1,NA,NA,93211,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1976,83500,103421,1,NA,NA,103421,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1977,61700,158501,1,NA,NA,158501,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1978,135600,215746,1,NA,NA,215746,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1979,64500,274401,1,NA,NA,274401,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1980,67500,153895,1,NA,NA,153895,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1981,85000,41139,1,NA,NA,41139,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1982,106800,153570,1,NA,NA,153570,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1983,131500,212565,1,NA,NA,212565,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1984,83300,339479,1,NA,NA,339479,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1985,33000,112009,1,NA,NA,112009,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1986,91900,42497,1,NA,NA,42497,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1987,102000,58249,1,NA,NA,58249,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1988,118900,70551,1,NA,NA,70551,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1989,104200,67100,1,NA,NA,67100,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1990,38900,65414,1,NA,NA,65414,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1991,50400,80500,1,NA,NA,80500,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1992,50500,NA,NA,NA,NA,NA,NA,NA,NA,""
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1993,66500,63503,1,NA,NA,63503,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1994,65400,75220,1,NA,NA,75220,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1995,70200,100623,1,NA,NA,100623,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1996,78000,259869,1,NA,NA,259869,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1997,63500,254466,1,NA,NA,254466,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1998,75200,177404,1,NA,NA,177404,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",1999,100600,NA,NA,NA,NA,NA,NA,NA,NA,""
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2000,193800,361995,1,NA,NA,361995,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2001,169700,206943,1,NA,NA,206943,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2002,142800,237294,1,NA,NA,237294,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2003,196900,85837,1,NA,NA,85837,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2004,184600,164409,1,NA,NA,164409,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2005,123000,147774,1,NA,NA,147774,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2006,180800,152782,1,NA,NA,152782,NA,NA,NA,"age4"
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2007,85800,NA,NA,NA,NA,NA,NA,NA,NA,""
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2008,91200,NA,NA,NA,NA,NA,NA,NA,NA,""
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2009,111200,NA,NA,NA,NA,NA,NA,NA,NA,""
"327","Chum","Kamishak","Cook Inlet","Cook Inlet",2010,82000,NA,NA,NA,NA,NA,NA,NA,NA,""
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1970,19500,19324,1,NA,NA,19324,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1971,18500,52748,1,NA,NA,52748,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1972,14000,17912,1,NA,NA,17912,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1973,19000,103567,1,NA,NA,103567,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1974,7400,60724,1,NA,NA,60724,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1975,41400,244758,1,NA,NA,244758,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1976,17500,74446,1,NA,NA,74446,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1977,33400,285493,1,NA,NA,285493,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1978,41500,84775,1,NA,NA,84775,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1979,64200,77003,1,NA,NA,77003,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1980,42200,43877,1,NA,NA,43877,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1981,47100,29344,1,NA,NA,29344,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1982,21700,26501,1,NA,NA,26501,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1983,49800,49963,1,NA,NA,49963,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1984,40800,96902,1,NA,NA,96902,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1985,17500,11143,1,NA,NA,11143,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1986,14800,5814,1,NA,NA,5814,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1987,21300,41837,1,NA,NA,41837,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1988,25700,14781,1,NA,NA,14781,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1989,11100,12570,1,NA,NA,12570,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1990,5200,25232,1,NA,NA,25232,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1991,27500,20774,1,NA,NA,20774,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1992,14600,17903,1,NA,NA,17903,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1993,11600,22775,1,NA,NA,22775,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1994,25200,16311,1,NA,NA,16311,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1995,20300,45362,1,NA,NA,45362,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1996,17900,39902,1,NA,NA,39902,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1997,21200,17608,1,NA,NA,17608,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1998,15700,46510,1,NA,NA,46510,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",1999,43300,40237,1,NA,NA,40237,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2000,39600,72111,1,NA,NA,72111,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2001,17200,47124,1,NA,NA,47124,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2002,42700,37683,1,NA,NA,37683,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2003,40100,12449,1,NA,NA,12449,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2004,44200,135819,1,NA,NA,135819,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2005,34600,56926,1,NA,NA,56926,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2006,24800,42563,1,NA,NA,42563,NA,NA,NA,"age4"
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2007,12400,NA,NA,NA,NA,NA,NA,NA,NA,""
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2008,35000,NA,NA,NA,NA,NA,NA,NA,NA,""
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2009,21800,NA,NA,NA,NA,NA,NA,NA,NA,""
"328","Chum","Outer CIn","Cook Inlet","Cook Inlet",2010,20100,NA,NA,NA,NA,NA,NA,NA,NA,""
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1970,900,3225,1,NA,NA,3225,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1971,1000,8428,1,NA,NA,8428,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1972,1500,1917,1,NA,NA,1917,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1973,2000,11934,1,NA,NA,11934,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1974,500,10325,1,NA,NA,10325,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1975,3000,10421,1,NA,NA,10421,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1976,400,5705,1,NA,NA,5705,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1977,5200,25720,1,NA,NA,25720,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1978,4800,20966,1,NA,NA,20966,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1979,2200,16181,1,NA,NA,16181,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1980,1100,11698,1,NA,NA,11698,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1981,4800,6009,1,NA,NA,6009,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1982,2500,6160,1,NA,NA,6160,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1983,1900,6530,1,NA,NA,6530,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1984,2100,10742,1,NA,NA,10742,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1985,500,4441,1,NA,NA,4441,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1986,600,5033,1,NA,NA,5033,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1987,1500,3034,1,NA,NA,3034,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1988,3000,3280,1,NA,NA,3280,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1989,1300,5288,1,NA,NA,5288,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1990,2600,7830,1,NA,NA,7830,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1991,1100,8330,1,NA,NA,8330,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1992,1400,7211,1,NA,NA,7211,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1993,2500,8358,1,NA,NA,8358,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1994,5200,9055,1,NA,NA,9055,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1995,3800,11224,1,NA,NA,11224,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1996,3700,16739,1,NA,NA,16739,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1997,4100,9780,1,NA,NA,9780,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1998,5100,10103,1,NA,NA,10103,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",1999,6600,8630,1,NA,NA,8630,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2000,11400,2572,1,NA,NA,2572,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2001,6000,2448,1,NA,NA,2448,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2002,5300,4382,1,NA,NA,4382,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2003,2900,3464,1,NA,NA,3464,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2004,1200,3260,1,NA,NA,3260,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2005,700,3274,1,NA,NA,3274,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2006,2200,2903,1,NA,NA,2903,NA,NA,NA,"age4"
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2007,1900,NA,NA,NA,NA,NA,NA,NA,NA,""
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2008,1800,NA,NA,NA,NA,NA,NA,NA,NA,""
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2009,1000,NA,NA,NA,NA,NA,NA,NA,NA,""
"329","Chum","S CIn","Cook Inlet","Cook Inlet",2010,1400,NA,NA,NA,NA,NA,NA,NA,NA,""
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1971,5000,25897,1,NA,NA,25897,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1973,8450,55283,1,NA,NA,55283,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1974,1800,32739,1,NA,NA,32739,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1975,4400,18204,1,NA,NA,18204,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1976,16900,33137,1,NA,NA,33137,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1977,12700,17812,1,NA,NA,17812,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1978,6950,34870,1,NA,NA,34870,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1979,2750,25169,1,NA,NA,25169,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1980,6100,26931,1,NA,NA,26931,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1981,9275,10481,1,NA,NA,10481,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1982,18100,27912,1,NA,NA,27912,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1983,12100,34635,1,NA,NA,34635,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1984,8350,NA,NA,NA,NA,NA,NA,NA,NA,""
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1985,3750,10918,1,NA,NA,10918,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1986,9925,16550,1,NA,NA,16550,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1987,7725,23183,1,NA,NA,23183,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1989,2850,1809,1,NA,NA,1809,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1990,5900,11125,1,NA,NA,11125,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1991,8240,15045,1,NA,NA,15045,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1992,8000,6855,1,NA,NA,6855,NA,NA,NA,"age4"
"330","Chum","Upper CIn","Cook Inlet","Cook Inlet",1993,1272,9292,1,NA,NA,9292,NA,NA,NA,"age4"
