"stock","species","broodyear","recruits","spawners"
"Middle-Upper Skeena (odd)","Pink-Odd",1983,2543438.369,1904811.635
"Middle-Upper Skeena (odd)","Pink-Odd",1985,2709416.188,1663714.294
"Middle-Upper Skeena (odd)","Pink-Odd",1987,2908435.293,1934814.632
"Middle-Upper Skeena (odd)","Pink-Odd",1989,4455502.931,2533954.949
"Middle-Upper Skeena (odd)","Pink-Odd",1991,869970.5714,3668050.01
"Middle-Upper Skeena (odd)","Pink-Odd",1993,1343119.368,608450.4134
"Middle-Upper Skeena (odd)","Pink-Odd",1995,441783.1787,948513.7985
"Middle-Upper Skeena (odd)","Pink-Odd",1997,1139840.256,283069.6489
"Middle-Upper Skeena (odd)","Pink-Odd",1999,853521.5381,980444.2986
"Middle-Upper Skeena (odd)","Pink-Odd",2001,2209411.364,583558.0048
"Middle-Upper Skeena (odd)","Pink-Odd",2003,1932477.143,1643220.693
"Middle-Upper Skeena (odd)","Pink-Odd",2005,1576266.537,1932477.143
"Middle-Upper Skeena (odd)","Pink-Odd",2007,3449580.038,1068141.424
"Middle-Upper Skeena (odd)","Pink-Odd",2009,526049.2022,3283064.696
"Middle-Upper Skeena (odd)","Pink-Odd",2011,600647.4947,416505.828
"Middle-Upper Skeena (odd)","Pink-Odd",2013,477762.6675,600646.0631
"Middle-Upper Skeena (odd)","Pink-Odd",2015,0,475335.6959
"Middle-Upper Skeena (odd)","Pink-Odd",2017,0,895036.2079
"Middle-Upper Skeena (odd)","Pink-Odd",2019,0,263126.2802
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1955,1351274.075,333635.4727
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1957,1293279.501,627257.0607
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1959,5139414.546,783814.8444
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1961,1879054.316,1623415.237
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1963,718400.2591,903179.8543
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1965,312233.2378,281749.6602
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1967,79438.67076,81122.92882
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1969,93074.25282,24812.31553
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1971,126325.8922,68685.24283
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1973,147287.7391,64979.5393
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1975,773086.7309,89797.72696
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1977,1895015.193,393922.5542
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1979,1472863.133,1401384.098
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1981,2329950.646,801543.8658
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1983,5466491.451,1854180.603
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1985,1120641.579,4000001.787
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1987,841332.0699,652024.2157
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1989,4209940.329,709396.4196
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1991,2240878.934,3416318.603
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1993,960087.204,1702875.664
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1995,2442336.545,838116.5313
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1997,1461196.116,2309812.767
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",1999,5470373.489,1401031.009
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",2001,2479347.471,4977071.458
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",2003,2292553.376,2258872.363
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",2005,1543974.267,2081779.228
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",2007,1816965.543,1466015.479
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",2009,1331396.224,1780186.299
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",2011,2694469.493,1329940.165
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",2013,0,2510648.587
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",2017,48215.21296,5381235.79
"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean","Pink-Odd",2019,461427.0149,47781.19824
"Georgia Strait (even)","Pink-Even",1954,423234,535824
"Georgia Strait (even)","Pink-Even",1956,651463,165736
"Georgia Strait (even)","Pink-Even",1958,56270,211510
"Georgia Strait (even)","Pink-Even",1960,58849,20125
"Georgia Strait (even)","Pink-Even",1962,78202,26558
"Georgia Strait (even)","Pink-Even",1964,127831,29425
"Georgia Strait (even)","Pink-Even",1966,128853,31704
"Georgia Strait (even)","Pink-Even",1968,81650,32773
"Georgia Strait (even)","Pink-Even",1970,61269,22935
"Georgia Strait (even)","Pink-Even",1972,78962,25426
"Georgia Strait (even)","Pink-Even",1974,185533,27788
"Georgia Strait (even)","Pink-Even",1976,57075,54144
"Georgia Strait (even)","Pink-Even",1978,83642,23413
"Georgia Strait (even)","Pink-Even",1980,9159,42742
"Georgia Strait (even)","Pink-Even",1982,13475,5589
"Georgia Strait (even)","Pink-Even",1984,459634,5122
"Georgia Strait (even)","Pink-Even",1986,356105,314428
"Georgia Strait (even)","Pink-Even",1988,941388,245203
"Georgia Strait (even)","Pink-Even",1990,562370,718802
"Georgia Strait (even)","Pink-Even",1992,160138,352877
"Georgia Strait (even)","Pink-Even",1994,296799,126450
"Georgia Strait (even)","Pink-Even",1996,114150,279054
"Georgia Strait (even)","Pink-Even",1998,265064,104355
"Georgia Strait (even)","Pink-Even",2000,249343,208094
"Georgia Strait (even)","Pink-Even",2002,64373,204935
"Georgia Strait (even)","Pink-Even",2004,58781,57802
"Georgia Strait (even)","Pink-Even",2006,144105,51286
"Georgia Strait (even)","Pink-Even",2008,762411,139224
"Georgia Strait (even)","Pink-Even",2010,558434,659305
"Georgia Strait (even)","Pink-Even",2012,2330604,551467
"Georgia Strait (even)","Pink-Even",2014,100054,2089904
"Southern Fjords (even)","Pink-Even",1954,1203707,389830
"Southern Fjords (even)","Pink-Even",1956,1505384,541159
"Southern Fjords (even)","Pink-Even",1958,529807,574196
"Southern Fjords (even)","Pink-Even",1960,1421689,218554
"Southern Fjords (even)","Pink-Even",1962,1435127,697069
"Southern Fjords (even)","Pink-Even",1964,4682506,622955
"Southern Fjords (even)","Pink-Even",1966,5111165,1331478
"Southern Fjords (even)","Pink-Even",1968,3529217,1489447
"Southern Fjords (even)","Pink-Even",1970,1458530,1161461
"Southern Fjords (even)","Pink-Even",1972,2679026,711634
"Southern Fjords (even)","Pink-Even",1974,5460095,1139438
"Southern Fjords (even)","Pink-Even",1976,2447073,1699990
"Southern Fjords (even)","Pink-Even",1978,2606555,1130452
"Southern Fjords (even)","Pink-Even",1980,770502,1445426
"Southern Fjords (even)","Pink-Even",1982,609908,579890
"Southern Fjords (even)","Pink-Even",1984,1624020,378787
"Southern Fjords (even)","Pink-Even",1986,2361240,1196814
"Southern Fjords (even)","Pink-Even",1988,3439260,1749737
"Southern Fjords (even)","Pink-Even",1990,3046013,3059604
"Southern Fjords (even)","Pink-Even",1992,1522311,2209392
"Southern Fjords (even)","Pink-Even",1994,2384426,1315430
"Southern Fjords (even)","Pink-Even",1996,2298946,2324225
"Southern Fjords (even)","Pink-Even",1998,5905014,2189060
"Southern Fjords (even)","Pink-Even",2000,884689,5365526
"Southern Fjords (even)","Pink-Even",2002,1654072,779346
"Southern Fjords (even)","Pink-Even",2004,649242,1546844
"Southern Fjords (even)","Pink-Even",2006,492649,596321
"Southern Fjords (even)","Pink-Even",2008,907790,480239
"Southern Fjords (even)","Pink-Even",2010,2426437,803846
"Southern Fjords (even)","Pink-Even",2012,3920552,2409508
"Southern Fjords (even)","Pink-Even",2014,708194,3579638
"Georgia Strait (odd)","Pink-Odd",1957,1014724,475544
"Georgia Strait (odd)","Pink-Odd",1959,992476,424900
"Georgia Strait (odd)","Pink-Odd",1961,935059,399719
"Georgia Strait (odd)","Pink-Odd",1963,207893,460765
"Georgia Strait (odd)","Pink-Odd",1965,261593,128525
"Georgia Strait (odd)","Pink-Odd",1967,103921,88746
"Georgia Strait (odd)","Pink-Odd",1969,208524,69694
"Georgia Strait (odd)","Pink-Odd",1971,262556,126999
"Georgia Strait (odd)","Pink-Odd",1973,216037,145133
"Georgia Strait (odd)","Pink-Odd",1975,215908,152036
"Georgia Strait (odd)","Pink-Odd",1977,153615,89302
"Georgia Strait (odd)","Pink-Odd",1979,201811,66509
"Georgia Strait (odd)","Pink-Odd",1981,83946,116987
"Georgia Strait (odd)","Pink-Odd",1983,133820,47984
"Georgia Strait (odd)","Pink-Odd",1985,539613,66643
"Georgia Strait (odd)","Pink-Odd",1987,574705,302288
"Georgia Strait (odd)","Pink-Odd",1989,904804,110912
"Georgia Strait (odd)","Pink-Odd",1991,337679,338459
"Georgia Strait (odd)","Pink-Odd",1993,247099,149934
"Georgia Strait (odd)","Pink-Odd",1995,334831,87748
"Georgia Strait (odd)","Pink-Odd",1997,636161,148496
"Georgia Strait (odd)","Pink-Odd",1999,934557,619443
"Georgia Strait (odd)","Pink-Odd",2001,738560,800121
"Georgia Strait (odd)","Pink-Odd",2003,640023,552573
"Georgia Strait (odd)","Pink-Odd",2005,485691,587403
"Georgia Strait (odd)","Pink-Odd",2007,2471891,439262
"Georgia Strait (odd)","Pink-Odd",2009,1398991,2044859
"Georgia Strait (odd)","Pink-Odd",2011,4429012,732743
"Georgia Strait (odd)","Pink-Odd",2013,3500319,3485946
