"stock","species","broodyear","recruits","spawners"
"E Kod","Pink-Even",1978,3553593,1400000
"E Kod","Pink-Even",1980,2006000,1590000
"E Kod","Pink-Even",1982,1561000,1178000
"E Kod","Pink-Even",1984,2016000,1162000
"E Kod","Pink-Even",1986,4588000,1414000
"E Kod","Pink-Even",1988,1411000,1714000
"E Kod","Pink-Even",1990,1676000,998000
"E Kod","Pink-Even",1992,2848000,1116000
"E Kod","Pink-Even",1994,738000,1990000
"E Kod","Pink-Even",1996,2246000,690000
"E Kod","Pink-Even",1998,1541000,1694000
"E Kod","Pink-Even",2000,2468000,1174000
"E Kod","Pink-Even",2002,4342970,1758000
"E Kod","Pink-Even",2004,7197847,3717970
"E Kod","Pink-Even",2006,1472149,3304076
"E Kod","Pink-Even",2008,1035597,707834
"E Kod","Pink-Odd",1979,4461799,1760000
"E Kod","Pink-Odd",1981,2371000,1614000
"E Kod","Pink-Odd",1983,2510000,1272000
"E Kod","Pink-Odd",1985,2624000,1942000
"E Kod","Pink-Odd",1987,5426000,1360000
"E Kod","Pink-Odd",1989,8519000,5426000
"E Kod","Pink-Odd",1991,8023000,2350000
"E Kod","Pink-Odd",1993,13951000,2610000
"E Kod","Pink-Odd",1995,2952000,5330000
"E Kod","Pink-Odd",1997,3897000,1618000
"E Kod","Pink-Odd",1999,2791000,2452000
"E Kod","Pink-Odd",2001,5314000,1990000
"E Kod","Pink-Odd",2003,9521665,3784000
"E Kod","Pink-Odd",2005,8081954,3535942
"E Kod","Pink-Odd",2007,11259533,1962488
"E Kod","Pink-Odd",2009,10791580,4360388
"Mainland Kod","Pink-Even",1978,1346809,450000
"Mainland Kod","Pink-Even",1980,1630000,1060000
"Mainland Kod","Pink-Even",1982,1335000,1048000
"Mainland Kod","Pink-Even",1984,1992000,990000
"Mainland Kod","Pink-Even",1986,3550000,1186000
"Mainland Kod","Pink-Even",1988,2176000,1802000
"Mainland Kod","Pink-Even",1990,1028000,1300000
"Mainland Kod","Pink-Even",1992,884000,838000
"Mainland Kod","Pink-Even",1994,910000,690000
"Mainland Kod","Pink-Even",1996,2349000,860000
"Mainland Kod","Pink-Even",1998,1491000,1790000
"Mainland Kod","Pink-Even",2000,2127000,1374000
"Mainland Kod","Pink-Even",2002,1706710,1804000
"Mainland Kod","Pink-Even",2004,2455613,1423110
"Mainland Kod","Pink-Even",2006,1125238,1556400
"Mainland Kod","Pink-Even",2008,654608,473000
"Mainland Kod","Pink-Odd",1979,1337758,1100000
"Mainland Kod","Pink-Odd",1981,670000,1066000
"Mainland Kod","Pink-Odd",1983,1135000,486000
"Mainland Kod","Pink-Odd",1985,1286000,874000
"Mainland Kod","Pink-Odd",1987,7954000,1060000
"Mainland Kod","Pink-Odd",1989,3450000,7954000
"Mainland Kod","Pink-Odd",1991,2284000,2284000
"Mainland Kod","Pink-Odd",1993,2232000,918000
"Mainland Kod","Pink-Odd",1995,2406000,1536000
"Mainland Kod","Pink-Odd",1997,1626000,1678000
"Mainland Kod","Pink-Odd",1999,1212000,1242000
"Mainland Kod","Pink-Odd",2001,2191000,814000
"Mainland Kod","Pink-Odd",2003,926712,2018000
"Mainland Kod","Pink-Odd",2005,1247342,452900
"Mainland Kod","Pink-Odd",2007,1492000,630000
"Mainland Kod","Pink-Odd",2009,796245,860200
"Chignik Bay","Pink-Even",1962,143600,30000
"Chignik Bay","Pink-Even",1964,89600,20000
"Chignik Bay","Pink-Even",1966,311600,71300
"Chignik Bay","Pink-Even",1968,89900,81400
"Chignik Bay","Pink-Even",1970,37400,43600
"Chignik Bay","Pink-Even",1972,37500,5800
"Chignik Bay","Pink-Even",1974,121100,4000
"Chignik Bay","Pink-Even",1976,147800,12300
"Chignik Bay","Pink-Even",1978,183912,10700
"Chignik Bay","Pink-Even",1980,85373,3000
"Chignik Bay","Pink-Even",1982,288378,2400
"Chignik Bay","Pink-Even",1988,100528,22400
"Chignik Bay","Pink-Even",1990,233905,6000
"Chignik Bay","Pink-Even",1992,135225,55800
"Chignik Bay","Pink-Even",1994,44904,75800
"Chignik Bay","Pink-Even",1996,50454,43100
"Chignik Bay","Pink-Even",1998,55467,24400
"Chignik Bay","Pink-Even",2000,27170,27400
"Chignik Bay","Pink-Even",2002,29678,16917
"Chignik Bay","Pink-Even",2004,89820,27300
"Chignik Bay","Pink-Even",2006,302285,27401
"Chignik Bay","Pink-Even",2008,38703,69841
"Chignik Bay","Pink-Odd",1963,42500,20700
"Chignik Bay","Pink-Odd",1965,33100,11000
"Chignik Bay","Pink-Odd",1967,41200,5700
"Chignik Bay","Pink-Odd",1969,70800,11700
"Chignik Bay","Pink-Odd",1971,24900,5500
"Chignik Bay","Pink-Odd",1973,28600,2200
"Chignik Bay","Pink-Odd",1975,63900,1200
"Chignik Bay","Pink-Odd",1977,313600,3000
"Chignik Bay","Pink-Odd",1979,122780,1200
"Chignik Bay","Pink-Odd",1981,28284,1400
"Chignik Bay","Pink-Odd",1989,88363,13500
"Chignik Bay","Pink-Odd",1991,57909,12200
"Chignik Bay","Pink-Odd",1993,287439,2000
"Chignik Bay","Pink-Odd",1995,98861,180500
"Chignik Bay","Pink-Odd",1997,96301,59400
"Chignik Bay","Pink-Odd",1999,94842,37300
"Chignik Bay","Pink-Odd",2001,199939,19700
"Chignik Bay","Pink-Odd",2003,231438,143897
"Chignik Bay","Pink-Odd",2005,250134,160000
"Chignik Bay","Pink-Odd",2007,106542,62464
"Chignik Bay","Pink-Odd",2009,63055,28973
"Central Chig","Pink-Even",1962,203000,83900
"Central Chig","Pink-Even",1964,80000,131100
"Central Chig","Pink-Even",1966,111500,62600
"Central Chig","Pink-Even",1968,88600,66100
"Central Chig","Pink-Even",1970,3900,60700
"Central Chig","Pink-Even",1972,31900,3100
"Central Chig","Pink-Even",1974,82600,9800
"Central Chig","Pink-Even",1976,162400,66000
"Central Chig","Pink-Even",1978,208082,101200
"Central Chig","Pink-Even",1980,106706,99400
"Central Chig","Pink-Even",1982,141250,26100
"Central Chig","Pink-Even",1984,166027,94000
"Central Chig","Pink-Even",1986,534770,121900
"Central Chig","Pink-Even",1988,365577,216400
"Central Chig","Pink-Even",1990,429550,131900
"Central Chig","Pink-Even",1992,278049,223800
"Central Chig","Pink-Even",1994,257817,178900
"Central Chig","Pink-Even",1996,444632,237100
"Central Chig","Pink-Even",1998,417517,210900
"Central Chig","Pink-Even",2000,103335,146100
"Central Chig","Pink-Even",2002,257002,85755
"Central Chig","Pink-Even",2004,115901,257000
"Central Chig","Pink-Even",2006,486948,36175
"Central Chig","Pink-Even",2008,235658,117650
"Central Chig","Pink-Odd",1963,135300,92600
"Central Chig","Pink-Odd",1965,44500,65800
"Central Chig","Pink-Odd",1967,71000,18500
"Central Chig","Pink-Odd",1969,95300,69600
"Central Chig","Pink-Odd",1971,50500,74800
"Central Chig","Pink-Odd",1973,57700,50200
"Central Chig","Pink-Odd",1975,319900,26400
"Central Chig","Pink-Odd",1977,581400,199900
"Central Chig","Pink-Odd",1979,286523,297000
"Central Chig","Pink-Odd",1981,18861,76500
"Central Chig","Pink-Odd",1983,23487,11000
"Central Chig","Pink-Odd",1985,73469,7400
"Central Chig","Pink-Odd",1987,215021,65700
"Central Chig","Pink-Odd",1989,375067,215000
"Central Chig","Pink-Odd",1991,365937,201100
"Central Chig","Pink-Odd",1993,1185245,160900
"Central Chig","Pink-Odd",1995,1198175,715500
"Central Chig","Pink-Odd",1997,1038508,594600
"Central Chig","Pink-Odd",1999,1101838,374300
"Central Chig","Pink-Odd",2001,665246,460400
"Central Chig","Pink-Odd",2003,572891,576510
"Central Chig","Pink-Odd",2005,904721,473400
"Central Chig","Pink-Odd",2007,447785,291800
"Central Chig","Pink-Odd",2009,448807,130700
"E Chig","Pink-Even",1962,1857200,401700
"E Chig","Pink-Even",1964,688400,605700
"E Chig","Pink-Even",1966,913700,302200
"E Chig","Pink-Even",1968,470600,390300
"E Chig","Pink-Even",1970,28800,201700
"E Chig","Pink-Even",1972,76800,15900
"E Chig","Pink-Even",1974,257600,76200
"E Chig","Pink-Even",1976,396100,228800
"E Chig","Pink-Even",1978,898010,309300
"E Chig","Pink-Even",1980,390574,425500
"E Chig","Pink-Even",1982,544215,301500
"E Chig","Pink-Even",1984,630335,486500
"E Chig","Pink-Even",1986,2011766,580700
"E Chig","Pink-Even",1988,851974,1005400
"E Chig","Pink-Even",1990,1501219,811400
"E Chig","Pink-Even",1992,876252,1318100
"E Chig","Pink-Even",1994,1066801,863300
"E Chig","Pink-Even",1996,1339925,1059600
"E Chig","Pink-Even",1998,821200,1273200
"E Chig","Pink-Even",2000,777710,810700
"E Chig","Pink-Even",2002,601900,777710
"E Chig","Pink-Even",2004,275415,601900
"E Chig","Pink-Even",2006,819400,195950
"E Chig","Pink-Even",2008,271764,402880
"E Chig","Pink-Odd",1963,90500,126200
"E Chig","Pink-Odd",1965,78700,64800
"E Chig","Pink-Odd",1967,47700,56100
"E Chig","Pink-Odd",1969,52000,46000
"E Chig","Pink-Odd",1971,15300,23000
"E Chig","Pink-Odd",1973,23500,12800
"E Chig","Pink-Odd",1975,76200,23500
"E Chig","Pink-Odd",1977,486700,76000
"E Chig","Pink-Odd",1979,327993,194300
"E Chig","Pink-Odd",1981,54117,154700
"E Chig","Pink-Odd",1983,218670,46300
"E Chig","Pink-Odd",1985,217679,212100
"E Chig","Pink-Odd",1987,881000,215600
"E Chig","Pink-Odd",1989,152979,881000
"E Chig","Pink-Odd",1991,577455,125000
"E Chig","Pink-Odd",1993,1407872,524700
"E Chig","Pink-Odd",1995,1360047,1399300
"E Chig","Pink-Odd",1997,655671,1287700
"E Chig","Pink-Odd",1999,1567638,615100
"E Chig","Pink-Odd",2001,1408327,1470200
"E Chig","Pink-Odd",2003,512371,1408060
"E Chig","Pink-Odd",2005,609179,512350
"E Chig","Pink-Odd",2007,738631,565800
"E Chig","Pink-Odd",2009,558288,462840
"W Chig","Pink-Even",1962,277900,242000
"W Chig","Pink-Even",1964,352500,165000
"W Chig","Pink-Even",1966,446900,179300
"W Chig","Pink-Even",1968,644700,151300
"W Chig","Pink-Even",1970,23500,202000
"W Chig","Pink-Even",1972,90800,8600
"W Chig","Pink-Even",1974,250000,77400
"W Chig","Pink-Even",1976,752700,114200
"W Chig","Pink-Even",1978,355960,333400
"W Chig","Pink-Even",1980,648308,139500
"W Chig","Pink-Even",1982,361820,45900
"W Chig","Pink-Even",1984,244593,188000
"W Chig","Pink-Even",1986,1373782,43800
"W Chig","Pink-Even",1988,180110,232400
"W Chig","Pink-Even",1990,667700,44300
"W Chig","Pink-Even",1992,286241,38800
"W Chig","Pink-Even",1994,321671,111600
"W Chig","Pink-Even",1996,493587,220800
"W Chig","Pink-Even",1998,236247,150400
"W Chig","Pink-Even",2000,122419,130100
"W Chig","Pink-Even",2002,94340,85501
"W Chig","Pink-Even",2004,193764,94340
"W Chig","Pink-Even",2006,1161942,31800
"W Chig","Pink-Even",2008,247716,99460
"W Chig","Pink-Odd",1963,497600,305000
"W Chig","Pink-Odd",1965,131500,152000
"W Chig","Pink-Odd",1967,907000,104400
"W Chig","Pink-Odd",1969,554200,422000
"W Chig","Pink-Odd",1971,62400,268800
"W Chig","Pink-Odd",1973,149100,62400
"W Chig","Pink-Odd",1975,734500,141700
"W Chig","Pink-Odd",1977,929600,355500
"W Chig","Pink-Odd",1979,682905,185000
"W Chig","Pink-Odd",1981,200338,249300
"W Chig","Pink-Odd",1983,148077,36000
"W Chig","Pink-Odd",1985,226001,67500
"W Chig","Pink-Odd",1987,57900,38300
"W Chig","Pink-Odd",1989,516064,57900
"W Chig","Pink-Odd",1991,731405,96800
"W Chig","Pink-Odd",1993,1346418,45800
"W Chig","Pink-Odd",1995,424303,554700
"W Chig","Pink-Odd",1997,909311,306300
"W Chig","Pink-Odd",1999,687537,137900
"W Chig","Pink-Odd",2001,443889,263000
"W Chig","Pink-Odd",2003,278452,117650
"W Chig","Pink-Odd",2005,1265331,257500
"W Chig","Pink-Odd",2007,841990,113000
"W Chig","Pink-Odd",2009,455001,130100
"Perryville","Pink-Even",1962,194600,155500
"Perryville","Pink-Even",1964,178200,72000
"Perryville","Pink-Even",1966,324800,90000
"Perryville","Pink-Even",1968,444000,128700
"Perryville","Pink-Even",1970,19800,72600
"Perryville","Pink-Even",1972,60200,7800
"Perryville","Pink-Even",1974,194500,60200
"Perryville","Pink-Even",1976,438300,89300
"Perryville","Pink-Even",1978,189420,157500
"Perryville","Pink-Even",1980,31723,74800
"Perryville","Pink-Even",1982,110641,13400
"Perryville","Pink-Even",1984,341806,109800
"Perryville","Pink-Even",1986,592547,180500
"Perryville","Pink-Even",1988,133819,181300
"Perryville","Pink-Even",1990,548599,88400
"Perryville","Pink-Even",1992,238796,190400
"Perryville","Pink-Even",1994,454175,153900
"Perryville","Pink-Even",1996,330090,395700
"Perryville","Pink-Even",1998,110633,222800
"Perryville","Pink-Even",2000,63469,98700
"Perryville","Pink-Even",2002,134320,62170
"Perryville","Pink-Even",2004,83500,134320
"Perryville","Pink-Even",2006,482414,83500
"Perryville","Pink-Even",2008,26510,173200
"Perryville","Pink-Odd",1963,726800,162000
"Perryville","Pink-Odd",1965,160500,82000
"Perryville","Pink-Odd",1967,1480800,155300
"Perryville","Pink-Odd",1969,257100,218600
"Perryville","Pink-Odd",1971,31500,45000
"Perryville","Pink-Odd",1973,45300,31500
"Perryville","Pink-Odd",1975,160000,45300
"Perryville","Pink-Odd",1977,452700,115400
"Perryville","Pink-Odd",1979,340312,181300
"Perryville","Pink-Odd",1981,178378,116000
"Perryville","Pink-Odd",1983,277665,64500
"Perryville","Pink-Odd",1985,101039,235200
"Perryville","Pink-Odd",1987,267400,65700
"Perryville","Pink-Odd",1989,815375,267400
"Perryville","Pink-Odd",1991,1097471,343500
"Perryville","Pink-Odd",1993,1263124,448400
"Perryville","Pink-Odd",1995,232545,582100
"Perryville","Pink-Odd",1997,343160,221500
"Perryville","Pink-Odd",1999,193412,179700
"Perryville","Pink-Odd",2001,130854,150200
"Perryville","Pink-Odd",2003,190743,99500
"Perryville","Pink-Odd",2005,207447,188600
"Perryville","Pink-Odd",2007,142454,184000
"Perryville","Pink-Odd",2009,366263,116450
"SE-SC AKPen","Pink-Even",1962,2417000,826100
"SE-SC AKPen","Pink-Even",1964,847700,902400
"SE-SC AKPen","Pink-Even",1966,1391400,627400
"SE-SC AKPen","Pink-Even",1968,2386410,528100
"SE-SC AKPen","Pink-Even",1970,135139,1007900
"SE-SC AKPen","Pink-Even",1972,334551,81800
"SE-SC AKPen","Pink-Even",1974,3120223,238600
"SE-SC AKPen","Pink-Even",1976,6134178,1084000
"SE-SC AKPen","Pink-Even",1978,3929976,1966300
"SE-SC AKPen","Pink-Even",1980,5638149,1410400
"SE-SC AKPen","Pink-Even",1982,9059847,1533200
"SE-SC AKPen","Pink-Even",1984,4252131,2526700
"SE-SC AKPen","Pink-Even",1986,6336986,1185500
"SE-SC AKPen","Pink-Even",1988,2752427,1636500
"SE-SC AKPen","Pink-Even",1990,6632245,1018200
"SE-SC AKPen","Pink-Even",1992,4844477,1781000
"SE-SC AKPen","Pink-Even",1994,4181630,1700525
"SE-SC AKPen","Pink-Even",1996,8421894,2668950
"SE-SC AKPen","Pink-Even",1998,4033331,2856255
"SE-SC AKPen","Pink-Even",2000,3575355,1688785
"SE-SC AKPen","Pink-Even",2002,11076199,2108450
"SE-SC AKPen","Pink-Even",2004,3980978,5969710
"SE-SC AKPen","Pink-Even",2006,9321807,1648365
"SE-SC AKPen","Pink-Even",2008,857212,2332920
"SE-SC AKPen","Pink-Odd",1963,3121300,886500
"SE-SC AKPen","Pink-Odd",1965,380400,789900
"SE-SC AKPen","Pink-Odd",1967,2769000,327300
"SE-SC AKPen","Pink-Odd",1969,1699982,1906200
"SE-SC AKPen","Pink-Odd",1971,122248,488000
"SE-SC AKPen","Pink-Odd",1973,387852,85700
"SE-SC AKPen","Pink-Odd",1975,3332005,357800
"SE-SC AKPen","Pink-Odd",1977,6964648,2168500
"SE-SC AKPen","Pink-Odd",1979,6071419,2125100
"SE-SC AKPen","Pink-Odd",1981,2884632,1875000
"SE-SC AKPen","Pink-Odd",1983,4553351,639200
"SE-SC AKPen","Pink-Odd",1985,2447836,1229300
"SE-SC AKPen","Pink-Odd",1987,6758046,1304400
"SE-SC AKPen","Pink-Odd",1989,9799100,1179300
"SE-SC AKPen","Pink-Odd",1991,9722753,2268400
"SE-SC AKPen","Pink-Odd",1993,15767364,2232200
"SE-SC AKPen","Pink-Odd",1995,4849767,4404450
"SE-SC AKPen","Pink-Odd",1997,10265462,4021375
"SE-SC AKPen","Pink-Odd",1999,4785628,3363080
"SE-SC AKPen","Pink-Odd",2001,6643254,2040120
"SE-SC AKPen","Pink-Odd",2003,9914090,3674120
"SE-SC AKPen","Pink-Odd",2005,6980959,4271270
"SE-SC AKPen","Pink-Odd",2007,5403117,1805873
"SE-SC AKPen","Pink-Odd",2009,5757375,1669900
"SW-Unimak","Pink-Even",1962,1724700,772700
"SW-Unimak","Pink-Even",1964,160500,534000
"SW-Unimak","Pink-Even",1966,573000,92000
"SW-Unimak","Pink-Even",1968,543030,295200
"SW-Unimak","Pink-Even",1970,36558,291000
"SW-Unimak","Pink-Even",1972,50450,29600
"SW-Unimak","Pink-Even",1974,679186,45800
"SW-Unimak","Pink-Even",1976,2224725,372400
"SW-Unimak","Pink-Even",1978,5046788,892400
"SW-Unimak","Pink-Even",1980,1670931,1231200
"SW-Unimak","Pink-Even",1982,5961135,759800
"SW-Unimak","Pink-Even",1984,1204067,1824900
"SW-Unimak","Pink-Even",1986,3367214,531200
"SW-Unimak","Pink-Even",1988,1192016,1203100
"SW-Unimak","Pink-Even",1990,5319722,580200
"SW-Unimak","Pink-Even",1992,4878437,1053400
"SW-Unimak","Pink-Even",1994,1275475,1371200
"SW-Unimak","Pink-Even",1996,3812512,978600
"SW-Unimak","Pink-Even",1998,1949170,1811810
"SW-Unimak","Pink-Even",2000,2281570,1104200
"SW-Unimak","Pink-Even",2002,3541126,1654350
"SW-Unimak","Pink-Even",2004,1810183,2341700
"SW-Unimak","Pink-Even",2006,4755345,1213885
"SW-Unimak","Pink-Even",2008,391239,1005450
"SW-Unimak","Pink-Odd",1963,720200,431400
"SW-Unimak","Pink-Odd",1965,122400,245500
"SW-Unimak","Pink-Odd",1967,834000,118200
"SW-Unimak","Pink-Odd",1969,428509,568700
"SW-Unimak","Pink-Odd",1971,27173,214700
"SW-Unimak","Pink-Odd",1973,219643,25100
"SW-Unimak","Pink-Odd",1975,789045,194300
"SW-Unimak","Pink-Odd",1977,2074953,509300
"SW-Unimak","Pink-Odd",1979,817159,504400
"SW-Unimak","Pink-Odd",1981,738315,431800
"SW-Unimak","Pink-Odd",1983,1384850,212000
"SW-Unimak","Pink-Odd",1985,284238,384500
"SW-Unimak","Pink-Odd",1987,2202749,236100
"SW-Unimak","Pink-Odd",1989,3125159,691600
"SW-Unimak","Pink-Odd",1991,3111334,678400
"SW-Unimak","Pink-Odd",1993,6762894,757900
"SW-Unimak","Pink-Odd",1995,2091497,2001850
"SW-Unimak","Pink-Odd",1997,3162652,1221900
"SW-Unimak","Pink-Odd",1999,2152314,1652230
"SW-Unimak","Pink-Odd",2001,2908340,925016
"SW-Unimak","Pink-Odd",2003,4012782,1837100
"SW-Unimak","Pink-Odd",2005,1583116,1894364
"SW-Unimak","Pink-Odd",2007,3336417,874340
"SW-Unimak","Pink-Odd",2009,1018590,1397100
"NW AKPen","Pink-Even",1962,21800,4000
"NW AKPen","Pink-Even",1964,17700,15000
"NW AKPen","Pink-Even",1966,26500,1700
"NW AKPen","Pink-Even",1968,18945,26500
"NW AKPen","Pink-Even",1970,1232,11100
"NW AKPen","Pink-Even",1972,33306,1200
"NW AKPen","Pink-Even",1974,37385,23000
"NW AKPen","Pink-Even",1976,558182,37300
"NW AKPen","Pink-Even",1978,391929,90400
"NW AKPen","Pink-Even",1980,56785,94000
"NW AKPen","Pink-Even",1982,42869,51700
"NW AKPen","Pink-Even",1984,22785,33000
"NW AKPen","Pink-Even",1986,58655,12900
"NW AKPen","Pink-Even",1988,22330,28500
"NW AKPen","Pink-Even",1990,8919,22200
"NW AKPen","Pink-Even",1994,219767,94700
"NW AKPen","Pink-Even",1996,145655,216600
"NW AKPen","Pink-Even",1998,53769,129500
"NW AKPen","Pink-Even",2000,15678,35900
"NW AKPen","Pink-Even",2002,96734,11900
"NW AKPen","Pink-Even",2004,185930,85300
"NW AKPen","Pink-Even",2006,28441,128915
"NW AKPen","Pink-Even",2008,21750,11900
"NW AKPen","Pink-Odd",1963,2900,4400
"NW AKPen","Pink-Odd",1965,1000,900
"NW AKPen","Pink-Odd",1967,4400,700
"NW AKPen","Pink-Odd",1969,8776,4400
"NW AKPen","Pink-Odd",1971,234,8500
"NW AKPen","Pink-Odd",1973,609,200
"NW AKPen","Pink-Odd",1975,6400,600
"NW AKPen","Pink-Odd",1977,12677,6400
"NW AKPen","Pink-Odd",1979,14763,9300
"NW AKPen","Pink-Odd",1981,5218,5700
"NW AKPen","Pink-Odd",1983,3352,3900
"NW AKPen","Pink-Odd",1985,1946,1400
"NW AKPen","Pink-Odd",1987,5095,1100
"NW AKPen","Pink-Odd",1989,4609,1900
"NW AKPen","Pink-Odd",1991,756,1200
"NW AKPen","Pink-Odd",1993,6584,700
"NW AKPen","Pink-Odd",1995,9936,5200
"NW AKPen","Pink-Odd",1997,15672,4800
"NW AKPen","Pink-Odd",1999,11057,14500
"NW AKPen","Pink-Odd",2001,1504,6900
"NW AKPen","Pink-Odd",2003,10686,800
"NW AKPen","Pink-Odd",2005,152767,8738
"NW AKPen","Pink-Odd",2007,349253,15750
"NW AKPen","Pink-Odd",2009,110895,74400
"Nushagak","Pink-Even",1958,4e+05,4e+06
"Nushagak","Pink-Even",1960,1380438,1e+05
"Nushagak","Pink-Even",1962,2406317,500014
"Nushagak","Pink-Even",1964,3779490,908500
"Nushagak","Pink-Even",1966,3866266,1442424
"Nushagak","Pink-Even",1968,570414,2161116
"Nushagak","Pink-Even",1970,126489,152580
"Nushagak","Pink-Even",1972,945929,58536
"Nushagak","Pink-Even",1974,1575868,532316
"Nushagak","Pink-Even",1976,13510120,836278
"Nushagak","Pink-Even",1978,4952291,9161784
"Nushagak","Pink-Even",1980,2950498,2749746
"Nushagak","Pink-Even",1982,5960515,1611226
"Nushagak","Pink-Even",1984,339306,2833362
"Nushagak","Pink-Even",1986,738500,72189
"Nushagak","Pink-Even",1988,855557,494610
"Nushagak","Pink-Even",1990,378777,801430
"Nushagak","Pink-Even",1992,199109,188675
"Nushagak","Pink-Even",1994,823993,191772
"Nushagak","Pink-Even",1996,139210,821312
"Nushagak","Pink-Even",1998,173594,132402
"Nushagak","Pink-Even",2000,317895,135285
"Nushagak","Pink-Even",2002,582216,317661
"Unalakleet","Pink-Even",1970,86297,1240
"Unalakleet","Pink-Even",1972,244462,54934
"Unalakleet","Pink-Even",1974,52125,143789
"Unalakleet","Pink-Even",1976,171281,10606
"Unalakleet","Pink-Even",1978,350113,21813
"Unalakleet","Pink-Even",1980,331803,127900
"Unalakleet","Pink-Even",1982,475805,168902
"Unalakleet","Pink-Even",1984,236487,458387
"Unalakleet","Pink-Even",1986,136500,236487
"Unalakleet","Pink-Even",1988,25685,112770
"Unalakleet","Pink-Even",1990,637424,25685
"Unalakleet","Pink-Even",1996,266216,125500
"Unalakleet","Pink-Even",2002,286755,4590
"Unalakleet","Pink-Odd",1973,34780,26542
"Unalakleet","Pink-Odd",1975,34436,17885
"Unalakleet","Pink-Odd",1977,66107,4565
"Unalakleet","Pink-Odd",1979,129558,9500
"Unalakleet","Pink-Odd",1981,44986,575
"Unalakleet","Pink-Odd",1983,4416,4980
"Unalakleet","Pink-Odd",1985,97,4360
"Unalakleet","Pink-Odd",1991,55631,119140
"Unalakleet","Pink-Odd",1993,71934,13570
"Unalakleet","Pink-Odd",1995,28470,18300
"Unalakleet","Pink-Odd",1997,13850,17870
"Unalakleet","Pink-Odd",2003,406597,11010
"Unalakleet","Pink-Odd",2005,63895,381150
"Unalakleet","Pink-Odd",2007,213271,50100
"Unalakleet","Pink-Odd",2009,32820,189939
"Nome","Pink-Even",1972,71033,15251
"Nome","Pink-Even",1974,10089,59493
"Nome","Pink-Even",1976,242777,3266
"Nome","Pink-Even",1978,614343,206845
"Nome","Pink-Even",1980,528684,582090
"Nome","Pink-Even",1982,2229337,490970
"Nome","Pink-Even",1984,69190,2212155
"Nome","Pink-Even",1986,21473,60470
"Nome","Pink-Even",1988,34688,19132
"Nome","Pink-Even",1990,311241,32455
"Nome","Pink-Even",1992,561391,303705
"Nome","Pink-Even",1994,118260,554835
"Nome","Pink-Even",1996,508842,114737
"Nome","Pink-Even",1998,32330,504045
"Nome","Pink-Even",2000,92240,29673
"Nome","Pink-Even",2002,1337188,89079
"Nome","Pink-Even",2004,901629,1322141
"Nome","Pink-Even",2006,1618170,892300
"Nome","Pink-Even",2008,282321,1605578
"Nome","Pink-Odd",1971,20369,7765
"Nome","Pink-Odd",1973,42226,14940
"Nome","Pink-Odd",1975,59365,33796
"Nome","Pink-Odd",1977,25830,56527
"Nome","Pink-Odd",1979,18811,13617
"Nome","Pink-Odd",1981,198304,10025
"Nome","Pink-Odd",1983,24887,189910
"Nome","Pink-Odd",1985,3101,22770
"Nome","Pink-Odd",1987,58808,1850
"Nome","Pink-Odd",1989,36729,57761
"Nome","Pink-Odd",1991,262453,36535
"Nome","Pink-Odd",1993,268188,261580
"Nome","Pink-Odd",1995,36105,267852
"Nome","Pink-Odd",1997,179924,35930
"Nome","Pink-Odd",1999,6620,179866
"Nome","Pink-Odd",2001,11863,6507
"Nome","Pink-Odd",2003,925575,11356
"Nome","Pink-Odd",2005,449528,920500
"Nome","Pink-Odd",2007,537025,448678
"Nome","Pink-Odd",2009,122284,536538
"Moses-Norton","Pink-Even",1964,42814,10043
"Moses-Norton","Pink-Even",1966,146115,36629
"Moses-Norton","Pink-Even",1968,383214,129052
"Moses-Norton","Pink-Even",1970,149742,364661
"Moses-Norton","Pink-Even",1972,216978,138495
"Moses-Norton","Pink-Even",1974,66512,201104
"Moses-Norton","Pink-Even",1976,144695,51927
"Moses-Norton","Pink-Even",1978,1121189,93325
"Moses-Norton","Pink-Even",1980,710950,1111200
"Moses-Norton","Pink-Even",1982,1317728,692181
"Moses-Norton","Pink-Even",1984,529448,1288531
"Moses-Norton","Pink-Even",1986,430553,513613
"Moses-Norton","Pink-Even",1988,629097,415101
"Moses-Norton","Pink-Even",1990,922363,628596
"Moses-Norton","Pink-Even",1992,245803,916211
"Moses-Norton","Pink-Even",1994,1342124,230409
"Moses-Norton","Pink-Even",1996,1076132,1260144
"Moses-Norton","Pink-Even",1998,804780,921563
"Moses-Norton","Pink-Even",2000,312394,750173
"Moses-Norton","Pink-Even",2002,968326,298000
"Moses-Norton","Pink-Even",2004,139925,960468
"Moses-Norton","Pink-Even",2006,172136,134709
"Moses-Norton","Pink-Even",2008,59312,144224
"Moses-Norton","Pink-Odd",1963,10245,8134
"Moses-Norton","Pink-Odd",1965,6006,8668
"Moses-Norton","Pink-Odd",1967,90032,3587
"Moses-Norton","Pink-Odd",1969,26194,69471
"Moses-Norton","Pink-Odd",1971,91535,24134
"Moses-Norton","Pink-Odd",1973,118098,79277
"Moses-Norton","Pink-Odd",1975,70687,111181
"Moses-Norton","Pink-Odd",1977,232441,57184
"Moses-Norton","Pink-Odd",1979,602910,178616
"Moses-Norton","Pink-Odd",1981,318704,567472
"Moses-Norton","Pink-Odd",1983,33376,297742
"Moses-Norton","Pink-Odd",1985,6731,31537
"Moses-Norton","Pink-Odd",1987,27487,6147
"Moses-Norton","Pink-Odd",1989,203064,27487
