"","stock","species","broodyear","spawners","recruits","r0.1","r0.2","r0.3","r0.4","r0.5","r1.1","r1.2","r1.3","r1.4","r1.5","r2","r2.1","r2.2","r2.3","r2.4","r2.5","r3","r3.1","r3.2","r3.3","r3.4","r4","r4.1","r4.2","r4.3","r4.4","r5","r5.1","r5.2","r5.3","r6","r6.2","r6.3","r6.4","r7","r7.2","r8","stock.id"
"3587","Grays Harbour-Chum","Chum",1978,11000,99949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10243,NA,NA,NA,NA,79956,NA,NA,NA,NA,9750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3588","Grays Harbour-Chum","Chum",1980,24700,32511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19268,NA,NA,NA,NA,13019,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3589","Grays Harbour-Chum","Chum",1981,18050,56008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33012,NA,NA,NA,NA,20380,NA,NA,NA,NA,2616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3590","Grays Harbour-Chum","Chum",1982,35100,75005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24187,NA,NA,NA,NA,47770,NA,NA,NA,NA,3048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3591","Grays Harbour-Chum","Chum",1983,21000,19300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,NA,NA,NA,NA,15308,NA,NA,NA,NA,2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3592","Grays Harbour-Chum","Chum",1984,23700,193236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49377,NA,NA,NA,NA,132554,NA,NA,NA,NA,11305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3593","Grays Harbour-Chum","Chum",1985,31300,10289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2330,NA,NA,NA,NA,6760,NA,NA,NA,NA,1199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3594","Grays Harbour-Chum","Chum",1986,19550,13438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991,NA,NA,NA,NA,9133,NA,NA,NA,NA,3314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3595","Grays Harbour-Chum","Chum",1987,9475,34178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618,NA,NA,NA,NA,29740,NA,NA,NA,NA,2820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3596","Grays Harbour-Chum","Chum",1988,62175,108456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12350,NA,NA,NA,NA,78548,NA,NA,NA,NA,17558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3597","Grays Harbour-Chum","Chum",1989,9080,25037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576,NA,NA,NA,NA,16837,NA,NA,NA,NA,6624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3598","Grays Harbour-Chum","Chum",1990,8972,24885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3489,NA,NA,NA,NA,15741,NA,NA,NA,NA,5655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3599","Grays Harbour-Chum","Chum",1991,17936,9414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2594,NA,NA,NA,NA,6300,NA,NA,NA,NA,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3600","Grays Harbour-Chum","Chum",1992,38300,21960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8442,NA,NA,NA,NA,13197,NA,NA,NA,NA,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3601","Grays Harbour-Chum","Chum",1993,21059,18932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3022,NA,NA,NA,NA,11031,NA,NA,NA,NA,4879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3602","Grays Harbour-Chum","Chum",1994,24592,34802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611,NA,NA,NA,NA,29657,NA,NA,NA,NA,2534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3603","Grays Harbour-Chum","Chum",1995,12616,6968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3918,NA,NA,NA,NA,2979,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3604","Grays Harbour-Chum","Chum",1996,12413,17627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9623,NA,NA,NA,NA,6804,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3605","Grays Harbour-Chum","Chum",1997,13456,28370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3901,NA,NA,NA,NA,17651,NA,NA,NA,NA,6818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3606","Grays Harbour-Chum","Chum",1998,35188,33306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7026,NA,NA,NA,NA,24927,NA,NA,NA,NA,1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3607","Grays Harbour-Chum","Chum",1999,12260,79870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32917,NA,NA,NA,NA,42768,NA,NA,NA,NA,4185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3608","Grays Harbour-Chum","Chum",2000,8936,29957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4547,NA,NA,NA,NA,22821,NA,NA,NA,NA,2589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3609","Grays Harbour-Chum","Chum",2001,24898,23219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4931,NA,NA,NA,NA,16971,NA,NA,NA,NA,1317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3610","Grays Harbour-Chum","Chum",2002,56175,16985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783,NA,NA,NA,NA,12714,NA,NA,NA,NA,2488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3611","Grays Harbour-Chum","Chum",2003,37947,9163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135,NA,NA,NA,NA,7784,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3612","Grays Harbour-Chum","Chum",2004,17063,5724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,NA,NA,NA,NA,3555,NA,NA,NA,NA,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3613","Grays Harbour-Chum","Chum",2005,14490,16412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497,NA,NA,NA,NA,11125,NA,NA,NA,NA,2790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3614","Grays Harbour-Chum","Chum",2006,10826,41414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7147,NA,NA,NA,NA,32857,NA,NA,NA,NA,1410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3615","Grays Harbour-Chum","Chum",2007,11051,62104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6543,NA,NA,NA,NA,44681,NA,NA,NA,NA,10880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3616","Grays Harbour-Chum","Chum",2008,3938,27664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2244,NA,NA,NA,NA,22593,NA,NA,NA,NA,2827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3617","Grays Harbour-Chum","Chum",2009,14585,33754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3593,NA,NA,NA,NA,27437,NA,NA,NA,NA,2724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3618","Grays Harbour-Chum","Chum",2010,33537,34120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8924,NA,NA,NA,NA,21858,NA,NA,NA,NA,3338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3619","Grays Harbour-Chum","Chum",2011,29043,41731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2923,NA,NA,NA,NA,33644,NA,NA,NA,NA,5164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3620","Grays Harbour-Chum","Chum",2012,25452,77763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9813,NA,NA,NA,NA,60898,NA,NA,NA,NA,7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3621","Grays Harbour-Chum","Chum",2013,21284,14147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2311,NA,NA,NA,NA,11229,NA,NA,NA,NA,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3622","Grays Harbour-Chum","Chum",2014,14711,26417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9837,NA,NA,NA,NA,16047,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3623","Grays Harbour-Chum","Chum",2015,33705,55818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25532,NA,NA,NA,NA,29879,NA,NA,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3624","Grays Harbour-Chum","Chum",2016,62811,22044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8117,NA,NA,NA,NA,13295,NA,NA,NA,NA,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
"3625","S Sound Summer-Chum","Chum",1968,22007,128509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10005,NA,NA,NA,NA,116155,NA,NA,NA,NA,2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3626","S Sound Summer-Chum","Chum",1969,3439,41801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17193,NA,NA,NA,NA,23863,NA,NA,NA,NA,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3627","S Sound Summer-Chum","Chum",1970,5410,29271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15002,NA,NA,NA,NA,14125,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3628","S Sound Summer-Chum","Chum",1971,4809,13754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7762,NA,NA,NA,NA,5916,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3629","S Sound Summer-Chum","Chum",1972,33523,74853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2392,NA,NA,NA,NA,72371,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3630","S Sound Summer-Chum","Chum",1973,9643,10407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4289,NA,NA,NA,NA,5938,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3631","S Sound Summer-Chum","Chum",1974,19729,13738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4009,NA,NA,NA,NA,9678,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3632","S Sound Summer-Chum","Chum",1975,5803,5537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5101,NA,NA,NA,NA,406,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3633","S Sound Summer-Chum","Chum",1976,32743,7693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,5299,NA,NA,NA,NA,1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3634","S Sound Summer-Chum","Chum",1977,3835,22231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9752,NA,NA,NA,NA,11656,NA,NA,NA,NA,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3635","S Sound Summer-Chum","Chum",1978,5875,4838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,NA,NA,NA,NA,3303,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3636","S Sound Summer-Chum","Chum",1979,1005,5448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753,NA,NA,NA,NA,2524,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3637","S Sound Summer-Chum","Chum",1980,7555,15112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789,NA,NA,NA,NA,13013,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3638","S Sound Summer-Chum","Chum",1981,6294,10129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5813,NA,NA,NA,NA,3867,NA,NA,NA,NA,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3639","S Sound Summer-Chum","Chum",1982,4089,19455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330,NA,NA,NA,NA,14690,NA,NA,NA,NA,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3640","S Sound Summer-Chum","Chum",1983,1769,16975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4351,NA,NA,NA,NA,10540,NA,NA,NA,NA,2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3641","S Sound Summer-Chum","Chum",1984,8034,91579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15780,NA,NA,NA,NA,72281,NA,NA,NA,NA,3518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3642","S Sound Summer-Chum","Chum",1985,4022,43916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11902,NA,NA,NA,NA,28070,NA,NA,NA,NA,3944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3643","S Sound Summer-Chum","Chum",1986,10019,61065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5370,NA,NA,NA,NA,48864,NA,NA,NA,NA,6831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3644","S Sound Summer-Chum","Chum",1987,19058,28878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,NA,NA,NA,NA,21447,NA,NA,NA,NA,5459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3645","S Sound Summer-Chum","Chum",1988,31282,150291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11438,NA,NA,NA,NA,130441,NA,NA,NA,NA,8411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3646","S Sound Summer-Chum","Chum",1989,7424,31869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5459,NA,NA,NA,NA,19899,NA,NA,NA,NA,6511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3647","S Sound Summer-Chum","Chum",1990,14385,69011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7301,NA,NA,NA,NA,55085,NA,NA,NA,NA,6625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3648","S Sound Summer-Chum","Chum",1991,12181,7442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2234,NA,NA,NA,NA,4523,NA,NA,NA,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3649","S Sound Summer-Chum","Chum",1992,27760,177629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52425,NA,NA,NA,NA,121402,NA,NA,NA,NA,3802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3650","S Sound Summer-Chum","Chum",1993,33177,17264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2985,NA,NA,NA,NA,10840,NA,NA,NA,NA,3439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3651","S Sound Summer-Chum","Chum",1994,54391,54085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055,NA,NA,NA,NA,49547,NA,NA,NA,NA,2482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3652","S Sound Summer-Chum","Chum",1995,55179,50146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34518,NA,NA,NA,NA,14964,NA,NA,NA,NA,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3653","S Sound Summer-Chum","Chum",1996,114316,47511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6099,NA,NA,NA,NA,37176,NA,NA,NA,NA,4236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3654","S Sound Summer-Chum","Chum",1997,16001,56728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,52040,NA,NA,NA,NA,3548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3655","S Sound Summer-Chum","Chum",1998,80404,75468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27835,NA,NA,NA,NA,45239,NA,NA,NA,NA,2394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3656","S Sound Summer-Chum","Chum",1999,23461,42079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9758,NA,NA,NA,NA,25133,NA,NA,NA,NA,7188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3657","S Sound Summer-Chum","Chum",2000,27705,201832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21543,NA,NA,NA,NA,161930,NA,NA,NA,NA,18359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3658","S Sound Summer-Chum","Chum",2001,62821,30102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9080,NA,NA,NA,NA,21022,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3659","S Sound Summer-Chum","Chum",2002,46798,78678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5612,NA,NA,NA,NA,70917,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3660","S Sound Summer-Chum","Chum",2003,45945,51969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7880,NA,NA,NA,NA,41932,NA,NA,NA,NA,2158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3661","S Sound Summer-Chum","Chum",2004,120782,42582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13632,NA,NA,NA,NA,25825,NA,NA,NA,NA,3126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3662","S Sound Summer-Chum","Chum",2005,24701,29100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4083,NA,NA,NA,NA,18758,NA,NA,NA,NA,6260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3663","S Sound Summer-Chum","Chum",2006,63345,41794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3126,NA,NA,NA,NA,35824,NA,NA,NA,NA,2843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3664","S Sound Summer-Chum","Chum",2007,52669,44996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7001,NA,NA,NA,NA,31147,NA,NA,NA,NA,6848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3665","S Sound Summer-Chum","Chum",2008,20872,30153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5821,NA,NA,NA,NA,20153,NA,NA,NA,NA,4180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3666","S Sound Summer-Chum","Chum",2009,21659,46599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11935,NA,NA,NA,NA,32521,NA,NA,NA,NA,2142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3667","S Sound Summer-Chum","Chum",2010,43739,28681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631,NA,NA,NA,NA,21485,NA,NA,NA,NA,5565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3668","S Sound Summer-Chum","Chum",2011,38515,14928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1690,NA,NA,NA,NA,11784,NA,NA,NA,NA,1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3669","S Sound Summer-Chum","Chum",2012,24521,28601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15221,NA,NA,NA,NA,11828,NA,NA,NA,NA,1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3670","S Sound Summer-Chum","Chum",2013,35441,37381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6011,NA,NA,NA,NA,30844,NA,NA,NA,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3671","S Sound Summer-Chum","Chum",2014,20593,20139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6402,NA,NA,NA,NA,13654,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3672","S Sound Summer-Chum","Chum",2015,32521,21360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11816,NA,NA,NA,NA,8021,NA,NA,NA,NA,1523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3673","S Sound Summer-Chum","Chum",2016,19068,23326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8104,NA,NA,NA,NA,13605,NA,NA,NA,NA,1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"3674","S Sound Fall-Chum","Chum",1968,46975,327937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77278,NA,NA,NA,NA,239838,NA,NA,NA,NA,10821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"3675","S Sound Fall-Chum","Chum",1969,35602,151089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35500,NA,NA,NA,NA,109917,NA,NA,NA,NA,5671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"3676","S Sound Fall-Chum","Chum",1970,41655,177181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69102,NA,NA,NA,NA,107058,NA,NA,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"3677","S Sound Fall-Chum","Chum",1971,43698,101659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59114,NA,NA,NA,NA,42049,NA,NA,NA,NA,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"3678","S Sound Fall-Chum","Chum",1972,65211,101964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,NA,NA,NA,NA,83024,NA,NA,NA,NA,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"3679","S Sound Fall-Chum","Chum",1973,55301,293525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164313,NA,NA,NA,NA,127418,NA,NA,NA,NA,1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"3680","S Sound Fall-Chum","Chum",1974,99537,296197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86024,NA,NA,NA,NA,208567,NA,NA,NA,NA,1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"3681","S Sound Fall-Chum","Chum",1975,31104,100748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88447,NA,NA,NA,NA,11438,NA,NA,NA,NA,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"3682","S Sound Fall-Chum","Chum",1976,53313,62192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13607,NA,NA,NA,NA,47504,NA,NA,NA,NA,1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"3683","S Sound Fall-Chum","Chum",1977,54084,379120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239824,NA,NA,NA,NA,134345,NA,NA,NA,NA,4950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
