,stock.id,species,stock.name,lat,lon,region,ocean.basin,state,begin,end,n.years,m.spawners,m.recruits,source,url,comments
139,139,Chum,Kuskokwim-Chum,60.0407,-162.4261,Arctic-Yukon-Kuskokwim,BS,AK,1988,2016,29,1298.453665,1539.310981,"Sean Larson, ADFG, 2024.",NA,
140,140,Chum,Kwiniuk Inlet-Chum,64.72,-161.96,Norton-Kotzebue Sound,BS,AK,1965,2018,54,25.48198148,32.88590213,"Jenefer Bell, ADFG, 2024.",NA,
141,141,Chum,Lower Skeena-Chum,54.3,-130.36,Skeena-Nass,NC,BC,1958,2012,49,21.47406122,34.42240816,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
142,142,Chum,Portland Inlet-Chum,55.04,-130,Skeena-Nass,NC,BC,1954,2011,58,24.58896552,41.28081034,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
143,143,Chum,Portland Canal-Observatory-Chum,54.82,-130.25,Skeena-Nass,NC,BC,1954,2012,59,42.21008475,72.47411864,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
144,144,Chum,Smith Inlet-Chum,51.31,-127.43,Central Coast,SC,BC,1954,2009,56,57.129,76.37435714,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
145,145,Chum,Rivers Inlet-Chum,51.68,-127.26,Central Coast,SC,BC,1954,2007,54,40.84161111,49.08725926,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
146,146,Chum,Spiller-Fitz-Hugh-Burke-Chum,52.16,-128.14,Central Coast,SC,BC,1954,2016,63,256.5827619,400.1066349,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
147,147,Chum,Bella Coola-Dean Rivers-Chum,52.38,-126.78,Central Coast,SC,BC,1954,2016,63,200.6654762,430.2049365,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
148,148,Chum,Hecate Lowlands-Chum,53.42,-129.25,Central Coast,SC,BC,1954,2016,63,116.8755397,215.3274603,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
149,149,Chum,Mussel-Kynoch-Chum,52.61,-128.52,Central Coast,SC,BC,1954,2015,62,112.025,170.7622097,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
150,150,Chum,Douglas-Gardner-Chum,53.96,-128.68,Central Coast,SC,BC,1954,2015,62,236.7610484,368.9858871,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
151,151,Chum,E Haida Gwaii-Chum,53.26,-131.62,Haida Gwaii,NC,BC,1954,2008,55,202.4377091,292.1338545,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
152,152,Chum,N Haida Gwaii-Chum,54.31,-132.44,Haida Gwaii,NC,BC,1954,2002,49,62.26626531,68.09181633,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
153,153,Chum,W Haida Gwaii-Chum,53.12,-132.82,Haida Gwaii,NC,BC,1954,2009,56,103.8452679,133.0461964,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
154,154,Chum,Skidegate-Chum,54.09,-132.22,Haida Gwaii,NC,BC,1954,2010,57,108.7804912,151.4397018,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
155,155,Chum,NW Vancouver Island-Chum,50.04,-127.68,South Coast,SC,BC,1956,2010,49,53.31706122,58.15867347,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
156,156,Chum,SW-W Vancouver Island-Chum,48.7,-125.09,South Coast,SC,BC,1956,2010,48,326.7704792,391.9638125,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
157,157,Pink-Odd,Puyallup-Pink-Odd,47.26972,-122.4272,Inside WA,SC,WA,1959,2021,32,183.519375,288.1701875,"Marisa Litz, WDFW, 2023.",NA,
158,158,Pink-Odd,Hood Canal-Pink-Odd,47.5644,-122.9956,Inside WA,SC,WA,1959,2021,32,99.8785625,164.56125,"Marisa Litz, WDFW, 2023.",NA,
159,159,Pink-Odd,Snohomish-Pink-Odd,48.02139,-122.2072,Inside WA,SC,WA,1959,2021,32,408.2977813,612.3049375,"Marisa Litz, WDFW, 2023.",NA,
160,160,Pink-Odd,Dungeness-Pink-Odd,48.1508,-123.1333,Inside WA,SC,WA,1959,2021,32,65.30890625,87.760875,"Marisa Litz, WDFW, 2023.",NA,
161,161,Pink-Odd,Stillaguamish-Pink-Odd,48.23861,-122.3758,Inside WA,SC,WA,1959,2021,32,188.7851563,318.8809375,"Marisa Litz, WDFW, 2023.",NA,
162,162,Pink-Odd,Skagit-Pink-Odd,48.3875,-122.3656,Inside WA,SC,WA,1959,2021,32,434.1586875,848.5199688,"Marisa Litz, WDFW, 2023.",NA,
163,163,Pink-Odd,Nooksack-Pink-Odd,48.775,-122.5978,Inside WA,SC,WA,1959,2021,32,71.0149375,118.8135,"Marisa Litz, WDFW, 2023.",NA,
164,164,Pink-Odd,Nisqually-Pink-Odd,47.101,-122.706,Inside WA,SC,WA,1959,2021,28,85.66182143,127.7674286,NA,NA,NA
165,165,Pink-Odd,S South Misc.-Pink-Odd,47.16,-122.91,Inside WA,SC,WA,1959,2021,32,0.2941875,0.48590625,NA,NA,NA
166,166,Pink-Odd,Fraser-Pink-Odd,49.12333,-123.0569,South Coast,SC,BC,1961,2021,31,6532.232194,11492.73674,"S. Latham, Pacific Salmon Commission, Vancouver, BC",NA,
167,167,Pink-Even,S Southeast Alaska-Pink-Even,55.71556,-131.8714,SEAK,NC,AK,1960,2022,32,13424.82352,30860.31216,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston & Heinl 2011",NA,Sumner Strait and south (Districts 101–108). 366 Index streams.
168,168,Pink-Odd,S Southeast Alaska-Pink-Odd,55.71556,-131.8714,SEAK,NC,AK,1961,2021,31,15358.34718,38678.94585,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Piston & Heinl 2011",NA,Sumner Strait and south (Districts 101–108). 366 Index streams.
169,169,Pink-Even,N Southeast Alaska Outside-Pink-Even,57.17694,-135.7869,SEAK,NC,AK,1960,2024,33,2690.786136,4130.7065,Piston & Fish 2024,NA,District 113 excluding 113-51 through 113-59. 41 index streams. 
170,170,Pink-Odd,N Southeast Alaska Outside-Pink-Odd,57.17694,-135.7869,SEAK,NC,AK,1961,2023,32,4426.326328,7036.675703,Piston & Fish 2024,NA,District 113 excluding 113-51 through 113-59. 41 index streams. 
171,171,Pink-Even,N Southeast Alaska Inside-Pink-Even,57.57528,-134.7503,SEAK,NC,AK,1960,2024,33,6594.672424,12573.19747,Piston & Fish 2024,NA,"Districts 109-112, 114-115, Subdistricts 113-51 through 113-59. 295 Index streams."
172,172,Pink-Odd,N Southeast Alaska Inside-Pink-Odd,57.57528,-134.7503,SEAK,NC,AK,1961,2023,32,9239.357188,20317.87517,Piston & Fish 2024,NA,"Districts 109-112, 114-115, Subdistricts 113-51 through 113-59. 295 Index streams."
173,173,Pink-Even,Situk-Pink-Even,59.43353,-139.5467,SEAK,NC,AK,1962,1990,12,180.8579167,179.011,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Clark. 1995.",NA,
174,174,Pink-Odd,Situk-Pink-Odd,59.43353,-139.5467,SEAK,NC,AK,1965,1989,13,200.2322308,226.6915385,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Clark. 1995.",NA,
175,175,Pink-Even,Humpy-Pink-Even,59.6444,-139.5844,SEAK,NC,AK,1962,1992,12,27.38375,46.42808333,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Clark. 1995.",NA,
176,176,Pink-Odd,Humpy-Pink-Odd,59.6444,-139.5844,SEAK,NC,AK,1973,1991,10,73.9719,110.7452,"Steve Heinl, Alaska Department of Fish and Game (ADFG), Ketchikan, AK; Clark. 1995.",NA,
177,177,Pink-Even,Prince William Sound-Pink-Even,60.5,-147,Central AK,GoA,AK,1960,2016,29,0.003788368,0.008036023,Ohlberger et al. 2021,NA,
178,178,Pink-Odd,Prince William Sound-Pink-Odd,60.5,-147,Central AK,GoA,AK,1961,2017,29,0.006027755,0.014491969,Ohlberger et al. 2021,NA,
179,179,Pink-Even,S Cook Inlet-Pink-Even,59.52528,-151.48,Central AK,GoA,AK,1976,2008,17,72.07635294,102.4275882,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Humpy Creek, Seldovia Bay"
180,180,Pink-Odd,S Cook Inlet-Pink-Odd,59.52528,-151.48,Central AK,GoA,AK,1977,2009,17,110.6001765,164.2054706,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Humpy Creek, Seldovia Bay"
181,181,Pink-Even,Outer Cook Inlet-Pink-Even,59.38389,-150.7528,Central AK,GoA,AK,1976,2008,17,185.2204118,407.7485882,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Port Chatham, Port Dick, Rocky River, Windy Creek, South Nuka"
182,182,Pink-Odd,Outer Cook Inlet-Pink-Odd,59.38389,-150.7528,Central AK,GoA,AK,1977,2009,17,278.9246471,648.2626471,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Port Chatham, Port Dick, Rocky River, Windy Creek, South Nuka"
183,183,Pink-Even,Kamishak-Pink-Even,59.27,-154.1175,Central AK,GoA,AK,1976,2008,17,306.1155294,382.8532353,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Bruin River, Sunday Creek, Brown's Peak Creek"
184,184,Pink-Odd,Kamishak-Pink-Odd,59.27,-154.1175,Central AK,GoA,AK,1977,2009,17,326.6470588,370.3618235,"Ted Otis, Alaska Department of Fish and Game (ADFG), Homer, AK",NA,"Sum of Bruin River, Sunday Creek, Brown's Peak Creek"
185,185,Pink-Even,Kodiak-Pink-Even,58.03333,-154.6644,Central AK,GoA,AK,1978,2022,23,9150.942576,18778.16875,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
186,186,Pink-Odd,Kodiak-Pink-Odd,58.03333,-154.6644,Central AK,GoA,AK,1979,2021,22,8442.802932,23310.12638,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
187,187,Pink-Even,Chignik-Pink-Even,56.38528,-158.2261,AK Peninsula,GoA,AK,1980,2022,21,1384.328667,2067.804095,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
188,188,Pink-Odd,Chignik-Pink-Odd,56.38528,-158.2261,AK Peninsula,GoA,AK,1981,2021,21,1862.571429,3378.842857,"Matt (Birch) Foster & Kevin Schaberg, ADFG, 2024. ",NA,
189,189,Pink-Even,S AKPen-Pink-Even,55,-161,AK Peninsula,GoA,AK,1962,2022,31,3582.485758,7185.283968,Finkle et al. 2022,NA,Area M
190,190,Pink-Odd,S AKPen-Pink-Odd,55,-161,AK Peninsula,GoA,AK,1963,2021,30,4502.28825,11289.50782,Finkle et al. 2022,NA,Area M
191,191,Pink-Even,NW AK Peninsula-Pink-Even,54.982,-163.37,AK Peninsula,BS,AK,1962,2022,31,64.13085484,107.3175,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
192,192,Pink-Odd,NW AK Peninsula-Pink-Odd,54.982,-163.37,AK Peninsula,BS,AK,1963,2021,30,47.04515,84.56575,"Matt Foster, Alaska Department of Fish and Game (ADFG), Kodiak, AK",NA,
193,193,Pink-Even,Nushagak-Pink-Even,58.62222,-158.5911,Bristol Bay,BS,AK,1958,2002,23,1313.183391,2042.295304,"Lowell Fair, Alaska Department of Fish and Game (ADFG), Anchorage, AK",NA,
194,194,Pink-Even,Unalakleet-Pink-Even,63.86944,-160.7878,Norton Sound,BS,AK,1970,2002,13,114.8156154,253.9194615,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard et al. 2011.",NA,
195,195,Pink-Odd,Unalakleet-Pink-Odd,63.86944,-160.7878,Norton Sound,BS,AK,1973,2009,15,57.96573333,80.05653333,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard et al. 2011.",NA,
196,196,Pink-Even,Nome-Pink-Even,64.4828,-165.305,Norton Sound,BS,AK,1972,2008,19,478.8536842,504.4855789,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard et al. 2011.",NA,
197,197,Pink-Odd,Nome-Pink-Odd,64.4828,-165.305,Norton Sound,BS,AK,1971,2009,20,155.71515,164.39975,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard et al. 2011.",NA,
198,198,Pink-Even,Moses-Norton-Pink-Even,64.64,-161.55,Norton Sound,BS,AK,1964,2008,23,490.8851739,518.7969565,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard et al. 2011.",NA,
199,199,Pink-Odd,Moses-Norton-Pink-Odd,64.64,-161.55,Norton Sound,BS,AK,1963,2009,24,126.1810833,136.08425,"Jenefer Bell, Alaska Department of Fish and Game (ADFG), Nome, AK; Menard et al. 2011.",NA,
200,200,Pink-Even,Auke Creek-Pink-Even,58.376,-134.65,SEAK,NC,AK,1978,2016,20,7.64695,6.7684,Vulstek et al. 2022,NA,
201,201,Pink-Odd,Auke Creek-Pink-Odd,58.376,-134.65,SEAK,NC,AK,1979,2015,19,11.61631579,11.09247368,Vulstek et al. 2022,NA,
202,202,Pink-Even,Kwiniuk-Pink-Even,64.68,-162.01,Norton Sound,BS,AK,1966,2020,24,918.1210833,952.7254208,"Jenefer Bell, ADFG, 2024.",NA,
203,203,Pink-Odd,Kwiniuk-Pink-Odd,64.68,-162.01,Norton Sound,BS,AK,1965,2021,26,114.1795,131.0781885,"Jenefer Bell, ADFG, 2024.",NA,
204,204,Pink-Even,Middle-Upper Skeena-Pink-Even,54.09,-130.21,Skeena-Nass,NC,BC,1954,2014,31,451.894,921.0323226,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
205,205,Pink-Even,Nass-Skeena Estuary-Pink-Even,54.09,-130.21,Skeena-Nass,NC,BC,1954,2014,31,1527.905,2577.429677,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
206,206,Pink-Even,Hecate Lowlands-Pink-Even,52.45,-129.1,Central Coast,SC,BC,1954,2018,33,828.7760303,1687.273879,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
207,207,Pink-Even,Hecate Strait-Fjords-Pink-Even,52.45,-129.1,Central Coast,SC,BC,1954,2018,33,3707.86803,7902.336242,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
208,208,Pink-Even,N Haida Gwaii-Pink-Even,54.09,-132.14,Haida Gwaii,NC,BC,1954,2018,30,1024.534967,1301.5296,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
209,209,Pink-Even,E Haida Gwaii-Pink-Even,52.66,-131.29,Haida Gwaii,NC,BC,1954,2012,30,765.5295333,1030.1187,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
210,210,Pink-Even,W Haida Gwaii-Pink-Even,52.6,-132.09,Haida Gwaii,NC,BC,1954,2012,30,287.2254333,408.9235667,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
211,211,Pink-Even,Georgia Strait-Pink-Even,49.80573928,-124.0410067,South Coast,SC,BC,1954,2014,31,237.5483871,307.0716129,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
212,212,Pink-Even,Southern Fjords-Pink-Even,50.88,-126.61,South Coast,SC,BC,1954,2014,31,1410.235355,2247.585355,Pacific Salmon Foundation. 2025. Pacific Salmon Explorer.,NA,
213,213,Chinook,Ayakulik-Chinook,57.1978276,-154.53849,Kodiak,GoA,AK,1977,2009,33,10.21293939,12.20621212,"Schaberg, KL, Foster, MB, Wattum, ML, McKinley TR. Review of Salmon Escapement Goals in the Kodiak
Management Area, 2016. Fishery Manuscript Series No. 16-09.
Management Area, 2016 ",http://www.adfg.alaska.gov/static/regulations/regprocess/fisheriesboard/pdfs/2016-2017/kodiak/FMS16-09.pdf,NA
214,214,Chinook,Karluk-Chinook,57.563,-154.3843,Kodiak,GoA,AK,1976,2009,34,7.709588235,8.566352941,"Schaberg, KL, Foster, MB, Wattum, ML, McKinley TR. Review of Salmon Escapement Goals in the Kodiak
Management Area, 2016. Fishery Manuscript Series No. 16-09.
Management Area, 2016 ",http://www.adfg.alaska.gov/static/regulations/regprocess/fisheriesboard/pdfs/2016-2017/kodiak/FMS16-09.pdf,NA
215,215,Chinook,Chignik-Chinook,56.2615981,-158.71224,AK Peninsula,GoA,AK,1980,2008,29,3.376275862,5.373575862,"Schaberg, KL, Tracy DA, Foster, MB, Loewen, M. 2015. Review of Salmon Escapement Goals in the Chignik
Management Area, 2015. Fishery Manuscript Series No. 15-02 .",http://www.adfg.alaska.gov/FedAidPDFs/FMS15-02.pdf,NA
216,216,Chinook,Nelson-Chinook,55.810523,-161.25646,AK Peninsula,GoA,AK,1981,1996,16,4.4945625,6.89925,"Nelson, PA, Hasbrouck, JJ, Witteveen, MJ, Bouwens, KA, Vining, I. 2006. Review of Salmon Escapement Goals in the Alaska
Peninsula and Aleutian Islands Management Areas
Report to the Alaska Board of Fisheries, 2004. Fishery Manuscript No. 06-03. ADF&G.",http://www.sf.adfg.state.ak.us/FedAidPDFs/fms06-03.pdf,NA
217,217,Chinook,Goodnews-Chinook,59.15992,-161.6119,Kuskokwim,BS,AK,1981,2001,21,3.154190476,4.761095238,"Fishery Data Series No. 10-08: Goodnews River Salmon Monitoring and Assessment,
2008 ",http://www.adfg.alaska.gov/FedAidPDFs/FDS10-08.pdf,NA
218,218,Chinook,Andrew Creek-Chinook,56.63997,-132.2,SEAK,NC,AK,1979,2004,14,1.06,1.306928571,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
219,219,Chinook,Chickamin-Chinook,55.8174772,-130.93326,SEAK,NC,AK,1985,2004,20,3.30675,3.89775,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
220,220,Chinook,King Salmon River-Chinook,58.0420026,-134.34145,SEAK,NC,AK,1982,2004,17,0.198411765,0.228941176,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
221,221,Chinook,Stikine-Chinook,56.6917175,-132.21863,SEAK,NC,AK,1977,1997,21,24.78857143,36.57066667,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
222,222,Chinook,Unuk-Chinook,56.0768125,-131.077,SEAK,NC,AK,1982,2004,21,5.887095238,7.288714286,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
223,223,Chinook,Alsek-Klukshu-Chinook,59.106,-138.63,SEAK,NC,AK,1976,1990,15,2.1266,2.910333333,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
224,224,Chinook,Situk-Chinook,59.4579521,-139.57143,SEAK,NC,AK,1977,1998,22,1.314636364,3.8955,"Special Publication No. 05-22: Stock Status and Escapement Goals for Salmon in
Southeast Alaska 2005: Chapter 1: Chinook Salmon Status and
Escapement Goals for Stocks in Southeast
Alaska",http://www.sf.adfg.state.ak.us/FedAidPDFs/sp05-22Chapter1.pdf,NA
225,225,Chinook,Nushagak-Chinook,58.9061423,-157.73358,Bristol Bay,BS,AK,1966,2005,40,168.6606,241.9116,"Fishery Manuscript Series No. 12-05: Stock Assessment of Chinook, Sockeye, and Chum
Salmon in the Nushagak River",http://www.adfg.alaska.gov/FedAidPDFs/FMS12-05.pdf,NA
226,226,Chinook,Copper-Chinook,60.46,-144.96,Central AK,GoA,AK,1980,2015,36,22.55186111,82.14736111,"Run Reconstruction, Spawner–Recruit Analysis, and Escapement Goal Recommendation for Chinook Salmon in the Copper River. Fishery Manuscript No. 21-01. ADF&G.",https://www.adfg.alaska.gov/static/regulations/regprocess/fisheriesboard/pdfs/2021-2022/pws/FMS21-01.pdf,NA
227,227,Chinook,Deshka-Chinook,61.21,-150.62,Central AK,GoA,AK,1979,2014,36,26.97352778,28.42516667,Susitna River Chinook Salmon Run Reconstruction and Escapement Goal Analysis. Fishery Manuscript No. 20-01. ADF&G.,https://www.adfg.alaska.gov/FedAidPDFs/FMS20-01.pdf,NA
228,228,Chinook,Susitna-Chinook,61.21,-150.62,Central AK,GoA,AK,1979,2014,36,23.56508333,31.08297222,Susitna River Chinook Salmon Run Reconstruction and Escapement Goal Analysis. Fishery Manuscript No. 20-01. ADF&G.,https://www.adfg.alaska.gov/FedAidPDFs/FMS20-01.pdf,NA
229,229,Chinook,Talkeetna-Chinook,61.21,-150.62,Central AK,GoA,AK,1979,2014,36,19.54938889,21.90983333,Susitna River Chinook Salmon Run Reconstruction and Escapement Goal Analysis. Fishery Manuscript No. 20-01. ADF&G.,https://www.adfg.alaska.gov/FedAidPDFs/FMS20-01.pdf,NA
230,230,Chinook,Yentna-Chinook,61.21,-150.62,Central AK,GoA,AK,1979,2014,36,30.40827778,34.38916667,Susitna River Chinook Salmon Run Reconstruction and Escapement Goal Analysis. Fishery Manuscript No. 20-01. ADF&G.,https://www.adfg.alaska.gov/FedAidPDFs/FMS20-01.pdf,NA
231,231,Chinook,Kenai - Early-Chinook,60.54,-151.33,Central AK,GoA,AK,1986,2016,31,6.781483871,8.68216129,"McKinley, TR, Erickson, JW, Eskelin, T, DeCovich, N, Hamazaki, H. Review of Salmon Escapement Goals in Upper Cook
Inlet, Alaska, 2023. Fishery Manuscript No. 24-01. ADF&G.
Inlet, Alaska, 2023",https://www.adfg.alaska.gov/FedAidPDFs/FMS24-01.pdf,NA
232,232,Chinook,Kenai - Late-Chinook,60.54,-151.33,Central AK,GoA,AK,1986,2016,31,31.74909677,40.19941935,"McKinley, TR, Erickson, JW, Eskelin, T, DeCovich, N, Hamazaki, H. Review of Salmon Escapement Goals in Upper Cook
Inlet, Alaska, 2023. Fishery Manuscript No. 24-01. ADF&G.
Inlet, Alaska, 2023",https://www.adfg.alaska.gov/FedAidPDFs/FMS24-01.pdf,NA
233,233,Chinook,Blossom-Chinook,55.402008,-130.60741,SEAK,NC,AK,1975,2001,27,1.246518519,1.764814815,Escapement Goals for Chinook Salmon in the Blossom and Keta Rivers. Fishery Manuscript No. 11-05. ADF&G.,https://www.adfg.alaska.gov/FedAidPDFs/FMS11-05.pdf,NA
234,234,Chinook,Keta-Chinook,55.402008,-130.60741,SEAK,NC,AK,1975,2001,27,1.27662963,1.854259259,Escapement Goals for Chinook Salmon in the Blossom and Keta Rivers. Fishery Manuscript No. 11-05. ADF&G.,https://www.adfg.alaska.gov/FedAidPDFs/FMS11-05.pdf,NA
235,235,Chinook,Anchor-Chinook,59.8,-151.9,Central AK,GoA,AK,2003,2013,11,7.012909091,5.641545455,"Anchor River Chinook Salmon Stock Assessment, 2016–2019. Fishery Data Series No. 24-24. ADF&G.",https://www.adfg.alaska.gov/FedAidPDFs/FDS24-24.pdf,NA
236,236,Chinook,East Fork Andreafsky-Chinook,62.55,-165,Yukon,BS,AK,1994,2010,17,4.210411765,4.459588235,"Brown RJ, Bradley C, Melegari JL. 2020. Population Trends for Chinook and Summer Chum Salmon in Two Yukon River Tributaries in Alaska. Journal of Fish and Wildlife Management, 11, 377-400.",https://meridian.allenpress.com/jfwm/article/11/2/377/436141/Population-Trends-for-Chinook-and-Summer-Chum,NA
237,237,Chinook,Gisasa-Chinook,62.55,-165,Yukon,BS,AK,1995,2010,16,2.4795,2.447625,"Brown RJ, Bradley C, Melegari JL. 2020. Population Trends for Chinook and Summer Chum Salmon in Two Yukon River Tributaries in Alaska. Journal of Fish and Wildlife Management, 11, 377-400.",https://meridian.allenpress.com/jfwm/article/11/2/377/436141/Population-Trends-for-Chinook-and-Summer-Chum,NA
238,238,Chinook,Salcha-Chinook,62.55,-165,Yukon,BS,AK,1987,2016,30,8.217366667,14.48536667,"Joy, PJ, Ocaña, M, Savereide, JW, Tyers, M. Run Reconstruction, Spawner–Recruit Analysis, and Escapement Goal Recommendation for Chinook Salmon in the Chena and Salcha Rivers. Fishery Manuscript No. 24-02. ADF&G.",https://www.adfg.alaska.gov/FedAidPDFs/FMS24-02.pdf,NA
239,239,Chinook,Chena-Chinook,62.55,-165,Yukon,BS,AK,1986,2016,31,6.714677419,10.67422581,"Joy, PJ, Ocaña, M, Savereide, JW, Tyers, M. Run Reconstruction, Spawner–Recruit Analysis, and Escapement Goal Recommendation for Chinook Salmon in the Chena and Salcha Rivers. Fishery Manuscript No. 24-02. ADF&G.",https://www.adfg.alaska.gov/FedAidPDFs/FMS24-02.pdf,NA
240,240,Chinook,Aniak-Chinook,60.0407,-162.4261,Kuskokwim,BS,AK,1977,2010,34,14.17959354,18.87661371,"Staton, BA, Catalano, MJ, Connors, BM, Coggins Jr., LG, Jones, ML, Walters, CJ, Fleischman, SJ, Gwinn, DC. 2020.Evaluation of methods for spawner–recruit analysis in mixed-stock Pacific salmon fisheries. Can J. Fish. Aquat. Sci, 77, 1149-1162.",https://cdnsciencepub.com/doi/10.1139/cjfas-2019-0281,NA
241,241,Chinook,George-Chinook,60.0407,-162.4261,Kuskokwim,BS,AK,1976,2010,35,6.819296358,8.547656447,"Staton, BA, Catalano, MJ, Connors, BM, Coggins Jr., LG, Jones, ML, Walters, CJ, Fleischman, SJ, Gwinn, DC. 2020.Evaluation of methods for spawner–recruit analysis in mixed-stock Pacific salmon fisheries. Can J. Fish. Aquat. Sci, 77, 1149-1162.",https://cdnsciencepub.com/doi/10.1139/cjfas-2019-0281,NA
242,242,Chinook,Holokuk-Chinook,60.0407,-162.4261,Kuskokwim,BS,AK,1976,2010,35,2.146733214,1.760869397,"Staton, BA, Catalano, MJ, Connors, BM, Coggins Jr., LG, Jones, ML, Walters, CJ, Fleischman, SJ, Gwinn, DC. 2020.Evaluation of methods for spawner–recruit analysis in mixed-stock Pacific salmon fisheries. Can J. Fish. Aquat. Sci, 77, 1149-1162.",https://cdnsciencepub.com/doi/10.1139/cjfas-2019-0281,NA
243,243,Chinook,Kogrukluk-Chinook,60.0407,-162.4261,Kuskokwim,BS,AK,1976,2010,35,11.41503985,16.36419315,"Staton, BA, Catalano, MJ, Connors, BM, Coggins Jr., LG, Jones, ML, Walters, CJ, Fleischman, SJ, Gwinn, DC. 2020.Evaluation of methods for spawner–recruit analysis in mixed-stock Pacific salmon fisheries. Can J. Fish. Aquat. Sci, 77, 1149-1162.",https://cdnsciencepub.com/doi/10.1139/cjfas-2019-0281,NA
