"","stock","species","broodyear","spawners","recruits","r0.1","r0.2","r0.3","r0.4","r0.5","r1.1","r1.2","r1.3","r1.4","r1.5","r2","r2.1","r2.2","r2.3","r2.4","r2.5","r3","r3.1","r3.2","r3.3","r3.4","r4","r4.1","r4.2","r4.3","r4.4","r5","r6","r7","r8","stock.id","logRS"
"6931","Egegik-Sockeye","Sockeye",1972,546402,2909902,0,0,0,0,0,0,0,72018,186,0,NA,0,1532500,1234294,0,NA,NA,0,56930,13973,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.67251971405052
"6932","Egegik-Sockeye","Sockeye",1973,328842,1451686,0,0,0,0,0,0,35038,75611,0,0,NA,438,585165,724246,0,NA,NA,0,23869,7319,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.48490352630447
"6933","Egegik-Sockeye","Sockeye",1974,1275630,2441308,0,1443,0,0,0,0,49638,88787,0,0,NA,12430,1666319,561290,0,NA,NA,0,58939,2462,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.649093787025538
"6934","Egegik-Sockeye","Sockeye",1975,1173840,3040169,0,0,0,0,0,0,55085,151116,0,0,NA,7279,2234183,580804,1090,NA,NA,0,8921,1690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.951632680061135
"6935","Egegik-Sockeye","Sockeye",1976,509160,4480475,0,148,0,0,0,0,381107,452344,586,0,NA,53443,2772401,820445,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.17472203757207
"6936","Egegik-Sockeye","Sockeye",1977,692514,4167610,0,0,0,0,0,2322,823006,1935491,11696,0,NA,1846,628139,698975,0,NA,NA,0,58420,7714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.79476955453403
"6937","Egegik-Sockeye","Sockeye",1978,895698,9914902,0,0,0,0,0,0,387998,422635,860,0,NA,6741,6590350,2484585,0,NA,NA,0,13141,8593,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.40419085430275
"6938","Egegik-Sockeye","Sockeye",1979,1032042,4039741,0,0,0,6465,0,2849,657110,219731,0,0,NA,2251,1973576,1176189,1570,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.36464121710144
"6939","Egegik-Sockeye","Sockeye",1980,1060860,8222418,0,0,23353,0,0,4870,706929,2450118,4963,0,NA,22072,4056129,948854,0,NA,NA,363,4766,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.04778442645937
"6940","Egegik-Sockeye","Sockeye",1981,694680,5441586,0,0,0,0,0,0,593439,432086,3247,0,NA,45078,2883766,1470066,0,NA,NA,0,6290,7613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.05837453359799
"6941","Egegik-Sockeye","Sockeye",1982,1034628,6435075,0,0,897,0,0,1756,1215619,1929109,6501,0,NA,11565,1689007,1557303,0,NA,NA,0,22290,1028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.8277215541713
"6942","Egegik-Sockeye","Sockeye",1983,792282,10811633,0,0,0,3,0,2413,1279753,2553114,6397,0,NA,7273,3484608,3439217,16752,NA,NA,0,13729,8373,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.6134605740081
"6943","Egegik-Sockeye","Sockeye",1984,1165345,11766356,0,0,1314,0,0,484,398396,637988,5627,0,NA,85549,5245774,5130350,8675,NA,NA,1895,213206,37097,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.31222709213959
"6944","Egegik-Sockeye","Sockeye",1985,1095192,6382683,0,437,144,0,0,435,425955,781318,2769,0,NA,33925,4020183,1102467,0,NA,NA,0,4119,10932,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.76265885150935
"6945","Egegik-Sockeye","Sockeye",1986,1152180,14207134,0,0,2035,0,0,1409,2415527,3246243,68373,0,NA,10807,4062145,4210470,56070,NA,NA,0,95077,38976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.51208843274768
"6946","Egegik-Sockeye","Sockeye",1987,1273553,25731443,0,1250,2368,0,0,0,699119,4224764,134447,0,NA,69292,8870957,11458635,44044,NA,NA,5631,154846,66090,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,3.00590307495448
"6947","Egegik-Sockeye","Sockeye",1988,1612745,19465142,0,0,2318,0,0,1176,296195,1049594,5737,0,NA,106274,11121318,6458564,3861,NA,NA,0,257264,162841,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.49068758005006
"6948","Egegik-Sockeye","Sockeye",1989,1611566,10134483,0,0,0,0,0,0,199212,251240,4115,0,NA,37449,5179386,4242641,436,NA,NA,2128,189471,28405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.83873739018993
"6949","Egegik-Sockeye","Sockeye",1990,2191582,16060318,0,0,0,0,0,0,393971,729603,5082,0,NA,73046,8809855,5980914,32458,NA,NA,2910,13130,19350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.99172785159897
"6950","Egegik-Sockeye","Sockeye",1991,2786925,9948962,0,4437,742,312,0,1450,1208929,2874741,25215,0,NA,18657,3223466,2573855,136,NA,NA,0,9062,7960,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.27252938663949
"6951","Egegik-Sockeye","Sockeye",1992,1945632,8668647,955,1243,10943,1620,0,63,239877,531796,2781,0,NA,38891,4580343,3190112,9411,NA,NA,2397,38919,19296,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.49412586322835
"6952","Egegik-Sockeye","Sockeye",1993,1517000,1936034,0,0,0,0,0,0,117629,329344,1,0,NA,30535,800145,653288,0,NA,NA,0,1218,3874,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.243906850317251
"6953","Egegik-Sockeye","Sockeye",1994,1897977,7979479,0,131,0,0,0,7732,249363,493716,3,0,NA,67291,3805469,3299276,21867,NA,NA,0,26806,7825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.43608453901445
"6954","Egegik-Sockeye","Sockeye",1995,1266692,7522881,0,0,0,0,0,3546,1495268,2696124,18707,0,NA,3043,1726750,1539472,13866,NA,NA,0,11312,14791,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.78154039843109
"6955","Egegik-Sockeye","Sockeye",1996,1076460,4161328,0,0,0,0,0,363,412383,1386366,21944,0,NA,3484,542540,1749165,3088,NA,NA,2446,30409,9140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.35215637442189
"6956","Egegik-Sockeye","Sockeye",1997,1104004,6063053,0,0,2,0,0,0,17162,177855,16,0,NA,18742,3493431,2069386,2145,NA,NA,9876,233787,40652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.70326989756173
"6957","Egegik-Sockeye","Sockeye",1998,1110938,1270514,0,0,0,0,0,2,20335,76434,3,0,NA,12649,490761,654092,954,NA,NA,89,15139,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.134216839481371
"6958","Egegik-Sockeye","Sockeye",1999,1728397,13004574,0,0,0,0,0,0,162300,395983,207,0,NA,171814,9207076,3035602,2035,NA,NA,0,18602,10954,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.01810675236723
"6959","Egegik-Sockeye","Sockeye",2000,1032138,12037969,0,0,0,0,0,542,1302474,2432554,33426,0,NA,25105,3546271,4647481,23090,NA,NA,0,18902,8124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.45643335889391
"6960","Egegik-Sockeye","Sockeye",2001,968872,4786180,0,0,1,1765,0,0,292656,797158,459,0,NA,47659,1585957,2059102,0,NA,NA,0,920,505,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.59735536923381
"6961","Egegik-Sockeye","Sockeye",2002,1036092,5292215,0,0,246,0,0,27641,1450971,2203108,1520,0,NA,45866,1050682,511618,0,NA,NA,0,562,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.63078092980616
"6962","Egegik-Sockeye","Sockeye",2003,1152120,8801516,0,0,0,0,0,19081,1984956,2552431,18806,0,NA,41159,1926995,2245896,5191,NA,NA,0,4979,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.0333202558588
"6963","Egegik-Sockeye","Sockeye",2004,1290144,14139681,0,0,0,0,0,23434,2789827,3459266,0,0,NA,39827,6022979,1767627,375,NA,NA,2270,26667,7408,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.39423126005016
"6964","Egegik-Sockeye","Sockeye",2005,1621734,6185027,0,0,0,0,0,4350,470726,202329,19,0,NA,36929,2866201,2550953,6193,NA,NA,740,33876,12711,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.33863542405834
"6965","Egegik-Sockeye","Sockeye",2006,1465158,3573976,0,0,0,0,0,7820,144943,253936,1720,0,NA,121161,1632027,1370541,0,NA,NA,317,29958,11553,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.891715615066601
"6966","Egegik-Sockeye","Sockeye",2007,1432500,6442429,0,0,0,0,0,8769,53088,429490,14,0,NA,71868,3377632,2457309,4011,NA,NA,2175,21920,16152,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.50348447331035
"6967","Egegik-Sockeye","Sockeye",2008,1259568,3831436,0,0,1042,0,0,317,630408,1090911,16,0,NA,58270,1104842,943565,0,NA,NA,1582,484,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.11247086261636
"6968","Egegik-Sockeye","Sockeye",2009,1146276,4507821,0,0,0,0,0,5486,305234,488975,8428,0,NA,122199,2763498,785872,0,NA,NA,7960,20169,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.36929546120982
"6969","Egegik-Sockeye","Sockeye",2010,927054,9911387,0,0,991,0,0,10192,537683,671672,0,0,NA,274216,5984740,2345584,0,NA,NA,18841,54556,12913,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.3694277608709
"6970","Egegik-Sockeye","Sockeye",2011,961200,9363509,0,7212,1970,0,0,36548,444734,1095740,4107,0,NA,532951,3901938,3275009,17,NA,NA,1227,42413,19642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.27639288851683
"6971","Egegik-Sockeye","Sockeye",2012,1233900,9571849,0,0,0,0,0,38197,1977511,1278331,2657,0,NA,353152,4775925,1137567,0,NA,NA,2470,3722,2316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2.04864650982175
"6972","Egegik-Sockeye","Sockeye",2013,1113630,6020572,0,0,0,0,0,162141,2859582,1945681,18,0,NA,88059,467780,495689,0,NA,NA,1622,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.68755732152791
"6973","Egegik-Sockeye","Sockeye",2014,1382466,5818459,0,0,0,0,0,102286,2156591,2005941,0,0,NA,73755,1280264,198214,0,NA,NA,0,1408,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.43716658906798
"6974","Nushagak-Sockeye","Sockeye",1963,234821,214841,0,0,40442,38789,0,0,0,0,226,0,NA,0,124685,10698,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,-0.088925302120914
"6975","Nushagak-Sockeye","Sockeye",1964,134853,93342,0,13964,9661,1351,0,0,0,51330,0,0,NA,0,15074,1963,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,-0.367915128946286
"6976","Nushagak-Sockeye","Sockeye",1965,255794,779754,0,2117,13934,0,0,0,86140,672474,0,0,NA,0,5089,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.11460605227928
"6977","Nushagak-Sockeye","Sockeye",1966,233578,701566,0,4968,83443,1061,0,670,91353,520071,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.09979891078553
"6978","Nushagak-Sockeye","Sockeye",1967,74003,227033,0,9148,26640,0,0,2290,118677,47474,4048,0,NA,7843,4510,6403,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.12098974844194
"6979","Nushagak-Sockeye","Sockeye",1968,142360,344179,0,0,0,7854,0,0,35190,293845,2760,0,NA,0,0,4530,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.882802810234105
"6980","Nushagak-Sockeye","Sockeye",1969,95805,493692,0,0,97507,5026,0,0,4815,66889,4045,0,NA,0,36821,278589,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.63959696527929
"6981","Nushagak-Sockeye","Sockeye",1970,452892,988764,0,2654,3370,0,0,0,127285,12169,3442,0,NA,486,745793,93565,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.780801991810974
"6982","Nushagak-Sockeye","Sockeye",1971,312699,1010999,0,1211,9601,0,0,3816,1,807916,2596,0,NA,1,28355,157501,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.17345316339493
"6983","Nushagak-Sockeye","Sockeye",1972,39851,1147980,0,3598,75229,887,128,0,71034,863255,0,0,NA,0,46130,87718,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,3.36061165610071
"6984","Nushagak-Sockeye","Sockeye",1973,210601,1380189,0,4046,25302,1816,0,0,0,1231778,12062,0,NA,0,61562,43019,0,NA,NA,0,605,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.88001037726862
"6985","Nushagak-Sockeye","Sockeye",1974,204190,383623,0,1112,0,0,0,0,0,70,0,0,NA,0,347528,34914,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.630609366566799
"6986","Nushagak-Sockeye","Sockeye",1975,832093,5995149,0,15231,16604,13548,0,33598,622880,4934293,95363,0,NA,0,154757,108875,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.97476170777722
"6987","Nushagak-Sockeye","Sockeye",1976,520303,4351924,0,6033,62381,0,2596,0,190047,3422923,57970,0,NA,0,203260,406715,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2.12396199096408
"6988","Nushagak-Sockeye","Sockeye",1977,611588,3236089,0,0,16136,63770,0,0,21274,3028330,92537,0,NA,7964,0,6077,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.6660619276951
"6989","Nushagak-Sockeye","Sockeye",1978,734040,1513725,0,0,345825,133718,0,0,89106,933192,0,0,NA,0,11883,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.723765256411819
"6990","Nushagak-Sockeye","Sockeye",1979,551272,1846153,0,72863,529084,0,0,0,430997,767683,45526,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.20863095827335
"6991","Nushagak-Sockeye","Sockeye",1980,3669136,1210266,0,22436,523065,34504,0,0,19768,312947,8820,0,NA,0,167393,121331,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,-1.10911604184768
"6992","Nushagak-Sockeye","Sockeye",1981,1118873,1976757,0,30304,101602,8931,0,0,250006,1576925,5804,0,NA,0,2612,0,573,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.569135694431092
"6993","Nushagak-Sockeye","Sockeye",1982,664580,1335148,0,82470,420279,34031,0,1195,125109,594091,71345,0,NA,0,0,6628,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.697642163934412
"6994","Nushagak-Sockeye","Sockeye",1983,446845,1548738,0,115055,502453,111520,0,276,233673,543194,17210,0,NA,0,5890,19467,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.24298390640169
"6995","Nushagak-Sockeye","Sockeye",1984,655739,761247,0,10147,218564,26533,0,0,46771,432523,20858,0,NA,0,3962,1890,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.14919503420883
"6996","Nushagak-Sockeye","Sockeye",1985,551319,1416870,0,85591,533285,63475,0,0,63478,638819,18464,0,NA,0,2858,10900,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.943891903366793
"6997","Nushagak-Sockeye","Sockeye",1986,1095241,2092574,0,94281,803990,54040,0,0,98020,791155,200174,0,NA,0,0,50092,820,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.64742045677672
"6998","Nushagak-Sockeye","Sockeye",1987,429182,1905456,0,174615,667893,217691,0,0,32994,660535,122522,0,NA,0,15735,11517,1955,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.49059555760821
"6999","Nushagak-Sockeye","Sockeye",1988,534460,2557339,0,53520,450950,110430,0,0,206199,1651453,72229,0,NA,0,5343,7214,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.56546565237343
"7000","Nushagak-Sockeye","Sockeye",1989,567863,1398722,0,87497,463980,19981,0,0,105904,693606,22475,0,NA,0,1126,3920,0,NA,NA,0,232,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.90143404910734
"7001","Nushagak-Sockeye","Sockeye",1990,752513,1189247,0,108080,588590,113335,0,0,37828,292042,8433,0,NA,0,13239,21791,5910,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.457657340489618
"7002","Nushagak-Sockeye","Sockeye",1991,544748,1491482,0,13534,138116,4627,0,401,124515,1073215,124084,0,NA,189,2430,10371,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.00720223308536
"7003","Nushagak-Sockeye","Sockeye",1992,768816,1212574,0,102933,340638,1047,0,0,130535,567660,56242,0,NA,0,9027,4493,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.455648982783112
"7004","Nushagak-Sockeye","Sockeye",1993,790927,1074278,0,41501,49450,0,0,0,48386,828615,102422,0,NA,0,773,3132,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.306198411745625
"7005","Nushagak-Sockeye","Sockeye",1994,563334,425915,0,1504,28616,0,0,207,70182,277738,7774,0,NA,0,5625,34269,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,-0.279632906836185
"7006","Nushagak-Sockeye","Sockeye",1995,311136,1198477,0,2076,0,0,0,563,62891,925449,186962,0,NA,0,13338,7199,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.34857674740806
"7007","Nushagak-Sockeye","Sockeye",1996,557057,2335512,0,0,0,0,0,0,363788,1857241,99273,0,NA,0,4811,10398,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.43331884939172
"7008","Nushagak-Sockeye","Sockeye",1997,412591,544302,0,0,0,0,0,0,37572,423105,27112,3142,NA,0,4075,49296,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.277047452372241
"7009","Nushagak-Sockeye","Sockeye",1998,507532,2665498,0,0,0,0,0,0,154934,2237869,207963,0,NA,0,7352,57381,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.65858642281896
"7010","Nushagak-Sockeye","Sockeye",1999,344972,1753730,0,0,0,0,0,0,88031,1540416,77948,0,NA,0,13098,34236,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.62603697290018
"7011","Nushagak-Sockeye","Sockeye",2000,446286,3938657,0,0,0,0,0,0,240487,3299220,374845,1084,NA,0,5167,13640,4215,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2.17763507913192
"7012","Nushagak-Sockeye","Sockeye",2001,897112,2662843,0,0,0,6241,0,0,256405,2113325,257535,363,NA,0,4763,24210,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.08796891310041
"7013","Nushagak-Sockeye","Sockeye",2002,349155,2083235,0,0,31275,0,0,0,179949,1763508,68340,0,NA,0,30293,9871,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.78616130326625
"7014","Nushagak-Sockeye","Sockeye",2003,642093,2197159,0,7788,0,18961,0,0,388618,1543092,216439,0,NA,0,0,22260,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.23018728816962
"7015","Nushagak-Sockeye","Sockeye",2004,543872,1836176,0,0,66769,0,0,0,194650,1474124,79378,0,NA,0,5760,15494,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.21672650210026
"7016","Nushagak-Sockeye","Sockeye",2005,1106703,1418241,0,5027,0,9543,0,2409,359163,975338,37100,0,NA,0,8748,20913,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.248032046308995
"7017","Nushagak-Sockeye","Sockeye",2006,548410,1237593,0,0,7279,1441,0,0,104740,1017214,94244,0,NA,0,5282,7393,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.813900460747295
"7018","Nushagak-Sockeye","Sockeye",2007,518041,912136,0,4696,53636,9825,0,1034,30883,750618,54933,0,NA,0,0,6510,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.565734712057257
"7019","Nushagak-Sockeye","Sockeye",2008,492546,2169870,0,0,10879,0,0,1273,163625,1834715,142272,0,NA,0,4819,12286,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.48283467964009
"7020","Nushagak-Sockeye","Sockeye",2009,484149,1285173,0,998,11309,3410,0,627,97922,1140500,25691,0,NA,0,4715,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0.976255908037831
"7021","Nushagak-Sockeye","Sockeye",2010,468696,2452554,0,0,4535,0,0,0,203130,2223040,16030,0,NA,0,2101,3717,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.65493083889715
"7022","Nushagak-Sockeye","Sockeye",2011,428191,2428917,0,0,18244,0,0,0,206784,2060682,103138,0,NA,0,3339,36731,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,1.73563140025893
"7023","Nushagak-Sockeye","Sockeye",2012,432438,5114329,0,0,9,0,0,0,486258,4407860,70631,0,NA,0,52482,97089,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2.47036252349
"7024","Nushagak-Sockeye","Sockeye",2013,894148,11990242,0,0,0,0,0,5632,3586571,8286002,38718,0,NA,0,13702,59617,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2.59597712173374
"7025","Nushagak-Sockeye","Sockeye",2014,618477,4879284,0,0,0,0,0,12588,1124541,3630434,23053,0,NA,0,65787,13477,9405,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2.06549376237211
"7026","Igushik-Sockeye","Sockeye",1963,92184,368205,0,0,292,0,0,0,196558,137346,0,0,NA,0,22418,11591,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1.38485326857138
"7027","Igushik-Sockeye","Sockeye",1964,128532,583060,0,105,507,0,0,0,124313,325005,0,0,NA,261,103991,28877,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1.51211219643649
"7028","Igushik-Sockeye","Sockeye",1965,180840,810920,0,0,0,0,0,299,319406,270050,0,0,NA,0,168321,52842,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1.50055674317359
"7029","Igushik-Sockeye","Sockeye",1966,206360,301093,0,0,0,0,0,0,54401,232637,122,0,NA,0,5392,8482,0,NA,NA,0,0,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0.377796970750663
"7030","Igushik-Sockeye","Sockeye",1967,281772,125745,0,356,430,0,0,0,43479,59861,59,0,NA,0,10884,10676,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-0.806842186520881
"7031","Igushik-Sockeye","Sockeye",1968,194508,158923,0,452,167,31,0,0,48450,101707,888,0,NA,0,513,6715,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-0.202053485127214
"7032","Igushik-Sockeye","Sockeye",1969,512328,476722,0,0,88,0,0,0,830,107254,1387,0,NA,0,278332,88831,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-0.0720315331621972
"7033","Igushik-Sockeye","Sockeye",1970,370920,287436,0,0,321,0,0,0,36788,144568,0,0,NA,299,62987,42459,12,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-0.254986179171266
"7034","Igushik-Sockeye","Sockeye",1971,210960,259415,0,0,1291,0,0,0,58279,131521,197,0,NA,0,39333,28794,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0.206760553917203
"7035","Igushik-Sockeye","Sockeye",1972,60018,232049,0,93,913,61,0,0,93771,117097,4097,0,NA,0,5306,10712,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1.35230403903073
"7036","Igushik-Sockeye","Sockeye",1973,59508,452000,0,0,1279,866,0,0,17241,399007,0,0,NA,0,14681,18927,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2.02757142253723
"7037","Igushik-Sockeye","Sockeye",1974,358752,1267130,0,49,1356,0,0,0,412983,589285,1192,0,NA,1370,240733,20162,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1.26187843766421
"7038","Igushik-Sockeye","Sockeye",1975,241086,2810903,0,134,0,0,0,0,543521,1835022,1199,0,NA,0,119242,311785,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2.45610734670924
"7039","Igushik-Sockeye","Sockeye",1976,186120,1354667,0,0,0,0,0,0,412828,741008,8897,0,NA,4261,106555,80921,196,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1.98491931967672
"7040","Igushik-Sockeye","Sockeye",1977,95970,830426,0,0,2917,0,0,773,174667,585308,46621,0,NA,0,5600,14540,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2.15790317950388
"7041","Igushik-Sockeye","Sockeye",1978,536154,562275,0,0,0,0,0,0,36011,368460,73,0,NA,0,146031,11700,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0.0475696208201978
"7042","Igushik-Sockeye","Sockeye",1979,859560,896476,0,0,196,0,0,0,611312,263565,0,0,NA,0,10184,11078,0,NA,NA,0,140,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0.0420508914972467
"7043","Igushik-Sockeye","Sockeye",1980,1987530,443803,0,0,0,0,0,0,14270,353924,0,0,NA,0,34537,41072,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,-1.49926717047683
