"","stock","species","broodyear","recruits","spawners","stock.id"
"64","Atnarko-Sockeye","Sockeye",1987,90984,30780,1
"65","Atnarko-Sockeye","Sockeye",1988,62288,30000,1
"66","Atnarko-Sockeye","Sockeye",1989,39421,15000,1
"67","Atnarko-Sockeye","Sockeye",1990,54979,20000,1
"68","Atnarko-Sockeye","Sockeye",1991,69361,52500,1
"69","Atnarko-Sockeye","Sockeye",1992,49322,41000,1
"70","Atnarko-Sockeye","Sockeye",1993,28183,15000,1
"71","Atnarko-Sockeye","Sockeye",1994,41466,25000,1
"72","Atnarko-Sockeye","Sockeye",1995,26868,55000,1
"73","Atnarko-Sockeye","Sockeye",1996,22151,45000,1
"74","Atnarko-Sockeye","Sockeye",1997,35068,20000,1
"75","Atnarko-Sockeye","Sockeye",1998,44282,30000,1
"76","Atnarko-Sockeye","Sockeye",1999,26684,25000,1
"77","Atnarko-Sockeye","Sockeye",2000,23413,15000,1
"78","Atnarko-Sockeye","Sockeye",2001,7454,30000,1
"79","Atnarko-Sockeye","Sockeye",2002,6519,50000,1
"80","Atnarko-Sockeye","Sockeye",2003,937,18000,1
"81","Atnarko-Sockeye","Sockeye",2004,2877,25000,1
"82","Atnarko-Sockeye","Sockeye",2005,3835,6000,1
"83","Atnarko-Sockeye","Sockeye",2006,2126,6000,1
"84","Atnarko-Sockeye","Sockeye",2007,1926,1200,1
"85","Atnarko-Sockeye","Sockeye",2008,4142,900,1
"86","Atnarko-Sockeye","Sockeye",2009,1400,3500,1
"87","Atnarko-Sockeye","Sockeye",2010,2858,2300,1
"88","Atnarko-Sockeye","Sockeye",2011,13609,1500,1
"92","Ayakulik-Sockeye","Sockeye",1966,137380,66057,2
"93","Ayakulik-Sockeye","Sockeye",1967,148399,227089,2
"94","Ayakulik-Sockeye","Sockeye",1968,262662,220850,2
"95","Ayakulik-Sockeye","Sockeye",1969,105521,71160,2
"96","Ayakulik-Sockeye","Sockeye",1970,39426,33863,2
"97","Ayakulik-Sockeye","Sockeye",1971,288749,109174,2
"98","Ayakulik-Sockeye","Sockeye",1972,564192,113733,2
"99","Ayakulik-Sockeye","Sockeye",1973,330218,119993,2
"100","Ayakulik-Sockeye","Sockeye",1974,449567,181631,2
"101","Ayakulik-Sockeye","Sockeye",1975,463560,94517,2
"102","Ayakulik-Sockeye","Sockeye",1976,836326,219047,2
"103","Ayakulik-Sockeye","Sockeye",1977,287347,306982,2
"104","Ayakulik-Sockeye","Sockeye",1978,122271,132864,2
