Label,Filter,Infill,Stock,Year,Spn,Total.Harvest,TotalER,Total.Run,Rec,RpS,LogRpS,RunAge3,RunAge4,RunAge5,RunAge6,RunAge7,RecAge3,RecAge4,RecAge5,RecAge6,RecAge7,RecTotalNA,RecAgesUse,RecTotal,ER
Main,FALSE,FALSE,Alastair,1954,NA,NA,NA,NA,NA,NA,NA,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1955,NA,NA,NA,NA,NA,NA,NA,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1956,NA,NA,NA,NA,37372.9834794716,NA,NA,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1957,NA,NA,NA,NA,30019.9187533855,NA,NA,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1958,NA,NA,NA,NA,17507.8779715977,NA,NA,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1959,NA,NA,NA,NA,14238.8416758667,NA,NA,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1960,7754.898063,3683.759055,32,11438.65712,25930.2045303406,3.34371958466588,1.20708383544612,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1961,29357.82838,12840.9107,30,42198.73908,37008.6259185911,1.2606050229452,0.231591782655964,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1962,22034.98892,10978.39985,33,33013.38877,48994.0935314597,2.22346803573794,0.799068155213356,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1963,19941.16645,5113.153332,20,25054.31978,34583.642470989,1.73428382726272,0.550594548506175,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1964,4209.801806,1995.712902,32,6205.514707,9980.49054872868,2.37077444703074,0.863216672668105,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1965,17503.91277,6580.793286,27,24084.70606,5854.80374933553,0.334485427702205,-1.09516196478073,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1966,18611.75535,11357.08898,38,29968.84433,7893.79553904213,0.424129556325924,-0.857716313050865,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1967,27696.06451,19732.85044,42,47428.91495,13430.399602275,0.484920866552207,-0.723769563105007,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1968,33235.27741,19367.74082,37,52603.01823,11028.9111977332,0.331843512592881,-1.10309176879666,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1969,6647.055483,2883.130853,30,9530.186336,4835.56747062706,0.727475117816323,-0.318175482835734,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1970,4985.291612,2185.802368,30,7171.09398,5409.91922709217,1.0851760835956,0.0817422628531891,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1971,2548.037935,1257.681569,33,3805.719504,15541.4927538191,6.09939614333847,1.80818977338381,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1972,8862.740643,4539.639067,34,13402.37971,26472.9962047905,2.98699886086585,1.09426915786994,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Main,FALSE,FALSE,Alastair,1973,8862.740643,5374.993215,38,14237.73386,30585.0285146548,3.450967341441,1.23865458056515,0,0.033149171,0.552486188,0.414364641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
