Stock,Brood Year,0.1,0.2,0.3,0.4,0.5,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,2.4,3.1,3.2,3.3,3.4,Escapement,Recruits,R/S
Kvichak,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Kvichak,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA
Kvichak,1957,NA,NA,NA,NA,0,NA,NA,NA,"1,413",0,NA,NA,"203,661",0,NA,0,0,0,NA,NA,NA
Kvichak,1958,NA,NA,NA,0,0,NA,NA,"32,838","6,053",0,NA,"139,962","59,115",0,0,0,0,0,NA,NA,NA
Kvichak,1959,NA,NA,0,0,0,NA,"236,514",0,0,0,951,"208,489","5,451",0,0,"2,236",0,0,NA,NA,NA
Kvichak,1960,NA,0,0,0,0,0,"1,017,277","456,190","3,128",0,"889,149","47,748,183","6,282,092",0,0,"11,625","4,061",0,NA,NA,NA
Kvichak,1961,0,"1,602",0,0,0,0,"415,245","201,593",0,0,0,"2,307,309","647,560",0,0,"5,316","2,311",0,NA,NA,NA
Kvichak,1962,0,0,0,0,0,0,"107,817","133,173",0,0,"1,970","4,720,118","534,851",0,0,"8,963",0,0,NA,NA,NA
Kvichak,1963,0,0,606,0,0,0,"31,231","80,023",0,0,113,"925,528","336,813",0,0,0,"13,902",0,"338,760","1,388,216",4.10
Kvichak,1964,0,0,0,0,0,"3,244","2,288,423","288,371","3,941",0,"111,882","2,613,881","446,099",0,0,"6,606","1,068",0,"957,120","5,763,515",6.02
Kvichak,1965,0,0,0,0,0,"23,983","10,321,864","299,793",0,0,"485,629","33,528,681","1,159,447",0,0,"1,292",0,0,"24,325,926","45,820,689",1.88
Kvichak,1966,0,"4,763",0,0,0,"3,429","524,322","885,878",0,0,"16,342","4,568,771","517,436","1,122",0,0,0,0,"3,755,185","6,522,062",1.74
Kvichak,1967,0,0,"14,745",968,0,0,"342,819","321,956",65,0,"2,299","991,239","109,957",0,0,0,0,0,"3,216,208","1,784,048",0.55
Kvichak,1968,0,"1,788",0,0,0,0,"300,687","38,561","4,514",0,0,"104,011","176,512",0,0,"7,305","1,946",0,"2,557,440","635,324",0.25
Kvichak,1969,0,0,748,0,0,0,"149,287","321,597",0,0,"6,124","4,476,992","546,728",0,0,"12,149",0,0,"8,394,204","5,513,626",0.66
Kvichak,1970,0,0,0,0,0,611,"45,471","40,280",0,0,"28,962","15,247,973",0,0,0,0,575,0,"13,935,306","15,363,872",1.10
Kvichak,1971,0,0,0,0,0,0,"321,013","653,575",0,0,"45,182","919,844","95,529",0,0,"1,142",0,0,"2,387,392","2,036,285",0.85
Kvichak,1972,0,0,0,0,0,"4,360","1,971,913","142,305","10,886",0,0,"886,252","232,955",0,0,0,0,0,"1,009,962","3,248,671",3.22
Kvichak,1973,0,0,"1,204",0,0,0,"531,509","1,048,800",0,0,"2,634","252,857","351,748",0,0,"14,490",0,0,"226,554","2,203,241",9.73
