Brood.Year,Spawners,0.2,1.1,0.3,1.2,2.1,0.4,1.3,2.2,3.1,1.4,2.3,3.2,2.4,3.3
1968,"115,545",0,0,0,"169,641",894,0,"657,176","77,265",0,"1,456","53,737",0,0,0
1969,"72,901",0,894,0,"37,929","7,740",0,"209,347","94,190",0,"10,719","66,771","3,356",0,0
1970,"101,794",0,"1,548",0,"65,999","6,143",0,"195,322","136,422",0,0,"136,620","8,869",0,0
1971,"406,714",0,"4,472",0,"57,003","10,019",0,"338,382","299,954",0,"10,340","266,227",0,0,0
1972,"431,058",0,"5,738",0,"564,078","17,738",0,"1,656,310","182,117",0,"1,140","120,729",0,0,0
1973,"507,072",0,"8,966",0,"153,573",0,0,"1,825,724","87,313",0,0,"50,410",0,0,0
1974,"209,836",0,0,0,"59,726","1,710",0,"488,947","94,517",0,0,"143,167",0,0,0
1975,"184,262",0,0,0,"162,573",0,0,"623,465","209,203",0,0,"60,134",0,0,0
1976,"507,440",0,"1,391",0,"457,669","6,092",0,"804,077","95,057","1,142","2,930","136,830",0,888,0
1977,"951,038",0,"41,798",0,"212,814","3,251",0,"2,421,422","67,322",0,"18,530","347,108",0,0,607
1978,"511,781",0,0,0,"136,855",0,0,"3,251,291","67,268",0,"38,048","285,819","6,343",0,0
1979,"373,810",0,"1,295","29,452","259,220","4,699",0,"566,002","149,740",0,"11,224","293,135","4,813","2,126",0
1980,"615,382",0,"3,655","18,199","218,992","2,614",691,"1,599,089","271,732",0,"14,945","545,092",0,0,0
1981,"535,524",825,0,"7,824","301,607","2,220",0,"1,245,372","295,444",0,"6,783","605,745",0,0,0
1982,"755,672","4,418","1,394","36,636","804,160","1,950","2,978","7,663,538","298,241",0,"23,317","745,085",0,"9,482",0
1983,"792,765","1,216",0,"22,901","796,367",0,0,"4,465,792","262,937",0,"49,750","3,879,711",0,"10,975",0
1984,"446,397",0,0,"2,383","547,677","4,518",0,"1,664,505","704,461","7,674","19,966","907,035","6,302",613,0
1985,"573,836",0,"4,130","4,862","314,942","20,065",0,"1,570,509","298,317",0,"4,884","374,574",685,0,0
1986,"555,207","1,727","4,959","15,706","391,092","3,222","2,048","840,180","141,266",0,"11,419","755,024",0,"8,199",0
1987,"2,011,772",0,"5,664","48,870","776,685","4,549",0,"7,024,019","301,848",0,"105,399","2,096,053","1,114","14,372",0
1988,"1,213,047",408,"1,156",0,"151,779","7,105",0,"1,491,124","292,377",596,"21,963","576,976","2,873","4,586",0
1989,"2,026,638","3,927",0,"16,803","352,264","77,802",0,"2,480,626","558,602","1,416","17,311","955,698",0,"16,440",0
1990,"794,753","1,133","3,457","5,947","223,830","13,944",0,"778,479","191,364",0,"10,973","284,029","2,423","3,405",0
1991,"727,159","1,602","4,371","10,371","669,963","22,972",0,"2,764,755","252,038","1,839","17,583","690,122","2,928","2,958","3,030"
1992,"1,207,382",0,"2,651","8,468","345,482","10,423",0,"3,443,710","140,781",0,"19,993","293,962","2,775","4,497",0
1993,"997,730",0,0,"14,950","289,049","7,055",0,"816,428","196,881","1,642","12,463","330,626","14,864","6,306",0
1994,"1,309,695",0,"1,762",0,"484,193","77,318",0,"1,727,679","439,434","1,822","17,644","291,755","9,532",0,"2,322"
1995,"776,881",0,"3,402","8,637","429,237","16,262",0,"1,039,520","154,550",0,"15,062","230,962",0,"2,266",610
1996,"963,125",0,0,"13,177","254,848","26,314",0,"1,533,117","158,035",0,"25,387","246,833","2,554","2,402",0
1997,"1,365,746",0,"1,765",0,"230,482","16,857",0,"2,142,070","327,237","1,220","16,829","873,782",0,"10,985","6,095"
1998,"929,090",0,"3,740","3,017","702,252", ,0,"2,711,407","314,379","1,356","30,292","677,643","6,352","3,477",0
1999,"949,276","1,833",0,"11,713","499,505","4,233",0,"3,958,012","426,787",0,"18,160","807,764","14,996","10,825","2,279"
2000,"696,899","4,396",634,"19,641","562,922","7,454",0,"4,988,691","123,758",0,"67,227","1,253,952","2,279","23,772","4,682"
2001,"738,229",0,0,"12,693","133,865","4,838",0,"1,102,407","103,974",0,"52,226","279,858","4,682","3,540",0
2002,"1,126,642","1,906",38,"13,104","281,726","10,825",0,"2,837,840","156,677",0,"95,584","227,610",0,"3,403",0
2003,"1,402,340",0,0,"4,682","213,585","23,772",0,"1,267,159","150,560",0,"20,902","235,750","3,403",0,0
2004,"1,690,547",0,0,"7,289","315,905","14,785",0,"1,764,966","239,153",0,"8,272","858,115","4,316","8,142","15,658"
2005,"1,654,003",0,0,"3,403","148,984","3,403",0,"1,598,266","168,314",0,"23,800","2,857,849",0,0,0
2006,"1,892,090",0,"7,048","4,316","841,212","101,060",0,"2,438,848","340,712",0,"79,654","1,172,388",0,"21,043",0
2007,"964,261","4,316","8,272",0,"498,542","71,399",0,"2,151,603","739,778",0,"21,043","876,917",0,0,"6,808"
2008,"708,833",0,"8,142",0,"591,917","11,447",0,"1,987,848","261,588",0,0,"519,456",0,0,0
2009,"848,117",0,"22,894",0,"438,640","14,150",0,"2,160,200","246,112",0,"14,894","903,197",0,"9,368",0
2010,"1,038,323",0,"6,893","13,616","416,994","27,232",0,"1,671,965","314,687",0,"21,515","1,121,581",0,"28,965","1,939"
