production_stock_name,production_stock_code,broodyr,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,recruits_age21,recruits_age31,recruits_age32,recruits_age41,recruits_age42,recruits_age43,recruits_age51,recruits_age52,recruits_age53,recruits_age62,recruits_age63,recruits_age64,recruits_age72
Bowron,4,1980,2894,1376,NA,NA,NA,0,0,0,0,39381,0,0,5789,0,0,0,0,0
Bowron,4,1981,1170,562,NA,NA,NA,0,0,0,0,14724,0,0,1808,0,0,0,0,0
Bowron,4,1982,1647,990,NA,NA,NA,0,0,0,0,3066,0,0,2211,0,0,0,0,0
Bowron,4,1983,6451,3484,NA,NA,NA,0,0,17,0,36597,0,0,1535,407,0,0,0,0
Bowron,4,1984,10461,4909,NA,NA,NA,0,0,12,0,44712,0,0,5879,0,0,0,0,0
Bowron,4,1985,6395,3030,NA,NA,NA,0,0,0,0,16449,0,0,2728,0,0,0,0,0
Bowron,4,1986,3131,1396,NA,NA,NA,0,0,0,0,20562,0,0,636,0,0,0,0,0
Bowron,4,1987,11079,5660,NA,NA,NA,0,0,132,0,18171,0,0,4289,0,0,0,0,0
Bowron,4,1988,12780,7405,NA,NA,NA,0,0,0,0,11669,0,0,1381,0,0,0,0,0
Bowron,4,1989,2534,1367,NA,NA,NA,0,0,0,0,4945,0,0,7897,0,0,0,0,0
Bowron,4,1990,7992,5065,NA,NA,NA,0,0,0,0,18847,0,0,12283,0,0,0,0,0
Bowron,4,1991,4919,2460,NA,NA,NA,0,0,114,0,47542,0,0,1083,68,0,0,0,0
Bowron,4,1992,2560,1117,NA,NA,NA,0,0,14,0,10556,0,0,2313,0,0,0,0,0
Bowron,4,1993,1184,592,NA,NA,NA,0,0,0,0,16961,0,0,3506,0,0,0,0,0
Bowron,4,1994,4415,1845,NA,NA,NA,0,0,0,0,6743,0,0,4106,0,0,0,0,0
Bowron,4,1995,34431,13467,NA,NA,NA,0,0,40,0,25092,0,0,2259,0,0,0,0,0
Bowron,4,1996,8176,4055,NA,NA,NA,0,0,0,0,20695,0,0,6081,0,0,0,0,0
Bowron,4,1997,4811,2119,NA,NA,NA,0,0,0,0,1335,0,0,3689,0,0,0,0,0
Bowron,4,1998,4777,2830,NA,NA,NA,0,0,0,0,11272,0,0,5729,0,0,0,0,0
Bowron,4,1999,8238,3295,NA,NA,NA,0,0,0,0,19734,0,0,0,0,0,0,0,0
Bowron,4,2000,13440,6720,NA,NA,NA,0,0,0,0,23887,0,0,1396,0,0,0,0,0
Bowron,4,2001,5842,2752,NA,NA,NA,0,0,0,0,4433,0,0,2392,0,0,0,0,0
Bowron,4,2002,8770,4505,NA,NA,NA,0,0,0,0,7279,0,0,395,0,0,0,0,0
Bowron,4,2003,6752,3038,NA,NA,NA,0,0,0,30,3702,0,0,90,0,0,0,0,0
Bowron,4,2004,916,458,NA,NA,NA,0,30,0,0,3008,0,0,3063,0,0,0,0,0
Bowron,4,2005,1730,866,NA,NA,NA,0,0,0,0,2020,0,0,349,0,0,0,0,0
Bowron,4,2006,1554,636,NA,NA,NA,0,0,0,116,13487,0,0,2756,0,0,0,0,0
Bowron,4,2007,2173,1075,NA,NA,NA,0,0,0,0,8347,0,0,19,0,0,0,0,0
Bowron,4,2008,1005,275,NA,NA,NA,0,0,0,0,213,0,0,555,0,0,0,0,0
Bowron,4,2009,1814,843,NA,NA,NA,0,0,0,0,4945,0,0,906,0,0,0,0,0
Bowron,4,2010,8439,4095,NA,NA,NA,0,37,33,0,21864,0,0,2971,0,0,0,0,0
Bowron,4,2011,4101,2037,NA,NA,NA,0,0,0,0,5261,0,0,60,0,0,0,0,0
Bowron,4,2012,59,30,NA,NA,NA,0,0,53,0,219,0,0,61,0,0,0,0,0
Bowron,4,2013,3280,1924,NA,NA,NA,0,0,0,0,306,0,0,138,0,0,0,0,0
Bowron,4,2014,12064,6252,NA,NA,NA,0,0,0,0,19427,0,0,356,0,0,0,0,0
Bowron,4,2015,3868,2211,NA,NA,NA,0,0,0,0,117,0,0,97,0,0,0,0,0
Bowron,4,2016,143,72,NA,NA,NA,0,0,0,0,874,0,0,181,0,0,0,0,0
Bowron,4,2017,244,122,NA,NA,NA,0,0,0,0,5168,0,0,178,0,0,0,0,0
Bowron,4,2018,8406,4846,NA,NA,NA,0,0,0,0,5160,0,0,2019,0,0,0,0,NA
Bowron,4,2019,20,10,NA,NA,NA,0,0,0,0,2750,0,0,183,0,NA,NA,NA,NA
Raft,5,1948,10359,5524,NA,NA,NA,0,0,0,0,62653,0,0,684,0,0,0,0,0
Raft,5,1949,6113,2109,NA,NA,NA,0,0,0,0,36748,0,0,2878,0,0,0,0,0
Raft,5,1950,6404,1917,NA,NA,NA,0,0,17,0,39549,0,0,5990,0,0,0,0,0
Raft,5,1951,8561,3364,NA,NA,NA,0,0,8,0,34636,0,0,13009,0,0,0,0,0
Raft,5,1952,15617,5116,NA,NA,NA,0,0,5,0,46167,0,0,5010,0,0,0,0,0
Raft,5,1953,7909,3600,NA,NA,NA,0,0,0,0,30285,0,0,1839,0,0,0,0,0
Raft,5,1954,9995,5352,NA,NA,NA,0,0,231,0,38964,0,0,11293,0,0,0,0,0
Raft,5,1955,5081,2905,NA,NA,NA,0,0,7,0,52497,0,0,7860,158,0,0,0,0
Raft,5,1956,9037,5179,NA,NA,NA,0,0,0,0,17335,0,0,8029,1776,0,0,0,0
Raft,5,1957,6881,3314,NA,NA,NA,0,0,72,0,18932,0,0,2011,0,0,0,0,0
Raft,5,1958,10215,6235,NA,NA,NA,0,0,23,0,22591,0,0,512,17,0,0,0,0
Raft,5,1959,10210,5232,NA,NA,NA,0,0,0,0,20417,0,0,3167,30,0,0,0,0
Raft,5,1960,5553,2252,NA,NA,NA,0,0,64,0,14715,0,0,2049,120,0,0,0,0
Raft,5,1961,7301,3014,NA,NA,NA,0,0,32,0,22139,0,0,2154,0,0,0,0,0
Raft,5,1962,7613,4197,NA,NA,NA,0,0,0,0,37568,0,0,2981,0,0,0,0,0
Raft,5,1963,8724,2693,NA,NA,NA,0,0,18,0,9090,0,0,265,444,0,0,0,0
Raft,5,1964,5201,2666,NA,NA,NA,0,0,81,0,40283,0,0,8228,132,0,0,0,0
Raft,5,1965,6624,2669,NA,NA,NA,0,0,73,0,18867,0,0,1686,0,0,0,0,0
Raft,5,1966,6250,2666,NA,NA,NA,0,0,320,0,20483,0,0,2736,0,0,0,0,0
Raft,5,1967,1303,358,NA,NA,NA,0,0,37,0,8226,0,0,1395,0,0,0,0,0
Raft,5,1968,8121,3455,NA,NA,NA,0,0,98,0,100888,0,0,5411,0,0,0,0,0
Raft,5,1969,5593,2577,NA,NA,NA,0,0,381,0,10279,0,0,3710,0,0,0,0,0
Raft,5,1970,4474,1205,NA,NA,NA,0,0,37,0,8300,0,0,523,0,0,0,0,0
Raft,5,1971,840,223,NA,NA,NA,0,0,33,0,9570,0,0,2116,642,0,0,0,0
Raft,5,1972,11151,4507,NA,NA,NA,0,0,87,0,56973,0,0,761,0,0,0,0,0
Raft,5,1973,2729,1345,NA,NA,NA,0,0,22,0,1616,0,0,7723,0,0,0,0,0
Raft,5,1974,2396,1479,NA,NA,NA,0,0,206,0,11541,0,0,476,0,0,0,0,0
Raft,5,1975,2664,1391,NA,NA,NA,0,0,7,0,5632,0,0,797,280,0,0,0,0
Raft,5,1976,8684,3976,NA,NA,NA,0,0,56,0,18539,0,0,1331,0,0,0,0,0
Raft,5,1977,648,198,NA,NA,NA,0,0,0,0,2728,0,0,3189,0,0,1023,0,0
Raft,5,1978,2500,1343,NA,NA,NA,0,0,253,0,11888,0,0,6562,45,0,0,0,0
Raft,5,1979,1780,693,NA,NA,NA,0,0,0,0,1183,0,0,1856,0,0,0,0,0
Raft,5,1980,5418,2056,NA,NA,NA,0,0,112,0,47827,0,0,3784,0,0,0,0,0
Raft,5,1981,873,312,NA,NA,NA,0,0,29,0,7366,0,0,1244,0,0,0,0,0
Raft,5,1982,2992,1533,NA,NA,NA,0,0,0,0,2509,0,0,1233,28,0,0,0,0
Raft,5,1983,2857,1821,NA,NA,NA,0,0,38,0,2855,0,0,1196,1512,0,0,0,0
Raft,5,1984,19098,6701,NA,NA,NA,0,0,325,0,32692,0,0,14038,0,0,8,0,0
Raft,5,1985,3638,1922,NA,NA,NA,0,0,7,0,2830,0,0,1591,105,0,0,0,0
Raft,5,1986,2126,1080,NA,NA,NA,0,0,0,0,2902,0,0,111,0,0,0,0,0
Raft,5,1987,1512,723,NA,NA,NA,0,0,0,0,1399,0,0,2421,0,0,0,0,0
Raft,5,1988,19857,9207,NA,NA,NA,0,0,0,0,41783,0,0,8304,88,0,310,0,0
Raft,5,1989,1647,925,NA,NA,NA,0,0,7,0,7357,0,0,3935,0,0,0,0,0
Raft,5,1990,630,412,NA,NA,NA,0,0,0,0,1610,0,0,934,0,0,0,0,0
Raft,5,1991,464,264,NA,NA,NA,0,0,0,0,908,0,0,553,0,0,0,0,0
Raft,5,1992,8242,4112,NA,NA,NA,0,0,6,0,65321,8,0,2024,0,0,0,0,0
Raft,5,1993,5047,2934,NA,NA,NA,0,0,24,0,22386,0,0,10727,65,0,396,0,0
Raft,5,1994,1712,800,NA,NA,NA,0,0,0,0,4738,0,0,22745,989,0,0,0,0
Raft,5,1995,1046,682,NA,NA,NA,0,0,41,0,22745,0,0,4484,0,0,0,0,0
Raft,5,1996,46615,21381,NA,NA,NA,0,593,0,0,89315,0,0,22684,0,0,0,0,0
Raft,5,1997,6093,2367,NA,NA,NA,0,0,0,0,25983,0,0,25281,0,0,0,0,0
Raft,5,1998,7229,3585,NA,NA,NA,0,0,8,0,4905,0,0,11325,0,0,0,0,0
Raft,5,1999,6979,3499,NA,NA,NA,0,0,92,0,26426,0,0,34631,0,0,0,0,0
Raft,5,2000,66292,27668,NA,NA,NA,0,0,53,0,107671,0,0,7672,0,0,0,0,0
Raft,5,2001,32506,16025,NA,NA,NA,0,630,0,365,79275,0,0,16425,0,0,0,0,0
Raft,5,2002,18461,8402,NA,NA,NA,0,0,45,0,21369,0,0,21419,0,0,0,0,0
Raft,5,2003,10093,4890,NA,NA,NA,0,0,0,106,2439,0,0,5930,0,0,0,0,0
Raft,5,2004,5611,3244,NA,NA,NA,0,1272,4,1779,39136,0,0,9746,208,0,0,0,0
Raft,5,2005,26501,16967,NA,NA,NA,0,198,0,0,6893,0,0,2677,0,0,0,0,0
Raft,5,2006,6073,3442,NA,NA,NA,0,143,0,324,7804,0,0,9950,0,0,0,0,0
Raft,5,2007,14357,8064,NA,NA,NA,0,0,0,0,6272,0,0,4874,0,0,0,0,0
Raft,5,2008,10406,3562,NA,NA,NA,0,0,2,0,15504,0,0,3896,0,0,0,0,0
Raft,5,2009,11464,6039,NA,NA,NA,0,0,5,0,21922,0,0,15492,0,0,0,0,0
Raft,5,2010,5119,2389,NA,NA,NA,0,0,35,0,38701,0,0,5905,0,0,0,0,0
Raft,5,2011,9243,4430,NA,NA,NA,0,0,38,0,18595,0,0,5136,0,0,0,0,0
Raft,5,2012,10008,1710,NA,NA,NA,0,0,0,0,16984,0,0,4404,0,0,0,0,0
Raft,5,2013,16394,9045,NA,NA,NA,0,0,5,0,2888,0,0,2523,0,0,0,0,0
Raft,5,2014,17102,9471,NA,NA,NA,0,0,3,0,11192,0,0,665,0,0,0,0,0
Raft,5,2015,16054,8794,NA,NA,NA,0,0,0,0,525,0,0,871,0,0,0,0,0
Raft,5,2016,8150,3753,NA,NA,NA,0,0,0,0,5470,0,0,2089,142,0,0,0,0
Raft,5,2017,4518,2269,NA,NA,NA,0,0,0,0,3271,0,0,879,0,0,0,0,0
Raft,5,2018,3544,1756,NA,NA,NA,0,0,0,0,6219,0,0,3724,0,0,0,0,NA
Raft,5,2019,619,362,NA,NA,NA,0,31,4,80,16368,0,0,1513,0,NA,NA,NA,NA
Quesnel,6,1948,100,48,NA,NA,NA,0,0,0,0,618,0,0,0,0,0,0,0,0
Quesnel,6,1949,30664,19210,NA,NA,NA,0,514,22455,0,463409,0,0,0,0,0,0,0,0
Quesnel,6,1950,398,264,NA,NA,NA,0,0,34,0,2014,0,0,0,0,0,0,0,0
Quesnel,6,1951,49,9,NA,NA,NA,0,0,0,0,413,0,0,0,0,0,0,0,0
Quesnel,6,1952,7017,51,NA,NA,NA,0,0,0,0,562,0,0,0,0,0,0,0,0
Quesnel,6,1953,110927,47564,NA,NA,NA,0,0,5902,0,604123,0,0,220,0,0,0,0,0
Quesnel,6,1954,299,146,NA,NA,NA,0,0,0,0,10692,0,0,0,0,0,0,0,0
Quesnel,6,1955,63,30,NA,NA,NA,0,0,0,0,180,0,0,0,0,0,0,0,0
Quesnel,6,1956,2669,39,NA,NA,NA,0,0,18,0,1115,0,0,0,0,0,0,0,0
Quesnel,6,1957,223667,132852,NA,NA,NA,0,1420,8359,0,989580,0,0,144,30,0,0,0,0
Quesnel,6,1958,1863,1269,NA,NA,NA,0,0,27,0,3362,0,0,23,0,0,0,0,0
Quesnel,6,1959,76,29,NA,NA,NA,0,0,0,0,165,0,0,0,0,0,0,0,0
Quesnel,6,1960,3057,123,NA,NA,NA,0,0,6,0,1469,0,0,0,0,0,0,0,0
Quesnel,6,1961,302563,70000,NA,NA,NA,0,0,44481,0,1195807,0,0,509,93,0,0,0,0
Quesnel,6,1962,1078,566,NA,NA,NA,0,0,30,0,7257,0,0,0,0,0,0,0,0
Quesnel,6,1963,86,40,NA,NA,NA,0,0,0,0,956,0,0,0,0,0,0,0,0
Quesnel,6,1964,15839,159,NA,NA,NA,0,0,0,0,2812,0,0,0,0,0,0,0,0
Quesnel,6,1965,364714,105393,NA,NA,NA,0,0,14161,0,1652107,0,0,821,83,0,0,0,0
Quesnel,6,1966,1753,1040,NA,NA,NA,0,0,28,0,7038,0,0,396,0,0,0,0,0
Quesnel,6,1967,119,24,NA,NA,NA,0,0,11,0,1750,0,0,0,0,0,0,0,0
Quesnel,6,1968,5763,333,NA,NA,NA,0,0,0,0,428,0,0,0,0,0,0,0,0
Quesnel,6,1969,273134,76565,NA,NA,NA,0,69,6413,0,1626582,0,0,7768,0,0,0,0,0
Quesnel,6,1970,1373,388,NA,NA,NA,0,0,0,0,20339,0,0,0,0,0,0,0,0
Quesnel,6,1971,171,16,NA,NA,NA,0,0,0,0,747,0,0,0,0,0,0,0,0
Quesnel,6,1972,3488,46,NA,NA,NA,0,0,9,0,856,0,0,0,0,0,0,0,0
Quesnel,6,1973,278061,112414,NA,NA,NA,0,527,5114,0,2326864,0,0,3929,0,0,0,0,0
Quesnel,6,1974,4459,2587,NA,NA,NA,0,0,21,0,29304,0,0,1570,129,0,0,0,0
Quesnel,6,1975,201,105,NA,NA,NA,0,0,0,0,1865,0,0,0,0,0,0,0,0
Quesnel,6,1976,2197,209,NA,NA,114400,0,0,0,0,1233,0,0,0,0,0,0,0,0
Quesnel,6,1977,516223,160717,NA,NA,49600000,0,0,8446,0,3810786,0,0,54029,5261,0,0,0,0
Quesnel,6,1978,8614,4349,NA,NA,NA,0,0,142,0,186073,0,0,10473,36,0,0,0,0
Quesnel,6,1979,511,238,NA,NA,NA,0,0,0,0,2103,0,0,3908,0,0,0,0,0
Quesnel,6,1980,3176,98,NA,NA,NA,0,0,0,0,2446,0,0,0,0,0,0,0,0
Quesnel,6,1981,748652,332290,NA,NA,67584371,0,0,19608,0,9553856,0,0,213188,0,0,0,0,0
Quesnel,6,1982,39841,20054,NA,NA,NA,0,0,0,0,499074,0,0,56312,0,0,156,0,0
Quesnel,6,1983,2155,1098,NA,NA,NA,0,0,33,0,31515,0,0,8864,0,0,0,0,0
Quesnel,6,1984,6186,551,NA,NA,NA,0,0,85,0,6868,0,0,0,0,0,0,0,0
Quesnel,6,1985,1349263,692799,NA,NA,46515454,0,2870,28135,23700,12137664,0,0,334171,17706,0,993,0,0
Quesnel,6,1986,181473,94792,NA,NA,14683961,0,0,41,0,2364628,0,0,168115,0,0,0,0,0
Quesnel,6,1987,20559,11238,NA,NA,11009225,0,0,11,0,119437,0,0,57144,0,0,0,0,0
Quesnel,6,1988,27034,4185,NA,NA,NA,0,0,0,0,26342,0,0,0,0,0,0,0,0
Quesnel,6,1989,1870685,940432,NA,NA,58013355,0,2122,10417,0,10339444,51,0,280053,9408,0,0,0,0
Quesnel,6,1990,487651,259218,NA,NA,5244447,0,0,585,0,2946813,0,0,336236,0,0,0,0,0
Quesnel,6,1991,46259,24861,NA,NA,12291054,0,0,26,0,100196,0,0,50671,282,0,0,0,0
Quesnel,6,1992,8901,3046,NA,NA,NA,0,0,1,0,29213,0,0,0,0,0,0,0,0
Quesnel,6,1993,2620757,1507350,NA,NA,62550416,0,282,1642,0,6446036,0,0,398551,4529,0,0,0,0
Quesnel,6,1994,659505,356251,NA,NA,16753374,0,0,248,0,2263471,0,0,212902,470,0,0,0,0
Quesnel,6,1995,216110,116867,NA,NA,NA,0,0,0,0,119078,0,0,48228,0,0,0,0,0
Quesnel,6,1996,42499,21719,NA,NA,NA,0,0,0,0,67906,0,0,19609,3175,0,0,0,0
Quesnel,6,1997,1858809,904914,NA,NA,53907364,0,1589,79,0,4358762,0,0,318446,13897,0,0,0,0
Quesnel,6,1998,1179252,534532,NA,NA,36115538,0,0,56,0,4467804,0,0,272015,0,0,0,0,0
Quesnel,6,1999,189360,106908,NA,NA,13789241,0,0,0,0,581976,0,0,228610,0,0,0,0,0
Quesnel,6,2000,63782,37163,NA,NA,5159686,0,0,0,0,38143,0,0,15667,0,0,0,0,0
Quesnel,6,2001,3510976,1740454,NA,NA,65395199.00000001,0,4927,42,0,3576455,0,0,115416,4166,0,0,0,0
Quesnel,6,2002,2985212,1312599,NA,NA,48395032,0,0,38,0,603583,0,0,36207,437,0,0,0,0
Quesnel,6,2003,278990,148235,NA,NA,10372264,0,0,0,0,82424,0,0,60604,848,0,0,0,0
Quesnel,6,2004,10264,6629,NA,NA,1860000,0,0,0,164,6545,0,0,5107,0,0,0,0,0
Quesnel,6,2005,1436789,772179,NA,NA,51806108,0,0,0,0,198574,17,0,15503,2854,0,190,0,0
Quesnel,6,2006,169127,90069,NA,NA,15164301,0,169,67,0,585765,0,0,42264,0,0,0,0,0
Quesnel,6,2007,74715,33601,NA,NA,NA,0,0,23,0,79347,0,0,578,13,0,0,0,0
Quesnel,6,2008,7091,2473,NA,NA,NA,0,0,0,0,801,0,0,6267,173,0,0,0,0
Quesnel,6,2009,149467,82781,NA,NA,14182463,0,0,24,173,296378,0,0,23532,0,0,0,0,0
Quesnel,6,2010,246584,131545,NA,NA,24970095,0,0,3480,0,2495332,60,0,29220,511,0,0,0,0
Quesnel,6,2011,45433,16936,NA,NA,6427365,0,0,42,0,37396,0,0,3984,0,0,0,0,0
Quesnel,6,2012,624,97,NA,NA,1892798,0,0,1,0,295,0,0,206,0,0,0,0,0
Quesnel,6,2013,179081,93727,NA,NA,15426032,0,0,383,0,143727,0,0,8477,0,0,0,0,0
Quesnel,6,2014,832344,430821,NA,NA,70826120,0,0,1846,0,2130254,0,0,40130,233,0,0,0,0
Quesnel,6,2015,45357,25749,NA,NA,6758494,0,0,0,0,5180,0,0,1127,43,0,0,0,0
Quesnel,6,2016,1081,213,NA,NA,2696955,0,0,0,0,296,0,0,730,0,0,0,0,0
Quesnel,6,2017,114581,59636,NA,NA,7664546,0,0,8,0,120329,0,0,682,0,0,0,0,0
Quesnel,6,2018,817811,332730,NA,NA,43106370,0,0,493,0,1501189,0,0,64180,417,0,0,0,NA
Quesnel,6,2019,21632,14301,NA,NA,5070745,0,0,0,0,32632,0,0,8469,1339,NA,NA,NA,NA
Chilko,7,1948,671025,364597,NA,NA,NA,0,0,32000,0,1643062,6131,0,11182,254316,0,1282,0,0
Chilko,7,1949,58310,33029,NA,NA,NA,0,0,3732,0,560635,621,0,10368,46358,0,1424,0,0
Chilko,7,1950,26447,6555,NA,NA,NA,0,0,1489,0,183278,954,0,4705,15449,0,0,0,0
Chilko,7,1951,118110,57563,NA,189317,NA,0,0,3925,0,644911,5004,0,20763,74115,0,3609,0,0
Chilko,7,1952,490065,233628,22973478,NA,NA,0,0,18732,0,1763929,114,0,35975,38833,0,893,0,0
Chilko,7,1953,201245,94471,NA,126368,NA,0,0,1172,0,514554,2583,0,14004,86362,0,781,0,0
Chilko,7,1954,37743,21247,3007274,NA,NA,0,0,12234,0,632132,2844,0,4415,58891,0,2233,0,0
Chilko,7,1955,132146,75834,NA,NA,NA,0,0,32418,0,1407963,1373,0,31011,40510,0,0,0,0
Chilko,7,1956,647768,368607,NA,NA,NA,0,0,13905,0,2379854,75,0,16684,25152,0,0,0,0
Chilko,7,1957,140765,83128,NA,159392,NA,0,0,76,0,117362,63,0,3149,17578,0,0,0,0
Chilko,7,1958,137081,70433,6902846,612971,NA,0,0,4055,0,278320,1711,0,13613,130581,0,5091,0,0
Chilko,7,1959,471162,272891,32629026,2478906,NA,0,0,23792,0,2080497,1272,0,18659,88363,0,0,0,0
Chilko,7,1960,426607,244864,33817514,1441353,NA,0,0,5472,0,958877,1045,0,5980,81961,0,0,0,0
Chilko,7,1961,40315,15038,1593017,117255,NA,0,0,256,0,52713,409,0,11583,4492,0,0,0,0
Chilko,7,1962,92467,42125,8808628,54307,NA,0,0,10657,0,960609,0,0,13582,696,0,18,0,0
Chilko,7,1963,1002252,57207,9263733,713727,NA,0,0,37579,0,1112861,3971,0,4045,47006,0,841,0,0
Chilko,7,1964,238601,131590,23643449,1802482,NA,0,0,7252,0,1818921,1343,0,55810,156756,0,0,0,0
Chilko,7,1965,39902,20813,2343404,816625,NA,0,0,1787,0,138555,1782,0,2360,14460,0,0,0,0
Chilko,7,1966,226702,107541,16816182,620665,NA,0,0,26456,0,744469,1479,0,27636,89160,0,0,0,0
Chilko,7,1967,176337,90006,8812334,313595,NA,0,0,28734,0,1933329,5300,0,23351,13996,0,0,0,0
Chilko,7,1968,414446,181912,31772048,475294,NA,0,0,46952,0,2349375,1108,0,21925,55581,0,1128,0,0
Chilko,7,1969,76518,25519,3570614,105981,NA,0,0,4126,0,369954,294,0,15839,12146,0,0,0,0
Chilko,7,1970,145049,50923,3848709,771751,NA,0,0,16775,0,630046,5423,0,1084,41128,0,0,0,0
Chilko,7,1971,186589,97365,7608969,685376,NA,0,0,58786,0,740253,13222,0,0,40581,0,0,0,0
Chilko,7,1972,564465,332353,20273314,1545883,NA,0,0,42709,0,1947465,1309,0,34424,83501,0,166,0,0
Chilko,7,1973,61707,30231,4300031,132596,NA,0,0,8835,0,200775,2893,0,6807,27243,0,1744,0,0
Chilko,7,1974,142595,71127,7245661,169422,NA,0,0,26487,0,641497,3815,0,4312,36356,0,0,0,0
Chilko,7,1975,275698,133782,14145005,1523160,NA,0,0,22821,0,1389008,20230,0,7375,73812,0,390,0,0
Chilko,7,1976,387467,228326,26010772,210230,NA,0,0,8457,0,1650944,334,0,25168,14210,0,0,0,0
Chilko,7,1977,56782,20385,2268157,68171,NA,0,0,3346,0,190527,0,0,2743,2584,0,0,0,0
Chilko,7,1978,159174,85570,16490014,182149,NA,0,0,8616,0,1169034,397,0,77743,9789,0,0,0,0
Chilko,7,1979,272694,147920,21152257,226449,NA,0,0,9358,0,1615466,1371,0,72206,15308,0,7804,0,0
Chilko,7,1980,498826,293234,35037719,314498,NA,0,0,12504,0,3920494,414,0,473961,32179,0,2375,0,0
Chilko,7,1981,36149,20164,1704324,113603,NA,0,0,1722,0,180656,2919,0,4547,18862,0,0,0,0
Chilko,7,1982,253551,142515,13967231,395902,NA,0,0,52424,0,1355953,182,0,131741,57505,0,1412,0,0
Chilko,7,1983,386571,213715,19714627,2250453.652716666,NA,0,0,45476,0,1717330,5243,0,36418,310875,0,4399,0,0
Chilko,7,1984,580664,283152,9843219.347283334,816713.95185,NA,0,0,11108,0,500714,1951,0,2890,153893,0,5802,0,0
Chilko,7,1985,88120,34979,5591056.04815,192026.00091666667,NA,0,0,970,0,366037,1563,0,184400,18862,0,1136,0,0
Chilko,7,1986,323971,165504,18884730.999083333,232533.02157916667,NA,0,0,47835,0,4413216,335,0,279555,54465,0,5033,0,0
Chilko,7,1987,430492,268111,21695020.978420835,208031.92157784675,NA,0,0,11552,0,4032356,863,0,316979,56111,0,2975,0,0
Chilko,7,1988,365790,206206,20900735.078422148,NA,NA,0,0,2697,0,2979547,797,0,157913,155406,0,0,0,0
Chilko,7,1989,78647,42811,NA,129657.09706503336,NA,0,0,11841,0,3015024,0,0,86942,3564,0,0,0,0
Chilko,7,1990,833313,497991,34168373.90293497,444609.1230096671,NA,0,0,13262,0,2412516,4715,0,178745,19347,0,0,0,0
Chilko,7,1991,1039624,597537,39721809.87699033,716975.0174091489,NA,0,0,4495,0,1126703,537,0,128342,122472,0,0,0,0
Chilko,7,1992,515663,319959,12866431.982590849,324653.0996865322,NA,0,0,3754,0,1773513,614,0,78754,9714,0,0,0,0
Chilko,7,1993,561865,322298,27257810.900313467,658587.2904537949,NA,0,0,18173,0,3380892,208,0,548667,15931,0,0,0,0
Chilko,7,1994,452239,253976,16976926.7095462,373560.32641170133,NA,0,0,10606,0,1331935,184,0,72717,4545,0,0,0,0
Chilko,7,1995,547755,298027,39826472.67358829,348083.1729060747,NA,0,0,2778,0,1045307,36,0,179013,44788,0,2414,0,0
Chilko,7,1996,989422,504469,18700495.827093925,123059.86115190497,NA,0,0,359,0,1175834,0,0,159331,26555,0,1811,0,0
Chilko,7,1997,993254,509298,21837625.13884809,667432.2670228784,NA,0,0,222,0,663879,0,0,204615,16297,0,0,0,0
Chilko,7,1998,880944,467624,11078243.73297712,262063.5231498919,NA,0,0,1084,0,423716,0,0,73801,34730,0,3035,0,0
Chilko,7,1999,891922,432565,19985332.476850107,281214.0011916041,NA,0,0,2228,0,1449980,0,0,109275,9106,0,0,0,0
Chilko,7,2000,759163,395559,19475376.998808395,1129730.6756010458,NA,0,0,3918,0,424960,59,0,27152,42236,0,3565,0,0
Chilko,7,2001,669920,331244,35710945.32439895,1378262.1518529463,NA,0,0,176,0,1001606,0,0,89122,67732,0,0,0,0
Chilko,7,2002,385042,215050,19625176.848147057,241511.9690267917,NA,0,0,4514,0,1119367,0,0,106118,8734,0,554,0,0
Chilko,7,2003,612239,334896,24778429.030973203,569437.7039550854,NA,0,0,557,0,321849,0,0,29357,30465,0,2432,0,0
Chilko,7,2004,92143,49193,10974249.296044914,50182.78815023141,NA,0,0,854,0,388845,0,0,35584,2432,0,0,0,0
Chilko,7,2005,540481,285065,76507905.21184976,1157350.2089116436,NA,0,0,720,0,262920,216,0,27406,46387,0,0,0,0
Chilko,7,2006,469504,261918,72782870.79108836,2302529.5106811565,NA,0,0,5283,0,4462873,369,0,405912,119441,0,0,0,0
Chilko,7,2007,306707,156518,25223336.489318848,1371344.9381565952,NA,0,0,2996,0,1164212,537,0,20850,32863,0,0,0,0
Chilko,7,2008,250583,68731,12115484.061843406,360368.28591392684,NA,0,0,2364,0,496267,0,0,59565,15361,0,0,0,0
Chilko,7,2009,217778,127367,33837812.71408607,655326.7006608322,NA,0,0,1271,0,1628663,0,0,221818,0,0,2699,0,0
Chilko,7,2010,2462975,1181540,54972235.54933917,4235133.0744001595,NA,0,0,44119,0,2642848,1170,0,111174,6829,629,0,0,0
Chilko,7,2011,919254,457653,43224183.92559985,1075840.2267175587,NA,0,0,3510,0,878488,0,0,87631,2504,0,0,0,0
Chilko,7,2012,246605,90759,11492487.77328244,NA,NA,0,0,2479,0,195956,0,0,34088,0,0,0,0,0
Chilko,7,2013,1235222,624483,NA,276448.6350609403,NA,0,0,905,0,426237,0,0,51474,0,0,0,0,0
Chilko,7,2014,1034250,669181,62471643.782755576,652731.8333389297,NA,0,0,2932,0,1555820,0,0,85417,1432,0,154,0,0
