production_stock_name,production_stock_code,broodyr,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,recruits_age21,recruits_age31,recruits_age32,recruits_age41,recruits_age42,recruits_age43,recruits_age51,recruits_age52,recruits_age53,recruits_age62,recruits_age63,recruits_age64,recruits_age72
Chilko,7,2015,662707,429012,71006622.8907657,456476.5973831667,NA,0,0,1480,0,166141,105,0,48227,1112,0,0,0,0
Chilko,7,2016,155687,66013,8631918.120532313,NA,NA,0,0,158,0,26869,0,0,8291,4608,0,0,0,0
Chilko,7,2017,372212,212956,57998626,NA,NA,0,0,1149,0,1106873,254,0,40083,0,0,0,0,0
Chilko,7,2018,619623,388737,NA,NA,NA,0,0,19531,0,1567092,0,0,63294,10090,0,0,0,NA
Chilko,7,2019,169877,74636,16772910,NA,NA,0,0,83,0,387637,251,0,15162,13579,NA,NA,NA,NA
Seymour,8,1948,4099,1280,NA,NA,NA,0,0,0,0,29658,0,0,0,0,0,0,0,0
Seymour,8,1949,10772,3476,NA,NA,NA,0,0,733,0,25617,0,0,0,8355,0,0,0,0
Seymour,8,1950,12471,4697,NA,NA,NA,0,0,909,0,161081,36,0,0,0,0,0,0,0
Seymour,8,1951,24344,11504,NA,NA,NA,0,0,125,0,67964,0,0,731,123,0,0,0,0
Seymour,8,1952,6428,2780,NA,NA,NA,0,0,93,0,11156,0,0,0,0,0,0,0,0
Seymour,8,1953,5947,2907,NA,NA,NA,0,0,150,0,44870,248,0,0,0,0,0,0,0
Seymour,8,1954,24876,12463,NA,NA,NA,0,0,23882,0,428958,0,0,3444,5238,0,0,0,0
Seymour,8,1955,9011,5178,NA,NA,NA,0,0,372,0,308775,0,0,550,305,0,0,0,0
Seymour,8,1956,2562,1102,NA,NA,NA,0,0,26,0,10971,0,0,1766,0,0,0,0,0
Seymour,8,1957,14295,7106,NA,NA,NA,0,0,262,0,11959,448,0,0,11914,0,0,0,0
Seymour,8,1958,78578,44285,NA,NA,NA,0,0,6184,0,188824,0,0,510,0,0,0,0,0
Seymour,8,1959,52325,25473,NA,NA,NA,0,0,409,0,175192,11,0,368,0,0,0,0,0
Seymour,8,1960,3047,1862,NA,NA,NA,0,0,51,0,8697,0,0,0,89,0,0,0,0
Seymour,8,1961,5822,1957,NA,NA,NA,0,0,55,0,25649,138,0,0,7081,0,0,0,0
Seymour,8,1962,58104,27411,NA,NA,NA,0,0,2939,0,169778,0,0,572,3257,0,0,0,0
Seymour,8,1963,71690,26742,NA,NA,NA,0,0,147,0,112265,0,0,1674,0,0,0,0,0
Seymour,8,1964,2784,1321,NA,NA,NA,0,0,0,0,17994,0,0,504,0,0,0,0,0
Seymour,8,1965,6954,2550,NA,NA,NA,0,0,183,0,34707,0,0,0,0,0,0,0,0
Seymour,8,1966,28754,12943,NA,NA,NA,0,0,658,0,139745,0,0,1425,0,0,0,0,0
Seymour,8,1967,13361,7264,NA,NA,NA,0,0,66,0,216733,0,0,2954,1098,0,0,0,0
Seymour,8,1968,3957,2064,NA,NA,NA,0,0,0,0,21963,0,0,145,0,0,0,0,0
Seymour,8,1969,7327,3276,NA,NA,NA,0,0,258,0,14617,0,0,0,0,0,0,0,0
Seymour,8,1970,11991,3603,NA,NA,NA,0,0,470,0,223705,0,0,0,2194,0,0,0,0
Seymour,8,1971,19028,9463,NA,NA,NA,0,0,1341,0,132035,0,0,1934,0,0,0,0,0
Seymour,8,1972,2889,1418,NA,NA,NA,0,0,320,0,56465,0,0,0,0,0,0,0,0
Seymour,8,1973,2856,1150,NA,NA,NA,0,0,419,0,24381,0,0,0,0,0,0,0,0
Seymour,8,1974,45189,25096,NA,NA,NA,0,0,1353,0,247377,0,0,0,0,0,0,0,0
Seymour,8,1975,37024,15756,NA,NA,NA,0,0,1665,0,175012,0,0,4007,0,0,0,0,0
Seymour,8,1976,8489,4898,NA,NA,NA,0,0,38,0,18193,0,0,191,0,0,0,0,0
Seymour,8,1977,5911,2883,NA,NA,NA,0,0,135,0,53835,0,0,1444,14632,0,0,0,0
Seymour,8,1978,62929,30757,NA,NA,NA,0,0,730,0,256211,0,0,4984,0,0,0,0,0
Seymour,8,1979,49321,24866,NA,NA,NA,0,0,85,0,92992,0,0,42223,314,0,0,0,0
Seymour,8,1980,8390,4616,NA,NA,NA,0,0,10,0,45127,0,0,7711,0,0,0,0,0
Seymour,8,1981,11529,5354,NA,NA,NA,0,0,0,0,26268,0,0,0,4607,0,0,0,0
Seymour,8,1982,63306,27219,NA,NA,NA,0,0,2737,0,492244,0,0,13474,0,0,0,0,0
Seymour,8,1983,29838,14014,NA,NA,NA,0,0,3003,0,261161,0,0,7562,734,0,0,0,0
Seymour,8,1984,17172,9148,NA,NA,NA,0,0,174,0,35743,0,0,100,0,0,0,0,0
Seymour,8,1985,6435,2684,NA,NA,NA,0,0,332,0,32018,0,0,11226,0,0,0,0,0
Seymour,8,1986,128497,57017,NA,NA,NA,0,0,1132,0,811714,1,0,11322,0,0,0,0,0
Seymour,8,1987,84409,41080,NA,NA,NA,0,0,314,0,416101,0,0,25805,0,0,0,0,0
Seymour,8,1988,17014,7989,NA,NA,NA,0,0,0,0,9027,0,0,1816,0,0,0,0,0
Seymour,8,1989,5692,2864,NA,NA,NA,0,0,68,0,18809,0,0,0,0,0,0,0,0
Seymour,8,1990,272157,108234,NA,NA,NA,0,0,136,0,272278,0,0,6413,0,0,0,0,0
Seymour,8,1991,128253,60797,NA,NA,NA,0,0,0,0,84310,0,0,11139,116,0,0,0,0
Seymour,8,1992,5765,3586,NA,NA,NA,0,0,0,0,15128,0,0,2778,0,0,0,0,0
Seymour,8,1993,10206,4950,NA,NA,NA,0,0,0,0,6251,0,0,2465,0,0,0,0,0
Seymour,8,1994,64038,19152,NA,NA,NA,0,0,0,0,169885,0,0,2662,0,0,0,0,0
Seymour,8,1995,48746,23901,NA,NA,NA,0,0,17,0,64323,0,0,1700,0,0,0,0,0
Seymour,8,1996,21654,9590,NA,NA,NA,0,0,0,0,32991,0,0,6479,0,0,0,0,0
Seymour,8,1997,2254,836,NA,NA,NA,0,0,0,0,1944,0,0,0,0,0,0,0,0
Seymour,8,1998,34059,14548,NA,NA,NA,0,0,182,0,210538,0,0,3684,0,0,0,0,0
Seymour,8,1999,18895,10072,NA,NA,NA,0,0,32,0,105903,0,0,27996,0,0,0,0,0
Seymour,8,2000,25465,11860,NA,NA,NA,0,0,0,0,58537,0,0,1026,0,0,0,0,0
Seymour,8,2001,7074,3743,NA,NA,NA,0,0,0,0,14842,0,0,4200,0,0,0,0,0
Seymour,8,2002,113440,55465,NA,NA,NA,0,79,851,0,497726,0,0,9077,224,0,0,0,0
Seymour,8,2003,31345,18483,NA,NA,NA,0,0,0,0,11206,0,0,870,290,0,0,0,0
Seymour,8,2004,1323,762,NA,NA,NA,0,0,0,0,6671,0,0,293,0,0,0,0,0
Seymour,8,2005,4459,2326,NA,NA,NA,0,0,0,0,8054,0,0,0,0,0,0,0,0
Seymour,8,2006,107941,57783,NA,NA,NA,0,222,1064,0,1063905,0,0,23513,0,0,0,0,0
Seymour,8,2007,9979,5905,NA,NA,NA,0,0,0,0,17126,0,0,216,0,0,0,0,0
Seymour,8,2008,1350,311,NA,NA,NA,0,0,0,0,2184,0,0,232,0,0,0,0,0
Seymour,8,2009,5627,3093,NA,NA,NA,0,0,1,0,43180,0,0,4241,0,0,0,0,0
Seymour,8,2010,552134,287496,NA,NA,NA,0,0,1540,0,322990,0,0,4468,514,0,0,0,0
Seymour,8,2011,16456,7994,NA,NA,NA,0,0,36,0,17566,0,0,155,0,0,0,0,0
Seymour,8,2012,824,264,NA,NA,NA,0,0,0,0,750,0,0,113,0,0,0,0,0
Seymour,8,2013,23429,13883,NA,NA,NA,0,0,9,0,4560,0,0,3368,0,0,0,0,0
Seymour,8,2014,114013,57414,NA,NA,NA,0,0,1173,0,390835,0,0,1804,0,0,0,0,0
Seymour,8,2015,7897,3960,NA,NA,NA,0,0,0,0,857,0,0,0,0,0,0,0,0
Seymour,8,2016,374,181,NA,NA,NA,0,0,0,0,1288,0,0,338,0,0,0,0,0
Seymour,8,2017,3949,1677,NA,NA,NA,0,0,15,0,12343,0,0,301,0,0,0,0,0
Seymour,8,2018,141888,62261,NA,NA,NA,0,0,217,0,54883,0,0,1564,212,0,0,0,NA
Seymour,8,2019,1180,682,NA,NA,NA,0,0,5,0,11834,0,0,193,0,NA,NA,NA,NA
Late Shuswap,9,1948,16899,8502,NA,NA,NA,0,0,0,0,22876,0,0,5454,0,0,0,0,0
Late Shuswap,9,1949,21342,2011,NA,NA,NA,0,0,5415,0,21384,0,0,0,13994,0,0,0,0
Late Shuswap,9,1950,1304541,583072,NA,NA,NA,0,2618,594356,0,9303676,613,0,12645,30150,0,0,0,0
Late Shuswap,9,1951,145104,82094,NA,NA,NA,0,0,7290,0,519779,0,0,2251,262,0,0,0,0
Late Shuswap,9,1952,10753,4211,NA,NA,NA,0,0,1481,0,14320,0,0,2131,0,0,0,0,0
Late Shuswap,9,1953,220364,1623,NA,NA,NA,0,0,1456,0,29571,0,0,0,0,0,0,0,0
Late Shuswap,9,1954,2031013,1067640,NA,NA,NA,0,0,714720,0,15095741,3536,0,12060,43279,0,0,0,0
Late Shuswap,9,1955,64584,44634,NA,NA,NA,0,0,11116,0,853267,0,0,609,528,0,0,0,0
Late Shuswap,9,1956,4505,2103,NA,NA,NA,0,0,555,0,6961,0,0,458,0,0,0,0,0
Late Shuswap,9,1957,307228,1651,NA,NA,NA,0,0,16,0,2206,0,0,0,941,0,0,0,0
Late Shuswap,9,1958,2299974,1128898,NA,NA,NA,0,871,123575,0,2076776,646,0,4097,7843,0,0,0,0
Late Shuswap,9,1959,135090,89270,NA,NA,NA,0,0,7679,0,374501,0,0,106,16,0,0,0,0
Late Shuswap,9,1960,1914,1322,NA,NA,NA,0,0,201,0,2333,0,0,0,15,0,0,0,0
Late Shuswap,9,1961,65857,854,NA,NA,NA,0,0,204,0,6996,0,0,0,947,0,0,0,0
Late Shuswap,9,1962,1151142,652104,NA,NA,NA,0,307,90241,0,2740250,0,0,10891,83623,0,0,0,0
Late Shuswap,9,1963,158581,80246,NA,NA,NA,0,0,78928,0,3047429,0,0,3663,1326,0,0,0,0
Late Shuswap,9,1964,716,345,NA,NA,NA,0,0,2346,0,17103,0,0,177,0,0,0,0,0
Late Shuswap,9,1965,59529,1332,NA,NA,NA,0,0,496,0,24312,0,0,0,0,0,0,0,0
Late Shuswap,9,1966,1322480,661765,NA,NA,NA,0,4854,96198,0,3914887,1478,0,22138,12377,0,0,0,0
Late Shuswap,9,1967,845930,402434,NA,NA,NA,0,0,65955,0,3108302,0,0,8076,1890,0,0,0,0
Late Shuswap,9,1968,3998,2713,NA,NA,NA,0,0,222,0,20709,0,0,74,956,0,0,0,0
Late Shuswap,9,1969,55319,3166,NA,NA,NA,0,0,1625,0,27967,268,0,0,0,0,0,0,0
Late Shuswap,9,1970,1556824,787577,NA,NA,NA,0,74,173639,0,5373956,2188,0,2667,28383,0,0,0,0
Late Shuswap,9,1971,290293,159119,NA,NA,NA,0,0,21467,0,680311,0,0,128,219,0,0,0,0
Late Shuswap,9,1972,4698,2155,NA,NA,NA,0,0,4098,0,38342,0,0,2065,0,0,0,0,0
Late Shuswap,9,1973,47998,2467,NA,NA,NA,0,0,3817,0,64051,0,0,0,0,0,0,0,0
Late Shuswap,9,1974,1157533,619143,NA,NA,90475861,0,0,145210,0,6888446,54,0,9750,6962,0,0,0,0
Late Shuswap,9,1975,168565,85540,NA,NA,21208499,0,0,3181,0,1022005,0,0,1078,0,0,0,0,0
Late Shuswap,9,1976,5588,3072,NA,NA,12460947,0,0,578,0,13049,0,0,0,543,0,0,0,0
Late Shuswap,9,1977,81775,6027,NA,NA,3901516,0,0,620,0,93025,0,0,0,0,0,0,0,0
Late Shuswap,9,1978,1900403,1014791,NA,NA,172618632,0,0,119355,0,9358872,137,0,115757,62987,0,271,0,0
Late Shuswap,9,1979,299713,162068,NA,NA,51295653,0,0,7343,0,1475536,0,0,15681,1106,0,0,0,0
Late Shuswap,9,1980,2675,1817,NA,NA,NA,0,0,1513,0,21350,0,0,444,0,0,0,0,0
Late Shuswap,9,1981,46907,5950,NA,NA,NA,0,0,4,0,9466,0,0,0,0,0,0,0,0
Late Shuswap,9,1982,3061258,1568612,NA,NA,137424814,0,0,79877,0,9206624,30,0,105481,72834,0,53,0,0
Late Shuswap,9,1983,211424,100257,NA,NA,34362244,0,0,17088,0,1947570,0,0,16259,0,0,0,0,0
Late Shuswap,9,1984,4339,2403,NA,NA,NA,0,0,103,0,32672,0,0,399,0,0,0,0,0
Late Shuswap,9,1985,15200,813,NA,NA,NA,0,0,61,0,4319,0,0,0,9343,0,1211,0,0
Late Shuswap,9,1986,2356264,1068368,NA,NA,141256617,0,0,67599,0,10620066,75,0,194400,51912,0,11743,0,0
Late Shuswap,9,1987,603163,310451,NA,NA,153543643,0,0,8518,0,3840210,0,0,55204,0,0,0,0,0
Late Shuswap,9,1988,5059,3556,NA,NA,15103054,0,0,1,0,6611,0,0,1608,0,0,0,0,0
Late Shuswap,9,1989,11653,382,NA,NA,14765826,0,0,277,0,12858,0,0,0,0,0,0,0,0
Late Shuswap,9,1990,3721181,1744387,NA,NA,99469636,0,2206,19675,0,7602634,3,0,125559,20134,0,159,0,0
Late Shuswap,9,1991,1255518,615852,NA,NA,56186507,0,0,770,0,845854,0,0,19352,213,0,0,0,0
Late Shuswap,9,1992,13128,6640,NA,NA,10687339,0,0,0,0,11466,0,0,8443,0,0,0,0,0
Late Shuswap,9,1993,11366,753,NA,NA,NA,0,0,23,0,15343,0,0,0,0,0,0,0,0
Late Shuswap,9,1994,1370929,664678,NA,NA,63883374,0,0,634,0,2589723,31,0,17569,2243,0,0,0,0
Late Shuswap,9,1995,428875,210742,NA,NA,16496572,0,0,475,0,750905,0,0,20211,0,0,0,0,0
Late Shuswap,9,1996,12484,5493,NA,NA,NA,0,0,0,0,31740,0,0,29362,430,0,0,0,0
Late Shuswap,9,1997,1446,597,NA,NA,NA,0,0,0,282,33707,0,0,722,0,0,0,0,0
Late Shuswap,9,1998,1389583,680552,NA,NA,40253416,0,64859,20892,0,7141837,0,0,20407,28,0,0,0,0
Late Shuswap,9,1999,343540,138275,NA,NA,NA,0,0,111,0,677510,0,0,21292,0,0,0,0,0
Late Shuswap,9,2000,855,164,NA,NA,NA,0,0,0,0,1388,0,0,0,0,0,0,0,0
Late Shuswap,9,2001,23130,2138,NA,NA,NA,0,0,88,1104,6455,0,0,1243,0,0,0,0,0
Late Shuswap,9,2002,5532386,2844548,NA,NA,132234134.00000001,0,25496,42234,0,7387191,0,0,53848,1018,0,0,0,0
Late Shuswap,9,2003,381278,189695,NA,NA,18456594,0,5984,12,0,120226,0,0,12198,0,0,0,0,0
Late Shuswap,9,2005,63347,11793,NA,NA,NA,0,0,0,841,36313,253,0,0,0,0,0,0,0
Late Shuswap,9,2006,2897721,1170692,NA,NA,104566067,0,25713,67668,0,17328046,0,0,249596,3327,0,0,0,0
Late Shuswap,9,2007,61043,32296,NA,NA,NA,0,0,62,0,126633,0,0,98,0,0,0,0,0
Late Shuswap,9,2008,164,83,NA,NA,NA,0,0,0,0,1,0,0,8854,0,0,0,0,0
Late Shuswap,9,2009,71344,20208,NA,NA,NA,0,0,0,935,386231,0,0,0,0,0,78,0,0
Late Shuswap,9,2010,7519076,3073220,NA,NA,186627751,0,13866,63718,0,8158161,34,0,16580,1916,0,0,0,0
Late Shuswap,9,2011,165695,46028,NA,NA,11176047,0,0,102,0,12159,0,0,435,0,0,0,0,0
Late Shuswap,9,2012,12,6,NA,NA,NA,0,0,0,141,215,0,0,0,0,0,0,0,0
Late Shuswap,9,2013,185245,87946,NA,NA,NA,0,73,0,0,27987,27,0,0,0,0,0,0,0
Late Shuswap,9,2014,2207956,1053404,NA,NA,129200513,0,0,12217,0,4290424,0,0,12305,33,0,0,0,0
Late Shuswap,9,2015,9688,3178,NA,NA,NA,0,0,0,0,1652,0,0,62,0,0,0,0,0
Late Shuswap,9,2016,49,25,NA,NA,NA,0,0,0,0,326,0,0,0,0,0,0,0,0
Late Shuswap,9,2017,22644,8445,NA,NA,NA,0,0,0,0,48511,0,0,1601,0,0,0,0,0
Late Shuswap,9,2018,1517302,801099,NA,NA,101846601,0,1199,2754,0,1318318,0,0,2939,404,0,0,0,NA
Late Shuswap,9,2019,5263,3424,NA,NA,NA,0,0,24,0,10434,0,0,494,66,NA,NA,NA,NA
Birkenhead,10,1948,122424,54755,NA,NA,NA,0,0,0,0,179637,2095,0,12353,13100,0,1606,0,0
Birkenhead,10,1949,74085,43328,NA,NA,NA,0,0,44548,0,228462,10840,0,8696,14278,0,1838,0,0
Birkenhead,10,1950,72567,41370,NA,NA,NA,0,0,13166,0,183919,3756,0,30830,9493,0,1576,0,0
Birkenhead,10,1951,42063,13589,NA,NA,NA,0,0,31161,0,107397,1374,0,66404,8861,0,1522,0,0
Birkenhead,10,1952,77386,24744,NA,NA,NA,0,0,14902,0,180787,3107,0,33154,11993,0,735,0,0
Birkenhead,10,1953,55823,16287,NA,NA,NA,0,0,8205,0,102206,3835,0,16671,24273,0,953,0,0
Birkenhead,10,1954,40453,8635,NA,NA,NA,0,0,12671,0,128222,5306,0,17949,10328,0,1228,0,0
Birkenhead,10,1955,24450,8185,NA,NA,NA,0,0,35100,0,221160,3522,0,7193,7790,0,5618,0,0
Birkenhead,10,1956,57899,27156,NA,NA,NA,0,0,20500,0,209127,1874,0,42071,3840,0,1697,0,0
Birkenhead,10,1957,24168,7068,NA,NA,NA,0,0,3587,0,37495,5586,0,5340,21961,0,2394,0,0
Birkenhead,10,1958,33055,5510,NA,NA,NA,0,0,21115,0,74626,3512,0,11443,17844,0,722,0,0
Birkenhead,10,1959,38604,11388,NA,NA,NA,0,0,26205,0,188393,8984,0,36763,7505,0,172,0,0
Birkenhead,10,1960,39848,19198,NA,NA,NA,0,0,28566,0,119526,3085,0,10607,6980,0,3336,0,0
Birkenhead,10,1961,49627,10550,NA,NA,NA,0,0,21891,0,67104,3102,0,17364,19054,0,1300,0,0
Birkenhead,10,1962,52146,14311,NA,NA,NA,0,0,21342,0,66117,2725,0,8304,3995,0,8,0,0
Birkenhead,10,1963,67151,20769,NA,NA,NA,0,0,95525,0,281641,3924,0,48565,26112,0,311,0,0
Birkenhead,10,1964,69939,27978,NA,NA,NA,0,0,39236,0,225898,869,0,85137,14542,0,213,0,0
Birkenhead,10,1965,30008,9769,NA,NA,NA,0,0,30602,0,109033,2068,0,14770,7215,0,1483,0,0
Birkenhead,10,1966,81134,13462,NA,NA,NA,0,0,56603,0,155016,6824,0,61319,36465,0,628,0,0
Birkenhead,10,1967,58036,17580,NA,NA,NA,0,0,54257,0,365358,6953,0,45896,19124,0,820,0,0
Birkenhead,10,1968,83750,31042,NA,NA,NA,0,0,21213,0,218223,1957,0,35366,8346,0,102,0,0
Birkenhead,10,1969,64527,14324,NA,NA,NA,0,0,73972,0,451184,2190,0,239195,25067,0,261,0,0
Birkenhead,10,1970,72760,19252,NA,NA,NA,0,0,119108,0,531214,22383,0,30799,32549,0,2856,0,0
Birkenhead,10,1971,32672,16143,NA,NA,NA,0,0,62316,0,245897,1952,0,46347,12033,0,551,0,0
Birkenhead,10,1972,113097,26202,NA,NA,NA,0,0,42841,0,424942,1431,0,46655,3256,0,215,0,0
Birkenhead,10,1973,139295,28374,NA,NA,NA,0,0,44117,0,140353,3011,0,24973,4070,0,0,0,0
Birkenhead,10,1974,173463,85495,NA,NA,NA,0,0,54695,0,424633,3384,0,207538,32659,0,4272,0,0
Birkenhead,10,1975,92928,19653,NA,NA,NA,0,0,9335,0,80976,1030,0,18616,10152,0,484,0,0
Birkenhead,10,1976,108121,50023,NA,NA,NA,0,0,29279,0,479356,977,0,84392,22209,0,3364,0,0
Birkenhead,10,1977,43139,12799,NA,NA,NA,0,0,15580,0,287020,3551,0,98126,21384,0,5972,0,0
Birkenhead,10,1978,99857,48158,NA,NA,NA,0,0,42233,0,493542,292,0,117215,11450,0,1482,0,0
Birkenhead,10,1979,78088,35168,NA,NA,NA,0,0,13881,0,273583,895,0,121177,5205,0,1210,0,0
Birkenhead,10,1980,90922,32786,NA,NA,NA,0,0,10131,0,115564,0,0,36212,1265,0,0,0,0
Birkenhead,10,1981,65495,27175,NA,NA,NA,0,0,4550,0,105179,0,0,156430,0,0,0,0,0
Birkenhead,10,1982,128771,72353,NA,NA,NA,0,0,48333,0,1471487,1815,0,281339,12955,0,513,0,0
Birkenhead,10,1983,48841,21069,NA,NA,NA,0,0,15268,0,625519,795,0,149561,15531,0,1436,0,0
Birkenhead,10,1984,42849,23226,NA,NA,NA,0,0,5918,0,347631,120,0,86729,27258,0,2705,0,0
Birkenhead,10,1985,37612,5757,NA,NA,NA,0,0,12226,0,123208,851,0,93098,15248,0,1211,0,0
Birkenhead,10,1986,348294,197841,NA,NA,NA,0,0,24019,0,869228,559,0,315301,2860,0,0,0,0
Birkenhead,10,1987,168841,89492,NA,NA,NA,0,0,5671,0,698300,1185,0,279598,3799,0,11345,0,0
Birkenhead,10,1988,177327,75537,NA,NA,NA,0,0,29507,0,200724,1501,0,664723,27396,0,3864,0,0
Birkenhead,10,1989,46703,15690,NA,NA,NA,0,0,36435,0,935181,1181,0,173958,1174,0,0,0,0
Birkenhead,10,1990,170262,97108,NA,NA,NA,0,0,10179,0,200407,0,0,24968,3059,0,0,0,0
Birkenhead,10,1991,316469,152077,NA,NA,NA,0,0,244,0,55270,186,0,61746,3222,0,1717,0,0
Birkenhead,10,1992,218533,93445,NA,NA,NA,0,0,3522,0,47661,125,0,46563,435,0,876,0,0
Birkenhead,10,1993,250425,151089,NA,NA,NA,0,0,8716,0,180208,0,0,380162,4380,0,2414,0,0
Birkenhead,10,1994,39445,22315,NA,NA,NA,0,0,1028,0,21899,7,0,40686,3793,0,0,0,0
Birkenhead,10,1995,43010,18407,NA,NA,NA,0,0,486,0,141021,21,0,28997,0,0,0,0,0
Birkenhead,10,1996,64123,27824,NA,NA,NA,0,0,723,0,34094,0,0,41519,2595,0,0,0,0
Birkenhead,10,1997,50872,23274,NA,NA,NA,0,0,0,0,18165,0,0,10200,2217,0,0,0,0
Birkenhead,10,1998,296249,173098,NA,NA,NA,0,0,277,0,213323,0,0,403021,1752,0,948,0,0
Birkenhead,10,1999,49586,26220,NA,NA,NA,0,0,0,0,47311,0,0,36027,190,0,0,0,0
Birkenhead,10,2000,13842,8333,NA,NA,NA,0,0,652,0,63710,0,0,37603,0,0,0,0,0
Birkenhead,10,2001,44727,28361,NA,NA,NA,0,0,56,0,110415,0,0,81203,0,0,0,0,0
Birkenhead,10,2002,189500,107481,NA,NA,NA,0,342,898,0,502582,0,0,129934,0,0,369,0,0
Birkenhead,10,2003,310530,152657,NA,NA,NA,0,0,80,0,6064,0,0,7010,184,0,0,0,0
Birkenhead,10,2004,37673,17516,NA,NA,NA,0,0,47,0,46487,0,0,30831,0,0,0,0,0
Birkenhead,10,2005,54444,27117,NA,NA,NA,0,0,361,0,33322,0,0,59132,487,0,833,0,0
Birkenhead,10,2006,266539,137365,NA,NA,NA,0,0,195,0,252422,0,0,183999,6628,0,0,360,0
Birkenhead,10,2007,93527,54290,NA,NA,NA,0,0,205,0,185684,38,0,52120,1978,220,1208,0,0
Birkenhead,10,2008,19861,6788,NA,NA,NA,0,0,1167,0,51273,0,0,36495,1054,220,220,0,0
Birkenhead,10,2009,54156,34475,NA,NA,NA,0,0,303,0,57242,0,0,72370,661,0,0,0,0
Birkenhead,10,2010,128465,67762,NA,NA,NA,0,0,39,0,30578,0,0,6310,589,0,401,0,0
Birkenhead,10,2011,228817,92420,NA,NA,NA,0,0,269,0,56320,0,0,33390,1344,0,0,0,0
Birkenhead,10,2012,56506,2549,NA,NA,NA,0,0,89,0,17428,12,0,8890,0,0,0,0,0
Birkenhead,10,2013,80121,46795,NA,NA,NA,0,0,36,0,14613,0,0,27440,95,0,0,0,0
Birkenhead,10,2014,35763,19612,NA,NA,NA,0,0,8,0,8339,0,0,3219,0,60,0,0,0
Birkenhead,10,2015,45049,26687,NA,NA,NA,0,0,11,0,1052,0,0,324,265,0,0,0,0
Birkenhead,10,2016,36441,13475,NA,NA,NA,0,0,71,0,7134,0,0,3597,0,0,0,0,0
Birkenhead,10,2017,18636,9901,NA,NA,NA,0,0,210,0,54952,0,0,85879,0,0,0,0,0
Birkenhead,10,2018,15051,7233,NA,NA,NA,0,0,44,0,95530,0,0,49106,280,0,0,0,NA
Birkenhead,10,2019,3058,1984,NA,NA,NA,0,0,2361,0,58559,0,0,9198,0,NA,NA,NA,NA
Cultus,11,1948,13086,NA,NA,NA,NA,0,0,0,0,37820,0,0,1256,1827,0,0,0,0
Cultus,11,1949,9301,NA,NA,NA,NA,0,0,1662,0,37489,16,0,0,0,0,0,0,0
Cultus,11,1950,30595,NA,NA,NA,NA,0,0,3623,0,101664,0,0,0,3074,0,0,0,0
Cultus,11,1951,13143,NA,NA,NA,NA,0,0,3498,0,166043,0,0,4527,0,0,0,0,0
Cultus,11,1952,18910,NA,NA,NA,NA,0,0,159,0,32999,0,0,11266,0,0,0,0,0
Cultus,11,1953,13000,NA,388873,NA,NA,0,0,497,0,62317,0,0,855,0,0,0,0,0
Cultus,11,1954,24150,NA,620213,NA,NA,0,0,1631,0,61631,44,0,1933,6056,0,0,0,0
Cultus,11,1955,26000,NA,NA,NA,NA,0,0,1610,0,274490,204,0,1184,3596,0,0,0,0
Cultus,11,1956,14133,NA,1903296,NA,NA,0,0,1273,0,35165,0,0,1067,0,0,0,0,0
Cultus,11,1957,20647,NA,2688063,NA,NA,0,0,95,0,26724,0,0,1264,0,0,0,0,0
Cultus,11,1958,14097,NA,976120,NA,NA,0,0,3547,0,46269,0,0,1097,117,0,0,0,0
Cultus,11,1959,48461,NA,319495,NA,NA,0,0,114,0,50631,94,0,1449,735,0,0,0,0
Cultus,11,1960,17689,NA,1427228,NA,NA,0,0,483,0,22606,0,0,414,436,0,0,0,0
Cultus,11,1961,15428,NA,1327842,NA,NA,0,0,194,0,5954,0,0,0,0,0,0,0,0
Cultus,11,1962,27070,NA,1025404,NA,NA,0,0,524,0,35483,201,0,0,534,0,0,0,0
Cultus,11,1963,20571,NA,1200498,NA,NA,0,0,3825,0,131466,0,0,3157,0,0,0,0,0
Cultus,11,1964,11143,NA,NA,NA,NA,0,0,1357,0,67696,0,0,1550,797,0,0,0,0
Cultus,11,1965,2532,NA,NA,NA,NA,0,0,1380,0,19606,34,0,0,0,0,0,0,0
Cultus,11,1966,17464,NA,NA,NA,NA,0,0,4551,0,40079,0,0,435,0,0,0,0,0
Cultus,11,1967,33492,NA,131106,NA,NA,0,0,7716,0,96671,0,0,6114,473,0,0,0,0
Cultus,11,1968,25736,NA,2101506,NA,NA,0,0,36,0,42418,0,0,0,0,0,0,0,0
Cultus,11,1969,6739,NA,2441694,NA,NA,0,0,1446,0,5031,0,0,0,0,0,0,0,0
Cultus,11,1970,15149,NA,1005290.9999999999,NA,NA,0,0,910,0,44797,56,0,150,219,0,0,0,0
Cultus,11,1971,9145,NA,186787,NA,NA,0,0,2673,0,47715,58,0,313,512,0,0,0,0
Cultus,11,1972,10660,NA,799934,NA,NA,0,0,337,0,30020,3,0,3,0,0,0,0,0
Cultus,11,1973,858,NA,1086016,NA,NA,0,0,44,0,480,0,0,189,0,0,0,0,0
Cultus,11,1974,9814,NA,167111,NA,NA,0,0,636,0,27251,0,0,2406,0,0,0,0,0
Cultus,11,1975,11478,NA,NA,NA,NA,0,0,6742,0,122240,0,0,267,0,0,0,0,0
