Stock,Brood Year,0.1,0.2,0.3,0.4,0.5,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,2.4,3.1,3.2,3.3,3.4,Escapement
Kvichak,1963,0,0,606,0,0,0,"31,231","80,023",0,0,113,"925,528","336,813",0,0,0,"13,902",0,"338,760"
Kvichak,1964,0,0,0,0,0,"3,244","2,288,423","288,371","3,941",0,"111,882","2,613,881","446,099",0,0,"6,606","1,068",0,"957,120"
Kvichak,1965,0,0,0,0,0,"23,983","10,321,864","299,793",0,0,"485,629","33,528,681","1,159,447",0,0,"1,292",0,0,"24,325,926"
Kvichak,1966,0,"4,763",0,0,0,"3,429","524,322","885,878",0,0,"16,342","4,568,771","517,436","1,122",0,0,0,0,"3,755,185"
Kvichak,1967,0,0,"14,745",968,0,0,"342,819","321,956",65,0,"2,299","991,239","109,957",0,0,0,0,0,"3,216,208"
Kvichak,1968,0,"1,788",0,0,0,0,"300,687","38,561","4,514",0,0,"104,011","176,512",0,0,"7,305","1,946",0,"2,557,440"
Kvichak,1969,0,0,748,0,0,0,"149,287","321,597",0,0,"6,124","4,476,992","546,728",0,0,"12,149",0,0,"8,394,204"
Kvichak,1970,0,0,0,0,0,611,"45,471","40,280",0,0,"28,962","15,247,973",0,0,0,0,575,0,"13,935,306"
Kvichak,1971,0,0,0,0,0,0,"321,013","653,575",0,0,"45,182","919,844","95,529",0,0,"1,142",0,0,"2,387,392"
Kvichak,1972,0,0,0,0,0,"4,360","1,971,913","142,305","10,886",0,0,"886,252","232,955",0,0,0,0,0,"1,009,962"
Kvichak,1973,0,0,"1,204",0,0,0,"531,509","1,048,800",0,0,"2,634","252,857","351,748",0,0,"14,490",0,0,"226,554"
Kvichak,1974,0,0,0,0,0,"14,322","6,047,999","1,845,015",0,0,"319,232","16,927,229","616,516",0,0,"14,093",0,0,"4,433,844"
Kvichak,1975,0,0,0,0,0,"6,365","5,468,931","1,305,049",0,0,"314,282","29,958,382","382,348",0,0,"3,654",0,0,"13,140,450"
Kvichak,1976,0,0,"16,621",0,0,"5,347","5,940,228","675,758","3,355",0,"37,502","3,806,686","230,826",0,0,0,0,0,"1,965,282"
Kvichak,1977,0,"6,590","4,899",0,0,"36,699","2,024,758","718,010",0,0,"2,130","174,744","121,674",0,0,0,0,0,"1,341,144"
Kvichak,1978,0,0,0,0,0,"1,122","1,613,301","1,063,136",0,0,"15,273","1,372,783","987,655",0,0,0,"1,957",0,"4,149,288"
Kvichak,1979,0,"2,381",0,0,0,"53,985","18,868,217","2,470,065",0,0,"69,687","17,920,528","3,664,906",0,0,0,0,0,"11,218,434"
Kvichak,1980,0,0,0,0,0,"1,374","2,539,067","1,385,037","2,963",0,"13,603","8,291,131","364,137",0,0,0,0,0,"22,505,268"
Kvichak,1981,0,0,"5,261",0,0,0,"745,205","188,998",0,0,0,"962,185","147,140",0,0,0,0,0,"1,754,358"
Kvichak,1982,0,0,0,0,0,0,"492,725","385,823","4,844",0,531,"514,201","111,122",0,0,0,0,0,"1,134,840"
Kvichak,1983,0,0,0,0,0,909,"9,267,005","2,995,170","4,092",0,"2,976","1,111,077","386,132","8,090",0,0,0,0,"3,569,982"
Kvichak,1984,0,0,"1,184",0,0,0,"2,578,693","1,438,443",0,0,"46,572","17,559,242","1,663,051",0,0,0,0,0,"10,490,670"
Kvichak,1985,969,"3,827","6,641",0,0,"7,559","1,051,305","959,016","3,134",0,"36,966","14,851,621","1,382,907","8,513",0,"1,296","1,079",0,"7,211,046"
Kvichak,1986,0,"1,588","22,027",371,0,0,"652,917","868,159","22,540",0,0,"1,539,424","1,007,436",0,0,0,0,0,"1,179,322"
Kvichak,1987,0,"28,974","55,116","6,575",0,"7,294","4,715,392","2,193,831","3,168",0,"32,612","4,276,086","329,082",0,0,0,0,0,"6,065,880"
Kvichak,1988,0,"8,518","23,769",981,0,"6,198","3,035,792","1,958,434","1,920",0,"17,858","3,698,337","453,907",0,0,0,0,0,"4,065,216"
Kvichak,1989,0,"31,828","59,852","1,910",0,"3,333","1,860,644","1,072,383",0,0,"146,493","18,335,389","3,276,621",0,0,"12,480",0,0,"8,317,500"
Kvichak,1990,0,"5,138","7,656",0,0,"2,741","1,635,680","890,767",0,0,"82,363","22,046,414","1,626,784","1,145",0,0,0,0,"6,970,020"
Kvichak,1991,0,0,"2,556",0,0,"1,130","2,192,435","1,181,693","12,027",0,"1,940","1,008,516","236,952",0,0,0,0,0,"4,222,788"
Kvichak,1992,0,"3,450","3,727",0,0,0,"651,583","300,635",0,0,"2,138","751,845","162,224",0,0,0,0,0,"4,725,864"
Kvichak,1993,0,0,0,"2,571",0,230,"1,087,088","873,116","4,918",0,678,"683,919","477,949",0,0,0,0,0,"4,025,166"
Kvichak,1994,0,0,0,0,0,"1,847","2,023,631","1,062,072",94,0,"47,953","3,920,261","247,105",88,0,0,0,0,"8,355,936"
Kvichak,1995,0,0,0,16,0,"17,605","7,737,952","2,098,056","7,703",0,0,"677,133","96,802","1,501",0,0,14,0,"10,038,720"
Kvichak,1996,0,0,0,0,0,0,"547,556","1,651,818","9,155",0,0,"24,302","27,656",62,0,50,0,8,"1,450,578"
Kvichak,1997,0,0,73,0,0,0,"159,365","140,516",576,0,15,"342,017","173,309",123,0,249,0,0,"1,503,732"
Kvichak,1998,0,0,0,0,0,59,"375,942","422,187","18,296",0,638,"343,819","93,559",0,0,0,0,0,"2,296,074"
Kvichak,1999,0,14,0,0,0,370,"1,010,493","278,784","12,362",0,"51,079","5,815,823","208,249",61,0,"1,538",61,0,"6,196,914"
Kvichak,2000,0,0,18,0,0,16,"1,884,668","1,264,567","1,992",0,0,"742,843","367,259",0,0,312,0,0,"1,827,780"
Kvichak,2001,0,0,19,"1,784",0,0,"633,259","2,051,098","12,834",0,"1,450","819,689","901,131",0,0,0,0,0,"1,095,348"
Kvichak,2002,0,0,0,0,0,"3,391","2,456,932","1,265,247",624,0,"2,386","142,426","10,249",0,0,0,0,0,"703,884"
Kvichak,2003,0,"9,969",0,0,0,"3,847","3,595,854","1,186,521","9,277",0,0,"31,399","129,764",0,0,0,0,0,"1,686,804"
Kvichak,2004,0,0,0,0,0,0,"4,799,244","2,931,164",0,0,0,"2,634,426","554,819",0,0,0,0,0,"5,500,134"
Kvichak,2005,0,0,0,0,0,"4,316","1,254,243","2,033,447","8,367",0,0,"4,527,248","1,754,061","1,159",0,0,0,0,"2,320,332"
Kvichak,2006,0,0,0,0,0,"2,911","3,663,815","2,701,997","1,879",0,0,"1,197,115","746,953","4,285",0,290,260,0,"3,068,226"
Kvichak,2007,0,0,0,"1,768",0,0,"1,542,520","1,853,139","5,956",0,"24,305","6,975,695","2,380,397","15,623",0,0,0,0,"2,810,208"
Kvichak,2008,0,0,"5,362",0,0,0,"2,680,277","1,931,316","30,158",0,"2,521","1,247,831","679,368",0,0,"2,561",0,0,"2,757,912"
Kvichak,2009,0,0,0,0,0,0,"741,127","1,002,140","5,284",0,"11,614","9,731,029","1,396,185",0,0,"7,908",0,0,"2,266,140"
Kvichak,2010,0,0,303,0,0,"3,047","6,056,269","5,544,928",0,0,"87,433","13,230,425","851,679",0,0,"3,730",4,0,"4,207,410"
Kvichak,2011,0,0,36,0,0,"4,591","2,846,069","2,168,999",49,9,"43,950","2,573,729","491,950",553,0,252,322,0,"2,264,352"
Kvichak,2012,0,"7,703",0,0,0,"21,301","8,590,994","2,635,003","1,908",0,"3,702","397,153","143,170",0,0,0,6,0,"4,164,444"
Kvichak,2013,0,0,0,0,0,"2,616","3,713,931","2,789,274","13,159",0,"2,155","38,269","32,243",0,0,0,0,0,"2,088,576"
Kvichak,2014,0,0,0,0,0,"9,832","4,484,066","2,072,930","14,260",0,"4,883","71,802","3,353",0,0,0,0,0,"4,458,540"
Kvichak,2015,0,0,0,0,0,"4,227","5,743,118","7,068,371","4,889",0,0,"119,279","243,445",0,0,0,0,0,"7,348,572"
Kvichak,2016,0,0,0,0,0,"3,011","2,659,891","1,895,609","1,142",0,0,"577,513","174,874","1,766",0,680,0,0,"4,462,728"
Kvichak,2017,0,0,0,0,0,"1,511","6,164,745","4,980,170","9,284",0,"8,432","2,098,336","1,543,264","9,902",0,120,0,0,"3,163,404"
Kvichak,2018,0,0,0,0,0,"12,735","6,438,313","5,622,143","2,069",0,0,"368,454","319,386",726,0,331,0,NA,"4,398,708"
Kvichak,2019,0,0,0,0,0,0,"1,238,062","1,168,876","2,544",NA,"2,920","765,915","285,680",NA,0,"1,836",NA,NA,"2,371,242"
Alagnak,1963,0,0,0,0,0,0,"231,002","151,684",0,0,415,"30,953",819,0,0,0,0,0,"203,304"
Alagnak,1964,0,0,0,0,0,"6,377","97,650","90,731",0,0,"1,880","112,243","73,018",0,0,0,0,0,"248,700"
Alagnak,1965,0,0,0,0,0,"8,480","110,323","88,348","5,497",0,510,"29,040","17,531",0,0,0,0,0,"175,020"
Alagnak,1966,0,0,0,0,0,"9,662","304,544","229,248",0,0,0,"13,317","8,812",0,0,0,0,0,"174,336"
Alagnak,1967,0,0,461,0,0,"5,830","260,360","52,163",0,0,"2,325","59,200","9,010",0,0,0,0,0,"202,626"
Alagnak,1968,0,411,0,0,0,"8,143","182,414","52,504","2,130",0,0,685,"2,904",0,0,0,0,0,"193,872"
Alagnak,1969,0,0,0,0,0,0,"1,354","54,757",0,0,0,"108,529","15,545",0,0,0,0,0,"182,490"
Alagnak,1970,0,0,0,0,0,0,"78,027","58,491",0,0,0,"8,320",803,0,0,0,0,0,"177,060"
Alagnak,1971,0,0,0,0,0,"1,233","28,838","56,204",0,0,0,"30,123","207,343",0,0,0,"1,012",0,"187,302"
Alagnak,1972,0,0,0,0,0,"1,462","70,320","27,572",0,0,0,0,0,0,0,"24,814",0,0,"151,188"
Alagnak,1973,0,0,0,"3,099",0,0,0,"6,687","1,378",0,0,"350,600",0,0,0,"67,512","83,665",0,"35,280"
Alagnak,1974,0,0,"1,911",0,0,0,"722,581",0,"1,867",0,0,"1,551,297",0,0,0,0,"13,252",0,"214,848"
Alagnak,1975,0,0,0,0,0,0,0,"467,275",0,0,0,0,"492,798",0,"62,201",0,0,0,"100,480"
Alagnak,1976,0,0,"77,257",0,0,0,0,"157,897",0,0,1,0,"94,649","14,903",0,0,0,0,"81,822"
Alagnak,1977,0,0,"3,287",0,0,"163,394",0,"689,175",0,0,0,0,"145,046",0,0,0,"1,758",0,"108,911"
Alagnak,1978,0,0,0,0,0,0,"561,752","1,026,219","15,371",0,0,"512,955",0,"16,537",0,"42,750",0,0,"584,970"
Alagnak,1979,0,0,"1,045",0,0,0,"947,783","81,155","14,173",0,"16,623","1,047,577",0,132,0,0,0,0,"750,210"
Alagnak,1980,0,0,"4,640",0,0,0,0,"368,591",0,0,0,"269,864",0,0,0,0,0,0,"759,645"
Alagnak,1981,0,0,0,0,0,0,"174,415","1,008,292",0,0,0,0,0,0,0,0,0,0,"209,636"
Alagnak,1982,0,0,"6,007",0,0,0,0,"767,481",0,0,0,0,0,0,0,0,0,0,"610,215"
Alagnak,1983,0,0,"12,695",0,0,"6,508",0,"434,065",0,0,0,0,"1,247",0,0,0,"2,088",0,"245,361"
Alagnak,1984,0,561,"6,532","1,632",0,0,"403,722","1,250,870","25,116",0,0,0,"772,146","4,441",0,0,"2,926",0,"549,194"
Alagnak,1985,0,0,"39,051",0,0,"6,815","86,570","792,074",0,0,0,0,"720,017",0,0,0,865,0,"300,977"
Alagnak,1986,0,0,0,"2,446",0,0,0,"954,824",0,0,0,0,"1,066,241",0,0,0,"8,799",0,"586,959"
Alagnak,1987,0,0,0,0,0,0,0,"394,532",0,0,0,0,"374,484",0,0,"1,393",0,0,"393,236"
Alagnak,1988,0,0,0,0,0,0,0,"638,576","19,834",0,0,"615,411",0,0,0,0,0,0,"496,307"
Alagnak,1989,0,0,0,"1,365",0,0,"712,705","1,322,637","12,148",0,0,"691,212",0,"1,759",0,0,0,0,"501,738"
Alagnak,1990,0,0,"3,138",241,0,"100,366",0,"1,174,115","4,215",0,0,0,0,0,0,0,"1,590",0,"430,338"
Alagnak,1991,0,0,0,0,0,"23,838","1,012,274","2,341,905",0,0,0,0,"53,630",0,0,"2,601",0,0,"707,852"
