cu_name,adult_return_year,total_returns,total_escape,recruit_abundance,f_age,o_age,total_age,brood_year
Sproat Lake,2001,489391,158923.4836,NA,1,4,6,1995
Sproat Lake,2001,489391,158923.4836,4091,2,3,6,1995
Sproat Lake,2001,489391,158923.4836,NA,0,2,3,1998
Sproat Lake,2001,489391,158923.4836,NA,0,3,4,1997
Sproat Lake,2001,489391,158923.4836,NA,3,1,5,1996
Sproat Lake,2001,489391,158923.4836,NA,3,2,6,1995
Sproat Lake,2001,489391,158923.4836,NA,4,1,6,1995
Sproat Lake,2001,489391,158923.4836,NA,1,5,7,1994
Sproat Lake,2001,489391,158923.4836,NA,2,4,7,1994
Sproat Lake,2001,489391,158923.4836,NA,3,3,7,1994
Sproat Lake,2001,489391,158923.4836,NA,4,2,7,1994
Sproat Lake,2001,489391,158923.4836,NA,4,3,8,1993
Sproat Lake,2001,489391,158923.4836,NA,0,1,2,1999
Sproat Lake,2002,432141,190971.2796,27890,1,1,3,1999
Sproat Lake,2002,432141,190971.2796,286793,1,2,4,1998
Sproat Lake,2002,432141,190971.2796,3306,2,1,4,1998
Sproat Lake,2002,432141,190971.2796,80951,1,3,5,1997
Sproat Lake,2002,432141,190971.2796,31824,2,2,5,1997
Sproat Lake,2002,432141,190971.2796,NA,1,4,6,1996
Sproat Lake,2002,432141,190971.2796,1378,2,3,6,1996
Sproat Lake,2002,432141,190971.2796,NA,0,2,3,1999
Sproat Lake,2002,432141,190971.2796,NA,0,3,4,1998
Sproat Lake,2002,432141,190971.2796,NA,3,1,5,1997
Sproat Lake,2002,432141,190971.2796,NA,3,2,6,1996
Sproat Lake,2002,432141,190971.2796,NA,4,1,6,1996
Sproat Lake,2002,432141,190971.2796,NA,1,5,7,1995
Sproat Lake,2002,432141,190971.2796,NA,2,4,7,1995
Sproat Lake,2002,432141,190971.2796,NA,3,3,7,1995
Sproat Lake,2002,432141,190971.2796,NA,4,2,7,1995
Sproat Lake,2002,432141,190971.2796,NA,4,3,8,1994
Sproat Lake,2002,432141,190971.2796,NA,0,1,2,2000
Sproat Lake,2003,443396,163806.5365,25450,1,1,3,2000
Sproat Lake,2003,443396,163806.5365,189920,1,2,4,1999
Sproat Lake,2003,443396,163806.5365,915,2,1,4,1999
Sproat Lake,2003,443396,163806.5365,201179,1,3,5,1998
Sproat Lake,2003,443396,163806.5365,20824,2,2,5,1998
Sproat Lake,2003,443396,163806.5365,NA,1,4,6,1997
Sproat Lake,2003,443396,163806.5365,5108,2,3,6,1997
Sproat Lake,2003,443396,163806.5365,NA,0,2,3,2000
Sproat Lake,2003,443396,163806.5365,NA,0,3,4,1999
Sproat Lake,2003,443396,163806.5365,NA,3,1,5,1998
Sproat Lake,2003,443396,163806.5365,NA,3,2,6,1997
Sproat Lake,2003,443396,163806.5365,NA,4,1,6,1997
Sproat Lake,2003,443396,163806.5365,NA,1,5,7,1996
Sproat Lake,2003,443396,163806.5365,NA,2,4,7,1996
Sproat Lake,2003,443396,163806.5365,NA,3,3,7,1996
Sproat Lake,2003,443396,163806.5365,NA,4,2,7,1996
Sproat Lake,2003,443396,163806.5365,NA,4,3,8,1995
Sproat Lake,2003,443396,163806.5365,NA,0,1,2,2001
Sproat Lake,2004,282481,113797.5141,37432,1,1,3,2001
Sproat Lake,2004,282481,113797.5141,105741,1,2,4,2000
Sproat Lake,2004,282481,113797.5141,433,2,1,4,2000
Sproat Lake,2004,282481,113797.5141,123593,1,3,5,1999
Sproat Lake,2004,282481,113797.5141,10600,2,2,5,1999
Sproat Lake,2004,282481,113797.5141,NA,1,4,6,1998
Sproat Lake,2004,282481,113797.5141,4683,2,3,6,1998
Sproat Lake,2004,282481,113797.5141,NA,0,2,3,2001
Sproat Lake,2004,282481,113797.5141,NA,0,3,4,2000
Sproat Lake,2004,282481,113797.5141,NA,3,1,5,1999
Sproat Lake,2004,282481,113797.5141,NA,3,2,6,1998
Sproat Lake,2004,282481,113797.5141,NA,4,1,6,1998
Sproat Lake,2004,282481,113797.5141,NA,1,5,7,1997
Sproat Lake,2004,282481,113797.5141,NA,2,4,7,1997
Sproat Lake,2004,282481,113797.5141,NA,3,3,7,1997
Sproat Lake,2004,282481,113797.5141,NA,4,2,7,1997
Sproat Lake,2004,282481,113797.5141,NA,4,3,8,1996
Sproat Lake,2004,282481,113797.5141,NA,0,1,2,2002
Sproat Lake,2005,192876,131949.391,18473,1,1,3,2002
Sproat Lake,2005,192876,131949.391,85140,1,2,4,2001
Sproat Lake,2005,192876,131949.391,2203,2,1,4,2001
Sproat Lake,2005,192876,131949.391,83275,1,3,5,2000
Sproat Lake,2005,192876,131949.391,2743,2,2,5,2000
Sproat Lake,2005,192876,131949.391,NA,1,4,6,1999
Sproat Lake,2005,192876,131949.391,1042,2,3,6,1999
Sproat Lake,2005,192876,131949.391,NA,0,2,3,2002
Sproat Lake,2005,192876,131949.391,NA,0,3,4,2001
Sproat Lake,2005,192876,131949.391,NA,3,1,5,2000
Sproat Lake,2005,192876,131949.391,NA,3,2,6,1999
Sproat Lake,2005,192876,131949.391,NA,4,1,6,1999
Sproat Lake,2005,192876,131949.391,NA,1,5,7,1998
Sproat Lake,2005,192876,131949.391,NA,2,4,7,1998
Sproat Lake,2005,192876,131949.391,NA,3,3,7,1998
Sproat Lake,2005,192876,131949.391,NA,4,2,7,1998
Sproat Lake,2005,192876,131949.391,NA,4,3,8,1997
Sproat Lake,2005,192876,131949.391,NA,0,1,2,2003
Sproat Lake,2006,92705,61940.19361,1742,1,1,3,2003
Sproat Lake,2006,92705,61940.19361,64183,1,2,4,2002
Sproat Lake,2006,92705,61940.19361,107,2,1,4,2002
Sproat Lake,2006,92705,61940.19361,20477,1,3,5,2001
Sproat Lake,2006,92705,61940.19361,4357,2,2,5,2001
Sproat Lake,2006,92705,61940.19361,NA,1,4,6,2000
Sproat Lake,2006,92705,61940.19361,1839,2,3,6,2000
Sproat Lake,2006,92705,61940.19361,NA,0,2,3,2003
Sproat Lake,2006,92705,61940.19361,NA,0,3,4,2002
Sproat Lake,2006,92705,61940.19361,NA,3,1,5,2001
Sproat Lake,2006,92705,61940.19361,NA,3,2,6,2000
Sproat Lake,2006,92705,61940.19361,NA,4,1,6,2000
Sproat Lake,2006,92705,61940.19361,NA,1,5,7,1999
Sproat Lake,2006,92705,61940.19361,NA,2,4,7,1999
Sproat Lake,2006,92705,61940.19361,NA,3,3,7,1999
Sproat Lake,2006,92705,61940.19361,NA,4,2,7,1999
Sproat Lake,2006,92705,61940.19361,NA,4,3,8,1998
Sproat Lake,2006,92705,61940.19361,NA,0,1,2,2004
Sproat Lake,2007,77449,52837.04901,19310,1,1,3,2004
Sproat Lake,2007,77449,52837.04901,8340,1,2,4,2003
Sproat Lake,2007,77449,52837.04901,608,2,1,4,2003
Sproat Lake,2007,77449,52837.04901,47148,1,3,5,2002
Sproat Lake,2007,77449,52837.04901,1171,2,2,5,2002
Sproat Lake,2007,77449,52837.04901,NA,1,4,6,2001
Sproat Lake,2007,77449,52837.04901,871,2,3,6,2001
Sproat Lake,2007,77449,52837.04901,NA,0,2,3,2004
Sproat Lake,2007,77449,52837.04901,NA,0,3,4,2003
Sproat Lake,2007,77449,52837.04901,NA,3,1,5,2002
Sproat Lake,2007,77449,52837.04901,NA,3,2,6,2001
Sproat Lake,2007,77449,52837.04901,NA,4,1,6,2001
Sproat Lake,2007,77449,52837.04901,NA,1,5,7,2000
Sproat Lake,2007,77449,52837.04901,NA,2,4,7,2000
Sproat Lake,2007,77449,52837.04901,NA,3,3,7,2000
Sproat Lake,2007,77449,52837.04901,NA,4,2,7,2000
Sproat Lake,2007,77449,52837.04901,NA,4,3,8,1999
Sproat Lake,2007,77449,52837.04901,NA,0,1,2,2005
Sproat Lake,2008,116844,65332.57982,49096,1,1,3,2005
Sproat Lake,2008,116844,65332.57982,53859,1,2,4,2004
Sproat Lake,2008,116844,65332.57982,2416,2,1,4,2004
Sproat Lake,2008,116844,65332.57982,8280,1,3,5,2003
Sproat Lake,2008,116844,65332.57982,2505,2,2,5,2003
Sproat Lake,2008,116844,65332.57982,NA,1,4,6,2002
Sproat Lake,2008,116844,65332.57982,689,2,3,6,2002
Sproat Lake,2008,116844,65332.57982,NA,0,2,3,2005
Sproat Lake,2008,116844,65332.57982,NA,0,3,4,2004
Sproat Lake,2008,116844,65332.57982,NA,3,1,5,2003
Sproat Lake,2008,116844,65332.57982,NA,3,2,6,2002
Sproat Lake,2008,116844,65332.57982,NA,4,1,6,2002
Sproat Lake,2008,116844,65332.57982,NA,1,5,7,2001
Sproat Lake,2008,116844,65332.57982,NA,2,4,7,2001
Sproat Lake,2008,116844,65332.57982,NA,3,3,7,2001
Sproat Lake,2008,116844,65332.57982,NA,4,2,7,2001
Sproat Lake,2008,116844,65332.57982,NA,4,3,8,2000
Sproat Lake,2008,116844,65332.57982,NA,0,1,2,2006
Sproat Lake,2009,240712,130289.2303,40271,1,1,3,2006
Sproat Lake,2009,240712,130289.2303,153053,1,2,4,2005
Sproat Lake,2009,240712,130289.2303,8662,2,1,4,2005
Sproat Lake,2009,240712,130289.2303,33515,1,3,5,2004
Sproat Lake,2009,240712,130289.2303,4804,2,2,5,2004
Sproat Lake,2009,240712,130289.2303,NA,1,4,6,2003
Sproat Lake,2009,240712,130289.2303,408,2,3,6,2003
Sproat Lake,2009,240712,130289.2303,NA,0,2,3,2006
Sproat Lake,2009,240712,130289.2303,NA,0,3,4,2005
Sproat Lake,2009,240712,130289.2303,NA,3,1,5,2004
Sproat Lake,2009,240712,130289.2303,NA,3,2,6,2003
Sproat Lake,2009,240712,130289.2303,NA,4,1,6,2003
Sproat Lake,2009,240712,130289.2303,NA,1,5,7,2002
Sproat Lake,2009,240712,130289.2303,NA,2,4,7,2002
Sproat Lake,2009,240712,130289.2303,NA,3,3,7,2002
Sproat Lake,2009,240712,130289.2303,NA,4,2,7,2002
Sproat Lake,2009,240712,130289.2303,NA,4,3,8,2001
Sproat Lake,2009,240712,130289.2303,NA,0,1,2,2007
Sproat Lake,2010,897996,296956.462,170510,1,1,3,2007
Sproat Lake,2010,897996,296956.462,628450,1,2,4,2006
Sproat Lake,2010,897996,296956.462,960,2,1,4,2006
Sproat Lake,2010,897996,296956.462,63251,1,3,5,2005
Sproat Lake,2010,897996,296956.462,34719,2,2,5,2005
Sproat Lake,2010,897996,296956.462,NA,1,4,6,2004
Sproat Lake,2010,897996,296956.462,105,2,3,6,2004
Sproat Lake,2010,897996,296956.462,NA,0,2,3,2007
Sproat Lake,2010,897996,296956.462,NA,0,3,4,2006
Sproat Lake,2010,897996,296956.462,NA,3,1,5,2005
Sproat Lake,2010,897996,296956.462,NA,3,2,6,2004
Sproat Lake,2010,897996,296956.462,NA,4,1,6,2004
Sproat Lake,2010,897996,296956.462,NA,1,5,7,2003
Sproat Lake,2010,897996,296956.462,NA,2,4,7,2003
Sproat Lake,2010,897996,296956.462,NA,3,3,7,2003
Sproat Lake,2010,897996,296956.462,NA,4,2,7,2003
Sproat Lake,2010,897996,296956.462,NA,4,3,8,2002
Sproat Lake,2010,897996,296956.462,NA,0,1,2,2008
Sproat Lake,2011,701819,381979.5121,52371,1,1,3,2008
Sproat Lake,2011,701819,381979.5121,407685,1,2,4,2007
Sproat Lake,2011,701819,381979.5121,9981,2,1,4,2007
Sproat Lake,2011,701819,381979.5121,172893,1,3,5,2006
Sproat Lake,2011,701819,381979.5121,33777,2,2,5,2006
Sproat Lake,2011,701819,381979.5121,NA,1,4,6,2005
Sproat Lake,2011,701819,381979.5121,25112,2,3,6,2005
Sproat Lake,2011,701819,381979.5121,NA,0,2,3,2008
Sproat Lake,2011,701819,381979.5121,NA,0,3,4,2007
Sproat Lake,2011,701819,381979.5121,NA,3,1,5,2006
Sproat Lake,2011,701819,381979.5121,NA,3,2,6,2005
Sproat Lake,2011,701819,381979.5121,NA,4,1,6,2005
Sproat Lake,2011,701819,381979.5121,NA,1,5,7,2004
Sproat Lake,2011,701819,381979.5121,NA,2,4,7,2004
Sproat Lake,2011,701819,381979.5121,NA,3,3,7,2004
Sproat Lake,2011,701819,381979.5121,NA,4,2,7,2004
Sproat Lake,2011,701819,381979.5121,NA,4,3,8,2003
Sproat Lake,2011,701819,381979.5121,NA,0,1,2,2009
Sproat Lake,2012,427515,192226.1533,34858,1,1,3,2009
Sproat Lake,2012,427515,192226.1533,162363,1,2,4,2008
Sproat Lake,2012,427515,192226.1533,3346,2,1,4,2008
Sproat Lake,2012,427515,192226.1533,198277,1,3,5,2007
Sproat Lake,2012,427515,192226.1533,19383,2,2,5,2007
Sproat Lake,2012,427515,192226.1533,NA,1,4,6,2006
Sproat Lake,2012,427515,192226.1533,9288,2,3,6,2006
Sproat Lake,2012,427515,192226.1533,NA,0,2,3,2009
Sproat Lake,2012,427515,192226.1533,NA,0,3,4,2008
Sproat Lake,2012,427515,192226.1533,NA,3,1,5,2007
Sproat Lake,2012,427515,192226.1533,NA,3,2,6,2006
Sproat Lake,2012,427515,192226.1533,NA,4,1,6,2006
Sproat Lake,2012,427515,192226.1533,NA,1,5,7,2005
Sproat Lake,2012,427515,192226.1533,NA,2,4,7,2005
Sproat Lake,2012,427515,192226.1533,NA,3,3,7,2005
Sproat Lake,2012,427515,192226.1533,NA,4,2,7,2005
Sproat Lake,2012,427515,192226.1533,NA,4,3,8,2004
Sproat Lake,2012,427515,192226.1533,NA,0,1,2,2010
Sproat Lake,2013,529427,119848.9749,352592,1,1,3,2010
Sproat Lake,2013,529427,119848.9749,116478,1,2,4,2009
Sproat Lake,2013,529427,119848.9749,2810,2,1,4,2009
Sproat Lake,2013,529427,119848.9749,43514,1,3,5,2008
Sproat Lake,2013,529427,119848.9749,8513,2,2,5,2008
Sproat Lake,2013,529427,119848.9749,NA,1,4,6,2007
Sproat Lake,2013,529427,119848.9749,5520,2,3,6,2007
Sproat Lake,2013,529427,119848.9749,NA,0,2,3,2010
Sproat Lake,2013,529427,119848.9749,NA,0,3,4,2009
Sproat Lake,2013,529427,119848.9749,NA,3,1,5,2008
Sproat Lake,2013,529427,119848.9749,NA,3,2,6,2007
Sproat Lake,2013,529427,119848.9749,NA,4,1,6,2007
Sproat Lake,2013,529427,119848.9749,NA,1,5,7,2006
Sproat Lake,2013,529427,119848.9749,NA,2,4,7,2006
Sproat Lake,2013,529427,119848.9749,NA,3,3,7,2006
Sproat Lake,2013,529427,119848.9749,NA,4,2,7,2006
Sproat Lake,2013,529427,119848.9749,NA,4,3,8,2005
Sproat Lake,2013,529427,119848.9749,NA,0,1,2,2011
Sproat Lake,2014,828511,159750.6359,225654,1,1,3,2011
Sproat Lake,2014,828511,159750.6359,440583,1,2,4,2010
Sproat Lake,2014,828511,159750.6359,13387,2,1,4,2010
Sproat Lake,2014,828511,159750.6359,134280,1,3,5,2009
Sproat Lake,2014,828511,159750.6359,13472,2,2,5,2009
Sproat Lake,2014,828511,159750.6359,NA,1,4,6,2008
Sproat Lake,2014,828511,159750.6359,1135,2,3,6,2008
Sproat Lake,2014,828511,159750.6359,NA,0,2,3,2011
Sproat Lake,2014,828511,159750.6359,NA,0,3,4,2010
Sproat Lake,2014,828511,159750.6359,NA,3,1,5,2009
Sproat Lake,2014,828511,159750.6359,NA,3,2,6,2008
Sproat Lake,2014,828511,159750.6359,NA,4,1,6,2008
Sproat Lake,2014,828511,159750.6359,NA,1,5,7,2007
Sproat Lake,2014,828511,159750.6359,NA,2,4,7,2007
Sproat Lake,2014,828511,159750.6359,NA,3,3,7,2007
Sproat Lake,2014,828511,159750.6359,NA,4,2,7,2007
Sproat Lake,2014,828511,159750.6359,NA,4,3,8,2006
Sproat Lake,2014,828511,159750.6359,NA,0,1,2,2012
Sproat Lake,2015,1058332,312265.28,16689,1,1,3,2012
Sproat Lake,2015,1058332,312265.28,807022,1,2,4,2011
Sproat Lake,2015,1058332,312265.28,1498,2,1,4,2011
Sproat Lake,2015,1058332,312265.28,181213,1,3,5,2010
Sproat Lake,2015,1058332,312265.28,49533,2,2,5,2010
Sproat Lake,2015,1058332,312265.28,NA,1,4,6,2009
Sproat Lake,2015,1058332,312265.28,2376,2,3,6,2009
Sproat Lake,2015,1058332,312265.28,NA,0,2,3,2012
Sproat Lake,2015,1058332,312265.28,NA,0,3,4,2011
Sproat Lake,2015,1058332,312265.28,NA,3,1,5,2010
Sproat Lake,2015,1058332,312265.28,NA,3,2,6,2009
Sproat Lake,2015,1058332,312265.28,NA,4,1,6,2009
Sproat Lake,2015,1058332,312265.28,NA,1,5,7,2008
Sproat Lake,2015,1058332,312265.28,NA,2,4,7,2008
Sproat Lake,2015,1058332,312265.28,NA,3,3,7,2008
Sproat Lake,2015,1058332,312265.28,NA,4,2,7,2008
Sproat Lake,2015,1058332,312265.28,NA,4,3,8,2007
Sproat Lake,2015,1058332,312265.28,NA,0,1,2,2013
Sproat Lake,2016,525569,211925.58,19663,1,1,3,2013
Sproat Lake,2016,525569,211925.58,80986,1,2,4,2012
Sproat Lake,2016,525569,211925.58,2338,2,1,4,2012
Sproat Lake,2016,525569,211925.58,399031,1,3,5,2011
Sproat Lake,2016,525569,211925.58,14074,2,2,5,2011
Sproat Lake,2016,525569,211925.58,NA,1,4,6,2010
Sproat Lake,2016,525569,211925.58,9476,2,3,6,2010
Sproat Lake,2016,525569,211925.58,NA,0,2,3,2013
Sproat Lake,2016,525569,211925.58,NA,0,3,4,2012
Sproat Lake,2016,525569,211925.58,NA,3,1,5,2011
Sproat Lake,2016,525569,211925.58,NA,3,2,6,2010
Sproat Lake,2016,525569,211925.58,NA,4,1,6,2010
Sproat Lake,2016,525569,211925.58,NA,1,5,7,2009
Sproat Lake,2016,525569,211925.58,NA,2,4,7,2009
Sproat Lake,2016,525569,211925.58,NA,3,3,7,2009
Sproat Lake,2016,525569,211925.58,NA,4,2,7,2009
Sproat Lake,2016,525569,211925.58,NA,4,3,8,2008
Sproat Lake,2016,525569,211925.58,NA,0,1,2,2014
Sproat Lake,2017,354590,142683.87,150529,1,1,3,2014
Sproat Lake,2017,354590,142683.87,27503,1,2,4,2013
Sproat Lake,2017,354590,142683.87,7142,2,1,4,2013
Sproat Lake,2017,354590,142683.87,150377,1,3,5,2012
Sproat Lake,2017,354590,142683.87,10028,2,2,5,2012
Sproat Lake,2017,354590,142683.87,NA,1,4,6,2011
Sproat Lake,2017,354590,142683.87,9010,2,3,6,2011
Sproat Lake,2017,354590,142683.87,NA,0,2,3,2014
Sproat Lake,2017,354590,142683.87,NA,0,3,4,2013
Sproat Lake,2017,354590,142683.87,NA,3,1,5,2012
Sproat Lake,2017,354590,142683.87,NA,3,2,6,2011
Sproat Lake,2017,354590,142683.87,NA,4,1,6,2011
Sproat Lake,2017,354590,142683.87,NA,1,5,7,2010
Sproat Lake,2017,354590,142683.87,NA,2,4,7,2010
Sproat Lake,2017,354590,142683.87,NA,3,3,7,2010
Sproat Lake,2017,354590,142683.87,NA,4,2,7,2010
Sproat Lake,2017,354590,142683.87,NA,4,3,8,2009
Sproat Lake,2017,354590,142683.87,NA,0,1,2,2015
Sproat Lake,2018,224074,146311.7,8505,1,1,3,2015
Sproat Lake,2018,224074,146311.7,188547,1,2,4,2014
Sproat Lake,2018,224074,146311.7,3610,2,1,4,2014
Sproat Lake,2018,224074,146311.7,10064,1,3,5,2013
Sproat Lake,2018,224074,146311.7,8207,2,2,5,2013
Sproat Lake,2018,224074,146311.7,NA,1,4,6,2012
Sproat Lake,2018,224074,146311.7,5142,2,3,6,2012
Sproat Lake,2018,224074,146311.7,NA,0,2,3,2015
Sproat Lake,2018,224074,146311.7,NA,0,3,4,2014
Sproat Lake,2018,224074,146311.7,NA,3,1,5,2013
Sproat Lake,2018,224074,146311.7,NA,3,2,6,2012
Sproat Lake,2018,224074,146311.7,NA,4,1,6,2012
Sproat Lake,2018,224074,146311.7,NA,1,5,7,2011
Sproat Lake,2018,224074,146311.7,NA,2,4,7,2011
Sproat Lake,2018,224074,146311.7,NA,3,3,7,2011
Sproat Lake,2018,224074,146311.7,NA,4,2,7,2011
Sproat Lake,2018,224074,146311.7,NA,4,3,8,2010
Sproat Lake,2018,224074,146311.7,NA,0,1,2,2016
Sproat Lake,2019,169136,91244.79,37308,1,1,3,2016
Sproat Lake,2019,169136,91244.79,50543,1,2,4,2015
Sproat Lake,2019,169136,91244.79,2413,2,1,4,2015
Sproat Lake,2019,169136,91244.79,72769,1,3,5,2014
Sproat Lake,2019,169136,91244.79,4036,2,2,5,2014
Sproat Lake,2019,169136,91244.79,NA,1,4,6,2013
Sproat Lake,2019,169136,91244.79,2068,2,3,6,2013
Sproat Lake,2019,169136,91244.79,NA,0,2,3,2016
Sproat Lake,2019,169136,91244.79,NA,0,3,4,2015
Sproat Lake,2019,169136,91244.79,NA,3,1,5,2014
Sproat Lake,2019,169136,91244.79,NA,3,2,6,2013
Sproat Lake,2019,169136,91244.79,NA,4,1,6,2013
Sproat Lake,2019,169136,91244.79,NA,1,5,7,2012
Sproat Lake,2019,169136,91244.79,NA,2,4,7,2012
Sproat Lake,2019,169136,91244.79,NA,3,3,7,2012
Sproat Lake,2019,169136,91244.79,NA,4,2,7,2012
Sproat Lake,2019,169136,91244.79,NA,4,3,8,2011
Sproat Lake,2019,169136,91244.79,NA,0,1,2,2017
Sproat Lake,2020,207747,131529.48,40333,1,1,3,2017
Sproat Lake,2020,207747,131529.48,135794,1,2,4,2016
Sproat Lake,2020,207747,131529.48,2932,2,1,4,2016
Sproat Lake,2020,207747,131529.48,11837,1,3,5,2015
Sproat Lake,2020,207747,131529.48,16148,2,2,5,2015
Sproat Lake,2020,207747,131529.48,NA,1,4,6,2014
Sproat Lake,2020,207747,131529.48,703,2,3,6,2014
Sproat Lake,2020,207747,131529.48,NA,0,2,3,2017
Sproat Lake,2020,207747,131529.48,NA,0,3,4,2016
Sproat Lake,2020,207747,131529.48,NA,3,1,5,2015
Sproat Lake,2020,207747,131529.48,NA,3,2,6,2014
Sproat Lake,2020,207747,131529.48,NA,4,1,6,2014
Sproat Lake,2020,207747,131529.48,NA,1,5,7,2013
Sproat Lake,2020,207747,131529.48,NA,2,4,7,2013
Sproat Lake,2020,207747,131529.48,NA,3,3,7,2013
Sproat Lake,2020,207747,131529.48,NA,4,2,7,2013
Sproat Lake,2020,207747,131529.48,NA,4,3,8,2012
Sproat Lake,2020,207747,131529.48,NA,0,1,2,2018
Sproat Lake,2021,252468,105441,75670,1,1,3,2018
Sproat Lake,2021,252468,105441,47594,1,2,4,2017
Sproat Lake,2021,252468,105441,2236,2,1,4,2017
Sproat Lake,2021,252468,105441,103021,1,3,5,2016
Sproat Lake,2021,252468,105441,9885,2,2,5,2016
Sproat Lake,2021,252468,105441,NA,1,4,6,2015
Sproat Lake,2021,252468,105441,14062,2,3,6,2015
Sproat Lake,2021,252468,105441,NA,0,2,3,2018
Sproat Lake,2021,252468,105441,NA,0,3,4,2017
Sproat Lake,2021,252468,105441,NA,3,1,5,2016
Sproat Lake,2021,252468,105441,NA,3,2,6,2015
Sproat Lake,2021,252468,105441,NA,4,1,6,2015
Sproat Lake,2021,252468,105441,NA,1,5,7,2014
Sproat Lake,2021,252468,105441,NA,2,4,7,2014
Sproat Lake,2021,252468,105441,NA,3,3,7,2014
Sproat Lake,2021,252468,105441,NA,4,2,7,2014
Sproat Lake,2021,252468,105441,NA,4,3,8,2013
Sproat Lake,2021,252468,105441,NA,0,1,2,2019
Sproat Lake,2022,646462,368156,57039,1,1,3,2019
Sproat Lake,2022,646462,368156,543186,1,2,4,2018
Sproat Lake,2022,646462,368156,3987,2,1,4,2018
Sproat Lake,2022,646462,368156,30970,1,3,5,2017
Sproat Lake,2022,646462,368156,5421,2,2,5,2017
Sproat Lake,2022,646462,368156,NA,1,4,6,2016
Sproat Lake,2022,646462,368156,5859,2,3,6,2016
Sproat Lake,2022,646462,368156,NA,0,2,3,2019
Sproat Lake,2022,646462,368156,NA,0,3,4,2018
Sproat Lake,2022,646462,368156,NA,3,1,5,2017
Sproat Lake,2022,646462,368156,NA,3,2,6,2016
Sproat Lake,2022,646462,368156,NA,4,1,6,2016
Sproat Lake,2022,646462,368156,NA,1,5,7,2015
Sproat Lake,2022,646462,368156,NA,2,4,7,2015
Sproat Lake,2022,646462,368156,NA,3,3,7,2015
Sproat Lake,2022,646462,368156,NA,4,2,7,2015
Sproat Lake,2022,646462,368156,NA,4,3,8,2014
Sproat Lake,2022,646462,368156,NA,0,1,2,2020
Sproat Lake,2023,NA,NA,NA,1,1,3,2020
Sproat Lake,2023,NA,NA,NA,1,2,4,2019
Sproat Lake,2023,NA,NA,NA,2,1,4,2019
Sproat Lake,2023,NA,NA,NA,1,3,5,2018
Sproat Lake,2023,NA,NA,NA,2,2,5,2018
Sproat Lake,2023,NA,NA,NA,1,4,6,2017
Sproat Lake,2023,NA,NA,NA,2,3,6,2017
Sproat Lake,2023,NA,NA,NA,0,2,3,2020
Sproat Lake,2023,NA,NA,NA,0,3,4,2019
Sproat Lake,2023,NA,NA,NA,3,1,5,2018
Sproat Lake,2023,NA,NA,NA,3,2,6,2017
Sproat Lake,2023,NA,NA,NA,4,1,6,2017
Sproat Lake,2023,NA,NA,NA,1,5,7,2016
Sproat Lake,2023,NA,NA,NA,2,4,7,2016
Sproat Lake,2023,NA,NA,NA,3,3,7,2016
Sproat Lake,2023,NA,NA,NA,4,2,7,2016
Sproat Lake,2023,NA,NA,NA,4,3,8,2015
Sproat Lake,2023,NA,NA,NA,0,1,2,2021
Sproat Lake,2024,NA,NA,NA,1,1,3,2021
Sproat Lake,2024,NA,NA,NA,1,2,4,2020
Sproat Lake,2024,NA,NA,NA,2,1,4,2020
Sproat Lake,2024,NA,NA,NA,1,3,5,2019
Sproat Lake,2024,NA,NA,NA,2,2,5,2019
Sproat Lake,2024,NA,NA,NA,1,4,6,2018
Sproat Lake,2024,NA,NA,NA,2,3,6,2018
Sproat Lake,2024,NA,NA,NA,0,2,3,2021
Sproat Lake,2024,NA,NA,NA,0,3,4,2020
Sproat Lake,2024,NA,NA,NA,3,1,5,2019
Sproat Lake,2024,NA,NA,NA,3,2,6,2018
Sproat Lake,2024,NA,NA,NA,4,1,6,2018
Sproat Lake,2024,NA,NA,NA,1,5,7,2017
Sproat Lake,2024,NA,NA,NA,2,4,7,2017
Sproat Lake,2024,NA,NA,NA,3,3,7,2017
Sproat Lake,2024,NA,NA,NA,4,2,7,2017
Sproat Lake,2024,NA,NA,NA,4,3,8,2016
Sproat Lake,2024,NA,NA,NA,0,1,2,2022
Sproat Lake,2025,NA,NA,NA,1,1,3,2022
Sproat Lake,2025,NA,NA,NA,1,2,4,2021
Sproat Lake,2025,NA,NA,NA,2,1,4,2021
Sproat Lake,2025,NA,NA,NA,1,3,5,2020
Sproat Lake,2025,NA,NA,NA,2,2,5,2020
Sproat Lake,2025,NA,NA,NA,1,4,6,2019
Sproat Lake,2025,NA,NA,NA,2,3,6,2019
Sproat Lake,2025,NA,NA,NA,0,2,3,2022
Sproat Lake,2025,NA,NA,NA,0,3,4,2021
Sproat Lake,2025,NA,NA,NA,3,1,5,2020
Sproat Lake,2025,NA,NA,NA,3,2,6,2019
Sproat Lake,2025,NA,NA,NA,4,1,6,2019
Sproat Lake,2025,NA,NA,NA,1,5,7,2018
Sproat Lake,2025,NA,NA,NA,2,4,7,2018
Sproat Lake,2025,NA,NA,NA,3,3,7,2018
Sproat Lake,2025,NA,NA,NA,4,2,7,2018
Sproat Lake,2025,NA,NA,NA,4,3,8,2017
Sproat Lake,2025,NA,NA,NA,0,1,2,2023
