stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Misc. Widgeon_2006_72,Misc. Widgeon,27,2006,2013,72,171,69,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_21,Misc. Widgeon,27,2007,2009,21,176,65,NA,NA,NA,4,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_31,Misc. Widgeon,27,2007,2010,31,176,65,NA,NA,NA,1413,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_32,Misc. Widgeon,27,2007,2010,32,176,65,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_41,Misc. Widgeon,27,2007,2011,41,176,65,NA,NA,NA,2257,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_42,Misc. Widgeon,27,2007,2011,42,176,65,NA,NA,NA,237,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_43,Misc. Widgeon,27,2007,2011,43,176,65,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_51,Misc. Widgeon,27,2007,2012,51,176,65,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_52,Misc. Widgeon,27,2007,2012,52,176,65,NA,NA,NA,47,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_53,Misc. Widgeon,27,2007,2012,53,176,65,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_62,Misc. Widgeon,27,2007,2013,62,176,65,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_63,Misc. Widgeon,27,2007,2013,63,176,65,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_64,Misc. Widgeon,27,2007,2013,64,176,65,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2007_72,Misc. Widgeon,27,2007,2014,72,176,65,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_21,Misc. Widgeon,27,2008,2010,21,85,36,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_31,Misc. Widgeon,27,2008,2011,31,85,36,NA,NA,NA,84,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_32,Misc. Widgeon,27,2008,2011,32,85,36,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_41,Misc. Widgeon,27,2008,2012,41,85,36,NA,NA,NA,182,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_42,Misc. Widgeon,27,2008,2012,42,85,36,NA,NA,NA,199,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_43,Misc. Widgeon,27,2008,2012,43,85,36,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_51,Misc. Widgeon,27,2008,2013,51,85,36,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_52,Misc. Widgeon,27,2008,2013,52,85,36,NA,NA,NA,128,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_53,Misc. Widgeon,27,2008,2013,53,85,36,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_62,Misc. Widgeon,27,2008,2014,62,85,36,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_63,Misc. Widgeon,27,2008,2014,63,85,36,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_64,Misc. Widgeon,27,2008,2014,64,85,36,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2008_72,Misc. Widgeon,27,2008,2015,72,85,36,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_21,Misc. Widgeon,27,2009,2011,21,1559,803,NA,NA,NA,7,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_31,Misc. Widgeon,27,2009,2012,31,1559,803,NA,NA,NA,506,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_32,Misc. Widgeon,27,2009,2012,32,1559,803,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_41,Misc. Widgeon,27,2009,2013,41,1559,803,NA,NA,NA,313,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_42,Misc. Widgeon,27,2009,2013,42,1559,803,NA,NA,NA,379,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_43,Misc. Widgeon,27,2009,2013,43,1559,803,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_51,Misc. Widgeon,27,2009,2014,51,1559,803,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_52,Misc. Widgeon,27,2009,2014,52,1559,803,NA,NA,NA,5,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_53,Misc. Widgeon,27,2009,2014,53,1559,803,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_62,Misc. Widgeon,27,2009,2015,62,1559,803,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_63,Misc. Widgeon,27,2009,2015,63,1559,803,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_64,Misc. Widgeon,27,2009,2015,64,1559,803,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2009_72,Misc. Widgeon,27,2009,2016,72,1559,803,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_21,Misc. Widgeon,27,2010,2012,21,1015,448,NA,NA,NA,8,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_31,Misc. Widgeon,27,2010,2013,31,1015,448,NA,NA,NA,1613,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_32,Misc. Widgeon,27,2010,2013,32,1015,448,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_41,Misc. Widgeon,27,2010,2014,41,1015,448,NA,NA,NA,191,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_42,Misc. Widgeon,27,2010,2014,42,1015,448,NA,NA,NA,143,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_43,Misc. Widgeon,27,2010,2014,43,1015,448,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_51,Misc. Widgeon,27,2010,2015,51,1015,448,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_52,Misc. Widgeon,27,2010,2015,52,1015,448,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_53,Misc. Widgeon,27,2010,2015,53,1015,448,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_62,Misc. Widgeon,27,2010,2016,62,1015,448,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_63,Misc. Widgeon,27,2010,2016,63,1015,448,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_64,Misc. Widgeon,27,2010,2016,64,1015,448,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2010_72,Misc. Widgeon,27,2010,2017,72,1015,448,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_21,Misc. Widgeon,27,2011,2013,21,1539,726,NA,NA,NA,14,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_31,Misc. Widgeon,27,2011,2014,31,1539,726,NA,NA,NA,149,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_32,Misc. Widgeon,27,2011,2014,32,1539,726,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_41,Misc. Widgeon,27,2011,2015,41,1539,726,NA,NA,NA,159,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_42,Misc. Widgeon,27,2011,2015,42,1539,726,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_43,Misc. Widgeon,27,2011,2015,43,1539,726,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_51,Misc. Widgeon,27,2011,2016,51,1539,726,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_52,Misc. Widgeon,27,2011,2016,52,1539,726,NA,NA,NA,79,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_53,Misc. Widgeon,27,2011,2016,53,1539,726,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_62,Misc. Widgeon,27,2011,2017,62,1539,726,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_63,Misc. Widgeon,27,2011,2017,63,1539,726,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_64,Misc. Widgeon,27,2011,2017,64,1539,726,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2011_72,Misc. Widgeon,27,2011,2018,72,1539,726,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_21,Misc. Widgeon,27,2012,2014,21,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_31,Misc. Widgeon,27,2012,2015,31,466,228,NA,NA,NA,223,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_32,Misc. Widgeon,27,2012,2015,32,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_41,Misc. Widgeon,27,2012,2016,41,466,228,NA,NA,NA,101,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_42,Misc. Widgeon,27,2012,2016,42,466,228,NA,NA,NA,141,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_43,Misc. Widgeon,27,2012,2016,43,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_51,Misc. Widgeon,27,2012,2017,51,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_52,Misc. Widgeon,27,2012,2017,52,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_53,Misc. Widgeon,27,2012,2017,53,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_62,Misc. Widgeon,27,2012,2018,62,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_63,Misc. Widgeon,27,2012,2018,63,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_64,Misc. Widgeon,27,2012,2018,64,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2012_72,Misc. Widgeon,27,2012,2019,72,466,228,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_21,Misc. Widgeon,27,2013,2015,21,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_31,Misc. Widgeon,27,2013,2016,31,1705,729,NA,NA,NA,23,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_32,Misc. Widgeon,27,2013,2016,32,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_41,Misc. Widgeon,27,2013,2017,41,1705,729,NA,NA,NA,40,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_42,Misc. Widgeon,27,2013,2017,42,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_43,Misc. Widgeon,27,2013,2017,43,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_51,Misc. Widgeon,27,2013,2018,51,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_52,Misc. Widgeon,27,2013,2018,52,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_53,Misc. Widgeon,27,2013,2018,53,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_62,Misc. Widgeon,27,2013,2019,62,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_63,Misc. Widgeon,27,2013,2019,63,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_64,Misc. Widgeon,27,2013,2019,64,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2013_72,Misc. Widgeon,27,2013,2020,72,1705,729,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_21,Misc. Widgeon,27,2014,2016,21,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_31,Misc. Widgeon,27,2014,2017,31,364,146,NA,NA,NA,149,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_32,Misc. Widgeon,27,2014,2017,32,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_41,Misc. Widgeon,27,2014,2018,41,364,146,NA,NA,NA,58,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_42,Misc. Widgeon,27,2014,2018,42,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_43,Misc. Widgeon,27,2014,2018,43,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_51,Misc. Widgeon,27,2014,2019,51,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_52,Misc. Widgeon,27,2014,2019,52,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_53,Misc. Widgeon,27,2014,2019,53,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_62,Misc. Widgeon,27,2014,2020,62,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_63,Misc. Widgeon,27,2014,2020,63,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_64,Misc. Widgeon,27,2014,2020,64,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2014_72,Misc. Widgeon,27,2014,2021,72,364,146,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_21,Misc. Widgeon,27,2015,2017,21,137,58,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_31,Misc. Widgeon,27,2015,2018,31,137,58,NA,NA,NA,170,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_32,Misc. Widgeon,27,2015,2018,32,137,58,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_41,Misc. Widgeon,27,2015,2019,41,137,58,NA,NA,NA,78,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_42,Misc. Widgeon,27,2015,2019,42,137,58,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_43,Misc. Widgeon,27,2015,2019,43,137,58,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_51,Misc. Widgeon,27,2015,2020,51,137,58,NA,NA,NA,5,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_52,Misc. Widgeon,27,2015,2020,52,137,58,NA,NA,NA,5,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_53,Misc. Widgeon,27,2015,2020,53,137,58,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_62,Misc. Widgeon,27,2015,2021,62,137,58,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_63,Misc. Widgeon,27,2015,2021,63,137,58,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_64,Misc. Widgeon,27,2015,2021,64,137,58,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2015_72,Misc. Widgeon,27,2015,2022,72,137,58,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_21,Misc. Widgeon,27,2016,2018,21,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_31,Misc. Widgeon,27,2016,2019,31,236,93,NA,NA,NA,161,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_32,Misc. Widgeon,27,2016,2019,32,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_41,Misc. Widgeon,27,2016,2020,41,236,93,NA,NA,NA,265,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_42,Misc. Widgeon,27,2016,2020,42,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_43,Misc. Widgeon,27,2016,2020,43,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_51,Misc. Widgeon,27,2016,2021,51,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_52,Misc. Widgeon,27,2016,2021,52,236,93,NA,NA,NA,9,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_53,Misc. Widgeon,27,2016,2021,53,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_62,Misc. Widgeon,27,2016,2022,62,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_63,Misc. Widgeon,27,2016,2022,63,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_64,Misc. Widgeon,27,2016,2022,64,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2016_72,Misc. Widgeon,27,2016,2023,72,236,93,NA,NA,NA,0,NA,NA,NA,post-RSA,Manual,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2017_21,Misc. Widgeon,27,2017,2019,21,139,83,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2017_31,Misc. Widgeon,27,2017,2020,31,139,83,NA,NA,NA,52,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
Misc. Widgeon_2017_32,Misc. Widgeon,27,2017,2020,32,139,83,NA,NA,NA,0,NA,NA,NA,post-RSA,Sp. Gr.,5,NA,Exclude: Misc stock.,Exclude: Misc stock
