Stock,Brood Year,Escapement,0.2,1.1,0.3,1.2,0.4,1.3,2.2,1.4,2.3,3.2,2.4,3.3,3.4,Return,R/S,,3,4,5,6,7,8
Goodnews,1981,46441,0,0,0,7201,0,63081,119,1133,0,0,17,0,0,71552,1.54,,0%,10%,88%,2%,0%,0%
Goodnews,1982,50232,0,0,0,4056,0,39363,0,1101,125,0,0,0,0,44646,0.89,,0%,9%,88%,3%,0%,0%
Goodnews,1983,25008,0,0,0,3962,114,27908,159,542,1739,0,0,0,0,34424,1.38,,0%,12%,82%,7%,0%,0%
Goodnews,1984,30363,0,0,508,2213,28,25588,576,784,3162,0,0,0,0,32857,1.08,,0%,8%,80%,12%,0%,0%
Goodnews,1985,24131,17,0,0,1898,84,24362,2411,1025,2633,0,149,0,0,32579,1.35,,0%,6%,82%,11%,0%,0%
Goodnews,1986,50181,0,0,4212,10447,331,48662,1309,1564,697,0,183,0,0,67404,1.34,,0%,22%,75%,3%,0%,0%
Goodnews,1987,28335,1593,1062,1613,3477,260,17892,322,1297,2857,0,32,0,0,30405,1.07,,9%,17%,61%,14%,0%,0%
Goodnews,1988,15172,468,0,1690,10320,265,31033,930,4133,2176,0,0,0,0,51015,3.36,,1%,24%,63%,12%,0%,0%
Goodnews,1989,21186,1087,111,3031,12051,64,76087,926,1621,3066,0,0,43,0,98086,4.63,,1%,15%,79%,5%,0%,0%
Goodnews,1990,31232,202,74,3446,1649,51,41286,2413,545,2397,0,226,0,0,52289,1.67,,1%,10%,84%,6%,0%,0%
Goodnews,1991,40805,0,0,127,6377,0,45343,327,1862,5010,0,22,43,0,59112,1.45,,0%,11%,77%,12%,0%,0%
Goodnews,1992,15483,0,0,2047,1805,447,29943,1294,436,4871,0,149,0,0,40993,2.65,,0%,9%,77%,13%,0%,0%
Goodnews,1993,24524,43,0,849,9182,22,39139,2809,1226,3156,0,0,0,0,56425,2.3,,0%,18%,74%,8%,0%,0%
Goodnews,1994,56453,128,0,1544,9166,100,46234,1234,523,1763,0,0,0,0,60691,1.08,,0%,18%,78%,4%,0%,0%
Goodnews,1995,37782,0,0,738,7778,0,48468,1417,2285,2228,0,52,21,0,62988,1.67,,0%,14%,79%,7%,0%,0%
Goodnews,1996,38343,0,0,679,2062,0,27659,126,852,1504,0,0,0,0,32882,0.86,,0%,8%,84%,7%,0%,0%
Goodnews,1997,34137,0,0,238,710,42,7584,2080,799,2714,0,0,0,0,14167,0.42,,0%,7%,69%,25%,0%,0%
Goodnews,1998,36377,0,0,201,12173,0,40787,440,3164,2206,0,0,0,0,58971,1.62,,0%,21%,70%,9%,0%,0%
Goodnews,1999,49757,0,0,253,4019,0,36605,2297,1382,4815,0,0,0,0,49371,0.99,,0%,9%,79%,13%,0%,0%
Goodnews,2000,37358,0,0,744,19241,0,99140,3652,4888,5774,0,0,0,0,133439,3.57,,0%,15%,77%,8%,0%,0%
Goodnews,2001,21008,0,0,173,17544,0,99768,887,2958,4889,0,0,0,0,126219,6.01,,0%,14%,80%,6%,0%,0%
Goodnews,2002,21127,0,0,4228,24885,296,66454,1594,1655,1705,0,0,0,0,100817,4.77,,0%,29%,68%,3%,0%,0%
Goodnews,2003,37882,0,0,6860,11083,100,39467,501,1084,2904,0,0,0,0,62001,1.64,,0%,29%,65%,6%,0%,0%
Goodnews,2004,53131,445,0,2156,4513,199,24171,1019,1420,1611,0,40,0,0,35575,0.67,,1%,19%,71%,9%,0%,0%
Goodnews,2005,115167,0,0,1724,10450,216,47598,530,991,751,0,0,95,48,62404,0.54,,0%,20%,77%,3%,0%,0%
Goodnews,2006,126734,15,0,1177,4304,136,25850,484,1170,5408,121,722,1670,0,41059,0.32,,0%,13%,64%,16%,6%,0%
Goodnews,2007,74111,0,0,989,2887,71,40157,2579,1769,10281,0,72,61,0,58867,0.79,,0%,7%,73%,20%,0%,0%
Goodnews,2008,41228,36,0,622,3866,24,17675,926,1811,2551,41,0,0,0,27551,0.67,,0%,16%,68%,16%,0%,0%
Goodnews,2009,26197,0,0,826,2044,213,36794,2104,754,985,0,0,0,0,43720,1.67,,0%,7%,89%,4%,0%,0%
Goodnews,2010,37273,24,0,285,7652,32,55379,770,2374,4578,0,0,0,0,71094,1.91,,0%,11%,79%,10%,0%,0%
Goodnews,2011,20188,0,30,1052,6530,0,100879,4917,2002,6007,0,0,0,0,121417,6.01,,0%,6%,87%,7%,0%,0%
Goodnews,2012,30352,0,0,848,55950,0,143086,0,0,0,0,0,0,0,199883,6.59,,,,,,,
Goodnews,2013,24117,0,0,1638,27671,0,0,0,651,9925,0,0,0,0,39885,1.65,,,,,,,
Goodnews,2014,41473,910,0,0,0,0,141233,1464,0,0,0,0,0,0,143608,3.46,,,,,,,
Goodnews,2015,54757,0,0,4881,4230,0,0,0,0,0,0,0,0,0,9112,0.17,,,,,,,
Goodnews,2016,169544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Goodnews,2017,182043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Goodnews,2018,,,,,,,,,,,,,,,,,,,,,,,
Goodnews,2019,,,,,,,,,,,,,,,,,,,,,,,
Goodnews,2020,,,,,,,,,,,,,,,,,,,,,,,
Goodnews,2021,,,,,,,,,,,,,,,,,,,,,,,
Goodnews,2022,,,,,,,,,,,,,,,,,,,,,,,
